pca__n_components,max_depth,learning_rate,n_estimators,threshold,accuracy,precision,recall,f1,mcc
180,3,0.01,100,0.1,0.1476271186440678,0.1476271186440678,1.0,0.2572241096308737,0.0
180,3,0.01,100,0.2,0.2455367231638418,0.1672572430491776,1.0,0.2855265228938878,0.1258087570436065
180,3,0.01,100,0.30000000000000004,0.6011864406779661,0.25932844454396176,0.8388888888888889,0.39242012429564993,0.28999763933498357
180,3,0.01,100,0.4,0.7721468926553673,0.37577561327561326,0.7277777777777777,0.49256118563271445,0.4012921486285098
180,3,0.01,100,0.5,0.8457062146892655,0.48,0.5444444444444445,0.5078018575851393,0.41979664394487576
180,3,0.01,100,0.6,0.8859887005649718,0.7166666666666666,0.36111111111111105,0.46518579459755927,0.4494607605958059
180,3,0.01,100,0.7000000000000001,0.8624858757062146,0.75,0.11111111111111112,0.16503496503496504,0.16709609151031954
180,3,0.01,100,0.8,0.8523728813559321,1.0,0.0,0.0,0.0
180,3,0.01,100,0.9,0.8523728813559321,1.0,0.0,0.0,0.0
180,3,0.01,150,0.1,0.1476271186440678,0.1476271186440678,1.0,0.2572241096308737,0.0
180,3,0.01,150,0.2,0.5071751412429378,0.22271204767772274,0.8833333333333332,0.35350944948174046,0.23931927131812475
180,3,0.01,150,0.30000000000000004,0.7118079096045198,0.32128214922332565,0.7944444444444445,0.4545898699402593,0.36594784645426526
180,3,0.01,150,0.4,0.8255932203389831,0.44045121545121546,0.6611111111111111,0.5252776209297949,0.4398936493830063
180,3,0.01,150,0.5,0.8658192090395481,0.5443362193362193,0.5444444444444445,0.5406535947712419,0.4648048330257926
180,3,0.01,150,0.6,0.8927118644067796,0.7466666666666667,0.4333333333333333,0.5318681318681319,0.5090686760529635
180,3,0.01,150,0.7000000000000001,0.8692655367231639,0.6666666666666667,0.17777777777777776,0.24242424242424243,0.2412911306177464
180,3,0.01,150,0.8,0.8591525423728814,0.8,0.06666666666666667,0.11272727272727275,0.13934642011583767
180,3,0.01,150,0.9,0.8523728813559321,1.0,0.0,0.0,0.0
180,3,0.01,200,0.1,0.28570621468926555,0.1740210732663563,1.0,0.29562753566219235,0.1634526320282969
180,3,0.01,200,0.2,0.6278531073446327,0.27477851207223714,0.861111111111111,0.4133125076285504,0.3249250899108941
180,3,0.01,200,0.30000000000000004,0.7787005649717514,0.37982456140350873,0.7277777777777777,0.4969808429118774,0.4076270825059016
180,3,0.01,200,0.4,0.8491525423728813,0.48811188811188816,0.638888888888889,0.5502665755297335,0.47013150193625225
180,3,0.01,200,0.5,0.8994350282485876,0.6883116883116883,0.5666666666666667,0.6126190476190476,0.5652219931680287
180,3,0.01,200,0.6,0.8927118644067796,0.76,0.4111111111111111,0.5128205128205128,0.49946351499489633
180,3,0.01,200,0.7000000000000001,0.8826553672316384,0.8,0.2694444444444445,0.3808080808080808,0.40574165561400405
180,3,0.01,200,0.8,0.862542372881356,0.8,0.08888888888888888,0.13999999999999999,0.16015320809616426
180,3,0.01,200,0.9,0.8523728813559321,1.0,0.0,0.0,0.0
180,3,0.1,100,0.1,0.8289265536723164,0.4562540400775695,0.75,0.5650045606567345,0.4910107502260163
