n_neighbors,metric,accuracy,precision,recall,preparationTime
3,cosine,0.6176075268817204,0.6790935672514621,0.5361111111111111,0.0018513413191494402
5,cosine,0.6811155913978495,0.7239057239057239,0.6194444444444445,0.0018513413191494402
7,cosine,0.6706989247311826,0.7013888888888888,0.5986111111111111,0.0018513413191494402
3,euclidean,0.5954301075268816,0.6523809523809524,0.425,0.0018513413191494402
5,euclidean,0.6058467741935484,0.7342592592592593,0.34027777777777773,0.0018513413191494402
7,euclidean,0.647513440860215,0.8585858585858586,0.3597222222222222,0.0018513413191494402
