n_components,n_estimators,max_depth,learning_rate,accuracy,precision,recall,f1,mcc
180,100,3,0.5,0.8957047791893527,0.8095238095238095,0.4222222222222222,0.5333333333333333,0.5279370671663076
180,150,3,0.5,0.8957047791893527,0.8095238095238095,0.4222222222222222,0.5333333333333333,0.5279370671663076
180,200,3,0.5,0.8957047791893527,0.8095238095238095,0.4222222222222222,0.5333333333333333,0.5279370671663076
180,100,5,0.5,0.8993345432546883,0.8207142857142857,0.4888888888888888,0.6001454427925015,0.57810390342017
180,150,5,0.5,0.8993345432546883,0.8207142857142857,0.4888888888888888,0.6001454427925015,0.57810390342017
180,200,5,0.5,0.8993345432546883,0.8207142857142857,0.4888888888888888,0.6001454427925015,0.57810390342017
180,100,7,0.5,0.9061705989110708,0.8583333333333334,0.4888888888888888,0.6098340874811463,0.5980865305120613
180,150,7,0.5,0.9061705989110708,0.8583333333333334,0.4888888888888888,0.6098340874811463,0.5980865305120613
180,200,7,0.5,0.9061705989110708,0.8583333333333334,0.4888888888888888,0.6098340874811463,0.5980865305120613
180,100,10,0.5,0.9096188747731399,0.8833333333333334,0.4888888888888888,0.6249084249084249,0.6138826442505169
180,150,10,0.5,0.9096188747731399,0.8833333333333334,0.4888888888888888,0.6249084249084249,0.6138826442505169
180,200,10,0.5,0.9096188747731399,0.8833333333333334,0.4888888888888888,0.6249084249084249,0.6138826442505169
200,100,3,0.01,0.8473079249848758,0.5119047619047619,0.35555555555555557,0.40269905533063427,0.337021589461587
200,150,3,0.01,0.868118572292801,0.6476190476190476,0.4,0.47192982456140353,0.43090376776055894
200,200,3,0.01,0.8819721718088325,0.8111111111111111,0.4,0.49111111111111105,0.4884229352295934
200,100,5,0.01,0.8437386569872958,0.5971428571428572,0.3111111111111111,0.38276197486723806,0.3372877407361841
200,150,5,0.01,0.8473079249848758,0.5838095238095239,0.31111111111111106,0.37560947824105717,0.3337305654821169
200,200,5,0.01,0.8611615245009074,0.7380952380952381,0.3111111111111111,0.3960606060606061,0.38871665806885225
200,100,7,0.01,0.843859649122807,0.5714285714285714,0.33333333333333337,0.39684491978609626,0.3404960518983668
200,150,7,0.01,0.8542649727767696,0.5944444444444444,0.33333333333333337,0.4012742812742813,0.35745333810333396
200,200,7,0.01,0.868118572292801,0.6716666666666666,0.33333333333333337,0.41721415839062903,0.3963782421255365
200,100,10,0.01,0.8507562008469449,0.6104761904761904,0.33333333333333337,0.4092258721670487,0.3620539748522279
200,150,10,0.01,0.8542649727767696,0.6044444444444445,0.31111111111111106,0.3847907647907648,0.3483379667740186
200,200,10,0.01,0.8681790683605566,0.6761904761904762,0.33333333333333337,0.4207575757575758,0.398933699599645
200,100,3,0.1,0.9061705989110708,0.95,0.4222222222222222,0.5534615384615386,0.5778189802081416
200,150,3,0.1,0.8992740471869329,0.8833333333333332,0.39999999999999997,0.5102865761689291,0.5305717871334921
200,200,3,0.1,0.8992740471869329,0.8833333333333332,0.39999999999999997,0.5102865761689291,0.5305717871334921
200,100,5,0.1,0.8854204476709013,0.8933333333333333,0.3111111111111111,0.4365367965367966,0.4684187101210088
200,150,5,0.1,0.8853599516031458,0.8666666666666666,0.33333333333333337,0.4460606060606061,0.47010871183672853
200,200,5,0.1,0.8888687235329703,0.8933333333333333,0.33333333333333337,0.4536796536796537,0.4836019676399969
200,100,7,0.1,0.8854204476709013,0.8933333333333333,0.3111111111111111,0.4365367965367966,0.4684187101210088
200,150,7,0.1,0.8888687235329703,0.8933333333333333,0.33333333333333337,0.4536796536796537,0.4836019676399969
200,200,7,0.1,0.892377495462795,0.8933333333333333,0.3555555555555555,0.480952380952381,0.5043910772202516
200,100,10,0.1,0.8854204476709013,0.8933333333333333,0.3111111111111111,0.4365367965367966,0.4684187101210088
200,150,10,0.1,0.8854204476709013,0.8933333333333333,0.3111111111111111,0.4365367965367966,0.4684187101210088
200,200,10,0.1,0.892377495462795,0.8933333333333333,0.3555555555555555,0.480952380952381,0.5043910772202516
200,100,3,0.3,0.9061705989110708,0.9099999999999999,0.44444444444444436,0.5896703296703297,0.5930289091234144
200,150,3,0.3,0.9061705989110708,0.9099999999999999,0.44444444444444436,0.5896703296703297,0.5930289091234144
200,200,3,0.3,0.9061705989110708,0.9099999999999999,0.44444444444444436,0.5896703296703297,0.5930289091234144
200,100,5,0.3,0.8854204476709013,0.8333333333333334,0.3555555555555555,0.48378954378954375,0.48794876366549944
200,150,5,0.3,0.8888082274652149,0.8142857142857143,0.4,0.5092657342657343,0.5066561502438043
200,200,5,0.3,0.8888082274652149,0.8142857142857143,0.4,0.5092657342657343,0.5066561502438043
200,100,7,0.3,0.885480943738657,0.8400000000000001,0.3555555555555555,0.4714285714285714,0.47994207461533245
200,150,7,0.3,0.8958862673926195,0.8800000000000001,0.39999999999999997,0.5084550743374272,0.5257706919256453
200,200,7,0.3,0.8958862673926195,0.8800000000000001,0.39999999999999997,0.5084550743374272,0.5257706919256453
200,100,10,0.3,0.885480943738657,0.8400000000000001,0.3555555555555555,0.4714285714285714,0.47994207461533245
200,150,10,0.3,0.8889897156684816,0.8800000000000001,0.3555555555555555,0.4802197802197803,0.497622810039222
200,200,10,0.3,0.8889897156684816,0.8800000000000001,0.3555555555555555,0.4802197802197803,0.497622810039222
200,100,3,0.5,0.9131881427707199,0.9666666666666666,0.4666666666666666,0.6122144522144521,0.6276782628013967
200,150,3,0.5,0.9131881427707199,0.9666666666666666,0.4666666666666666,0.6122144522144521,0.6276782628013967
200,200,3,0.5,0.9131881427707199,0.9666666666666666,0.4666666666666666,0.6122144522144521,0.6276782628013967
200,100,5,0.5,0.8992740471869329,0.8933333333333333,0.4,0.5286796536796536,0.5451428266606138
200,150,5,0.5,0.8992740471869329,0.8933333333333333,0.4,0.5286796536796536,0.5451428266606138
200,200,5,0.5,0.8992740471869329,0.8933333333333333,0.4,0.5286796536796536,0.5451428266606138
200,100,7,0.5,0.8992740471869329,0.9099999999999999,0.4,0.5393206793206794,0.55421004023681
200,150,7,0.5,0.8992740471869329,0.9099999999999999,0.4,0.5393206793206794,0.55421004023681
200,200,7,0.5,0.8992740471869329,0.9099999999999999,0.4,0.5393206793206794,0.55421004023681
200,100,10,0.5,0.892377495462795,0.9099999999999999,0.3555555555555555,0.5023976023976024,0.5227018347119907
200,150,10,0.5,0.892377495462795,0.9099999999999999,0.3555555555555555,0.5023976023976024,0.5227018347119907
200,200,10,0.5,0.892377495462795,0.9099999999999999,0.3555555555555555,0.5023976023976024,0.5227018347119907
220,100,3,0.01,0.8229280096793709,0.33333333333333337,0.26666666666666666,0.29192982456140354,0.20164348527800996
220,150,3,0.01,0.8472474289171202,0.6309523809523808,0.3111111111111111,0.35090418353576247,0.29466187846267305
220,200,3,0.01,0.8576527525710829,0.711111111111111,0.3111111111111111,0.3711111111111111,0.3329178266534936
220,100,5,0.01,0.8300060496067754,0.5571428571428572,0.26666666666666666,0.3174509803921568,0.27241763667994745
220,150,5,0.01,0.8369026013309135,0.5523809523809524,0.2444444444444444,0.29881461675579324,0.26291456071496
220,200,5,0.01,0.8404113732607381,0.5904761904761905,0.22222222222222218,0.2995238095238095,0.2711533388055573
220,100,7,0.01,0.82994555353902,0.519047619047619,0.22222222222222224,0.25578431372549015,0.1881808587949656
220,150,7,0.01,0.8368421052631578,0.5657142857142857,0.24444444444444446,0.2877989657401422,0.22514657628344423
220,200,7,0.01,0.8541439806412583,0.72,0.2,0.2815184815184815,0.267065877657592
220,100,10,0.01,0.8264972776769509,0.4923809523809524,0.2,0.23102240896358542,0.16235728590006931
220,150,10,0.01,0.8333938294010889,0.5523809523809524,0.22222222222222224,0.2588146167557932,0.20119322073012325
220,200,10,0.01,0.8472474289171202,0.6333333333333333,0.2,0.27106227106227104,0.2345582186510622
220,100,3,0.1,0.8853599516031458,0.8266666666666668,0.3333333333333333,0.4706959706959707,0.47704021418717923
220,150,3,0.1,0.8923169993950394,0.8699999999999999,0.3777777777777777,0.5208791208791209,0.5258804365528371
220,200,3,0.1,0.8923169993950394,0.8699999999999999,0.3777777777777777,0.5208791208791209,0.5258804365528371
220,100,5,0.1,0.8784633998790078,0.8833333333333332,0.26666666666666666,0.39897435897435896,0.4349902723264458
220,150,5,0.1,0.8784633998790078,0.8933333333333333,0.26666666666666666,0.3936796536796537,0.43416934959956704
220,200,5,0.1,0.8784633998790078,0.8933333333333333,0.26666666666666666,0.3936796536796537,0.43416934959956704
220,100,7,0.1,0.8750151240169389,0.8666666666666666,0.24444444444444446,0.35641025641025637,0.3678522126220411
220,150,7,0.1,0.8715063520871142,0.8266666666666665,0.24444444444444446,0.3476190476190476,0.35017147719815156
220,200,7,0.1,0.8749546279491833,0.8433333333333334,0.26666666666666666,0.3732600732600732,0.37361023984225916
220,100,10,0.1,0.8611615245009073,0.7733333333333332,0.22222222222222224,0.3108225108225108,0.304924332779439
220,150,10,0.1,0.8715668481548698,0.82,0.26666666666666666,0.35844155844155845,0.35671824133840263
220,200,10,0.1,0.8750151240169389,0.82,0.28888888888888886,0.3857142857142857,0.37751638315219616
220,100,3,0.3,0.8921960072595281,0.9333333333333333,0.3333333333333333,0.4855477855477856,0.5168614475894148
220,150,3,0.3,0.8957047791893527,0.9166666666666667,0.3777777777777777,0.5214452214452214,0.5405422074976871
220,200,3,0.3,0.8957047791893527,0.9166666666666667,0.3777777777777777,0.5214452214452214,0.5405422074976871
220,100,5,0.3,0.878584392014519,0.8800000000000001,0.28888888888888886,0.4256743256743257,0.4536849682337881
220,150,5,0.3,0.878584392014519,0.8800000000000001,0.28888888888888886,0.4256743256743257,0.4536849682337881
220,200,5,0.3,0.878584392014519,0.8800000000000001,0.28888888888888886,0.4256743256743257,0.4536849682337881
220,100,7,0.3,0.864670296430732,0.8,0.2444444444444444,0.3386613386613387,0.3320885577663801
220,150,7,0.3,0.868118572292801,0.8133333333333332,0.26666666666666666,0.3596137196137196,0.35259197297332234
220,200,7,0.3,0.868118572292801,0.8133333333333332,0.26666666666666666,0.3596137196137196,0.35259197297332234
220,100,10,0.3,0.8715668481548698,0.8300000000000001,0.26666666666666666,0.37252747252747254,0.3668419726612296
220,150,10,0.3,0.8785238959467634,0.8400000000000001,0.3111111111111111,0.4345054945054946,0.44854053173298103
220,200,10,0.3,0.8785238959467634,0.8400000000000001,0.3111111111111111,0.4345054945054946,0.44854053173298103
220,100,3,0.5,0.892377495462795,0.85,0.37777777777777777,0.5153846153846154,0.5183298341093197
220,150,3,0.5,0.892377495462795,0.85,0.37777777777777777,0.5153846153846154,0.5183298341093197
220,200,3,0.5,0.892377495462795,0.85,0.37777777777777777,0.5153846153846154,0.5183298341093197
220,100,5,0.5,0.8577132486388386,0.7233333333333334,0.22222222222222224,0.333000333000333,0.3390735218605158
220,150,5,0.5,0.8577132486388386,0.7233333333333334,0.22222222222222224,0.333000333000333,0.3390735218605158
220,200,5,0.5,0.8577132486388386,0.7233333333333334,0.22222222222222224,0.333000333000333,0.3390735218605158
220,100,7,0.5,0.8784633998790078,0.8166666666666667,0.28888888888888886,0.41395271395271405,0.4318068967753866
220,150,7,0.5,0.8784633998790078,0.8166666666666667,0.28888888888888886,0.41395271395271405,0.4318068967753866
220,200,7,0.5,0.8784633998790078,0.8166666666666667,0.28888888888888886,0.41395271395271405,0.4318068967753866
220,100,10,0.5,0.8645493042952207,0.7766666666666666,0.22222222222222218,0.3126540126540126,0.30979730339730716
220,150,10,0.5,0.8645493042952207,0.7766666666666666,0.22222222222222218,0.3126540126540126,0.30979730339730716
220,200,10,0.5,0.8645493042952207,0.7766666666666666,0.22222222222222218,0.3126540126540126,0.30979730339730716
