n_components,C,kernel,accuracy,precision,recall,f1,mcc
220,0.01,linear,0.937265577737447,0.8873015873015874,0.6888888888888888,0.767203548085901,0.744951752706593
220,0.01,rbf,0.82994555353902,0.5657142857142857,0.39999999999999997,0.4456959706959707,0.3702096618019057
220,0.01,poly,0.5758620689655173,0.4618181818181818,0.37777777777777777,0.10625,-0.0271159125772965
220,0.01,sigmoid,0.8471869328493649,0.5047619047619047,0.4,0.44333333333333325,0.3617074821835381
220,0.1,linear,0.937265577737447,0.8873015873015874,0.6888888888888888,0.767203548085901,0.744951752706593
220,0.1,rbf,0.82994555353902,0.5657142857142857,0.39999999999999997,0.4456959706959707,0.3702096618019057
220,0.1,poly,0.72994555353902,0.8352941176470589,0.2,0.06,0.03175536744149779
220,0.1,sigmoid,0.8473684210526315,0.5371428571428571,0.31111111111111106,0.3871428571428571,0.32571443999016364
220,1.0,linear,0.937265577737447,0.8873015873015874,0.6888888888888888,0.767203548085901,0.744951752706593
220,1.0,rbf,0.8955837870538416,0.7917460317460318,0.5111111111111111,0.6031746031746031,0.5736352687670407
220,1.0,poly,0.854204476709014,0.9,0.08888888888888888,0.15636363636363634,0.22125080644311151
220,1.0,sigmoid,0.7258318209316394,0.3744949494949495,0.5777777777777777,0.4434126208319757,0.3005411620586024
220,10.0,linear,0.937265577737447,0.8873015873015874,0.6888888888888888,0.767203548085901,0.744951752706593
220,10.0,rbf,0.9165154264972777,0.8334126984126984,0.6,0.6826240752711341,0.6568424858154377
220,10.0,poly,0.8678765880217787,0.6799999999999999,0.2888888888888889,0.4032967032967033,0.38401300553536183
220,10.0,sigmoid,0.635632183908046,0.2651147342995169,0.6222222222222222,0.3656598671842574,0.20483837000069718
220,100.0,linear,0.937265577737447,0.8873015873015874,0.6888888888888888,0.767203548085901,0.744951752706593
220,100.0,rbf,0.9234119782214156,0.8778571428571429,0.6,0.7020685197155785,0.6823405294141592
220,100.0,poly,0.8783424077434967,0.6916666666666667,0.4666666666666667,0.550812324929972,0.4994378278891194
220,100.0,sigmoid,0.6252873563218391,0.25760702536432317,0.6222222222222222,0.3588032581453634,0.19403023766051625
