rf__n_estimators,rf__max_depth,rf__min_samples_split,rf__min_samples_leaf,rf__criterion,threshold,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc
100,20,5,2,entropy,0.1,0.7500907441016335,0.04111436674701686,0.38445134575569356,0.03526873638914584,0.9555555555555555,0.054433105395181765,0.5468087915501709,0.03720227888547411,0.4993790714954038,0.04398824996066652
100,20,5,2,entropy,0.2,0.8577132486388385,0.049137407346895104,0.5367897118361514,0.09727545725361393,0.9333333333333332,0.054433105395181765,0.678999000999001,0.09116151371282506,0.636304897267183,0.10700085812112696
100,20,5,2,entropy,0.30000000000000004,0.9097398669086509,0.033441031195843914,0.6748806748806749,0.12123440050557033,0.888888888888889,1.1102230246251565e-16,0.7614931927975407,0.07423416650001385,0.7222014629504894,0.0843725840154282
100,20,5,2,entropy,0.4,0.9306110102843317,0.02874651941365124,0.7554545454545455,0.10070479111529977,0.8444444444444443,0.05443310539518171,0.7950877192982456,0.07459898147200707,0.7570486155948795,0.08875243108079756
100,20,5,2,entropy,0.5,0.9444041137326075,0.013121372569903846,0.8238888888888889,0.048291808471334935,0.8222222222222222,0.05443310539518171,0.822015823873409,0.04193302466637172,0.7898138504372108,0.04984274546216977
100,20,5,2,entropy,0.6,0.941016333938294,0.030051387405898734,0.8984126984126984,0.1260281475636775,0.711111111111111,0.13333333333333333,0.7866479925303455,0.11236563644318164,0.7644643015873697,0.1253275801178246
100,20,5,2,entropy,0.7000000000000001,0.9306110102843317,0.015226032226192504,0.9380952380952381,0.0761904761904762,0.6,0.08888888888888888,0.7264102564102565,0.07386929836737742,0.7147014578329306,0.0700996794794934
100,20,5,2,entropy,0.8,0.8993345432546885,0.01270042868185844,1.0,0.0,0.3555555555555555,0.08314794192830981,0.5188811188811189,0.09320920234205482,0.5599466063121235,0.07185726469678035
100,20,5,2,entropy,0.9,0.8680580762250454,0.013762556254767654,1.0,0.0,0.15555555555555556,0.08888888888888889,0.2581818181818182,0.1438088722420741,0.32618186193258497,0.17093469091868882
