pca__n_components,svm__C,svm__kernel,threshold,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc
180,0.01,linear,0.1,0.9027223230490018,0.01788740955039372,0.6558041958041958,0.049369638849787456,0.7999999999999999,0.08314794192830981,0.7191387559808613,0.05468294599571738,0.6671247721541482,0.06638462910356159
180,0.01,linear,0.2,0.9096793708408952,0.020319475576750855,0.7634632034632035,0.13055794771025153,0.6666666666666666,0.15713484026367722,0.6898313090418353,0.08194238080856789,0.6533065386352638,0.0834790824489181
180,0.01,linear,0.30000000000000004,0.9097398669086509,0.012761085902901575,0.7717460317460316,0.11968885503947356,0.6444444444444445,0.12957670877434002,0.6843342330184435,0.06336484291054376,0.64693970045068,0.05846284147896304
180,0.01,linear,0.4,0.9096793708408952,0.02031947557675085,0.8205555555555556,0.15427648741108035,0.6,0.16629588385661961,0.6634281782888595,0.10335827381834085,0.6405541397430873,0.09072464343245062
180,0.01,linear,0.5,0.9027223230490018,0.021049328373579156,0.8150000000000001,0.1562049935181331,0.5555555555555556,0.18592445034090566,0.6217763660488119,0.1390202756687594,0.6038013113419709,0.10600978083270195
180,0.01,linear,0.6,0.9131276467029643,0.022298689732715316,0.86984126984127,0.11551368507085874,0.5555555555555556,0.18592445034090566,0.6461399711399711,0.15034257326017494,0.6367102178371875,0.11458282274788982
180,0.01,linear,0.7000000000000001,0.9131881427707198,0.024736900544780237,0.8892857142857142,0.10618620533798932,0.5333333333333333,0.1911627837120584,0.635510078157137,0.156773738014898,0.6320882749682807,0.1218229560796861
180,0.01,linear,0.8,0.9062310949788264,0.023651564189140502,0.8761904761904763,0.12270570215928693,0.4888888888888888,0.16629588385661961,0.6024708624708625,0.14527103883656145,0.5982189877264531,0.11740433310883171
180,0.01,linear,0.9,0.8923774954627948,0.03534461726014228,0.8428571428571429,0.18294640678379567,0.4,0.22879178091082222,0.5015384615384615,0.22448626425738544,0.5097095940534299,0.19550851243831066
