threshold,max_depth,min_samples_split,min_samples_leaf,criterion,max_features,accuracy,precision,recall,f1,mcc
0.7000000000000001,20,5,5,entropy,,,,,,0.8706727956710434
0.8,20,5,5,entropy,,,,,,0.8706727956710434
0.9,20,5,5,entropy,,,,,,0.8543478476652122
0.1,20,10,5,entropy,,,,,,0.7109259164766701
0.2,20,10,5,entropy,,,,,,0.7109259164766701
0.30000000000000004,20,10,5,entropy,,,,,,0.7759663381301223
0.4,20,10,5,entropy,,,,,,0.802024263466133
0.5,20,10,5,entropy,,,,,,0.7977080487344836
0.6,20,10,5,entropy,,,,,,0.7977080487344836
0.7000000000000001,20,10,5,entropy,,,,,,0.8706727956710434
0.8,20,10,5,entropy,,,,,,0.8706727956710434
0.9,20,10,5,entropy,,,,,,0.8543478476652122
0.1,20,5,2,entropy,sqrt,,,,,0.43912121909458735
0.2,20,5,2,entropy,sqrt,,,,,0.43912121909458735
0.30000000000000004,20,5,2,entropy,sqrt,,,,,0.4240205288737807
0.4,20,5,2,entropy,sqrt,,,,,0.4385881395288025
0.5,20,5,2,entropy,sqrt,,,,,0.4385881395288025
0.6,20,5,2,entropy,sqrt,,,,,0.47262829107721915
0.7000000000000001,20,5,2,entropy,sqrt,,,,,0.5002614283393296
0.8,20,5,2,entropy,sqrt,,,,,0.5106507597979524
0.9,20,5,2,entropy,sqrt,,,,,0.4921805433137495
0.1,20,10,2,entropy,sqrt,,,,,0.4922999736256166
0.2,20,10,2,entropy,sqrt,,,,,0.5044720198409567
0.30000000000000004,20,10,2,entropy,sqrt,,,,,0.5147448744129869
0.4,20,10,2,entropy,sqrt,,,,,0.5690063361101826
0.5,20,10,2,entropy,sqrt,,,,,0.5368659277720287
0.6,20,10,2,entropy,sqrt,,,,,0.5620171551009918
0.7000000000000001,20,10,2,entropy,sqrt,,,,,0.5609053667345895
0.8,20,10,2,entropy,sqrt,,,,,0.5609053667345895
0.9,20,10,2,entropy,sqrt,,,,,0.5172535928027414
0.1,20,5,5,entropy,sqrt,,,,,0.35637234035306337
0.2,20,5,5,entropy,sqrt,,,,,0.3760869037800581
0.30000000000000004,20,5,5,entropy,sqrt,,,,,0.4444536648703921
0.4,20,5,5,entropy,sqrt,,,,,0.45562197859325904
0.5,20,5,5,entropy,sqrt,,,,,0.4392119058441234
0.6,20,5,5,entropy,sqrt,,,,,0.5035218761445893
0.7000000000000001,20,5,5,entropy,sqrt,,,,,0.49642793310531197
0.8,20,5,5,entropy,sqrt,,,,,0.5226626568591575
0.9,20,5,5,entropy,sqrt,,,,,0.4707646990264333
0.1,20,10,5,entropy,sqrt,,,,,0.35637234035306337
0.2,20,10,5,entropy,sqrt,,,,,0.3760869037800581
0.30000000000000004,20,10,5,entropy,sqrt,,,,,0.4444536648703921
0.4,20,10,5,entropy,sqrt,,,,,0.45562197859325904
0.5,20,10,5,entropy,sqrt,,,,,0.4392119058441234
0.6,20,10,5,entropy,sqrt,,,,,0.5035218761445893
0.7000000000000001,20,10,5,entropy,sqrt,,,,,0.49642793310531197
0.8,20,10,5,entropy,sqrt,,,,,0.5226626568591575
0.9,20,10,5,entropy,sqrt,,,,,0.4707646990264333
0.1,20,5,2,entropy,log2,,,,,0.19781383889711032
0.2,20,5,2,entropy,log2,,,,,0.25887510788210594
0.30000000000000004,20,5,2,entropy,log2,,,,,0.28799155830113976
0.4,20,5,2,entropy,log2,,,,,0.28799155830113976
0.5,20,5,2,entropy,log2,,,,,0.3959953060857774
0.6,20,5,2,entropy,log2,,,,,0.4143714380901061
0.7000000000000001,20,5,2,entropy,log2,,,,,0.40721009768599126
0.8,20,5,2,entropy,log2,,,,,0.3893667613230261
0.9,20,5,2,entropy,log2,,,,,0.40697430548516556
0.1,20,10,2,entropy,log2,,,,,0.16745932742346575
0.2,20,10,2,entropy,log2,,,,,0.22042721081365402
0.30000000000000004,20,10,2,entropy,log2,,,,,0.2477440112871771
0.4,20,10,2,entropy,log2,,,,,0.25188743114062423
0.5,20,10,2,entropy,log2,,,,,0.3598911789252619
0.6,20,10,2,entropy,log2,,,,,0.4143714380901061
0.7000000000000001,20,10,2,entropy,log2,,,,,0.40721009768599126
0.8,20,10,2,entropy,log2,,,,,0.3893667613230261
0.9,20,10,2,entropy,log2,,,,,0.40697430548516556
0.1,20,5,5,entropy,log2,,,,,0.19869253952236504
0.2,20,5,5,entropy,log2,,,,,0.2979984963579674
0.30000000000000004,20,5,5,entropy,log2,,,,,0.37641265028937815
0.4,20,5,5,entropy,log2,,,,,0.3805560701428253
0.5,20,5,5,entropy,log2,,,,,0.38714776129514455
0.6,20,5,5,entropy,log2,,,,,0.363772806940305
0.7000000000000001,20,5,5,entropy,log2,,,,,0.29842375929642073
0.8,20,5,5,entropy,log2,,,,,0.32423865281572023
0.9,20,5,5,entropy,log2,,,,,0.273421461187683
0.1,20,10,5,entropy,log2,,,,,0.19869253952236504
0.2,20,10,5,entropy,log2,,,,,0.2979984963579674
0.30000000000000004,20,10,5,entropy,log2,,,,,0.37641265028937815
0.4,20,10,5,entropy,log2,,,,,0.3805560701428253
0.5,20,10,5,entropy,log2,,,,,0.38714776129514455
0.6,20,10,5,entropy,log2,,,,,0.363772806940305
0.7000000000000001,20,10,5,entropy,log2,,,,,0.29842375929642073
0.8,20,10,5,entropy,log2,,,,,0.32423865281572023
0.9,20,10,5,entropy,log2,,,,,0.273421461187683
0.1,30,5,2,entropy,,,,,,0.8242053950865269
0.2,30,5,2,entropy,,,,,,0.8242053950865269
0.30000000000000004,30,5,2,entropy,,,,,,0.8242053950865269
0.4,30,5,2,entropy,,,,,,0.8242053950865269
0.5,30,5,2,entropy,,,,,,0.8242053950865269
0.6,30,5,2,entropy,,,,,,0.8193325802655119
0.7000000000000001,30,5,2,entropy,,,,,,0.8270057416625336
0.8,30,5,2,entropy,,,,,,0.8270057416625336
0.9,30,5,2,entropy,,,,,,0.8270057416625336
0.1,30,10,2,entropy,,,,,,0.8242053950865269
0.2,30,10,2,entropy,,,,,,0.8242053950865269
0.30000000000000004,30,10,2,entropy,,,,,,0.8242053950865269
0.4,30,10,2,entropy,,,,,,0.8242053950865269
0.5,30,10,2,entropy,,,,,,0.8242053950865269
0.6,30,10,2,entropy,,,,,,0.8193325802655119
0.7000000000000001,30,10,2,entropy,,,,,,0.8270057416625336
0.8,30,10,2,entropy,,,,,,0.8270057416625336
0.9,30,10,2,entropy,,,,,,0.8270057416625336
0.1,30,5,5,entropy,,,,,,0.7109259164766701
0.2,30,5,5,entropy,,,,,,0.7109259164766701
0.30000000000000004,30,5,5,entropy,,,,,,0.7759663381301223
0.4,30,5,5,entropy,,,,,,0.802024263466133
0.5,30,5,5,entropy,,,,,,0.7977080487344836
0.6,30,5,5,entropy,,,,,,0.7977080487344836
0.7000000000000001,30,5,5,entropy,,,,,,0.8706727956710434
0.8,30,5,5,entropy,,,,,,0.8706727956710434
0.9,30,5,5,entropy,,,,,,0.8543478476652122
0.1,30,10,5,entropy,,,,,,0.7109259164766701
0.2,30,10,5,entropy,,,,,,0.7109259164766701
0.30000000000000004,30,10,5,entropy,,,,,,0.7759663381301223
0.4,30,10,5,entropy,,,,,,0.802024263466133
0.5,30,10,5,entropy,,,,,,0.7977080487344836
0.6,30,10,5,entropy,,,,,,0.7977080487344836
0.7000000000000001,30,10,5,entropy,,,,,,0.8706727956710434
0.8,30,10,5,entropy,,,,,,0.8706727956710434
0.9,30,10,5,entropy,,,,,,0.8543478476652122
0.1,30,5,2,entropy,sqrt,,,,,0.4696409624157359
0.2,30,5,2,entropy,sqrt,,,,,0.4696409624157359
0.30000000000000004,30,5,2,entropy,sqrt,,,,,0.4413757497011373
0.4,30,5,2,entropy,sqrt,,,,,0.4390739250395187
0.5,30,5,2,entropy,sqrt,,,,,0.42956319621814487
0.6,30,5,2,entropy,sqrt,,,,,0.4723924988763934
0.7000000000000001,30,5,2,entropy,sqrt,,,,,0.5000256361385039
0.8,30,5,2,entropy,sqrt,,,,,0.5104149675971266
0.9,30,5,2,entropy,sqrt,,,,,0.49194475111292374
0.1,30,10,2,entropy,sqrt,,,,,0.5279888336766227
0.2,30,10,2,entropy,sqrt,,,,,0.5401608798919628
0.30000000000000004,30,10,2,entropy,sqrt,,,,,0.5199282848965222
0.4,30,10,2,entropy,sqrt,,,,,0.5594067889067629
0.5,30,10,2,entropy,sqrt,,,,,0.527266380568609
0.6,30,10,2,entropy,sqrt,,,,,0.5307447417769983
0.7000000000000001,30,10,2,entropy,sqrt,,,,,0.5296329534105958
0.8,30,10,2,entropy,sqrt,,,,,0.5296329534105958
0.9,30,10,2,entropy,sqrt,,,,,0.5172535928027414
0.1,30,5,5,entropy,sqrt,,,,,0.35637234035306337
0.2,30,5,5,entropy,sqrt,,,,,0.3760869037800581
0.30000000000000004,30,5,5,entropy,sqrt,,,,,0.4444536648703921
0.4,30,5,5,entropy,sqrt,,,,,0.45562197859325904
0.5,30,5,5,entropy,sqrt,,,,,0.4392119058441234
0.6,30,5,5,entropy,sqrt,,,,,0.5035218761445893
0.7000000000000001,30,5,5,entropy,sqrt,,,,,0.49642793310531197
0.8,30,5,5,entropy,sqrt,,,,,0.5226626568591575
0.9,30,5,5,entropy,sqrt,,,,,0.4707646990264333
0.1,30,10,5,entropy,sqrt,,,,,0.35637234035306337
0.2,30,10,5,entropy,sqrt,,,,,0.3760869037800581
0.30000000000000004,30,10,5,entropy,sqrt,,,,,0.4444536648703921
0.4,30,10,5,entropy,sqrt,,,,,0.45562197859325904
0.5,30,10,5,entropy,sqrt,,,,,0.4392119058441234
0.6,30,10,5,entropy,sqrt,,,,,0.5035218761445893
0.7000000000000001,30,10,5,entropy,sqrt,,,,,0.49642793310531197
0.8,30,10,5,entropy,sqrt,,,,,0.5226626568591575
0.9,30,10,5,entropy,sqrt,,,,,0.4707646990264333
0.1,30,5,2,entropy,log2,,,,,0.18847214189689843
0.2,30,5,2,entropy,log2,,,,,0.2589163109126083
0.30000000000000004,30,5,2,entropy,log2,,,,,0.32153699833010574
0.4,30,5,2,entropy,log2,,,,,0.4725939969913367
0.5,30,5,2,entropy,log2,,,,,0.5299207594370607
0.6,30,5,2,entropy,log2,,,,,0.5122703842332379
0.7000000000000001,30,5,2,entropy,log2,,,,,0.46942018377811684
0.8,30,5,2,entropy,log2,,,,,0.45309523577228566
0.9,30,5,2,entropy,log2,,,,,0.45309523577228566
0.1,30,10,2,entropy,log2,,,,,0.1703463718472288
0.2,30,10,2,entropy,log2,,,,,0.2315012662165313
0.30000000000000004,30,10,2,entropy,log2,,,,,0.2457056064552726
0.4,30,10,2,entropy,log2,,,,,0.4047007966580396
0.5,30,10,2,entropy,log2,,,,,0.45826571281864253
0.6,30,10,2,entropy,log2,,,,,0.4779136202157147
0.7000000000000001,30,10,2,entropy,log2,,,,,0.4350634197605938
0.8,30,10,2,entropy,log2,,,,,0.41873847175476253
0.9,30,10,2,entropy,log2,,,,,0.39794936217450794
0.1,30,5,5,entropy,log2,,,,,0.19869253952236504
0.2,30,5,5,entropy,log2,,,,,0.2979984963579674
0.30000000000000004,30,5,5,entropy,log2,,,,,0.37641265028937815
0.4,30,5,5,entropy,log2,,,,,0.3805560701428253
0.5,30,5,5,entropy,log2,,,,,0.38714776129514455
0.6,30,5,5,entropy,log2,,,,,0.363772806940305
0.7000000000000001,30,5,5,entropy,log2,,,,,0.29842375929642073
0.8,30,5,5,entropy,log2,,,,,0.32423865281572023
0.9,30,5,5,entropy,log2,,,,,0.273421461187683
0.1,30,10,5,entropy,log2,,,,,0.19869253952236504
0.2,30,10,5,entropy,log2,,,,,0.2979984963579674
0.30000000000000004,30,10,5,entropy,log2,,,,,0.37641265028937815
0.4,30,10,5,entropy,log2,,,,,0.3805560701428253
0.5,30,10,5,entropy,log2,,,,,0.38714776129514455
0.6,30,10,5,entropy,log2,,,,,0.363772806940305
0.7000000000000001,30,10,5,entropy,log2,,,,,0.29842375929642073
0.8,30,10,5,entropy,log2,,,,,0.32423865281572023
0.9,30,10,5,entropy,log2,,,,,0.273421461187683
