n_neighbors,metric,accuracy,precision,recall,f1,preparationTime
3,cosine,0.7449596774193549,0.7841880341880342,0.6805555555555555,0.726798637718178,0.0026161000000200223
5,cosine,0.7127016129032259,0.7838383838383839,0.5944444444444444,0.6721146953405018,0.0026161000000200223
7,cosine,0.6918682795698925,0.7635882635882636,0.5513888888888889,0.6364197530864198,0.0026161000000200223
3,euclidean,0.7036290322580645,0.861111111111111,0.4680555555555556,0.5952380952380952,0.0026161000000200223
5,euclidean,0.6495295698924731,0.7825396825396825,0.40138888888888885,0.5163561076604556,0.0026161000000200223
7,euclidean,0.6817876344086021,0.8492063492063492,0.4458333333333333,0.5734989648033126,0.0026161000000200223
