n_neighbors,metric,accuracy,precision,recall,f1,preparationTime
3,cosine,0.8847457627118646,0.7264285714285714,0.44666666666666666,0.5445378151260505,0.0014028031084801452
5,cosine,0.8779661016949154,0.6095238095238096,0.36666666666666664,0.4543956043956044,0.0014028031084801452
7,cosine,0.8745762711864407,0.7,0.23777777777777778,0.35174825174825175,0.0014028031084801452
3,euclidean,0.8576271186440678,0.5833333333333334,0.24888888888888888,0.34194971694971693,0.0014028031084801452
5,euclidean,0.8610169491525423,0.6833333333333333,0.18666666666666665,0.28468864468864463,0.0014028031084801452
7,euclidean,0.8610169491525423,0.7,0.14444444444444446,0.23533799533799535,0.0014028031084801452
