n_neighbors,metric,accuracy,precision,recall,f1,preparationTime
3,cosine,0.7713536848596979,0.6750841750841751,0.5944444444444444,0.6252723311546841,0.0021083800000009693
5,cosine,0.7639531298180696,0.7277777777777777,0.44305555555555554,0.5427350427350427,0.0021083800000009693
7,cosine,0.7856922602528523,0.8666666666666667,0.4444444444444444,0.576923076923077,0.0021083800000009693
3,euclidean,0.7642614862781375,0.8055555555555557,0.40277777777777773,0.5245310245310245,0.0021083800000009693
5,euclidean,0.7571692876965773,0.8380952380952381,0.3597222222222222,0.4904066185530716,0.0021083800000009693
7,euclidean,0.7500770891150171,0.85,0.31805555555555554,0.4454790823211876,0.0021083800000009693
