learning_rate,max_depth,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
0.01,3,50,0.8888888888888887,0.9550000000000001,0.8222222222222223,0.8720367094206104,0.7966290584826721,0.2853778322220832
0.01,3,100,0.8777777777777777,0.9386363636363637,0.8222222222222223,0.8625630252100841,0.7772884273261821,0.2853779955553667
0.01,3,200,0.8666666666666666,0.9386363636363637,0.8,0.8507983193277312,0.7561738655261652,0.2853780822220465
0.01,3,300,0.8555555555555555,0.9164141414141416,0.8,0.8403408029878617,0.7328439828817376,0.28537816666648724
0.01,5,50,0.8888888888888887,0.9550000000000001,0.8222222222222223,0.8720367094206104,0.7966290584826721,0.2853782433334143
0.01,5,100,0.8777777777777777,0.9386363636363637,0.8222222222222223,0.8625630252100841,0.7772884273261821,0.2853783211111376
0.01,5,200,0.8666666666666666,0.9386363636363637,0.8,0.8507983193277312,0.7561738655261652,0.28537839777774127
0.01,5,300,0.8666666666666666,0.9386363636363637,0.8,0.8507983193277312,0.7561738655261652,0.28537851111096746
0.01,7,50,0.8888888888888887,0.9550000000000001,0.8222222222222223,0.8720367094206104,0.7966290584826721,0.28537859444428854
0.01,7,100,0.8777777777777777,0.9386363636363637,0.8222222222222223,0.8625630252100841,0.7772884273261821,0.28537867444425097
0.01,7,200,0.8666666666666666,0.9386363636363637,0.8,0.8507983193277312,0.7561738655261652,0.28537875333341717
0.01,7,300,0.8666666666666666,0.9386363636363637,0.8,0.8507983193277312,0.7561738655261652,0.28537882777778173
0.01,10,50,0.8888888888888887,0.9550000000000001,0.8222222222222223,0.8720367094206104,0.7966290584826721,0.2853788988887876
0.01,10,100,0.8777777777777777,0.9386363636363637,0.8222222222222223,0.8625630252100841,0.7772884273261821,0.28537897666651085
0.01,10,200,0.8666666666666666,0.9386363636363637,0.8,0.8507983193277312,0.7561738655261652,0.28537905999983193
0.01,10,300,0.8666666666666666,0.9386363636363637,0.8,0.8507983193277312,0.7561738655261652,0.28537914111091395
0.1,3,50,0.8555555555555555,0.9164141414141416,0.8,0.8403408029878617,0.7328439828817376,0.28537922111119973
0.1,3,100,0.8555555555555555,0.905,0.8222222222222223,0.8434652808491817,0.7380504147199816,0.2853792977778034
0.1,3,200,0.8666666666666668,0.905,0.8444444444444444,0.8567005749668288,0.7573910458764717,0.28537937222216797
0.1,3,300,0.8777777777777779,0.925,0.8444444444444444,0.8672268907563024,0.7785056076764885,0.28537944222205425
0.1,5,50,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.2853795133333834
0.1,5,100,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.28537958888886755
0.1,5,200,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.2853796644443517
0.1,5,300,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.2853797377775967
0.1,7,50,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.2853798133334041
0.1,7,100,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.2853798877777687
0.1,7,200,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.28537996333325283
0.1,7,300,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.28538003444425863
0.1,10,50,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.28538010555558785
0.1,10,100,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.2853801788888328
0.1,10,200,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.2853802533331974
0.1,10,300,0.8666666666666666,0.9186363636363637,0.8222222222222223,0.8520367094206103,0.7561738655261652,0.28538032999980106
0.3,3,50,0.8555555555555555,0.8934615384615384,0.8444444444444444,0.8489083671746209,0.7400044242283706,0.28538040666672815
0.3,3,100,0.8666666666666666,0.9134615384615385,0.8444444444444444,0.8594346829640948,0.7611189860283875,0.2853804822222123
