pca_n_components,n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,precision,recall,f1,mcc,preparationTime
50,100,50,5,1,gini,0.7333333333333334,0.7702020202020202,0.6666666666666666,0.710106301504151,0.4749035899032345,2.8803782844443857
50,300,50,5,1,gini,0.7000000000000001,0.8016835016835017,0.5333333333333333,0.6395726495726496,0.4250797135363098,2.8803783611109894
50,500,50,5,1,gini,0.7333333333333334,0.8230769230769232,0.6,0.6914285714285714,0.4869401498195283,2.8803784322219954
50,10,50,2,2,gini,0.6666666666666666,0.7168803418803419,0.5333333333333333,0.6061268307645119,0.3438077077462851,2.8803785044441206
50,50,50,2,2,gini,0.7222222222222222,0.7757427757427756,0.6222222222222222,0.684592227695676,0.4560619951686237,2.880378574444007
50,100,50,2,2,gini,0.7111111111111111,0.7962962962962963,0.5777777777777778,0.6541997818295154,0.44840296853997597,2.8803786477772517
50,300,50,2,2,gini,0.7111111111111111,0.7777777777777777,0.6,0.6711111111111111,0.4383982680301745,2.880378720000024
50,500,50,2,2,gini,0.7555555555555555,0.8376623376623377,0.6444444444444444,0.7246684350132626,0.5291621656481446,2.88037879111103
50,10,50,5,2,gini,0.7333333333333334,0.8012987012987013,0.6222222222222222,0.6969761273209549,0.4809955590810098,2.8803788611109162
50,50,50,5,2,gini,0.6666666666666666,0.7609427609427609,0.48888888888888893,0.594017094017094,0.3577500664621151,2.8803789333330414
50,100,50,5,2,gini,0.7111111111111111,0.8321678321678322,0.5555555555555555,0.6553446553446554,0.4561351573659422,2.8803790044440474
50,300,50,5,2,gini,0.7444444444444445,0.8008547008547008,0.6666666666666666,0.7225396825396825,0.5010743491377744,2.880379076666173
50,500,50,5,2,gini,0.7000000000000001,0.7936507936507936,0.5555555555555555,0.646551724137931,0.42458780793753537,2.8803791522223037
50,10,100,2,1,gini,0.6,0.6467948717948718,0.4444444444444445,0.5220703933747411,0.21180007432079817,2.8803792255555485
50,50,100,2,1,gini,0.7222222222222222,0.8560606060606061,0.5555555555555555,0.6651126651126651,0.4813752331791619,2.8803792988887937
50,100,100,2,1,gini,0.7111111111111111,0.7999999999999999,0.5777777777777778,0.6611111111111111,0.4465127425368787,2.880379438888566
50,300,100,2,1,gini,0.688888888888889,0.7722222222222221,0.5333333333333333,0.6288888888888889,0.3973838685496978,2.8803795166662893
50,500,100,2,1,gini,0.7222222222222222,0.7841880341880342,0.6,0.6763668430335098,0.4565008878243943,2.880379588888415
50,10,100,5,1,gini,0.6555555555555556,0.7319865319865321,0.48888888888888893,0.5852136752136752,0.3297726548900719,2.8803796577778282
50,50,100,5,1,gini,0.6999999999999998,0.8023569023569023,0.5333333333333333,0.6396581196581197,0.4254059714660623,2.880379734444432
50,100,100,5,1,gini,0.7666666666666666,0.8333333333333334,0.688888888888889,0.7469534050179211,0.5499591851584197,2.8803798077776768
50,300,100,5,1,gini,0.7555555555555555,0.8376623376623377,0.6444444444444444,0.7246684350132626,0.5291621656481446,2.8803798788886827
50,500,100,5,1,gini,0.7222222222222223,0.8174603174603173,0.5777777777777778,0.6695402298850576,0.46913134825627273,2.880379948888569
50,10,100,2,2,gini,0.6,0.6136752136752137,0.5555555555555555,0.5825396825396826,0.2016016339545722,2.8803800211106942
50,50,100,2,2,gini,0.6444444444444444,0.7148148148148148,0.48888888888888893,0.578641975308642,0.3062349077257272,2.8803800888889883
50,100,100,2,2,gini,0.8000000000000002,0.8541666666666666,0.7333333333333334,0.7838433967466226,0.6124291018325354,2.880380162222233
50,300,100,2,2,gini,0.7555555555555555,0.803885003885004,0.6888888888888888,0.738949938949939,0.5200268799811841,2.8803802344443588
50,500,100,2,2,gini,0.7111111111111111,0.7897435897435897,0.5777777777777778,0.6647619047619048,0.43979969774042527,2.8803803077776036
50,10,100,5,2,gini,0.7444444444444445,0.8466810966810967,0.5777777777777777,0.6795303461970129,0.5131299855969896,2.8803803844442073
50,50,100,5,2,gini,0.7666666666666666,0.8003663003663003,0.7111111111111111,0.7528735632183907,0.5369329847396496,2.8803804577774526
50,100,100,5,2,gini,0.7777777777777777,0.8222222222222223,0.7111111111111111,0.7604938271604937,0.5628873693012116,2.8803805299995777
50,300,100,5,2,gini,0.7111111111111111,0.7924242424242424,0.5777777777777778,0.6673504273504274,0.43993031578204606,2.880380605555062
50,500,100,5,2,gini,0.7666666666666666,0.8346930846930847,0.6666666666666666,0.7404694071360738,0.5451616326478143,2.8803806766667144
50,10,300,2,1,gini,0.6444444444444444,0.7222222222222223,0.4666666666666666,0.5666666666666668,0.30844155714084664,2.88038074888884
50,50,300,2,1,gini,0.7333333333333333,0.8424242424242424,0.5777777777777778,0.6851282051282052,0.49240936061050444,2.8803808233332044
50,100,300,2,1,gini,0.6777777777777777,0.7787878787878787,0.5111111111111111,0.6161538461538462,0.3816702407808062,2.880380899999808
50,300,300,2,1,gini,0.7111111111111111,0.7863636363636365,0.5777777777777778,0.6652991452991454,0.43787800680598304,2.8803809722219333
50,500,300,2,1,gini,0.7333333333333334,0.7754578754578754,0.6444444444444445,0.700623973727422,0.4739555910176995,2.880381044444059
50,10,300,5,1,gini,0.6555555555555556,0.746031746031746,0.4666666666666666,0.5687429854096521,0.335210079435932,2.8803811177773038
50,50,300,5,1,gini,0.7444444444444445,0.8424242424242424,0.6222222222222222,0.7036789297658862,0.5162933070295215,2.8803811866667175
50,100,300,5,1,gini,0.7111111111111111,0.8518518518518517,0.5111111111111111,0.638888888888889,0.46068221272042836,2.8803812566666034
50,300,300,5,1,gini,0.7666666666666667,0.8679653679653679,0.6444444444444444,0.7336427939876216,0.5577920930796927,2.8803813266664897
50,500,300,5,1,gini,0.7333333333333333,0.8138528138528139,0.6222222222222222,0.7016799292661361,0.48461862532940714,2.8803813977774957
50,10,300,2,2,gini,0.6555555555555554,0.6868686868686869,0.5777777777777778,0.6248812915479581,0.3171186974140931,2.8803814688885017
50,50,300,2,2,gini,0.7333333333333334,0.7863636363636365,0.6444444444444445,0.7011414392059554,0.4799694045929783,2.880381543332866
50,100,300,2,2,gini,0.7444444444444445,0.8560606060606061,0.6,0.702991452991453,0.5157006952926975,2.8803816144445187
50,300,300,2,2,gini,0.7555555555555555,0.8076923076923078,0.6666666666666666,0.7301587301587301,0.5188122181078899,2.8803816833332854
50,500,300,2,2,gini,0.7111111111111111,0.7897435897435897,0.5777777777777778,0.6647619047619048,0.43979969774042527,2.8803817711110846
50,10,300,5,2,gini,0.6555555555555556,0.7472222222222222,0.48888888888888893,0.5870960815888352,0.33575841877239104,2.880381848888808
50,50,300,5,2,gini,0.7222222222222223,0.762962962962963,0.6666666666666666,0.7001571268237935,0.46072733529232135,2.8803819255554117
50,100,300,5,2,gini,0.6999999999999998,0.7905011655011656,0.5555555555555555,0.646121993948081,0.4229984015323671,2.880382001110896
50,300,300,5,2,gini,0.7444444444444445,0.8174603174603173,0.6222222222222222,0.7015915119363395,0.5045420947711744,2.88038207666638
50,500,300,5,2,gini,0.7222222222222222,0.7646464646464647,0.6444444444444444,0.6964862298195631,0.4522849841838405,2.880382144444027
50,10,500,2,1,gini,0.6222222222222222,0.66504329004329,0.48888888888888893,0.5569522930842271,0.2546247153781145,2.88038221444456
50,50,500,2,1,gini,0.6777777777777777,0.73986013986014,0.5555555555555555,0.6327472527472527,0.3688192325477074,2.880382284444446
50,100,500,2,1,gini,0.6999999999999998,0.7534965034965034,0.6,0.6672771672771672,0.4095949373894238,2.880382355555452
50,300,500,2,1,gini,0.7111111111111111,0.7805194805194805,0.6,0.6750132625994695,0.4374781732503039,2.88038242111086
50,500,500,2,1,gini,0.7333333333333334,0.8064102564102565,0.6222222222222222,0.7003174603174602,0.4816015570701732,2.880382486666268
50,10,500,5,1,gini,0.7777777777777778,0.8362193362193362,0.688888888888889,0.7535448799816615,0.5655614278130435,2.880382557777274
50,50,500,5,1,gini,0.7111111111111111,0.7722222222222221,0.6,0.6652710681696189,0.4375030217320826,2.8803826266666874
50,100,500,5,1,gini,0.7444444444444445,0.763432645785587,0.7111111111111111,0.7309902740937223,0.4949604308371723,2.880382691110976
50,300,500,5,1,gini,0.7333333333333334,0.8111111111111112,0.6222222222222222,0.6977777777777777,0.48553872010927773,2.880382758888623
50,500,500,5,1,gini,0.6777777777777777,0.733044733044733,0.5555555555555555,0.6273209549071618,0.3677699592702937,2.8803828277773897
50,10,500,2,2,gini,0.5888888888888889,0.653968253968254,0.4666666666666666,0.5157088122605363,0.20045473433680971,2.880382897777276
50,50,500,2,2,gini,0.7555555555555555,0.8138528138528139,0.6666666666666666,0.7313095588957658,0.5210818919097999,2.880382967777809
50,100,500,2,2,gini,0.7111111111111111,0.7752525252525252,0.6,0.6761633428300095,0.4343189449730796,2.8803830377776953
50,300,500,2,2,gini,0.6555555555555556,0.7171717171717171,0.5111111111111111,0.5949667616334283,0.3248611806393844,2.8803831044442227
50,500,500,2,2,gini,0.6888888888888888,0.762962962962963,0.5555555555555555,0.6333333333333333,0.39801987803999156,2.8803831777774676
50,10,500,5,2,gini,0.7111111111111111,0.7354723707664884,0.688888888888889,0.7057692307692308,0.428667320968382,2.880383247777354
50,50,500,5,2,gini,0.7222222222222222,0.7887205387205386,0.6222222222222222,0.6854149434794596,0.4631849309917339,2.880383315555648
50,100,500,5,2,gini,0.6777777777777777,0.8119658119658119,0.48888888888888893,0.5952380952380952,0.3963629486778037,2.880383388888893
50,300,500,5,2,gini,0.7333333333333333,0.7808857808857809,0.6444444444444444,0.7051282051282052,0.47404456744237905,2.8803834599998988
50,500,500,5,2,gini,0.6999999999999998,0.7532467532467533,0.6,0.6657824933687003,0.41031640650264206,2.880383532222024
50,10,10,2,1,entropy,0.6777777777777777,0.8024891774891776,0.4666666666666666,0.58518293300902,0.39096675448154267,2.88038360333303
50,50,10,2,1,entropy,0.6888888888888888,0.812962962962963,0.48888888888888893,0.6094685990338164,0.41165016350233596,2.8803836755551555
50,100,10,2,1,entropy,0.688888888888889,0.7380952380952381,0.5777777777777778,0.6434653043848446,0.3878136023521488,2.8803837477772807
50,300,10,2,1,entropy,0.7333333333333334,0.7743589743589743,0.6444444444444444,0.6968253968253967,0.4749415434328676,2.8803845644443453
50,500,10,2,1,entropy,0.7000000000000001,0.7786324786324786,0.5555555555555555,0.6447619047619048,0.4182580903275497,2.8803846444443075
50,10,10,5,1,entropy,0.6888888888888888,0.7418803418803419,0.5777777777777778,0.6478659611992946,0.38783672114153084,2.880384716666433
50,50,10,5,1,entropy,0.7222222222222222,0.8148148148148148,0.5777777777777778,0.6740265906932574,0.46558264031841484,2.8803847888885583
50,100,10,5,1,entropy,0.7444444444444445,0.8119658119658119,0.6222222222222222,0.701058201058201,0.5018618089870457,2.8803848633329228
50,300,10,5,1,entropy,0.7222222222222222,0.7927738927738929,0.6,0.6811721611721612,0.458752228583835,2.8803849399995265
50,500,10,5,1,entropy,0.6888888888888888,0.7441558441558441,0.5777777777777778,0.6473209549071618,0.3893115666831693,2.8803850077778206
50,10,10,2,2,entropy,0.7111111111111111,0.7722222222222221,0.6222222222222222,0.6844444444444444,0.4357556829154781,2.8803850833333047
50,50,10,2,2,entropy,0.7444444444444445,0.7746031746031745,0.6666666666666666,0.7091954022988506,0.4954569983390178,2.8803851566665495
50,100,10,2,2,entropy,0.7333333333333334,0.7821067821067821,0.6444444444444444,0.7049153485935095,0.4749035899032345,2.880385233333153
50,300,10,2,2,entropy,0.688888888888889,0.7603174603174603,0.5555555555555555,0.636551724137931,0.3949317260179557,2.8803853111108766
50,500,10,2,2,entropy,0.7000000000000001,0.7936507936507936,0.5555555555555555,0.646551724137931,0.42458780793753537,2.880385381110763
50,10,10,5,2,entropy,0.7111111111111111,0.7463369963369964,0.6444444444444444,0.6910235358511221,0.42697168232432287,2.880385453332888
50,50,10,5,2,entropy,0.7222222222222223,0.8416666666666667,0.5333333333333333,0.6515942028985507,0.4745159594748891,2.8803855244445407
50,100,10,5,2,entropy,0.7222222222222222,0.7809523809523808,0.6222222222222222,0.6898595146871008,0.4555335117715898,2.8803855955555466
50,300,10,5,2,entropy,0.7666666666666666,0.8214285714285715,0.688888888888889,0.7484035759897828,0.5418789114200752,2.880385667777672
50,500,10,5,2,entropy,0.7444444444444445,0.8047619047619049,0.6444444444444445,0.7128480204342273,0.5000770520903272,2.8803857444442755
50,10,30,2,1,entropy,0.6,0.75,0.3333333333333333,0.45652173913043476,0.2495749800259072,2.880385822221999
50,50,30,2,1,entropy,0.7222222222222222,0.832977207977208,0.5555555555555555,0.6592477570738441,0.4737896717299936,2.880385901110842
50,100,30,2,1,entropy,0.7111111111111111,0.7592592592592592,0.6222222222222222,0.6772030651340996,0.4330369434733798,2.880385976666326
50,300,30,2,1,entropy,0.7111111111111111,0.7936507936507936,0.5777777777777778,0.6632183908045978,0.44207217809705884,2.88038605222181
50,500,30,2,1,entropy,0.7444444444444445,0.7999999999999999,0.6444444444444444,0.7074074074074074,0.500460379276795,2.8803861299995335
50,10,30,5,1,entropy,0.7000000000000001,0.7358882947118243,0.6444444444444444,0.6812084520417855,0.40884156096100366,2.880386206666784
50,50,30,5,1,entropy,0.7444444444444445,0.7958333333333334,0.6666666666666666,0.7195221027479093,0.5000770520903272,2.8803862833333875
50,100,30,5,1,entropy,0.7444444444444445,0.8141025641025642,0.6444444444444444,0.7185592185592186,0.5018235325715671,2.8803863599999913
50,300,30,5,1,entropy,0.7666666666666666,0.8277777777777778,0.6888888888888888,0.7487179487179487,0.5452669557944039,2.880386437777714
50,500,30,5,1,entropy,0.7222222222222222,0.7808080808080807,0.6222222222222222,0.6875213675213675,0.45735079887358426,2.880386517777677
50,10,30,2,2,entropy,0.6555555555555556,0.6863247863247862,0.5777777777777778,0.6231746031746032,0.3175041476020362,2.880386593333161
50,50,30,2,2,entropy,0.7111111111111111,0.837037037037037,0.5555555555555555,0.651010101010101,0.4606801449202303,2.8803866666664057
50,100,30,2,2,entropy,0.7444444444444445,0.7792832167832168,0.6888888888888888,0.727401630627437,0.49556305606587253,2.880386739999651
50,300,30,2,2,entropy,0.7111111111111111,0.7658730158730158,0.6,0.668156662409536,0.4331745235148002,2.8803868099995373
50,500,30,2,2,entropy,0.7333333333333334,0.7833333333333332,0.6444444444444444,0.7027160493827159,0.47664106552701907,2.8803868788889506
50,10,30,5,2,entropy,0.6444444444444445,0.7056878306878307,0.4888888888888889,0.5692570381475929,0.3051146729613908,2.880386956666674
50,50,30,5,2,entropy,0.7444444444444445,0.8207070707070706,0.6222222222222222,0.7075023741690408,0.5034903913596871,2.8803870277776795
50,100,30,5,2,entropy,0.7666666666666666,0.8263888888888888,0.6666666666666666,0.725087874222984,0.5500260889328654,2.880387097777566
50,300,30,5,2,entropy,0.7222222222222222,0.7625707625707626,0.6444444444444444,0.6969180245042313,0.450718203132785,2.8803871699996915
50,500,30,5,2,entropy,0.7444444444444445,0.8202020202020203,0.6444444444444444,0.7162393162393162,0.5065435599287506,2.880387239999578
50,10,50,2,1,entropy,0.6333333333333333,0.8055555555555555,0.37777777777777777,0.4895572263993316,0.3223824091356326,2.880387312221703
50,50,50,2,1,entropy,0.6888888888888888,0.7677248677248677,0.5555555555555555,0.6387739463601533,0.39763655085352373,2.880387385555595
50,100,50,2,1,entropy,0.7555555555555555,0.7829059829059829,0.7111111111111111,0.7444444444444445,0.5143143790202555,2.88038745777772
50,300,50,2,1,entropy,0.7444444444444445,0.8285714285714286,0.6222222222222222,0.7062068965517242,0.5081573258286718,2.8803875344443237
50,500,50,2,1,entropy,0.7222222222222222,0.8047619047619049,0.6,0.6832183908045977,0.4636137855099343,2.880387612222047
50,10,50,5,1,entropy,0.7777777777777777,0.8472222222222222,0.7111111111111112,0.7548466026726897,0.5783299798419049,2.88038769111089
50,50,50,5,1,entropy,0.7111111111111111,0.7762237762237761,0.6,0.6758241758241758,0.43491221547022024,2.880387768888613
50,100,50,5,1,entropy,0.6666666666666666,0.7306878306878307,0.5333333333333333,0.6109961685823756,0.34914368635663645,2.8803878411107386
50,300,50,5,1,entropy,0.7666666666666666,0.8214285714285715,0.688888888888889,0.7484035759897828,0.5418789114200752,2.880387918888462
50,500,50,5,1,entropy,0.7222222222222222,0.7722222222222221,0.6222222222222222,0.6827160493827161,0.4550994581141436,2.8803879977773046
50,10,50,2,2,entropy,0.6,0.626984126984127,0.4666666666666666,0.5298850574712644,0.20636991770154298,2.8803880733334357
50,50,50,2,2,entropy,0.7111111111111111,0.7779758367993662,0.6222222222222222,0.6800213675213675,0.44085863273475906,2.8803881444444412
50,100,50,2,2,entropy,0.7444444444444445,0.7886072261072261,0.6888888888888888,0.7310646342904409,0.49810194538184077,2.880388221111045
50,300,50,2,2,entropy,0.7333333333333333,0.7808857808857809,0.6444444444444444,0.7051282051282052,0.47404456744237905,2.8803882988887684
50,500,50,2,2,entropy,0.7000000000000001,0.7863247863247863,0.5555555555555555,0.6476190476190476,0.42055368947356536,2.8803883777776114
50,10,50,5,2,entropy,0.6777777777777777,0.7004074357015533,0.6444444444444444,0.6663351016799293,0.36072718465225995,2.8803884533330955
50,50,50,5,2,entropy,0.7333333333333333,0.8029100529100529,0.6222222222222222,0.6959344401873139,0.48166738801168735,2.8803885333330577
50,100,50,5,2,entropy,0.7000000000000001,0.7585470085470085,0.5777777777777778,0.6525573192239859,0.41165603489130675,2.8803886133330203
50,300,50,5,2,entropy,0.7333333333333333,0.8018648018648019,0.6222222222222222,0.6996336996336997,0.47975706840330773,2.880388692221863
50,500,50,5,2,entropy,0.7444444444444445,0.8174603174603173,0.6222222222222222,0.7015915119363395,0.5045420947711744,2.880388767777347
50,10,100,2,1,entropy,0.7000000000000001,0.8018648018648018,0.5555555555555555,0.6494664755534321,0.4271359947042561,2.880388842221712
50,50,100,2,1,entropy,0.7111111111111111,0.8166666666666668,0.5555555555555555,0.6588888888888889,0.4485815578821531,2.880388918888962
50,100,100,2,1,entropy,0.7888888888888889,0.8787878787878789,0.6666666666666666,0.7578347578347578,0.5949656101134101,2.8803889944444463
50,300,100,2,1,entropy,0.7222222222222222,0.7927738927738929,0.6,0.6811721611721612,0.458752228583835,2.880389445555112
50,500,100,2,1,entropy,0.7333333333333334,0.8174603174603173,0.6,0.6862068965517242,0.4866157184157962,2.880389523332835
50,10,100,5,1,entropy,0.5888888888888889,0.6217948717948718,0.4666666666666666,0.5299823633156967,0.18536749730761348,2.8803895977778464
50,50,100,5,1,entropy,0.6555555555555556,0.7215099715099714,0.5333333333333333,0.609347442680776,0.32719807923447536,2.88038967555557
50,100,100,5,1,entropy,0.7222222222222222,0.7927738927738929,0.6,0.6811721611721612,0.458752228583835,2.8803897522221735
50,300,100,5,1,entropy,0.7111111111111111,0.7888888888888888,0.5777777777777778,0.6662488129154797,0.43863138323440315,2.8803898244442987
50,500,100,5,1,entropy,0.7222222222222222,0.8119658119658119,0.5777777777777778,0.6714285714285714,0.46539854240665285,2.8803899011109024
50,10,100,2,2,entropy,0.6555555555555556,0.7166666666666667,0.5111111111111111,0.5955555555555555,0.324644571804367,2.880389975555267
50,50,100,2,2,entropy,0.7444444444444445,0.8043900543900544,0.6444444444444444,0.7148283814950481,0.4990473350567426,2.8803900533329903
50,100,100,2,2,entropy,0.7333333333333334,0.8082010582010581,0.6222222222222222,0.6973180076628352,0.4839819505020091,2.8803901311107136
50,300,100,2,2,entropy,0.688888888888889,0.7603174603174603,0.5555555555555555,0.636551724137931,0.3949317260179557,2.880390209999556
50,500,100,2,2,entropy,0.7222222222222222,0.8111111111111112,0.6,0.6811111111111111,0.4680543499497543,2.8803902877772796
50,10,100,5,2,entropy,0.6555555555555554,0.6805194805194805,0.6,0.6350132625994696,0.31558303160055795,2.880390358888932
50,50,100,5,2,entropy,0.7444444444444445,0.7777777777777778,0.688888888888889,0.727200318598168,0.4957006094135097,2.880390429999938
50,100,100,5,2,entropy,0.7333333333333334,0.7821067821067821,0.6444444444444444,0.7049153485935095,0.4749035899032345,2.880390505555422
50,300,100,5,2,entropy,0.7000000000000001,0.7666666666666666,0.5777777777777778,0.6511111111111111,0.416856660617299,2.8803905833331456
50,500,100,5,2,entropy,0.6777777777777777,0.7368298368298367,0.5555555555555555,0.6317216117216118,0.36779307805967587,2.8803906588886297
50,10,300,2,1,entropy,0.6222222222222221,0.6924242424242424,0.4444444444444445,0.5390412486064661,0.2629299775827035,2.8803907355552334
50,50,300,2,1,entropy,0.6888888888888888,0.7083333333333334,0.6444444444444445,0.6683870967741936,0.38336798479568107,2.880390808888478
50,100,300,2,1,entropy,0.7222222222222222,0.7936507936507936,0.6,0.6754030392211302,0.46093900829539064,2.8803908844439623
50,300,300,2,1,entropy,0.7222222222222222,0.8047619047619049,0.6,0.6832183908045977,0.4636137855099343,2.8803909566667345
50,500,300,2,1,entropy,0.7111111111111111,0.7696969696969697,0.6,0.6675213675213675,0.43580919146070873,2.8803910288888597
50,10,300,5,1,entropy,0.7555555555555555,0.7990196078431372,0.7111111111111111,0.7476851851851851,0.5203604227965818,2.8803910999998656
50,50,300,5,1,entropy,0.7000000000000001,0.8000000000000002,0.5333333333333333,0.64,0.42426406871192857,2.8803911766664694
50,100,300,5,1,entropy,0.7222222222222223,0.8004662004662005,0.6,0.6840293040293041,0.46104782772985065,2.8803912522219535
50,300,300,5,1,entropy,0.7111111111111111,0.7744588744588744,0.6,0.6729619805481875,0.43542586427424085,2.8803913277774376
