pca_n_components,C,kernel,accuracy,precision,recall,f1,mcc,preparationTime
50,0.01,linear,0.8,0.8353174603174602,0.7333333333333332,0.7769281045751633,0.6063762182998396,0.11127931888881398
50,0.01,rbf,0.5555555555555556,0.5584615384615385,0.31111111111111106,0.31088911088911086,0.10033455649978355,0.11127944777771416
50,0.01,poly,0.5111111111111111,1.0,0.02222222222222222,0.04,0.048507125007266595,0.11127953222215486
50,0.01,sigmoid,0.5222222222222223,0.5599999999999999,0.15555555555555553,0.21218781218781219,0.025913715746258482,0.1112796033331607
50,0.1,linear,0.7777777777777778,0.7961760461760462,0.7333333333333332,0.7556209150326797,0.5656441102377813,0.11127967999976439
50,0.1,rbf,0.5555555555555556,0.5584615384615385,0.31111111111111106,0.31088911088911086,0.10033455649978355,0.11127975222221317
50,0.1,poly,0.5111111111111111,0.9,0.04444444444444444,0.07636363636363637,0.048507125007266595,0.11127982555545815
50,0.1,sigmoid,0.5222222222222223,0.5599999999999999,0.15555555555555553,0.21218781218781219,0.025913715746258482,0.11127993000005112
50,1.0,linear,0.7222222222222222,0.756969696969697,0.6666666666666666,0.6866666666666666,0.469667908192534,0.11128001222225269
50,1.0,rbf,0.6,0.6854545454545454,0.3777777777777777,0.4405194805194805,0.23428514841397613,0.1112800877777368
50,1.0,poly,0.5111111111111111,0.9,0.04444444444444444,0.07636363636363637,0.048507125007266595,0.1112801566665035
50,1.0,sigmoid,0.5222222222222224,0.5266666666666666,0.17777777777777776,0.24915750915750917,0.04460660105352788,0.111280224444474
50,10.0,linear,0.7222222222222222,0.756969696969697,0.6666666666666666,0.6866666666666666,0.469667908192534,0.11128029333324069
50,10.0,rbf,0.7333333333333334,0.8228571428571427,0.5777777777777777,0.6732352941176469,0.4879109279844422,0.11128036333312695
50,10.0,poly,0.5111111111111111,0.6,0.06666666666666667,0.11272727272727275,0.022203553111388163,0.11128043333333658
50,10.0,sigmoid,0.5666666666666667,0.5976190476190476,0.48888888888888893,0.525021830594586,0.14291103034107916,0.11128049888874456
50,100.0,linear,0.7222222222222222,0.756969696969697,0.6666666666666666,0.6866666666666666,0.469667908192534,0.11128057000007377
50,100.0,rbf,0.7777777777777778,0.8019841269841269,0.7333333333333332,0.7643790849673203,0.5592357662207365,0.11128064222219917
50,100.0,poly,0.5888888888888889,0.72,0.24444444444444446,0.3007142857142857,0.1843517539613348,0.11128071555544415
50,100.0,sigmoid,0.5777777777777777,0.595,0.48888888888888893,0.5327731092436976,0.15897102556782908,0.11128078444421084
57,0.01,linear,0.8111111111111111,0.8511111111111112,0.7555555555555555,0.7851963241436926,0.6397802590738377,0.11128085444442049
57,0.01,rbf,0.5555555555555556,0.5584615384615385,0.31111111111111106,0.31088911088911086,0.10033455649978355,0.11128092555542632
57,0.01,poly,0.5111111111111111,1.0,0.02222222222222222,0.04,0.048507125007266595,0.11128099222227725
57,0.01,sigmoid,0.5222222222222223,0.5599999999999999,0.15555555555555553,0.21218781218781219,0.025913715746258482,0.11128105888880478
57,0.1,linear,0.7777777777777779,0.8029942279942279,0.7333333333333332,0.7591503267973856,0.564781239203922,0.11128113777764763
57,0.1,rbf,0.5555555555555556,0.5584615384615385,0.31111111111111106,0.31088911088911086,0.10033455649978355,0.11128120666673769
57,0.1,poly,0.5111111111111111,0.9,0.04444444444444444,0.07636363636363637,0.048507125007266595,0.11128127666662395
57,0.1,sigmoid,0.5222222222222223,0.5599999999999999,0.15555555555555553,0.21218781218781219,0.025913715746258482,0.11128134111091235
57,1.0,linear,0.7777777777777779,0.8029942279942279,0.7333333333333332,0.7591503267973856,0.564781239203922,0.11128140888888285
57,1.0,rbf,0.6,0.6854545454545454,0.3777777777777777,0.4405194805194805,0.23428514841397613,0.11128147888876912
57,1.0,poly,0.5111111111111111,0.9,0.04444444444444444,0.07636363636363637,0.048507125007266595,0.11128154222226133
57,1.0,sigmoid,0.5222222222222224,0.5266666666666666,0.17777777777777776,0.24915750915750917,0.04460660105352788,0.11128160666654972
57,10.0,linear,0.7777777777777779,0.8029942279942279,0.7333333333333332,0.7591503267973856,0.564781239203922,0.11128167444452022
57,10.0,rbf,0.7333333333333334,0.8228571428571427,0.5777777777777777,0.6732352941176469,0.4879109279844422,0.11128174444440649
57,10.0,poly,0.5111111111111111,0.6,0.06666666666666667,0.11272727272727275,0.022203553111388163,0.11128181111093403
57,10.0,sigmoid,0.5666666666666667,0.5976190476190476,0.48888888888888893,0.525021830594586,0.14291103034107916,0.11128187666666539
57,100.0,linear,0.7777777777777779,0.8029942279942279,0.7333333333333332,0.7591503267973856,0.564781239203922,0.11128194555543208
57,100.0,rbf,0.7777777777777777,0.7834920634920634,0.7555555555555555,0.7646198830409356,0.5606364046070957,0.11128201000004385
57,100.0,poly,0.5777777777777778,0.72,0.22222222222222224,0.2857142857142857,0.1662283031551512,0.11128208111104969
57,100.0,sigmoid,0.5777777777777777,0.595,0.48888888888888893,0.5327731092436976,0.15897102556782908,0.11128214444421852
64,0.01,linear,0.7555555555555556,0.7486363636363637,0.7555555555555555,0.7484210526315789,0.5173156834434595,0.11128220888883031
64,0.01,rbf,0.5555555555555556,0.5584615384615385,0.31111111111111106,0.31088911088911086,0.10033455649978355,0.11128227666647743
64,0.01,poly,0.5111111111111111,1.0,0.02222222222222222,0.04,0.048507125007266595,0.11128234666668707
64,0.01,sigmoid,0.5222222222222223,0.5599999999999999,0.15555555555555553,0.21218781218781219,0.025913715746258482,0.1112824055553776
64,0.1,linear,0.7444444444444446,0.74,0.7333333333333334,0.7343653250773994,0.49193495504995377,0.1112824733333481
64,0.1,rbf,0.5555555555555556,0.5584615384615385,0.31111111111111106,0.31088911088911086,0.10033455649978355,0.11128253555539737
64,0.1,poly,0.5111111111111111,0.9,0.04444444444444444,0.07636363636363637,0.048507125007266595,0.11128260444448744
64,0.1,sigmoid,0.5222222222222223,0.5599999999999999,0.15555555555555553,0.21218781218781219,0.025913715746258482,0.11128266888877583
64,1.0,linear,0.7444444444444446,0.74,0.7333333333333334,0.7343653250773994,0.49193495504995377,0.11128273777754252
64,1.0,rbf,0.6,0.6854545454545454,0.3777777777777777,0.4405194805194805,0.23428514841397613,0.11128280111103474
64,1.0,poly,0.5111111111111111,0.9,0.04444444444444444,0.07636363636363637,0.048507125007266595,0.11128286222228781
64,1.0,sigmoid,0.5222222222222224,0.5266666666666666,0.17777777777777776,0.24915750915750917,0.04460660105352788,0.11128292444433706
64,10.0,linear,0.7444444444444446,0.74,0.7333333333333334,0.7343653250773994,0.49193495504995377,0.11128299333310375
64,10.0,rbf,0.7333333333333334,0.8228571428571427,0.5777777777777777,0.6732352941176469,0.4879109279844422,0.11128305777771554
64,10.0,poly,0.5111111111111111,0.6,0.06666666666666667,0.11272727272727275,0.022203553111388163,0.11128312555536266
64,10.0,sigmoid,0.5666666666666667,0.5976190476190476,0.48888888888888893,0.525021830594586,0.14291103034107916,0.11128318999997444
64,100.0,linear,0.7444444444444446,0.74,0.7333333333333334,0.7343653250773994,0.49193495504995377,0.11128326222209985
64,100.0,rbf,0.8,0.8012698412698412,0.7777777777777777,0.7845029239766081,0.605634679262643,0.11128332888895076
64,100.0,poly,0.5777777777777778,0.72,0.22222222222222224,0.2857142857142857,0.1662283031551512,0.1112833922221196
64,100.0,sigmoid,0.5666666666666667,0.5878571428571429,0.4666666666666666,0.5165966386554622,0.13790465234362026,0.11128345555561181
