alpha,accuracy,precision,recall,f1,preparationTime
0.001,0.7444444444444445,0.7604700854700854,0.7333333333333334,0.7452124935995904,0.0011456870333252786
0.01,0.7444444444444445,0.7680097680097681,0.7111111111111111,0.7378215654077723,0.0011457810110894369
0.1,0.7555555555555555,0.8111888111888111,0.6666666666666666,0.7307692307692307,0.0011458425888930732
1.0,0.7555555555555555,0.7868589743589745,0.7111111111111111,0.7444956477214543,0.001145895366668507
10.0,0.7111111111111111,0.6907867494824016,0.8444444444444444,0.7515512920231613,0.0011459486111157781
