pca_n_components,n_neighbors,metric,weights,accuracy,precision,recall,f1,mcc,preparationTime
57,9,euclidean,uniform,0.6888888888888888,0.8677248677248678,0.4444444444444445,0.5858585858585857,0.4324284944854721,0.16548219629999544
64,9,euclidean,uniform,nan,nan,nan,nan,nan,0.16548234258888342
50,9,euclidean,distance,0.7222222222222222,0.882010582010582,0.5111111111111111,0.6440404040404041,0.4896385684287013,0.16548242869998325
57,9,euclidean,distance,0.7333333333333334,0.887962962962963,0.5333333333333333,0.6651207729468599,0.5090425063443996,0.16548262499998398
64,9,euclidean,distance,nan,nan,nan,nan,nan,0.1654827833333305
50,11,euclidean,uniform,0.6888888888888888,0.8783068783068783,0.4444444444444445,0.5883838383838383,0.43647632373785833,0.1654828685222229
57,11,euclidean,uniform,0.6888888888888888,0.9047619047619048,0.4222222222222222,0.5757575757575757,0.4465958968688237,0.1654830194444407
64,11,euclidean,uniform,nan,nan,nan,nan,nan,0.16548316991110268
50,11,euclidean,distance,0.7222222222222222,0.8888888888888888,0.5111111111111111,0.6485507246376812,0.49196475003316564,0.16548325786665777
57,11,euclidean,distance,0.7333333333333334,0.9212962962962963,0.5111111111111111,0.6570048309178743,0.5214882610798294,0.1654834092555474
64,11,euclidean,distance,nan,nan,nan,nan,nan,0.1654835555555514
50,15,euclidean,uniform,0.6222222222222222,0.8888888888888888,0.2888888888888889,0.42857142857142855,0.3333333333333333,0.16548364444442995
57,15,euclidean,uniform,0.611111111111111,0.8888888888888888,0.26666666666666666,0.39589169000933705,0.311309302859697,0.1654845824111059
64,15,euclidean,uniform,nan,nan,nan,nan,nan,0.16548475602220505
50,15,euclidean,distance,0.6666666666666666,0.9259259259259259,0.37777777777777777,0.5176767676767676,0.41623570047578595,0.16548484352220436
57,15,euclidean,distance,0.6444444444444445,0.9166666666666666,0.3333333333333333,0.4644656281484926,0.37348329028585286,0.16548499258887103
64,15,euclidean,distance,nan,nan,nan,nan,nan,0.16548514536666012
50,20,euclidean,uniform,0.5666666666666665,0.8666666666666667,0.17777777777777778,0.2820175438596491,0.22245677585113718,0.16548523241110363
57,20,euclidean,uniform,0.5777777777777778,0.8666666666666667,0.19999999999999998,0.30833333333333335,0.24078388425900046,0.16548538472222088
64,20,euclidean,uniform,nan,nan,nan,nan,nan,0.16548553749998973
50,20,euclidean,distance,0.6666666666666666,0.9166666666666666,0.37777777777777777,0.5023444160272805,0.40780875239938846,0.16548562685554014
57,20,euclidean,distance,0.6666666666666666,0.9166666666666666,0.37777777777777777,0.5023444160272805,0.40780875239938846,0.1654857768555505
64,20,euclidean,distance,nan,nan,nan,nan,nan,0.16548592685554064
