pca_n_components,n_neighbors,metric,weights,accuracy,precision,recall,f1,mcc,preparationTime
50,3,cosine,uniform,0.6333333333333333,0.6688311688311689,0.5333333333333333,0.5915119363395225,0.2735442710017614,0.16547404119998343
57,3,cosine,uniform,0.6555555555555556,0.6988344988344989,0.5333333333333333,0.6032234432234432,0.31938318132258847,0.16547431111111008
64,3,cosine,uniform,nan,nan,nan,nan,nan,0.16547447824444436
50,3,cosine,distance,0.6666666666666666,0.712121212121212,0.5555555555555555,0.6239316239316239,0.34133697336251617,0.16547457824443781
57,3,cosine,distance,0.6666666666666666,0.7227272727272728,0.5333333333333333,0.612991452991453,0.34462325713580827,0.16547473102220667
64,3,cosine,distance,nan,nan,nan,nan,nan,0.16547488472220317
50,5,cosine,uniform,0.6444444444444445,0.7440476190476191,0.4444444444444444,0.548967940272288,0.31768638862409837,0.1654749759222088
57,5,cosine,uniform,0.6555555555555556,0.7667748917748917,0.4444444444444444,0.5575149488192966,0.3430036667048948,0.16547513008887715
64,5,cosine,uniform,nan,nan,nan,nan,nan,0.1654752800888875
50,5,cosine,distance,0.6777777777777777,0.7374708624708625,0.5333333333333333,0.6137920050963529,0.36860891759751757,0.16547536574443156
57,5,cosine,distance,0.6777777777777777,0.7374708624708625,0.5333333333333333,0.6137920050963529,0.36860891759751757,0.16547551666664934
64,5,cosine,distance,nan,nan,nan,nan,nan,0.16547566758888732
50,7,cosine,uniform,0.6333333333333333,0.7028388278388279,0.4444444444444444,0.5345379258422737,0.2860199166526769,0.16547575555553826
57,7,cosine,uniform,0.6333333333333333,0.6964285714285715,0.4666666666666666,0.5487256371814093,0.284386293245094,0.16547590277776988
64,7,cosine,uniform,nan,nan,nan,nan,nan,0.1654760495333297
50,7,cosine,distance,0.7000000000000001,0.7886002886002886,0.5333333333333333,0.6291979625312959,0.4216547668432666,0.16547613935555192
57,7,cosine,distance,0.6888888888888888,0.7672327672327673,0.5333333333333333,0.6203796203796204,0.39716806745846706,0.16547629352222026
64,7,cosine,distance,nan,nan,nan,nan,nan,0.1654764578666598
50,9,cosine,uniform,0.6555555555555556,0.7380952380952381,0.4666666666666666,0.5650953984287318,0.3329940220198466,0.16547654675553833
57,9,cosine,uniform,0.6666666666666666,0.75,0.48888888888888893,0.5874932903918411,0.3546867629218578,0.16547670555553648
64,9,cosine,uniform,nan,nan,nan,nan,nan,0.16547685416666758
50,9,cosine,distance,0.7222222222222222,0.8047785547785548,0.5777777777777778,0.6665870361522536,0.4637056612935657,0.16547697869999764
57,9,cosine,distance,0.7222222222222222,0.8047785547785548,0.5777777777777778,0.6665870361522536,0.4637056612935657,0.165477128244432
64,9,cosine,distance,nan,nan,nan,nan,nan,0.16547727546666363
50,11,cosine,uniform,0.6444444444444444,0.7379629629629628,0.4444444444444445,0.553816425120773,0.31425782066027214,0.16547736713332092
57,11,cosine,uniform,0.6666666666666666,0.7555555555555555,0.48888888888888893,0.5933333333333334,0.35558200921994976,0.16547751713333128
64,11,cosine,uniform,nan,nan,nan,nan,nan,0.1654776648110985
50,11,cosine,distance,0.7222222222222222,0.8257575757575758,0.5555555555555555,0.6610925306577481,0.4694181622544944,0.16547775277776963
57,11,cosine,distance,0.7333333333333333,0.8350168350168351,0.5777777777777778,0.6816239316239318,0.4901465419707911,0.16547789907777366
64,11,cosine,distance,nan,nan,nan,nan,nan,0.1654780490777638
50,15,cosine,uniform,0.6444444444444444,0.7321428571428571,0.4222222222222222,0.532806324110672,0.31222449803311314,0.16547813796666258
57,15,cosine,uniform,0.6666666666666666,0.7797619047619048,0.4444444444444444,0.5631093544137022,0.3647651917823865,0.16547828703332926
64,15,cosine,uniform,nan,nan,nan,nan,nan,0.16547844213332105
50,15,cosine,distance,0.6888888888888888,0.7752525252525252,0.5111111111111111,0.6056166056166056,0.3991526582033323,0.1654785273110974
57,15,cosine,distance,0.7000000000000001,0.7911255411255412,0.5333333333333333,0.6301476301476302,0.4224081432716868,0.16547867731110777
64,15,cosine,distance,nan,nan,nan,nan,nan,0.16547882685554213
50,20,cosine,uniform,0.6777777777777777,0.875,0.4222222222222222,0.5519450800915332,0.4166982412505991,0.16547891249999036
57,20,cosine,uniform,0.6777777777777777,0.875,0.4222222222222222,0.5519450800915332,0.4166982412505991,0.16547905647777145
64,20,cosine,uniform,nan,nan,nan,nan,nan,0.1654791962999904
50,20,cosine,distance,0.7222222222222222,0.8387445887445888,0.5555555555555555,0.6604506604506605,0.4749488370209602,0.16547931296665613
57,20,cosine,distance,0.7111111111111111,0.8308080808080809,0.5333333333333333,0.6373626373626373,0.4547082137588878,0.16547946527777338
64,20,cosine,distance,nan,nan,nan,nan,nan,0.1654796124999848
50,3,euclidean,uniform,0.6888888888888888,0.7924242424242425,0.5111111111111111,0.6190412486064659,0.4043513338200129,0.16547970138888357
57,3,euclidean,uniform,0.6666666666666666,0.7547619047619047,0.4888888888888889,0.5870707070707071,0.3563151603491739,0.16547984814444336
64,3,euclidean,uniform,nan,nan,nan,nan,nan,0.16547999397777555
50,3,euclidean,distance,0.7000000000000001,0.7999999999999999,0.5333333333333333,0.6361352657004832,0.4251483533302882,0.16548010741110677
57,3,euclidean,distance,0.6777777777777777,0.7611721611721612,0.5111111111111111,0.602943722943723,0.3771893821270258,0.1654802587999964
64,3,euclidean,distance,nan,nan,nan,nan,nan,0.1654804083333147
50,5,euclidean,uniform,0.7000000000000001,0.8171717171717172,0.5111111111111111,0.6110161443494776,0.43228644531934807,0.16548049444443474
57,5,euclidean,uniform,0.7222222222222223,0.8555555555555556,0.5333333333333333,0.6456437389770723,0.48111660407812956,0.16548064305554563
64,5,euclidean,uniform,nan,nan,nan,nan,nan,0.1654807949111071
50,5,euclidean,distance,0.7111111111111111,0.8214452214452215,0.5333333333333333,0.626007326007326,0.452644598867636,0.1654808796333277
57,5,euclidean,distance,0.7333333333333334,0.8598290598290599,0.5555555555555555,0.6606349206349207,0.5014747576264175,0.16548103333332417
64,5,euclidean,distance,nan,nan,nan,nan,nan,0.1654811828666627
50,7,euclidean,uniform,0.7111111111111111,0.8842592592592592,0.48888888888888893,0.6292270531400966,0.47299539658294226,0.16548127083333383
57,7,euclidean,uniform,0.7222222222222222,0.8842592592592592,0.5111111111111111,0.6473429951690822,0.4902057237670922,0.16548142129999582
64,7,euclidean,uniform,nan,nan,nan,nan,nan,0.16548157175554176
50,7,euclidean,distance,0.7444444444444445,0.8622895622895622,0.5777777777777778,0.6908547008547009,0.517308308718453,0.16548165647776233
57,7,euclidean,distance,0.7555555555555555,0.8956228956228957,0.5777777777777778,0.7008547008547009,0.5469643906380327,0.16548180463331746
64,7,euclidean,distance,nan,nan,nan,nan,nan,0.16548195602220706
50,9,euclidean,uniform,0.6666666666666666,0.8551587301587302,0.39999999999999997,0.5434468912729783,0.39321851777317635,0.16548204491110582
