alpha,accuracy,precision,recall,f1,preparationTime
0.001,0.8111111111111111,0.8007575757575758,0.8444444444444444,0.8094677871148459,0.0022794041666606467
0.01,0.8,0.8053030303030303,0.8,0.7938286893704849,0.0022795064777811702
0.1,0.8111111111111111,0.8230808080808082,0.8,0.8031854145166838,0.002279560644415647
1.0,0.8,0.8133333333333332,0.7777777777777777,0.7844611528822055,0.0022796125000038754
10.0,0.7333333333333333,0.6825574425574427,0.888888888888889,0.7693447056376119,0.0022796652777793093
