learning_rate,max_depth,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
0.3,10,100,0.8666666666666667,0.9138888888888889,0.8222222222222223,0.8566308243727598,0.7474079467523845,0.16713299666654266
0.3,10,200,0.8666666666666667,0.9138888888888889,0.8222222222222223,0.8566308243727598,0.7474079467523845,0.16713307444426592
0.3,10,300,0.8666666666666667,0.9138888888888889,0.8222222222222223,0.8566308243727598,0.7474079467523845,0.16713315444422833
0.5,3,50,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713323555531032
0.5,3,100,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.167133319999751
0.5,3,200,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.1671333999997134
0.5,3,300,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.1671334799999992
0.5,5,50,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713356111108119
0.5,5,100,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.1671336411110436
0.5,5,200,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713371888876685
0.5,5,300,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713379666649011
0.5,7,50,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713391222195545
0.5,7,100,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.1671339933333608
0.5,7,200,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.1671340733333232
0.5,7,300,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713415222216604
0.5,10,50,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713423333324803
0.5,10,100,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713431444433
0.5,10,200,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713439333317284
0.5,10,300,0.8666666666666667,0.8861111111111111,0.8444444444444444,0.861569095977698,0.7385102921701261,0.16713447777761353
