n_estimators,max_depth,criterion,accuracy,precision,recall,f1,preparationTime
10,10,gini,0.5842105263157895,0.6583333333333333,0.4066666666666666,0.4935994397759103,0.0014753843085135816
50,10,gini,0.691812865497076,0.7283333333333333,0.6644444444444444,0.680984323553983,0.0014753843085135816
100,10,gini,0.7134502923976609,0.7517460317460317,0.6866666666666666,0.7018993562337215,0.0014753843085135816
300,10,gini,0.7771929824561403,0.8022727272727274,0.7688888888888888,0.7778328173374613,0.0014753843085135816
500,10,gini,0.787719298245614,0.8077272727272728,0.7888888888888889,0.7894117647058824,0.0014753843085135816
10,10,gini,0.5935672514619883,0.6345238095238096,0.49111111111111116,0.5506535947712419,0.0014753843085135816
50,10,gini,0.701169590643275,0.7304545454545455,0.6822222222222221,0.6939628482972136,0.0014753843085135816
100,10,gini,0.723391812865497,0.74,0.7266666666666666,0.7268111455108357,0.0014753843085135816
300,10,gini,0.7666666666666667,0.8004545454545454,0.7466666666666666,0.7618236768391567,0.0014753843085135816
500,10,gini,0.7561403508771931,0.7859090909090909,0.7466666666666666,0.7534026242075778,0.0014753843085135816
10,10,gini,0.6058479532163743,0.6444444444444445,0.5133333333333333,0.5650326797385621,0.0014753843085135816
50,10,gini,0.7005847953216374,0.7183838383838383,0.7022222222222222,0.7031854145166838,0.0014753843085135816
100,10,gini,0.723391812865497,0.7387878787878787,0.7266666666666666,0.7247058823529411,0.0014753843085135816
300,10,gini,0.7660818713450291,0.785974025974026,0.7666666666666666,0.7695321637426902,0.0014753843085135816
500,10,gini,0.7666666666666667,0.7737878787878787,0.7866666666666666,0.7742539950589487,0.0014753843085135816
10,10,gini,0.6374269005847953,0.6504761904761904,0.5977777777777777,0.6183488132094942,0.0014753843085135816
50,10,gini,0.712280701754386,0.7089393939393939,0.7466666666666666,0.7212698412698413,0.0014753843085135816
100,10,gini,0.7128654970760234,0.7366666666666666,0.7044444444444443,0.7108948842694973,0.0014753843085135816
300,10,gini,0.7450292397660819,0.7641558441558441,0.7444444444444444,0.7474269005847953,0.0014753843085135816
500,10,gini,0.7450292397660819,0.7787012987012988,0.7244444444444443,0.7427760577915377,0.0014753843085135816
10,30,gini,0.5842105263157895,0.6583333333333333,0.4066666666666666,0.4935994397759103,0.0014753843085135816
50,30,gini,0.691812865497076,0.7283333333333333,0.6644444444444444,0.680984323553983,0.0014753843085135816
100,30,gini,0.7134502923976609,0.7517460317460317,0.6866666666666666,0.7018993562337215,0.0014753843085135816
300,30,gini,0.7771929824561403,0.8022727272727274,0.7688888888888888,0.7778328173374613,0.0014753843085135816
500,30,gini,0.787719298245614,0.8077272727272728,0.7888888888888889,0.7894117647058824,0.0014753843085135816
10,30,gini,0.5935672514619883,0.6345238095238096,0.49111111111111116,0.5506535947712419,0.0014753843085135816
50,30,gini,0.701169590643275,0.7304545454545455,0.6822222222222221,0.6939628482972136,0.0014753843085135816
100,30,gini,0.723391812865497,0.74,0.7266666666666666,0.7268111455108357,0.0014753843085135816
300,30,gini,0.7666666666666667,0.8004545454545454,0.7466666666666666,0.7618236768391567,0.0014753843085135816
500,30,gini,0.7561403508771931,0.7859090909090909,0.7466666666666666,0.7534026242075778,0.0014753843085135816
10,30,gini,0.6058479532163743,0.6444444444444445,0.5133333333333333,0.5650326797385621,0.0014753843085135816
50,30,gini,0.7005847953216374,0.7183838383838383,0.7022222222222222,0.7031854145166838,0.0014753843085135816
100,30,gini,0.723391812865497,0.7387878787878787,0.7266666666666666,0.7247058823529411,0.0014753843085135816
300,30,gini,0.7660818713450291,0.785974025974026,0.7666666666666666,0.7695321637426902,0.0014753843085135816
500,30,gini,0.7666666666666667,0.7737878787878787,0.7866666666666666,0.7742539950589487,0.0014753843085135816
10,30,gini,0.6374269005847953,0.6504761904761904,0.5977777777777777,0.6183488132094942,0.0014753843085135816
50,30,gini,0.712280701754386,0.7089393939393939,0.7466666666666666,0.7212698412698413,0.0014753843085135816
100,30,gini,0.7128654970760234,0.7366666666666666,0.7044444444444443,0.7108948842694973,0.0014753843085135816
300,30,gini,0.7450292397660819,0.7641558441558441,0.7444444444444444,0.7474269005847953,0.0014753843085135816
500,30,gini,0.7450292397660819,0.7787012987012988,0.7244444444444443,0.7427760577915377,0.0014753843085135816
10,50,gini,0.5842105263157895,0.6583333333333333,0.4066666666666666,0.4935994397759103,0.0014753843085135816
50,50,gini,0.691812865497076,0.7283333333333333,0.6644444444444444,0.680984323553983,0.0014753843085135816
100,50,gini,0.7134502923976609,0.7517460317460317,0.6866666666666666,0.7018993562337215,0.0014753843085135816
300,50,gini,0.7771929824561403,0.8022727272727274,0.7688888888888888,0.7778328173374613,0.0014753843085135816
