pca__n_components,rf__n_estimators,rf__criterion,rf__max_depth,rf__min_samples_split,rf__min_samples_leaf,fold,threshold,accuracy,precision,recall,f1,mcc
0.9,100,entropy,300,2,1,2,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,2,1,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,2,1,2,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
0.9,100,entropy,300,2,1,2,0.6,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,100,entropy,300,2,1,2,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,2,1,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,3,0.1,0.6,0.2727272727272727,1.0,0.42857142857142855,0.37998029782867415
0.9,100,entropy,300,2,1,3,0.2,0.8,0.4,0.6666666666666666,0.5,0.40422604172722165
0.9,100,entropy,300,2,1,3,0.30000000000000004,0.85,0.5,0.5555555555555556,0.5263157894736842,0.4383570037596047
0.9,100,entropy,300,2,1,3,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,300,2,1,3,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.9,100,entropy,300,2,1,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,2,1,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,3,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,4,0.1,0.65,0.2857142857142857,0.8888888888888888,0.43243243243243246,0.35552856456843185
0.9,100,entropy,300,2,1,4,0.2,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
0.9,100,entropy,300,2,1,4,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,100,entropy,300,2,1,4,0.4,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
0.9,100,entropy,300,2,1,4,0.5,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
0.9,100,entropy,300,2,1,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,2,1,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,2,1,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,2,1,4,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,5,0.1,0.711864406779661,0.3181818181818182,0.7777777777777778,0.45161290322580644,0.35523847791923696
0.9,100,entropy,300,2,1,5,0.2,0.8305084745762712,0.42857142857142855,0.3333333333333333,0.375,0.2816747403312185
0.9,100,entropy,300,2,1,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
0.9,100,entropy,300,2,1,5,0.4,0.864406779661017,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3309638001912551
0.9,100,entropy,300,2,1,5,0.5,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,1,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,1,0.1,0.6333333333333333,0.2903225806451613,1.0,0.45,0.4063070132231382
0.9,100,entropy,300,2,2,1,0.2,0.8833333333333333,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6067880364121375
0.9,100,entropy,300,2,2,1,0.30000000000000004,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.9,100,entropy,300,2,2,1,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,300,2,2,1,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,100,entropy,300,2,2,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,2,2,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,2,2,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,2,2,1,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,2,0.1,0.6166666666666667,0.25,0.7777777777777778,0.3783783783783784,0.2619684159977919
0.9,100,entropy,300,2,2,2,0.2,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
0.9,100,entropy,300,2,2,2,0.30000000000000004,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
0.9,100,entropy,300,2,2,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,2,2,2,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
0.9,100,entropy,300,2,2,2,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,300,2,2,2,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,2,2,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,3,0.1,0.6,0.25806451612903225,0.8888888888888888,0.4,0.3129031021373593
0.9,100,entropy,300,2,2,3,0.2,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813
0.9,100,entropy,300,2,2,3,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,2,2,3,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,300,2,2,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,2,2,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,2,2,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,2,2,3,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,4,0.1,0.65,0.2857142857142857,0.8888888888888888,0.43243243243243246,0.35552856456843185
0.9,100,entropy,300,2,2,4,0.2,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
0.9,100,entropy,300,2,2,4,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,100,entropy,300,2,2,4,0.4,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
0.9,100,entropy,300,2,2,4,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
0.9,100,entropy,300,2,2,4,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,2,2,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,2,2,4,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,4,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,5,0.1,0.7288135593220338,0.3157894736842105,0.6666666666666666,0.42857142857142855,0.312923397385972
0.9,100,entropy,300,2,2,5,0.2,0.7966101694915254,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21333333333333335
0.9,100,entropy,300,2,2,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
0.9,100,entropy,300,2,2,5,0.4,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
0.9,100,entropy,300,2,2,5,0.5,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
0.9,100,entropy,300,2,2,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,2,2,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,1,0.1,0.65,0.3,1.0,0.46153846153846156,0.4200840252084029
0.9,100,entropy,300,5,1,1,0.2,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
0.9,100,entropy,300,5,1,1,0.30000000000000004,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.9,100,entropy,300,5,1,1,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,100,entropy,300,5,1,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.9,100,entropy,300,5,1,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,5,1,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,5,1,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,5,1,1,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,2,0.1,0.6,0.2413793103448276,0.7777777777777778,0.3684210526315789,0.2475203643773141
0.9,100,entropy,300,5,1,2,0.2,0.7666666666666667,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.29643243059996255
0.9,100,entropy,300,5,1,2,0.30000000000000004,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
0.9,100,entropy,300,5,1,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,5,1,2,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
0.9,100,entropy,300,5,1,2,0.6,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,100,entropy,300,5,1,2,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,1,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,3,0.1,0.6,0.2727272727272727,1.0,0.42857142857142855,0.37998029782867415
0.9,100,entropy,300,5,1,3,0.2,0.8,0.4,0.6666666666666666,0.5,0.40422604172722165
0.9,100,entropy,300,5,1,3,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,5,1,3,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,100,entropy,300,5,1,3,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,5,1,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,1,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,3,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,4,0.1,0.6666666666666666,0.28,0.7777777777777778,0.4117647058823529,0.3076976944152481
0.9,100,entropy,300,5,1,4,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.9,100,entropy,300,5,1,4,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,100,entropy,300,5,1,4,0.4,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,100,entropy,300,5,1,4,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
0.9,100,entropy,300,5,1,4,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,1,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,1,4,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,4,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,5,0.1,0.7457627118644068,0.35,0.7777777777777778,0.4827586206896552,0.3932804542174905
0.9,100,entropy,300,5,1,5,0.2,0.7966101694915254,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21333333333333335
0.9,100,entropy,300,5,1,5,0.30000000000000004,0.864406779661017,0.6,0.3333333333333333,0.42857142857142855,0.378691704962503
0.9,100,entropy,300,5,1,5,0.4,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
0.9,100,entropy,300,5,1,5,0.5,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
0.9,100,entropy,300,5,1,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,1,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,1,0.1,0.6,0.2727272727272727,1.0,0.42857142857142855,0.37998029782867415
0.9,100,entropy,300,5,2,1,0.2,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
0.9,100,entropy,300,5,2,1,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,5,2,1,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,300,5,2,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.9,100,entropy,300,5,2,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,5,2,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,300,5,2,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,2,1,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,2,0.1,0.6,0.2413793103448276,0.7777777777777778,0.3684210526315789,0.2475203643773141
0.9,100,entropy,300,5,2,2,0.2,0.7666666666666667,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.35735948550863555
0.9,100,entropy,300,5,2,2,0.30000000000000004,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
0.9,100,entropy,300,5,2,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,5,2,2,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
0.9,100,entropy,300,5,2,2,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,300,5,2,2,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,2,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,3,0.1,0.6333333333333333,0.2903225806451613,1.0,0.45,0.4063070132231382
0.9,100,entropy,300,5,2,3,0.2,0.7666666666666667,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.29643243059996255
0.9,100,entropy,300,5,2,3,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,300,5,2,3,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,100,entropy,300,5,2,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,2,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,2,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,2,3,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,4,0.1,0.6333333333333333,0.27586206896551724,0.8888888888888888,0.42105263157894735,0.34092427546309295
0.9,100,entropy,300,5,2,4,0.2,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
0.9,100,entropy,300,5,2,4,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,100,entropy,300,5,2,4,0.4,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
0.9,100,entropy,300,5,2,4,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
0.9,100,entropy,300,5,2,4,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,2,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,300,5,2,4,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,4,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,5,0.1,0.711864406779661,0.3,0.6666666666666666,0.41379310344827586,0.2936944164542633
0.9,100,entropy,300,5,2,5,0.2,0.7966101694915254,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21333333333333335
0.9,100,entropy,300,5,2,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
0.9,100,entropy,300,5,2,5,0.4,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
0.9,100,entropy,300,5,2,5,0.5,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
0.9,100,entropy,300,5,2,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,300,5,2,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,1,0.1,0.6833333333333333,0.3076923076923077,0.8888888888888888,0.45714285714285713,0.38619142976521015
0.9,100,entropy,500,2,1,1,0.2,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
0.9,100,entropy,500,2,1,1,0.30000000000000004,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.9,100,entropy,500,2,1,1,0.4,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,100,entropy,500,2,1,1,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,1,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,1,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,1,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,1,1,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,2,0.1,0.65,0.2857142857142857,0.8888888888888888,0.43243243243243246,0.35552856456843185
0.9,100,entropy,500,2,1,2,0.2,0.75,0.3125,0.5555555555555556,0.4,0.2744302150984869
0.9,100,entropy,500,2,1,2,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,500,2,1,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,500,2,1,2,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
0.9,100,entropy,500,2,1,2,0.6,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,100,entropy,500,2,1,2,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,1,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,3,0.1,0.6,0.2727272727272727,1.0,0.42857142857142855,0.37998029782867415
0.9,100,entropy,500,2,1,3,0.2,0.8,0.4,0.6666666666666666,0.5,0.40422604172722165
0.9,100,entropy,500,2,1,3,0.30000000000000004,0.85,0.5,0.5555555555555556,0.5263157894736842,0.4383570037596047
0.9,100,entropy,500,2,1,3,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,500,2,1,3,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.9,100,entropy,500,2,1,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,1,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,3,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,4,0.1,0.65,0.2857142857142857,0.8888888888888888,0.43243243243243246,0.35552856456843185
0.9,100,entropy,500,2,1,4,0.2,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
0.9,100,entropy,500,2,1,4,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,100,entropy,500,2,1,4,0.4,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
0.9,100,entropy,500,2,1,4,0.5,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
0.9,100,entropy,500,2,1,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,1,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,500,2,1,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,500,2,1,4,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,5,0.1,0.711864406779661,0.3181818181818182,0.7777777777777778,0.45161290322580644,0.35523847791923696
0.9,100,entropy,500,2,1,5,0.2,0.8305084745762712,0.42857142857142855,0.3333333333333333,0.375,0.2816747403312185
0.9,100,entropy,500,2,1,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
0.9,100,entropy,500,2,1,5,0.4,0.864406779661017,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3309638001912551
0.9,100,entropy,500,2,1,5,0.5,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,1,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,2,1,0.1,0.6333333333333333,0.2903225806451613,1.0,0.45,0.4063070132231382
0.9,100,entropy,500,2,2,1,0.2,0.8833333333333333,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6067880364121375
0.9,100,entropy,500,2,2,1,0.30000000000000004,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.9,100,entropy,500,2,2,1,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,500,2,2,1,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,100,entropy,500,2,2,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,2,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,2,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,100,entropy,500,2,2,1,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,2,2,0.1,0.6166666666666667,0.25,0.7777777777777778,0.3783783783783784,0.2619684159977919
0.9,100,entropy,500,2,2,2,0.2,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
0.9,100,entropy,500,2,2,2,0.30000000000000004,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
0.9,100,entropy,500,2,2,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,500,2,2,2,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
0.9,100,entropy,500,2,2,2,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,500,2,2,2,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,500,2,2,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,2,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,2,3,0.1,0.6,0.25806451612903225,0.8888888888888888,0.4,0.3129031021373593
0.9,100,entropy,500,2,2,3,0.2,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813
0.9,100,entropy,500,2,2,3,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,100,entropy,500,2,2,3,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,100,entropy,500,2,2,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,500,2,2,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,500,2,2,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,100,entropy,500,2,2,3,0.8,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,2,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,100,entropy,500,2,2,4,0.1,0.65,0.2857142857142857,0.8888888888888888,0.43243243243243246,0.35552856456843185
0.9,100,entropy,500,2,2,4,0.2,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
0.9,100,entropy,500,2,2,4,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
