pca__n_components,rf__n_estimators,rf__criterion,rf__max_depth,rf__min_samples_split,rf__min_samples_leaf,fold,threshold,accuracy,precision,recall,f1,mcc
0.9,10,gini,10,2,2,1,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,10,gini,10,2,2,1,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,10,2,2,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,10,2,2,1,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,1,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,2,0.1,0.6,0.25806451612903225,0.8888888888888888,0.4,0.3129031021373593
0.9,10,gini,10,2,2,2,0.2,0.7166666666666667,0.3,0.6666666666666666,0.41379310344827586,0.2970442628930023
0.9,10,gini,10,2,2,2,0.30000000000000004,0.8,0.36363636363636365,0.4444444444444444,0.4,0.28347736504678867
0.9,10,gini,10,2,2,2,0.4,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
0.9,10,gini,10,2,2,2,0.5,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,10,gini,10,2,2,2,0.6,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
0.9,10,gini,10,2,2,2,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,2,2,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,2,2,3,0.1,0.6666666666666666,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.3705980682526575
0.9,10,gini,10,2,2,3,0.2,0.75,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3361227822436774
0.9,10,gini,10,2,2,3,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,10,gini,10,2,2,3,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,10,gini,10,2,2,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,3,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,2,2,4,0.1,0.5333333333333333,0.22857142857142856,0.8888888888888888,0.36363636363636365,0.26035958758213296
0.9,10,gini,10,2,2,4,0.2,0.7833333333333333,0.3888888888888889,0.7777777777777778,0.5185185185185185,0.43797817080236756
0.9,10,gini,10,2,2,4,0.30000000000000004,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
0.9,10,gini,10,2,2,4,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
0.9,10,gini,10,2,2,4,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.9,10,gini,10,2,2,4,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,10,gini,10,2,2,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,2,2,4,0.8,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,2,2,4,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,2,2,5,0.1,0.6271186440677966,0.21739130434782608,0.5555555555555556,0.3125,0.14416546824034385
0.9,10,gini,10,2,2,5,0.2,0.7627118644067796,0.3076923076923077,0.4444444444444444,0.36363636363636365,0.22939825634660863
0.9,10,gini,10,2,2,5,0.30000000000000004,0.8305084745762712,0.42857142857142855,0.3333333333333333,0.375,0.2816747403312185
0.9,10,gini,10,2,2,5,0.4,0.864406779661017,0.6,0.3333333333333333,0.42857142857142855,0.378691704962503
0.9,10,gini,10,2,2,5,0.5,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
0.9,10,gini,10,2,2,5,0.6,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
0.9,10,gini,10,2,2,5,0.7000000000000001,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
0.9,10,gini,10,2,2,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,10,2,2,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,1,0.1,0.5,0.2,0.7777777777777778,0.3181818181818182,0.16568337391590282
0.9,10,gini,10,5,1,1,0.2,0.75,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3361227822436774
0.9,10,gini,10,5,1,1,0.30000000000000004,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.9,10,gini,10,5,1,1,0.4,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,10,gini,10,5,1,1,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,10,5,1,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,10,5,1,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,10,5,1,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,1,1,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,1,2,0.1,0.5333333333333333,0.21212121212121213,0.7777777777777778,0.3333333333333333,0.19233570630834124
0.9,10,gini,10,5,1,2,0.2,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
0.9,10,gini,10,5,1,2,0.30000000000000004,0.8333333333333334,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3464052287581699
0.9,10,gini,10,5,1,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,10,gini,10,5,1,2,0.5,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,10,gini,10,5,1,2,0.6,0.8166666666666667,0.25,0.1111111111111111,0.15384615384615385,0.07484811885651198
0.9,10,gini,10,5,1,2,0.7000000000000001,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.9,10,gini,10,5,1,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,3,0.1,0.6,0.2727272727272727,1.0,0.42857142857142855,0.37998029782867415
0.9,10,gini,10,5,1,3,0.2,0.8,0.4117647058823529,0.7777777777777778,0.5384615384615384,0.46094194507635605
0.9,10,gini,10,5,1,3,0.30000000000000004,0.8666666666666667,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.477124183006536
0.9,10,gini,10,5,1,3,0.4,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
0.9,10,gini,10,5,1,3,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,10,5,1,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,1,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,3,0.8,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,4,0.1,0.5333333333333333,0.21212121212121213,0.7777777777777778,0.3333333333333333,0.19233570630834124
0.9,10,gini,10,5,1,4,0.2,0.75,0.35,0.7777777777777778,0.4827586206896552,0.3960590171906697
0.9,10,gini,10,5,1,4,0.30000000000000004,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.9,10,gini,10,5,1,4,0.4,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,10,gini,10,5,1,4,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.9,10,gini,10,5,1,4,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,10,gini,10,5,1,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,1,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,1,4,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,5,0.1,0.5084745762711864,0.16666666666666666,0.5555555555555556,0.2564102564102564,0.03995527512378202
0.9,10,gini,10,5,1,5,0.2,0.7288135593220338,0.29411764705882354,0.5555555555555556,0.38461538461538464,0.2505145653718159
0.9,10,gini,10,5,1,5,0.30000000000000004,0.864406779661017,0.6,0.3333333333333333,0.42857142857142855,0.378691704962503
0.9,10,gini,10,5,1,5,0.4,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
0.9,10,gini,10,5,1,5,0.5,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
0.9,10,gini,10,5,1,5,0.6,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
0.9,10,gini,10,5,1,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,1,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,1,0.1,0.5333333333333333,0.22857142857142856,0.8888888888888888,0.36363636363636365,0.26035958758213296
0.9,10,gini,10,5,2,1,0.2,0.7333333333333333,0.3157894736842105,0.6666666666666666,0.42857142857142855,0.31607251530568425
0.9,10,gini,10,5,2,1,0.30000000000000004,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
0.9,10,gini,10,5,2,1,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.9,10,gini,10,5,2,1,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,10,gini,10,5,2,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,10,5,2,1,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,2,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,2,1,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,2,0.1,0.6166666666666667,0.26666666666666666,0.8888888888888888,0.41025641025641024,0.3267320196065356
0.9,10,gini,10,5,2,2,0.2,0.7166666666666667,0.3,0.6666666666666666,0.41379310344827586,0.2970442628930023
0.9,10,gini,10,5,2,2,0.30000000000000004,0.8166666666666667,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.37340802240746923
0.9,10,gini,10,5,2,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
0.9,10,gini,10,5,2,2,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
0.9,10,gini,10,5,2,2,0.6,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.9,10,gini,10,5,2,2,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,2,2,0.8,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,3,0.1,0.5833333333333334,0.25,0.8888888888888888,0.3902439024390244,0.2993924754260479
0.9,10,gini,10,5,2,3,0.2,0.6833333333333333,0.2727272727272727,0.6666666666666666,0.3870967741935484,0.26152037664815975
0.9,10,gini,10,5,2,3,0.30000000000000004,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
0.9,10,gini,10,5,2,3,0.4,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
0.9,10,gini,10,5,2,3,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,10,5,2,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,2,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,2,3,0.8,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,4,0.1,0.5833333333333334,0.25,0.8888888888888888,0.3902439024390244,0.2993924754260479
0.9,10,gini,10,5,2,4,0.2,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.43039436929001634
0.9,10,gini,10,5,2,4,0.30000000000000004,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.9,10,gini,10,5,2,4,0.4,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,10,gini,10,5,2,4,0.5,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
0.9,10,gini,10,5,2,4,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
0.9,10,gini,10,5,2,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,10,5,2,4,0.8,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,4,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,5,0.1,0.5932203389830508,0.2,0.5555555555555556,0.29411764705882354,0.11318329168362205
0.9,10,gini,10,5,2,5,0.2,0.7627118644067796,0.3076923076923077,0.4444444444444444,0.36363636363636365,0.22939825634660863
0.9,10,gini,10,5,2,5,0.30000000000000004,0.847457627118644,0.5,0.3333333333333333,0.4,0.32515115014443907
0.9,10,gini,10,5,2,5,0.4,0.847457627118644,0.5,0.3333333333333333,0.4,0.32515115014443907
0.9,10,gini,10,5,2,5,0.5,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
0.9,10,gini,10,5,2,5,0.6,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
0.9,10,gini,10,5,2,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,10,5,2,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,30,2,1,1,0.1,0.48333333333333334,0.19444444444444445,0.7777777777777778,0.3111111111111111,0.1524431867933412
0.9,10,gini,30,2,1,1,0.2,0.7333333333333333,0.29411764705882354,0.5555555555555556,0.38461538461538464,0.2537770259409151
0.9,10,gini,30,2,1,1,0.30000000000000004,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,10,gini,30,2,1,1,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,10,gini,30,2,1,1,0.5,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,10,gini,30,2,1,1,0.6,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,10,gini,30,2,1,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,30,2,1,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,30,2,1,1,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,30,2,1,2,0.1,0.43333333333333335,0.1794871794871795,0.7777777777777778,0.2916666666666667,0.11253841574251965
0.9,10,gini,30,2,1,2,0.2,0.6166666666666667,0.23076923076923078,0.6666666666666666,0.34285714285714286,0.19780536646510763
0.9,10,gini,30,2,1,2,0.30000000000000004,0.8166666666666667,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.37340802240746923
0.9,10,gini,30,2,1,2,0.4,0.8166666666666667,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.37340802240746923
0.9,10,gini,30,2,1,2,0.5,0.7833333333333333,0.25,0.2222222222222222,0.23529411764705882,0.10984700727621793
0.9,10,gini,30,2,1,2,0.6,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
0.9,10,gini,30,2,1,2,0.7000000000000001,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
0.9,10,gini,30,2,1,2,0.8,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
0.9,10,gini,30,2,1,2,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,30,2,1,3,0.1,0.48333333333333334,0.225,1.0,0.3673469387755102,0.2970442628930023
0.9,10,gini,30,2,1,3,0.2,0.7166666666666667,0.34615384615384615,1.0,0.5142857142857142,0.48038446141526137
0.9,10,gini,30,2,1,3,0.30000000000000004,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21568627450980393
0.9,10,gini,30,2,1,3,0.4,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21568627450980393
0.9,10,gini,30,2,1,3,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,30,2,1,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,30,2,1,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,30,2,1,3,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,30,2,1,3,0.9,0.85,1.0,0.0,0.0,0.0
0.9,10,gini,30,2,1,4,0.1,0.5666666666666667,0.2571428571428571,1.0,0.4090909090909091,0.35503580124836315
0.9,10,gini,30,2,1,4,0.2,0.7666666666666667,0.38095238095238093,0.8888888888888888,0.5333333333333333,0.47461853595758285
0.9,10,gini,30,2,1,4,0.30000000000000004,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
0.9,10,gini,30,2,1,4,0.4,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
0.9,10,gini,30,2,1,4,0.5,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
0.9,10,gini,30,2,1,4,0.6,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.9,10,gini,30,2,1,4,0.7000000000000001,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,10,gini,30,2,1,4,0.8,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.9,10,gini,30,2,1,4,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,30,2,1,5,0.1,0.5423728813559322,0.21875,0.7777777777777778,0.34146341463414637,0.20046884346862004
0.9,10,gini,30,2,1,5,0.2,0.7288135593220338,0.26666666666666666,0.4444444444444444,0.3333333333333333,0.18532890046293737
0.9,10,gini,30,2,1,5,0.30000000000000004,0.864406779661017,0.6,0.3333333333333333,0.42857142857142855,0.378691704962503
0.9,10,gini,30,2,1,5,0.4,0.864406779661017,0.6,0.3333333333333333,0.42857142857142855,0.378691704962503
0.9,10,gini,30,2,1,5,0.5,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
0.9,10,gini,30,2,1,5,0.6,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
0.9,10,gini,30,2,1,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,30,2,1,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,30,2,1,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.9,10,gini,30,2,2,1,0.1,0.55,0.25,1.0,0.4,0.3429971702850177
0.9,10,gini,30,2,2,1,0.2,0.7666666666666667,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.35735948550863555
0.9,10,gini,30,2,2,1,0.30000000000000004,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.9,10,gini,30,2,2,1,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.9,10,gini,30,2,2,1,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,30,2,2,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.9,10,gini,30,2,2,1,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,30,2,2,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,30,2,2,1,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.9,10,gini,30,2,2,2,0.1,0.6166666666666667,0.26666666666666666,0.8888888888888888,0.41025641025641024,0.3267320196065356
0.9,10,gini,30,2,2,2,0.2,0.7166666666666667,0.3,0.6666666666666666,0.41379310344827586,0.2970442628930023
0.9,10,gini,30,2,2,2,0.30000000000000004,0.7833333333333333,0.3333333333333333,0.4444444444444444,0.38095238095238093,0.2567180154051351
