rf__n_estimators,rf__criterion,rf__max_depth,rf__min_samples_split,rf__min_samples_leaf,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
50,gini,20,10,5,0.4,0.899274047,0.022756495,0.926666667,0.101105006,0.4,0.168508343,0.535930736,0.165478986,0.556076309,0.12123822
50,gini,30,5,5,0.4,0.899274047,0.022756495,0.926666667,0.101105006,0.4,0.168508343,0.535930736,0.165478986,0.556076309,0.12123822
50,gini,30,10,5,0.4,0.899274047,0.022756495,0.926666667,0.101105006,0.4,0.168508343,0.535930736,0.165478986,0.556076309,0.12123822
200,gini,10,5,5,0.4,0.899153055,0.033915992,0.91,0.124498996,0.4,0.201843357,0.52967033,0.22107312,0.545884038,0.183623224
200,gini,10,10,5,0.4,0.899153055,0.033915992,0.91,0.124498996,0.4,0.201843357,0.52967033,0.22107312,0.545884038,0.183623224
200,gini,20,5,5,0.4,0.899153055,0.033915992,0.91,0.124498996,0.4,0.201843357,0.52967033,0.22107312,0.545884038,0.183623224
200,gini,20,10,5,0.4,0.899153055,0.033915992,0.91,0.124498996,0.4,0.201843357,0.52967033,0.22107312,0.545884038,0.183623224
200,gini,30,5,5,0.4,0.899153055,0.033915992,0.91,0.124498996,0.4,0.201843357,0.52967033,0.22107312,0.545884038,0.183623224
200,gini,30,10,5,0.4,0.899153055,0.033915992,0.91,0.124498996,0.4,0.201843357,0.52967033,0.22107312,0.545884038,0.183623224
100,gini,10,5,5,0.4,0.895644283,0.033195753,0.893333333,0.153478192,0.4,0.201843357,0.520952381,0.214486678,0.534347275,0.173949687
100,gini,10,10,5,0.4,0.895644283,0.033195753,0.893333333,0.153478192,0.4,0.201843357,0.520952381,0.214486678,0.534347275,0.173949687
100,gini,20,5,5,0.4,0.895644283,0.033195753,0.893333333,0.153478192,0.4,0.201843357,0.520952381,0.214486678,0.534347275,0.173949687
100,gini,20,10,5,0.4,0.895644283,0.033195753,0.893333333,0.153478192,0.4,0.201843357,0.520952381,0.214486678,0.534347275,0.173949687
100,gini,30,5,5,0.4,0.895644283,0.033195753,0.893333333,0.153478192,0.4,0.201843357,0.520952381,0.214486678,0.534347275,0.173949687
100,gini,30,10,5,0.4,0.895644283,0.033195753,0.893333333,0.153478192,0.4,0.201843357,0.520952381,0.214486678,0.534347275,0.173949687
100,entropy,10,5,5,0.4,0.895704779,0.028040596,0.91,0.124498996,0.377777778,0.168508343,0.512527473,0.19686837,0.530700781,0.159704401
100,entropy,10,10,5,0.4,0.895704779,0.028040596,0.91,0.124498996,0.377777778,0.168508343,0.512527473,0.19686837,0.530700781,0.159704401
100,entropy,20,5,5,0.4,0.895704779,0.028040596,0.91,0.124498996,0.377777778,0.168508343,0.512527473,0.19686837,0.530700781,0.159704401
100,entropy,20,10,5,0.4,0.895704779,0.028040596,0.91,0.124498996,0.377777778,0.168508343,0.512527473,0.19686837,0.530700781,0.159704401
100,entropy,30,5,5,0.4,0.895704779,0.028040596,0.91,0.124498996,0.377777778,0.168508343,0.512527473,0.19686837,0.530700781,0.159704401
100,entropy,30,10,5,0.4,0.895704779,0.028040596,0.91,0.124498996,0.377777778,0.168508343,0.512527473,0.19686837,0.530700781,0.159704401
200,entropy,10,5,5,0.4,0.895704779,0.025251583,0.96,0.089442719,0.355555556,0.164804411,0.497142857,0.187736246,0.53224409,0.145380981
200,entropy,10,10,5,0.4,0.895704779,0.025251583,0.96,0.089442719,0.355555556,0.164804411,0.497142857,0.187736246,0.53224409,0.145380981
200,entropy,20,5,5,0.4,0.895704779,0.025251583,0.96,0.089442719,0.355555556,0.164804411,0.497142857,0.187736246,0.53224409,0.145380981
200,entropy,20,10,5,0.4,0.895704779,0.025251583,0.96,0.089442719,0.355555556,0.164804411,0.497142857,0.187736246,0.53224409,0.145380981
200,entropy,30,5,5,0.4,0.895704779,0.025251583,0.96,0.089442719,0.355555556,0.164804411,0.497142857,0.187736246,0.53224409,0.145380981
200,entropy,30,10,5,0.4,0.895704779,0.025251583,0.96,0.089442719,0.355555556,0.164804411,0.497142857,0.187736246,0.53224409,0.145380981
50,entropy,10,5,5,0.4,0.88892922,0.022995868,0.886666667,0.175752351,0.355555556,0.144871165,0.487579088,0.143711617,0.505818868,0.12090317
50,entropy,10,10,5,0.4,0.88892922,0.022995868,0.886666667,0.175752351,0.355555556,0.144871165,0.487579088,0.143711617,0.505818868,0.12090317
50,entropy,20,5,5,0.4,0.88892922,0.022995868,0.886666667,0.175752351,0.355555556,0.144871165,0.487579088,0.143711617,0.505818868,0.12090317
50,entropy,20,10,5,0.4,0.88892922,0.022995868,0.886666667,0.175752351,0.355555556,0.144871165,0.487579088,0.143711617,0.505818868,0.12090317
50,entropy,30,5,5,0.4,0.88892922,0.022995868,0.886666667,0.175752351,0.355555556,0.144871165,0.487579088,0.143711617,0.505818868,0.12090317
50,entropy,30,10,5,0.4,0.88892922,0.022995868,0.886666667,0.175752351,0.355555556,0.144871165,0.487579088,0.143711617,0.505818868,0.12090317
100,entropy,10,5,2,0.1,0.645856019,0.06834697,0.307967033,0.04243683,0.977777778,0.049690399,0.466953047,0.049156351,0.411714679,0.061400479
100,entropy,20,5,2,0.1,0.645856019,0.06834697,0.307967033,0.04243683,0.977777778,0.049690399,0.466953047,0.049156351,0.411714679,0.061400479
100,entropy,30,5,2,0.1,0.645856019,0.06834697,0.307967033,0.04243683,0.977777778,0.049690399,0.466953047,0.049156351,0.411714679,0.061400479
200,entropy,10,5,2,0.1,0.638959468,0.05321703,0.30209074,0.030402871,0.977777778,0.049690399,0.460493954,0.033858385,0.404857335,0.040474421
200,entropy,20,5,2,0.1,0.638959468,0.05321703,0.30209074,0.030402871,0.977777778,0.049690399,0.460493954,0.033858385,0.404857335,0.040474421
200,entropy,30,5,2,0.1,0.638959468,0.05321703,0.30209074,0.030402871,0.977777778,0.049690399,0.460493954,0.033858385,0.404857335,0.040474421
50,entropy,10,5,2,0.1,0.642407743,0.046083552,0.30044665,0.031782813,0.955555556,0.060858062,0.456593407,0.040618483,0.393387895,0.061800118
50,entropy,20,5,2,0.1,0.642407743,0.046083552,0.30044665,0.031782813,0.955555556,0.060858062,0.456593407,0.040618483,0.393387895,0.061800118
50,entropy,30,5,2,0.1,0.642407743,0.046083552,0.30044665,0.031782813,0.955555556,0.060858062,0.456593407,0.040618483,0.393387895,0.061800118
100,gini,10,5,2,0.1,0.631760436,0.049565075,0.297267603,0.031136261,0.977777778,0.049690399,0.455323675,0.038631222,0.397805335,0.055943464
100,gini,20,5,2,0.1,0.631760436,0.049565075,0.297267603,0.031136261,0.977777778,0.049690399,0.455323675,0.038631222,0.397805335,0.055943464
100,gini,30,5,2,0.1,0.631760436,0.049565075,0.297267603,0.031136261,0.977777778,0.049690399,0.455323675,0.038631222,0.397805335,0.055943464
50,gini,10,5,2,0.1,0.618027828,0.044167516,0.292007576,0.025646065,1,0,0.451541142,0.030249347,0.39975865,0.036663917
50,gini,20,5,2,0.1,0.618027828,0.044167516,0.292007576,0.025646065,1,0,0.451541142,0.030249347,0.39975865,0.036663917
50,gini,30,5,2,0.1,0.618027828,0.044167516,0.292007576,0.025646065,1,0,0.451541142,0.030249347,0.39975865,0.036663917
200,gini,10,5,2,0.1,0.61814882,0.050773737,0.289493088,0.026004527,0.977777778,0.049690399,0.446091476,0.032390726,0.386767931,0.045966066
200,gini,20,5,2,0.1,0.61814882,0.050773737,0.289493088,0.026004527,0.977777778,0.049690399,0.446091476,0.032390726,0.386767931,0.045966066
200,gini,30,5,2,0.1,0.61814882,0.050773737,0.289493088,0.026004527,0.977777778,0.049690399,0.446091476,0.032390726,0.386767931,0.045966066
50,entropy,10,10,2,0.1,0.583182093,0.070625435,0.276023883,0.03411833,1,0,0.431739846,0.041678252,0.373616473,0.054079169
50,entropy,20,10,2,0.1,0.583182093,0.070625435,0.276023883,0.03411833,1,0,0.431739846,0.041678252,0.373616473,0.054079169
50,entropy,30,10,2,0.1,0.583182093,0.070625435,0.276023883,0.03411833,1,0,0.431739846,0.041678252,0.373616473,0.054079169
100,entropy,10,5,5,0.1,0.593647913,0.052229167,0.276734467,0.024564289,0.977777778,0.049690399,0.43076555,0.030506661,0.367222621,0.044404256
100,entropy,10,10,5,0.1,0.593647913,0.052229167,0.276734467,0.024564289,0.977777778,0.049690399,0.43076555,0.030506661,0.367222621,0.044404256
100,entropy,20,5,5,0.1,0.593647913,0.052229167,0.276734467,0.024564289,0.977777778,0.049690399,0.43076555,0.030506661,0.367222621,0.044404256
100,entropy,20,10,5,0.1,0.593647913,0.052229167,0.276734467,0.024564289,0.977777778,0.049690399,0.43076555,0.030506661,0.367222621,0.044404256
100,entropy,30,5,5,0.1,0.593647913,0.052229167,0.276734467,0.024564289,0.977777778,0.049690399,0.43076555,0.030506661,0.367222621,0.044404256
100,entropy,30,10,5,0.1,0.593647913,0.052229167,0.276734467,0.024564289,0.977777778,0.049690399,0.43076555,0.030506661,0.367222621,0.044404256
50,entropy,10,5,5,0.1,0.593889897,0.043290421,0.276200095,0.019433599,0.977777778,0.049690399,0.430276274,0.024791465,0.366989747,0.037769696
50,entropy,10,10,5,0.1,0.593889897,0.043290421,0.276200095,0.019433599,0.977777778,0.049690399,0.430276274,0.024791465,0.366989747,0.037769696
50,entropy,20,5,5,0.1,0.593889897,0.043290421,0.276200095,0.019433599,0.977777778,0.049690399,0.430276274,0.024791465,0.366989747,0.037769696
50,entropy,20,10,5,0.1,0.593889897,0.043290421,0.276200095,0.019433599,0.977777778,0.049690399,0.430276274,0.024791465,0.366989747,0.037769696
50,entropy,30,5,5,0.1,0.593889897,0.043290421,0.276200095,0.019433599,0.977777778,0.049690399,0.430276274,0.024791465,0.366989747,0.037769696
50,entropy,30,10,5,0.1,0.593889897,0.043290421,0.276200095,0.019433599,0.977777778,0.049690399,0.430276274,0.024791465,0.366989747,0.037769696
200,entropy,10,10,2,0.1,0.583363581,0.060675626,0.272476525,0.029823874,0.977777778,0.049690399,0.425307805,0.036142401,0.359858117,0.048705157
200,entropy,20,10,2,0.1,0.583363581,0.060675626,0.272476525,0.029823874,0.977777778,0.049690399,0.425307805,0.036142401,0.359858117,0.048705157
200,entropy,30,10,2,0.1,0.583363581,0.060675626,0.272476525,0.029823874,0.977777778,0.049690399,0.425307805,0.036142401,0.359858117,0.048705157
200,entropy,10,5,5,0.1,0.579794313,0.053127466,0.269950095,0.022227742,0.977777778,0.049690399,0.422471396,0.027358771,0.356553579,0.039740425
200,entropy,10,10,5,0.1,0.579794313,0.053127466,0.269950095,0.022227742,0.977777778,0.049690399,0.422471396,0.027358771,0.356553579,0.039740425
200,entropy,20,5,5,0.1,0.579794313,0.053127466,0.269950095,0.022227742,0.977777778,0.049690399,0.422471396,0.027358771,0.356553579,0.039740425
200,entropy,20,10,5,0.1,0.579794313,0.053127466,0.269950095,0.022227742,0.977777778,0.049690399,0.422471396,0.027358771,0.356553579,0.039740425
200,entropy,30,5,5,0.1,0.579794313,0.053127466,0.269950095,0.022227742,0.977777778,0.049690399,0.422471396,0.027358771,0.356553579,0.039740425
200,entropy,30,10,5,0.1,0.579794313,0.053127466,0.269950095,0.022227742,0.977777778,0.049690399,0.422471396,0.027358771,0.356553579,0.039740425
200,gini,10,10,2,0.1,0.56938899,0.031535371,0.263946869,0.0164762,0.977777778,0.049690399,0.415490641,0.022845392,0.347397233,0.04168675
200,gini,20,10,2,0.1,0.56938899,0.031535371,0.263946869,0.0164762,0.977777778,0.049690399,0.415490641,0.022845392,0.347397233,0.04168675
200,gini,30,10,2,0.1,0.56938899,0.031535371,0.263946869,0.0164762,0.977777778,0.049690399,0.415490641,0.022845392,0.347397233,0.04168675
100,gini,10,5,5,0.1,0.566061706,0.030856405,0.262483338,0.009659507,0.977777778,0.049690399,0.413470569,0.008815369,0.345543727,0.014172738
100,gini,10,10,5,0.1,0.566061706,0.030856405,0.262483338,0.009659507,0.977777778,0.049690399,0.413470569,0.008815369,0.345543727,0.014172738
100,gini,20,5,5,0.1,0.566061706,0.030856405,0.262483338,0.009659507,0.977777778,0.049690399,0.413470569,0.008815369,0.345543727,0.014172738
100,gini,20,10,5,0.1,0.566061706,0.030856405,0.262483338,0.009659507,0.977777778,0.049690399,0.413470569,0.008815369,0.345543727,0.014172738
100,gini,30,5,5,0.1,0.566061706,0.030856405,0.262483338,0.009659507,0.977777778,0.049690399,0.413470569,0.008815369,0.345543727,0.014172738
100,gini,30,10,5,0.1,0.566061706,0.030856405,0.262483338,0.009659507,0.977777778,0.049690399,0.413470569,0.008815369,0.345543727,0.014172738
50,gini,10,10,2,0.1,0.562431942,0.029532988,0.260711421,0.01759064,0.977777778,0.049690399,0.411574132,0.025561277,0.341699171,0.049519842
50,gini,20,10,2,0.1,0.562431942,0.029532988,0.260711421,0.01759064,0.977777778,0.049690399,0.411574132,0.025561277,0.341699171,0.049519842
50,gini,30,10,2,0.1,0.562431942,0.029532988,0.260711421,0.01759064,0.977777778,0.049690399,0.411574132,0.025561277,0.341699171,0.049519842
100,entropy,10,10,2,0.1,0.566061706,0.072433968,0.26237309,0.037997862,0.955555556,0.060858062,0.410776365,0.049029638,0.332399706,0.075562386
100,entropy,20,10,2,0.1,0.566061706,0.072433968,0.26237309,0.037997862,0.955555556,0.060858062,0.410776365,0.049029638,0.332399706,0.075562386
100,entropy,30,10,2,0.1,0.566061706,0.072433968,0.26237309,0.037997862,0.955555556,0.060858062,0.410776365,0.049029638,0.332399706,0.075562386
200,gini,10,5,5,0.1,0.559104658,0.034366213,0.259409132,0.013643338,0.977777778,0.049690399,0.409751891,0.018185294,0.340023577,0.032415139
200,gini,10,10,5,0.1,0.559104658,0.034366213,0.259409132,0.013643338,0.977777778,0.049690399,0.409751891,0.018185294,0.340023577,0.032415139
200,gini,20,5,5,0.1,0.559104658,0.034366213,0.259409132,0.013643338,0.977777778,0.049690399,0.409751891,0.018185294,0.340023577,0.032415139
200,gini,20,10,5,0.1,0.559104658,0.034366213,0.259409132,0.013643338,0.977777778,0.049690399,0.409751891,0.018185294,0.340023577,0.032415139
200,gini,30,5,5,0.1,0.559104658,0.034366213,0.259409132,0.013643338,0.977777778,0.049690399,0.409751891,0.018185294,0.340023577,0.032415139
200,gini,30,10,5,0.1,0.559104658,0.034366213,0.259409132,0.013643338,0.977777778,0.049690399,0.409751891,0.018185294,0.340023577,0.032415139
50,entropy,10,10,2,0.5,0.885299456,0.020603552,1,0,0.266666667,0.126686158,0.408531469,0.157059886,0.473990583,0.123032971
50,entropy,20,10,2,0.5,0.885299456,0.020603552,1,0,0.266666667,0.126686158,0.408531469,0.157059886,0.473990583,0.123032971
50,entropy,30,10,2,0.5,0.885299456,0.020603552,1,0,0.266666667,0.126686158,0.408531469,0.157059886,0.473990583,0.123032971
100,gini,10,10,2,0.1,0.56600121,0.015848353,0.259004329,0.013565403,0.955555556,0.060858062,0.40748601,0.021754822,0.330471366,0.046029739
100,gini,20,10,2,0.1,0.56600121,0.015848353,0.259004329,0.013565403,0.955555556,0.060858062,0.40748601,0.021754822,0.330471366,0.046029739
100,gini,30,10,2,0.1,0.56600121,0.015848353,0.259004329,0.013565403,0.955555556,0.060858062,0.40748601,0.021754822,0.330471366,0.046029739
50,gini,10,5,5,0.1,0.548699335,0.047590934,0.255427807,0.018886168,0.977777778,0.049690399,0.404674314,0.025301929,0.332501478,0.042338602
50,gini,10,10,5,0.1,0.548699335,0.047590934,0.255427807,0.018886168,0.977777778,0.049690399,0.404674314,0.025301929,0.332501478,0.042338602
50,gini,20,5,5,0.1,0.548699335,0.047590934,0.255427807,0.018886168,0.977777778,0.049690399,0.404674314,0.025301929,0.332501478,0.042338602
50,gini,20,10,5,0.1,0.548699335,0.047590934,0.255427807,0.018886168,0.977777778,0.049690399,0.404674314,0.025301929,0.332501478,0.042338602
50,gini,30,5,5,0.1,0.548699335,0.047590934,0.255427807,0.018886168,0.977777778,0.049690399,0.404674314,0.025301929,0.332501478,0.042338602
50,gini,30,10,5,0.1,0.548699335,0.047590934,0.255427807,0.018886168,0.977777778,0.049690399,0.404674314,0.025301929,0.332501478,0.042338602
50,entropy,10,5,2,0.5,0.885299456,0.02706092,1,0,0.266666667,0.168508343,0.395804196,0.238550216,0.433058353,0.251647042
50,entropy,20,5,2,0.5,0.885299456,0.02706092,1,0,0.266666667,0.168508343,0.395804196,0.238550216,0.433058353,0.251647042
50,entropy,30,5,2,0.5,0.885299456,0.02706092,1,0,0.266666667,0.168508343,0.395804196,0.238550216,0.433058353,0.251647042
50,gini,10,10,2,0.5,0.885359952,0.033923679,1,0,0.266666667,0.21659543,0.382857143,0.281649659,0.42291293,0.277423048
50,gini,20,10,2,0.5,0.885359952,0.033923679,1,0,0.266666667,0.21659543,0.382857143,0.281649659,0.42291293,0.277423048
50,gini,30,10,2,0.5,0.885359952,0.033923679,1,0,0.266666667,0.21659543,0.382857143,0.281649659,0.42291293,0.277423048
50,gini,10,5,2,0.5,0.881972172,0.02838033,1,0,0.244444444,0.182574186,0.363076923,0.254742009,0.406589298,0.257448503
50,gini,20,5,2,0.5,0.881972172,0.02838033,1,0,0.244444444,0.182574186,0.363076923,0.254742009,0.406589298,0.257448503
50,gini,30,5,2,0.5,0.881972172,0.02838033,1,0,0.244444444,0.182574186,0.363076923,0.254742009,0.406589298,0.257448503
100,gini,10,5,2,0.5,0.881911676,0.028574868,1,0,0.244444444,0.182574186,0.363076923,0.254742009,0.406587982,0.257501133
100,gini,20,5,2,0.5,0.881911676,0.028574868,1,0,0.244444444,0.182574186,0.363076923,0.254742009,0.406587982,0.257501133
100,gini,30,5,2,0.5,0.881911676,0.028574868,1,0,0.244444444,0.182574186,0.363076923,0.254742009,0.406587982,0.257501133
100,entropy,10,10,2,0.5,0.878342408,0.028140752,1,0,0.222222222,0.175682092,0.335804196,0.243468345,0.385889043,0.24757124
100,entropy,20,10,2,0.5,0.878342408,0.028140752,1,0,0.222222222,0.175682092,0.335804196,0.243468345,0.385889043,0.24757124
100,entropy,30,10,2,0.5,0.878342408,0.028140752,1,0,0.222222222,0.175682092,0.335804196,0.243468345,0.385889043,0.24757124
100,entropy,10,5,2,0.5,0.874894132,0.023361197,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367868316,0.227354277
100,entropy,20,5,2,0.5,0.874894132,0.023361197,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367868316,0.227354277
100,entropy,30,5,2,0.5,0.874894132,0.023361197,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367868316,0.227354277
200,entropy,10,5,2,0.5,0.874894132,0.023361197,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367868316,0.227354277
200,entropy,20,5,2,0.5,0.874894132,0.023361197,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367868316,0.227354277
200,entropy,30,5,2,0.5,0.874894132,0.023361197,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367868316,0.227354277
200,gini,10,5,2,0.5,0.874954628,0.022802283,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367778146,0.22738352
200,gini,20,5,2,0.5,0.874954628,0.022802283,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367778146,0.22738352
200,gini,30,5,2,0.5,0.874954628,0.022802283,1,0,0.2,0.144871165,0.312727273,0.214032515,0.367778146,0.22738352
100,gini,10,10,2,0.5,0.874954628,0.02585685,1,0,0.2,0.164804411,0.308531469,0.227597616,0.365000731,0.234939592
100,gini,20,10,2,0.5,0.874954628,0.02585685,1,0,0.2,0.164804411,0.308531469,0.227597616,0.365000731,0.234939592
100,gini,30,10,2,0.5,0.874954628,0.02585685,1,0,0.2,0.164804411,0.308531469,0.227597616,0.365000731,0.234939592
50,entropy,10,5,5,0.5,0.871506352,0.019829657,1,0,0.177777778,0.126686158,0.285454545,0.191729837,0.346980004,0.21131494
50,entropy,10,10,5,0.5,0.871506352,0.019829657,1,0,0.177777778,0.126686158,0.285454545,0.191729837,0.346980004,0.21131494
50,entropy,20,5,5,0.5,0.871506352,0.019829657,1,0,0.177777778,0.126686158,0.285454545,0.191729837,0.346980004,0.21131494
50,entropy,20,10,5,0.5,0.871506352,0.019829657,1,0,0.177777778,0.126686158,0.285454545,0.191729837,0.346980004,0.21131494
50,entropy,30,5,5,0.5,0.871506352,0.019829657,1,0,0.177777778,0.126686158,0.285454545,0.191729837,0.346980004,0.21131494
50,entropy,30,10,5,0.5,0.871506352,0.019829657,1,0,0.177777778,0.126686158,0.285454545,0.191729837,0.346980004,0.21131494
200,gini,10,10,2,0.5,0.871445856,0.026655195,1,0,0.177777778,0.168508343,0.275804196,0.229450353,0.33864497,0.231738397
200,gini,20,10,2,0.5,0.871445856,0.026655195,1,0,0.177777778,0.168508343,0.275804196,0.229450353,0.33864497,0.231738397
200,gini,30,10,2,0.5,0.871445856,0.026655195,1,0,0.177777778,0.168508343,0.275804196,0.229450353,0.33864497,0.231738397
50,entropy,10,5,2,0.6,0.871445856,0.026753698,1,0,0.177777778,0.168508343,0.272727273,0.255113004,0.306056806,0.282632689
50,entropy,20,5,2,0.6,0.871445856,0.026753698,1,0,0.177777778,0.168508343,0.272727273,0.255113004,0.306056806,0.282632689
50,entropy,30,5,2,0.6,0.871445856,0.026753698,1,0,0.177777778,0.168508343,0.272727273,0.255113004,0.306056806,0.282632689
200,entropy,10,10,2,0.5,0.871445856,0.026753698,1,0,0.177777778,0.168508343,0.272727273,0.255113004,0.306056806,0.282632689
200,entropy,20,10,2,0.5,0.871445856,0.026753698,1,0,0.177777778,0.168508343,0.272727273,0.255113004,0.306056806,0.282632689
200,entropy,30,10,2,0.5,0.871445856,0.026753698,1,0,0.177777778,0.168508343,0.272727273,0.255113004,0.306056806,0.282632689
100,entropy,10,5,5,0.5,0.86799758,0.023638601,1,0,0.155555556,0.149071198,0.245454545,0.230880456,0.285258664,0.263861237
100,entropy,10,10,5,0.5,0.86799758,0.023638601,1,0,0.155555556,0.149071198,0.245454545,0.230880456,0.285258664,0.263861237
100,entropy,20,5,5,0.5,0.86799758,0.023638601,1,0,0.155555556,0.149071198,0.245454545,0.230880456,0.285258664,0.263861237
100,entropy,20,10,5,0.5,0.86799758,0.023638601,1,0,0.155555556,0.149071198,0.245454545,0.230880456,0.285258664,0.263861237
100,entropy,30,5,5,0.5,0.86799758,0.023638601,1,0,0.155555556,0.149071198,0.245454545,0.230880456,0.285258664,0.263861237
100,entropy,30,10,5,0.5,0.86799758,0.023638601,1,0,0.155555556,0.149071198,0.245454545,0.230880456,0.285258664,0.263861237
100,gini,10,5,5,0.5,0.864549304,0.019289378,1,0,0.133333333,0.121716124,0.218181818,0.199171839,0.264460522,0.241418436
100,gini,10,10,5,0.5,0.864549304,0.019289378,1,0,0.133333333,0.121716124,0.218181818,0.199171839,0.264460522,0.241418436
100,gini,20,5,5,0.5,0.864549304,0.019289378,1,0,0.133333333,0.121716124,0.218181818,0.199171839,0.264460522,0.241418436
100,gini,20,10,5,0.5,0.864549304,0.019289378,1,0,0.133333333,0.121716124,0.218181818,0.199171839,0.264460522,0.241418436
100,gini,30,5,5,0.5,0.864549304,0.019289378,1,0,0.133333333,0.121716124,0.218181818,0.199171839,0.264460522,0.241418436
100,gini,30,10,5,0.5,0.864549304,0.019289378,1,0,0.133333333,0.121716124,0.218181818,0.199171839,0.264460522,0.241418436
100,entropy,10,5,2,0.6,0.864488808,0.023231002,1,0,0.133333333,0.144871165,0.212727273,0.221340768,0.258902903,0.250748216
100,entropy,20,5,2,0.6,0.864488808,0.023231002,1,0,0.133333333,0.144871165,0.212727273,0.221340768,0.258902903,0.250748216
100,entropy,30,5,2,0.6,0.864488808,0.023231002,1,0,0.133333333,0.144871165,0.212727273,0.221340768,0.258902903,0.250748216
200,entropy,10,5,2,0.6,0.864488808,0.023231002,1,0,0.133333333,0.144871165,0.212727273,0.221340768,0.258902903,0.250748216
200,entropy,20,5,2,0.6,0.864488808,0.023231002,1,0,0.133333333,0.144871165,0.212727273,0.221340768,0.258902903,0.250748216
200,entropy,30,5,2,0.6,0.864488808,0.023231002,1,0,0.133333333,0.144871165,0.212727273,0.221340768,0.258902903,0.250748216
100,entropy,10,10,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
100,entropy,20,10,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
100,entropy,30,10,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
100,gini,10,5,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
100,gini,20,5,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
100,gini,30,5,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
200,gini,10,5,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
200,gini,20,5,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
200,gini,30,5,2,0.6,0.861040532,0.021710841,1,0,0.111111111,0.136082763,0.18,0.204939015,0.232522702,0.233125678
50,gini,10,5,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
50,gini,20,5,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
50,gini,30,5,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
100,entropy,10,5,2,0.7,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
100,entropy,20,5,2,0.7,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
100,entropy,30,5,2,0.7,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
100,gini,10,10,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
100,gini,20,10,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
100,gini,30,10,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,10,5,5,0.5,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,10,10,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,10,10,5,0.5,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,20,5,5,0.5,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,20,10,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,20,10,5,0.5,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,30,5,5,0.5,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,30,10,2,0.6,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
200,entropy,30,10,5,0.5,0.857592257,0.014989419,1,0,0.088888889,0.092962225,0.152727273,0.154598921,0.21172456,0.200663064
