n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,fold,threshold,accuracy,precision,recall,f1,mcc
10,entropy,10,2,2,3,0.9,0.85,1.0,0.0,0.0,0.0
10,entropy,10,2,2,4,0.1,0.6,0.25806451612903225,0.8888888888888888,0.4,0.3129031021373593
10,entropy,10,2,2,4,0.2,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
10,entropy,10,2,2,4,0.30000000000000004,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
10,entropy,10,2,2,4,0.4,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
10,entropy,10,2,2,4,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
10,entropy,10,2,2,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10,entropy,10,2,2,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
10,entropy,10,2,2,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
10,entropy,10,2,2,4,0.9,0.85,1.0,0.0,0.0,0.0
10,entropy,10,2,2,5,0.1,0.5254237288135594,0.22857142857142856,0.8888888888888888,0.36363636363636365,0.2553605190881995
10,entropy,10,2,2,5,0.2,0.6949152542372882,0.30434782608695654,0.7777777777777778,0.4375,0.3374782551989867
10,entropy,10,2,2,5,0.30000000000000004,0.7966101694915254,0.2857142857142857,0.2222222222222222,0.25,0.1358957080545352
10,entropy,10,2,2,5,0.4,0.8135593220338984,0.25,0.1111111111111111,0.15384615384615385,0.07309879850882874
10,entropy,10,2,2,5,0.5,0.847457627118644,0.5,0.1111111111111111,0.18181818181818182,0.18101942213222266
10,entropy,10,2,2,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
10,entropy,10,2,2,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
10,entropy,10,2,2,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
10,entropy,10,2,2,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
10,gini,10,5,1,1,0.1,0.5666666666666667,0.24242424242424243,0.8888888888888888,0.38095238095238093,0.28615800206850767
10,gini,10,5,1,1,0.2,0.75,0.36363636363636365,0.8888888888888888,0.5161290322580645,0.4552391741653151
10,gini,10,5,1,1,0.30000000000000004,0.8333333333333334,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3464052287581699
10,gini,10,5,1,1,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
10,gini,10,5,1,1,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10,gini,10,5,1,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10,gini,10,5,1,1,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,1,0.8,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,1,0.9,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,2,0.1,0.5833333333333334,0.25,0.8888888888888888,0.3902439024390244,0.2993924754260479
10,gini,10,5,1,2,0.2,0.7,0.2631578947368421,0.5555555555555556,0.35714285714285715,0.21573203425626067
10,gini,10,5,1,2,0.30000000000000004,0.85,0.5,0.5555555555555556,0.5263157894736842,0.4383570037596047
10,gini,10,5,1,2,0.4,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
10,gini,10,5,1,2,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
10,gini,10,5,1,2,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10,gini,10,5,1,2,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
10,gini,10,5,1,2,0.8,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,2,0.9,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,3,0.1,0.6,0.25806451612903225,0.8888888888888888,0.4,0.3129031021373593
10,gini,10,5,1,3,0.2,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.43039436929001634
10,gini,10,5,1,3,0.30000000000000004,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
10,gini,10,5,1,3,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
10,gini,10,5,1,3,0.5,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10,gini,10,5,1,3,0.6,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,3,0.8,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,3,0.9,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,4,0.1,0.45,0.2,0.8888888888888888,0.32653061224489793,0.19802950859533486
10,gini,10,5,1,4,0.2,0.7833333333333333,0.4,0.8888888888888888,0.5517241379310345,0.49507377148833714
10,gini,10,5,1,4,0.30000000000000004,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
10,gini,10,5,1,4,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
10,gini,10,5,1,4,0.5,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10,gini,10,5,1,4,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10,gini,10,5,1,4,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10,gini,10,5,1,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
10,gini,10,5,1,4,0.9,0.85,1.0,0.0,0.0,0.0
10,gini,10,5,1,5,0.1,0.5254237288135594,0.22857142857142856,0.8888888888888888,0.36363636363636365,0.2553605190881995
10,gini,10,5,1,5,0.2,0.6949152542372882,0.30434782608695654,0.7777777777777778,0.4375,0.3374782551989867
10,gini,10,5,1,5,0.30000000000000004,0.7288135593220338,0.18181818181818182,0.2222222222222222,0.2,0.038978972143455366
10,gini,10,5,1,5,0.4,0.7966101694915254,0.2,0.1111111111111111,0.14285714285714285,0.040164271738447284
10,gini,10,5,1,5,0.5,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
10,gini,10,5,1,5,0.6,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
10,gini,10,5,1,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
10,gini,10,5,1,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
10,gini,10,5,1,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
10,entropy,10,5,1,1,0.1,0.55,0.23529411764705882,0.8888888888888888,0.37209302325581395,0.27315979178514865
10,entropy,10,5,1,1,0.2,0.7833333333333333,0.3888888888888889,0.7777777777777778,0.5185185185185185,0.43797817080236756
10,entropy,10,5,1,1,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
10,entropy,10,5,1,1,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
10,entropy,10,5,1,1,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
10,entropy,10,5,1,1,0.6,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,1,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,1,0.8,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,1,0.9,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,2,0.1,0.5,0.21621621621621623,0.8888888888888888,0.34782608695652173,0.23520481704398008
10,entropy,10,5,1,2,0.2,0.7833333333333333,0.4,0.8888888888888888,0.5517241379310345,0.49507377148833714
10,entropy,10,5,1,2,0.30000000000000004,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
10,entropy,10,5,1,2,0.4,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
10,entropy,10,5,1,2,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
10,entropy,10,5,1,2,0.6,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
10,entropy,10,5,1,2,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,2,0.8,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,2,0.9,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,3,0.1,0.45,0.2,0.8888888888888888,0.32653061224489793,0.19802950859533486
10,entropy,10,5,1,3,0.2,0.7,0.32,0.8888888888888888,0.47058823529411764,0.40237390808147827
10,entropy,10,5,1,3,0.30000000000000004,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
10,entropy,10,5,1,3,0.4,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
10,entropy,10,5,1,3,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
10,entropy,10,5,1,3,0.6,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.11779030380392652
10,entropy,10,5,1,3,0.7000000000000001,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
10,entropy,10,5,1,3,0.8,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,3,0.9,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,4,0.1,0.6,0.25806451612903225,0.8888888888888888,0.4,0.3129031021373593
10,entropy,10,5,1,4,0.2,0.8166666666666667,0.4375,0.7777777777777778,0.56,0.48553038055886144
10,entropy,10,5,1,4,0.30000000000000004,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
10,entropy,10,5,1,4,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
10,entropy,10,5,1,4,0.5,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10,entropy,10,5,1,4,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
10,entropy,10,5,1,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,4,0.8,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,4,0.9,0.85,1.0,0.0,0.0,0.0
10,entropy,10,5,1,5,0.1,0.559322033898305,0.24242424242424243,0.8888888888888888,0.38095238095238093,0.28163598725807276
10,entropy,10,5,1,5,0.2,0.7457627118644068,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33317069202902627
