pca__n_components,n_neighbors,weights,metric,fold,threshold,accuracy,precision,recall,f1,mcc
150,3,uniform,cosine,1,0.1,0.8103448275862069,0.4,0.4444444444444444,0.42105263157894735,0.30863731414973644
150,3,uniform,cosine,1,0.2,0.8103448275862069,0.4,0.4444444444444444,0.42105263157894735,0.30863731414973644
150,3,uniform,cosine,1,0.30000000000000004,0.8103448275862069,0.4,0.4444444444444444,0.42105263157894735,0.30863731414973644
150,3,uniform,cosine,1,0.4,0.8793103448275862,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47986979066128105
150,3,uniform,cosine,1,0.5,0.8793103448275862,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47986979066128105
150,3,uniform,cosine,1,0.6,0.8793103448275862,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47986979066128105
150,3,uniform,cosine,1,0.7000000000000001,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
150,3,uniform,cosine,1,0.8,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
150,3,uniform,cosine,1,0.9,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
150,3,uniform,cosine,2,0.1,0.7413793103448276,0.35,0.7777777777777778,0.4827586206896552,0.39037531553538724
150,3,uniform,cosine,2,0.2,0.7413793103448276,0.35,0.7777777777777778,0.4827586206896552,0.39037531553538724
150,3,uniform,cosine,2,0.30000000000000004,0.7413793103448276,0.35,0.7777777777777778,0.4827586206896552,0.39037531553538724
150,3,uniform,cosine,2,0.4,0.8448275862068966,0.5,0.6666666666666666,0.5714285714285714,0.4864323032907135
150,3,uniform,cosine,2,0.5,0.8448275862068966,0.5,0.6666666666666666,0.5714285714285714,0.4864323032907135
150,3,uniform,cosine,2,0.6,0.8448275862068966,0.5,0.6666666666666666,0.5714285714285714,0.4864323032907135
150,3,uniform,cosine,2,0.7000000000000001,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
150,3,uniform,cosine,2,0.8,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
150,3,uniform,cosine,2,0.9,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
150,3,uniform,cosine,3,0.1,0.6896551724137931,0.32,0.8888888888888888,0.47058823529411764,0.3962339026039217
150,3,uniform,cosine,3,0.2,0.6896551724137931,0.32,0.8888888888888888,0.47058823529411764,0.3962339026039217
