dt__max_depth,dt__min_samples_split,dt__min_samples_leaf,dt__criterion,dt__max_features,threshold,accuracy,precision,recall,f1,mcc
10,5,2,entropy,log2,0.1,0.37489413188142773,0.1874761940187472,0.888888888888889,0.30851196679587695,0.14158708801489095
10,5,2,entropy,log2,0.2,0.4619479733817302,0.1987121212121212,0.8,0.3177566370228801,0.1520895704998773
10,5,2,entropy,log2,0.30000000000000004,0.49643073200241983,0.20539201539201538,0.7777777777777778,0.3233751158120906,0.1686294819574614
10,5,2,entropy,log2,0.4,0.5758620689655173,0.2472967772967773,0.7333333333333333,0.3606300177728749,0.2171132902714179
10,5,2,entropy,log2,0.5,0.6776164549304295,0.4072967772967774,0.6666666666666667,0.4381810381810382,0.3249116696577007
10,5,2,entropy,log2,0.6,0.8096188747731397,0.7557142857142857,0.33333333333333337,0.3626254826254826,0.35452495717238797
10,5,2,entropy,log2,0.7000000000000001,0.87513611615245,0.9199999999999999,0.2444444444444444,0.3485714285714286,0.40384956657113313
10,5,2,entropy,log2,0.8,0.87513611615245,0.9199999999999999,0.2444444444444444,0.3485714285714286,0.40384956657113313
10,5,2,entropy,log2,0.9,0.8786448880822746,1.0,0.22222222222222224,0.33558441558441554,0.4167346060071016
10,5,2,entropy,sqrt,0.1,0.8787658802177859,0.6105555555555555,0.8444444444444444,0.6928735236784772,0.6465558788436288
10,5,2,entropy,sqrt,0.2,0.8925589836660617,0.6359523809523809,0.8444444444444444,0.7134854399425674,0.6690657131796286
10,5,2,entropy,sqrt,0.30000000000000004,0.8960072595281308,0.6516666666666666,0.8222222222222222,0.7147058823529411,0.6690996650291626
10,5,2,entropy,sqrt,0.4,0.9098608590441621,0.7169047619047619,0.8,0.7352627092026742,0.6986870278714716
10,5,2,entropy,sqrt,0.5,0.9098608590441621,0.7169047619047619,0.8,0.7352627092026742,0.6986870278714716
10,5,2,entropy,sqrt,0.6,0.9134301270417422,0.7833333333333334,0.711111111111111,0.7123809523809523,0.6861529912550646
10,5,2,entropy,sqrt,0.7000000000000001,0.9134301270417422,0.7843589743589744,0.6888888888888889,0.7063203463203462,0.676575058710608
10,5,2,entropy,sqrt,0.8,0.9134301270417422,0.7843589743589744,0.6888888888888889,0.7063203463203462,0.676575058710608
10,5,2,entropy,sqrt,0.9,0.9168784029038113,0.8016666666666665,0.6444444444444445,0.6966946778711485,0.6665876355478104
10,5,2,gini,log2,0.1,0.4024198427102238,0.20429876821181167,0.9111111111111111,0.33174262040223124,0.17063256536219767
10,5,2,gini,log2,0.2,0.4963702359346643,0.20952128909642678,0.7777777777777778,0.32947652347652345,0.16316297881191416
10,5,2,gini,log2,0.30000000000000004,0.5274047186932849,0.21906216637923953,0.7777777777777778,0.3408595848595849,0.18997766275554906
10,5,2,gini,log2,0.4,0.5378705384150031,0.22196268610061712,0.7777777777777778,0.34454244585823535,0.19909109424551436
10,5,2,gini,log2,0.5,0.6396249243799154,0.3860652502031813,0.711111111111111,0.409286035601825,0.30854680261480105
10,5,2,gini,log2,0.6,0.7854204476709014,0.6211494252873563,0.37777777777777777,0.37761326392905337,0.3236803063492621
10,5,2,gini,log2,0.7000000000000001,0.8647307924984876,0.7866666666666666,0.22222222222222224,0.3221245421245421,0.34868759002369254
10,5,2,gini,log2,0.8,0.8647307924984876,0.7866666666666666,0.22222222222222224,0.3221245421245421,0.34868759002369254
10,5,2,gini,log2,0.9,0.8682395644283121,0.8666666666666666,0.2,0.3091375291375291,0.36157262945966095
10,5,2,gini,sqrt,0.1,0.8545674531155475,0.5639215686274509,0.8,0.6489353726195832,0.586448898974446
10,5,2,gini,sqrt,0.2,0.8683605565638233,0.5861437908496732,0.8,0.6669707993506621,0.6072886931445047
10,5,2,gini,sqrt,0.30000000000000004,0.8683605565638233,0.5861437908496732,0.8,0.6669707993506621,0.6072886931445047
10,5,2,gini,sqrt,0.4,0.8822141560798548,0.6428104575163399,0.7777777777777778,0.6877183203270161,0.6337943226954574
10,5,2,gini,sqrt,0.5,0.8822141560798548,0.6428104575163399,0.7777777777777778,0.6877183203270161,0.6337943226954574
10,5,2,gini,sqrt,0.6,0.8891712038717483,0.7505952380952381,0.6444444444444445,0.6578388278388279,0.6190786294720844
10,5,2,gini,sqrt,0.7000000000000001,0.8926799758015729,0.7839285714285714,0.6444444444444445,0.6673626373626373,0.6352326695979644
10,5,2,gini,sqrt,0.8,0.8961282516636417,0.7880952380952382,0.6444444444444445,0.6706959706959708,0.6397188292771012
10,5,2,gini,sqrt,0.9,0.8961282516636417,0.775974025974026,0.6,0.6473626373626373,0.6130081358349664
10,5,5,entropy,log2,0.1,0.2536600120992135,0.16839662761656388,0.9555555555555555,0.28617794781360967,0.08527421772601651
10,5,5,entropy,log2,0.2,0.4131276467029643,0.20856875286054616,0.888888888888889,0.33170998036090915,0.1768286518912631
10,5,5,entropy,log2,0.30000000000000004,0.5133696309739867,0.21943140892720728,0.7777777777777778,0.33765125877395324,0.1896620040319934
10,5,5,entropy,log2,0.4,0.5237144585601936,0.21862004990083808,0.7555555555555555,0.33446888423294957,0.18518301271552282
10,5,5,entropy,log2,0.5,0.6359951603145795,0.29097626511419616,0.6888888888888889,0.39239991871570823,0.254139020078052
10,5,5,entropy,log2,0.6,0.78173018753781,0.49480519480519475,0.3555555555555555,0.3248232848232848,0.2568630083694554
10,5,5,entropy,log2,0.7000000000000001,0.8507562008469449,0.77,0.15555555555555553,0.23648351648351648,0.2747927112599765
10,5,5,entropy,log2,0.8,0.8507562008469449,0.77,0.15555555555555553,0.23648351648351648,0.2747927112599765
10,5,5,entropy,log2,0.9,0.8611010284331518,0.9199999999999999,0.15555555555555553,0.24571428571428572,0.3223479317480834
10,5,5,entropy,sqrt,0.1,0.7918330308529946,0.4188651218062983,0.8,0.5456746359972167,0.46993815367131864
10,5,5,entropy,sqrt,0.2,0.854325468844525,0.5407843137254902,0.7333333333333333,0.5995779582736105,0.5404539782714423
10,5,5,entropy,sqrt,0.30000000000000004,0.8924379915305505,0.6499145299145299,0.6888888888888889,0.6542568542568542,0.6015952720303883
10,5,5,entropy,sqrt,0.4,0.8958862673926195,0.6799145299145299,0.6888888888888889,0.6608502608502608,0.6155505451114442
10,5,5,entropy,sqrt,0.5,0.9027828191167574,0.7743589743589744,0.6666666666666666,0.6607142857142857,0.6398144830726155
