pca__n_components,kernel,C,threshold,accuracy,precision,recall,f1,mcc
150,linear,0.01,0.1,0.8990320629159104,0.6554545454545455,0.7555555555555555,0.7003508771929824,0.6435996436900661
150,linear,0.01,0.2,0.9165154264972777,0.76,0.6888888888888889,0.7174406604747162,0.6733030568102326
150,linear,0.01,0.30000000000000004,0.9234724742891712,0.8111904761904762,0.6666666666666667,0.7247936016511868,0.6901253696395155
150,linear,0.01,0.4,0.9130066545674531,0.8178571428571428,0.5777777777777777,0.6660471881060117,0.637214500102685
150,linear,0.01,0.5,0.9164549304295221,0.8428571428571429,0.5777777777777777,0.6763413057530705,0.6510572149032205
150,linear,0.01,0.6,0.9163944343617665,0.8476190476190476,0.5555555555555556,0.6595238095238095,0.6398389094311211
150,linear,0.01,0.7000000000000001,0.9094978826376285,0.8476190476190476,0.5111111111111111,0.6273809523809524,0.6102841028442217
150,linear,0.01,0.8,0.8955837870538416,0.8047619047619048,0.4222222222222222,0.5391841491841491,0.5291719770291186
150,linear,0.01,0.9,0.8852389594676346,0.9199999999999999,0.31111111111111106,0.44459540459540464,0.47912627063864494
150,linear,0.1,0.1,0.8191167574107683,0.47394957983193275,0.7555555555555555,0.572723894463025,0.49555251103140385
150,linear,0.1,0.2,0.8816696914700545,0.6216450216450217,0.711111111111111,0.6546969696969697,0.5923833222041565
150,linear,0.1,0.30000000000000004,0.8954627949183303,0.7037878787878789,0.6444444444444445,0.6599439775910364,0.6081842745910052
150,linear,0.1,0.4,0.9059286146400485,0.79,0.6,0.6627964141122036,0.6293608460312945
150,linear,0.1,0.5,0.9059286146400483,0.8214285714285714,0.5555555555555556,0.650427993059572,0.6212791908085459
150,linear,0.1,0.6,0.9129461584996974,0.8476190476190476,0.5333333333333333,0.6445238095238095,0.6254673603632098
150,linear,0.1,0.7000000000000001,0.9094978826376285,0.8476190476190476,0.5111111111111111,0.6273809523809524,0.6102841028442217
150,linear,0.1,0.8,0.899092558983666,0.9,0.4222222222222222,0.5459340659340659,0.555028080445511
150,linear,0.1,0.9,0.8817906836055656,0.8699999999999999,0.31111111111111106,0.44109890109890115,0.46233964920338444
150,linear,1.0,0.1,0.8191167574107683,0.47394957983193275,0.7555555555555555,0.572723894463025,0.49555251103140385
150,linear,1.0,0.2,0.8816696914700545,0.6216450216450217,0.711111111111111,0.6546969696969697,0.5923833222041565
150,linear,1.0,0.30000000000000004,0.8954627949183303,0.7037878787878789,0.6444444444444445,0.6599439775910364,0.6081842745910052
150,linear,1.0,0.4,0.9059286146400485,0.79,0.6,0.6627964141122036,0.6293608460312945
150,linear,1.0,0.5,0.9059286146400483,0.8214285714285714,0.5555555555555556,0.650427993059572,0.6212791908085459
150,linear,1.0,0.6,0.9129461584996974,0.8476190476190476,0.5333333333333333,0.6445238095238095,0.6254673603632098
150,linear,1.0,0.7000000000000001,0.9094978826376285,0.8476190476190476,0.5111111111111111,0.6273809523809524,0.6102841028442217
150,linear,1.0,0.8,0.899092558983666,0.9,0.4222222222222222,0.5459340659340659,0.555028080445511
150,linear,1.0,0.9,0.8817906836055656,0.8699999999999999,0.31111111111111106,0.44109890109890115,0.46233964920338444
150,linear,10.0,0.1,0.8191167574107683,0.47394957983193275,0.7555555555555555,0.572723894463025,0.49555251103140385
150,linear,10.0,0.2,0.8816696914700545,0.6216450216450217,0.711111111111111,0.6546969696969697,0.5923833222041565
150,linear,10.0,0.30000000000000004,0.8954627949183303,0.7037878787878789,0.6444444444444445,0.6599439775910364,0.6081842745910052
150,linear,10.0,0.4,0.9059286146400485,0.79,0.6,0.6627964141122036,0.6293608460312945
150,linear,10.0,0.5,0.9059286146400483,0.8214285714285714,0.5555555555555556,0.650427993059572,0.6212791908085459
150,linear,10.0,0.6,0.9129461584996974,0.8476190476190476,0.5333333333333333,0.6445238095238095,0.6254673603632098
150,linear,10.0,0.7000000000000001,0.9094978826376285,0.8476190476190476,0.5111111111111111,0.6273809523809524,0.6102841028442217
