pca__n_components,n_neighbors,weights,metric,threshold,accuracy,precision,recall,f1,mcc
150,3,distance,cosine,0.1,0.7846944948578342,0.4155048898469951,0.6666666666666666,0.492316715542522,0.4009205405789559
150,3,distance,cosine,0.2,0.8019963702359346,0.43695054945054945,0.6666666666666666,0.5110909090909092,0.42343005884370816
150,3,distance,cosine,0.30000000000000004,0.8367211131276466,0.5082362082362082,0.6666666666666666,0.5578334065290587,0.4821476652679517
150,3,distance,cosine,0.4,0.8611010284331518,0.5900000000000001,0.6222222222222221,0.5819584254754533,0.5167283364058585
150,3,distance,cosine,0.5,0.8645493042952207,0.5966666666666667,0.6222222222222221,0.5872917588087867,0.5225387588086617
150,3,distance,cosine,0.6,0.8645493042952207,0.5951948051948052,0.6,0.5788031459723477,0.5115781661316418
150,3,distance,cosine,0.7000000000000001,0.8958862673926195,0.75,0.5333333333333333,0.6103494029190624,0.5713889674253585
150,3,distance,cosine,0.8,0.8924379915305505,0.74,0.5111111111111111,0.5883713809410404,0.5514117483384439
150,3,distance,cosine,0.9,0.8924379915305505,0.74,0.5111111111111111,0.5883713809410404,0.5514117483384439
150,3,distance,euclidean,0.1,0.7431336963097399,0.3729501915708812,0.7777777777777778,0.49530339258106953,0.40556831877185423
150,3,distance,euclidean,0.2,0.7605565638233515,0.397417976760082,0.7777777777777778,0.5150382106244175,0.42948619043235203
150,3,distance,euclidean,0.30000000000000004,0.8021173623714459,0.4468686868686868,0.7777777777777778,0.5590791977748499,0.48174284089657127
150,3,distance,euclidean,0.4,0.8297035692679977,0.5133333333333334,0.6222222222222222,0.5402116402116401,0.45854919469431066
150,3,distance,euclidean,0.5,0.8331518451300666,0.5179084967320262,0.6222222222222222,0.5442002442002443,0.46321314929283225
150,3,distance,euclidean,0.6,0.8331518451300666,0.5179084967320262,0.6222222222222222,0.5442002442002443,0.46321314929283225
150,3,distance,euclidean,0.7000000000000001,0.8680580762250454,0.6092857142857142,0.48888888888888893,0.5303881876637295,0.46615595105658175
150,3,distance,euclidean,0.8,0.8680580762250454,0.6092857142857142,0.48888888888888893,0.5303881876637295,0.46615595105658175
150,3,distance,euclidean,0.9,0.8680580762250454,0.6092857142857142,0.48888888888888893,0.5303881876637295,0.46615595105658175
150,3,uniform,cosine,0.1,0.7395039322444041,0.3416315789473684,0.6666666666666666,0.44230846894111553,0.3342618803642585
150,3,uniform,cosine,0.2,0.7395039322444041,0.3416315789473684,0.6666666666666666,0.44230846894111553,0.3342618803642585
150,3,uniform,cosine,0.30000000000000004,0.7395039322444041,0.3416315789473684,0.6666666666666666,0.44230846894111553,0.3342618803642585
150,3,uniform,cosine,0.4,0.8437386569872958,0.5282828282828282,0.6222222222222221,0.5528042328042327,0.4764656952252018
150,3,uniform,cosine,0.5,0.8437386569872958,0.5282828282828282,0.6222222222222221,0.5528042328042327,0.4764656952252018
150,3,uniform,cosine,0.6,0.8437386569872958,0.5282828282828282,0.6222222222222221,0.5528042328042327,0.4764656952252018
150,3,uniform,cosine,0.7000000000000001,0.8889897156684816,0.7233333333333334,0.4888888888888888,0.5627303553000147,0.5279729856943363
150,3,uniform,cosine,0.8,0.8889897156684816,0.7233333333333334,0.4888888888888888,0.5627303553000147,0.5279729856943363
150,3,uniform,cosine,0.9,0.8889897156684816,0.7233333333333334,0.4888888888888888,0.5627303553000147,0.5279729856943363
150,3,uniform,euclidean,0.1,0.7153055051421657,0.3381594267801164,0.7777777777777778,0.4657552378309996,0.369411648403445
150,3,uniform,euclidean,0.2,0.7153055051421657,0.3381594267801164,0.7777777777777778,0.4657552378309996,0.369411648403445
150,3,uniform,euclidean,0.30000000000000004,0.7153055051421657,0.3381594267801164,0.7777777777777778,0.4657552378309996,0.369411648403445
150,3,uniform,euclidean,0.4,0.8053841500302481,0.44158013812812574,0.6222222222222222,0.5032561865379203,0.4079807031202508
