dt__max_depth,dt__min_samples_split,dt__min_samples_leaf,dt__criterion,dt__max_features,fold,threshold,accuracy,precision,recall,f1,mcc
10,5,2,gini,,1,0.1,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,1,0.2,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,1,0.30000000000000004,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,1,0.4,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,1,0.5,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,1,0.6,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,1,0.7000000000000001,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,1,0.8,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,1,0.9,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
10,5,2,gini,,2,0.1,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
10,5,2,gini,,2,0.2,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
10,5,2,gini,,2,0.30000000000000004,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
10,5,2,gini,,2,0.4,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
10,5,2,gini,,2,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
10,5,2,gini,,2,0.6,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
10,5,2,gini,,2,0.7000000000000001,0.9310344827586207,0.8571428571428571,0.6666666666666666,0.75,0.7182761683195928
10,5,2,gini,,2,0.8,0.9310344827586207,0.8571428571428571,0.6666666666666666,0.75,0.7182761683195928
10,5,2,gini,,2,0.9,0.9310344827586207,0.8571428571428571,0.6666666666666666,0.75,0.7182761683195928
10,5,2,gini,,3,0.1,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,3,0.2,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,3,0.30000000000000004,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,3,0.4,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,3,0.5,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,3,0.6,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,3,0.7000000000000001,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,3,0.8,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,3,0.9,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,5,2,gini,,4,0.1,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,4,0.2,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,4,0.30000000000000004,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,4,0.4,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,4,0.5,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,4,0.6,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,4,0.7000000000000001,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,4,0.8,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,4,0.9,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.1,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.2,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.30000000000000004,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.4,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.5,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.6,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.7000000000000001,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.8,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,,5,0.9,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
10,5,2,gini,sqrt,1,0.1,0.9137931034482759,0.7,0.7777777777777778,0.7368421052631579,0.6868266990937797
10,5,2,gini,sqrt,1,0.2,0.9137931034482759,0.7,0.7777777777777778,0.7368421052631579,0.6868266990937797
10,5,2,gini,sqrt,1,0.30000000000000004,0.9137931034482759,0.7,0.7777777777777778,0.7368421052631579,0.6868266990937797
10,5,2,gini,sqrt,1,0.4,0.9310344827586207,0.8571428571428571,0.6666666666666666,0.75,0.7182761683195928
10,5,2,gini,sqrt,1,0.5,0.9310344827586207,0.8571428571428571,0.6666666666666666,0.75,0.7182761683195928
10,5,2,gini,sqrt,1,0.6,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
10,5,2,gini,sqrt,1,0.7000000000000001,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
10,5,2,gini,sqrt,1,0.8,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
10,5,2,gini,sqrt,1,0.9,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
10,5,2,gini,sqrt,2,0.1,0.7586206896551724,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.3517215088579076
10,5,2,gini,sqrt,2,0.2,0.7586206896551724,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.3517215088579076
10,5,2,gini,sqrt,2,0.30000000000000004,0.7586206896551724,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.3517215088579076
10,5,2,gini,sqrt,2,0.4,0.7586206896551724,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.3517215088579076
10,5,2,gini,sqrt,2,0.5,0.7586206896551724,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.3517215088579076
10,5,2,gini,sqrt,2,0.6,0.7413793103448276,0.3125,0.5555555555555556,0.4,0.26819391779125495
10,5,2,gini,sqrt,2,0.7000000000000001,0.7413793103448276,0.3125,0.5555555555555556,0.4,0.26819391779125495
10,5,2,gini,sqrt,2,0.8,0.7586206896551724,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.2906247161869392
10,5,2,gini,sqrt,2,0.9,0.7586206896551724,0.2727272727272727,0.3333333333333333,0.3,0.15707124897626518
