n_neighbors,metric,weights,accuracy,precision,recall,f1,preparationTime
3,cosine,uniform,0.90589898989899,0.8503296966700749,0.9836734693877551,0.9115838703444183,0.001163515030058336
3,cosine,distance,0.9459191919191919,0.9011749571183533,1.0,0.9479034690799397,0.001163515030058336
5,cosine,uniform,0.857838383838384,0.7896795793603386,0.9714285714285715,0.8700539237984884,0.001163515030058336
5,cosine,distance,0.911878787878788,0.8485121882331885,1.0,0.9178427641753043,0.001163515030058336
7,cosine,uniform,0.7977575757575759,0.7536978420497691,0.8816326530612244,0.8094681020299379,0.001163515030058336
7,cosine,distance,0.9099393939393939,0.8480771340982717,1.0,0.9169010311698053,0.001163515030058336
9,cosine,uniform,0.7856767676767676,0.7509091822675209,0.8530612244897959,0.797805042295078,0.001163515030058336
9,cosine,distance,0.903919191919192,0.8416565745886672,1.0,0.9125234476822192,0.001163515030058336
11,cosine,uniform,0.7876767676767678,0.7490952403665292,0.8734693877551021,0.8041472611336419,0.001163515030058336
11,cosine,distance,0.9038989898989899,0.8421101001746163,1.0,0.9126735829759642,0.001163515030058336
15,cosine,uniform,0.7896767676767678,0.753488180934526,0.8530612244897959,0.799706483593276,0.001163515030058336
15,cosine,distance,0.9139191919191919,0.8544561294978864,1.0,0.9204938756153002,0.001163515030058336
20,cosine,uniform,0.7875757575757575,0.7966929602553325,0.763265306122449,0.7787781266352696,0.001163515030058336
20,cosine,distance,0.9258989898989899,0.8696246437013609,1.0,0.9300456028336594,0.001163515030058336
3,euclidean,uniform,0.93189898989899,0.8895757076789849,0.9836734693877551,0.9340331455020955,0.001163515030058336
3,euclidean,distance,0.9679191919191918,0.9390307066222716,1.0,0.9684705882352942,0.001163515030058336
5,euclidean,uniform,0.9038383838383839,0.8621609946660657,0.9591836734693878,0.9076778271784169,0.001163515030058336
5,euclidean,distance,0.9579393939393939,0.92249124571106,1.0,0.9593157343944689,0.001163515030058336
7,euclidean,uniform,0.8055757575757576,0.8260317460317459,0.7673469387755103,0.7939227886346251,0.001163515030058336
7,euclidean,distance,0.9519191919191918,0.9122757360232961,1.0,0.9537445068556665,0.001163515030058336
9,euclidean,uniform,0.7594949494949494,0.8372981581099401,0.6326530612244898,0.7189557204981641,0.001163515030058336
9,euclidean,distance,0.9619393939393941,0.9298002193884548,1.0,0.9631674090485973,0.001163515030058336
11,euclidean,uniform,0.7715757575757577,0.8650297088532384,0.6326530612244898,0.7300794854817849,0.001163515030058336
11,euclidean,distance,0.9659595959595959,0.9366773618538324,1.0,0.9669028749028751,0.001163515030058336
15,euclidean,uniform,0.7615757575757577,0.8572393565814618,0.616326530612245,0.7163161818450897,0.001163515030058336
15,euclidean,distance,0.9579595959595959,0.9229511172869127,1.0,0.9594532447197441,0.001163515030058336
20,euclidean,uniform,0.7274949494949495,0.8680183228278334,0.5265306122448979,0.6549477271562548,0.001163515030058336
20,euclidean,distance,0.963959595959596,0.9334538861453986,1.0,0.9651017270428486,0.001163515030058336
