n_neighbors,metric,weights,accuracy,precision,recall,f1,preparationTime
3,cosine,uniform,0.9006241671926501,0.8946414499605989,1.0,0.9442303433001108,0.0013408955479736842
3,cosine,distance,0.9006241671926501,0.8946414499605989,1.0,0.9442303433001108,0.0013408955479736842
5,cosine,uniform,0.8493933655936602,0.8551103866392129,0.9878048780487805,0.9166399143927233,0.0013408955479736842
5,cosine,distance,0.8766393155200225,0.8720547900741679,1.0,0.9315988978876178,0.0013408955479736842
7,cosine,uniform,0.8527596605652571,0.8639798382897818,0.9795242396868412,0.917854584893691,0.0013408955479736842
7,cosine,distance,0.8903850199873764,0.8845848878226307,1.0,0.9387357941888815,0.0013408955479736842
9,cosine,uniform,0.8663651027421277,0.8711482970711438,0.9876543209876543,0.9254736325127387,0.0013408955479736842
9,cosine,distance,0.8869485938705379,0.8818236714975844,1.0,0.9370818237638523,0.0013408955479736842
11,cosine,uniform,0.8767445122378849,0.8746758199847445,0.9959349593495935,0.9313347800153676,0.0013408955479736842
11,cosine,distance,0.8870187250157794,0.8813902485831107,1.0,0.936940501359106,0.0013408955479736842
15,cosine,uniform,0.8561960866820956,0.856255026687139,0.9959349593495935,0.920789982829089,0.0013408955479736842
15,cosine,distance,0.8733080861210464,0.868822020734747,1.0,0.9298021122977289,0.0013408955479736842
20,cosine,uniform,0.859632512798934,0.8642949744528331,0.9878048780487805,0.9219249141662934,0.0013408955479736842
20,cosine,distance,0.8664001683147485,0.8627099664053751,1.0,0.9262754665297038,0.0013408955479736842
3,euclidean,uniform,0.9485938705379059,0.9423890063424948,1.0,0.9703187462609795,0.0013408955479736842
3,euclidean,distance,0.9485938705379059,0.9423890063424948,1.0,0.9703187462609795,0.0013408955479736842
5,euclidean,uniform,0.8526895294200155,0.9174582396739317,0.9062029509183981,0.9115130936638055,0.0013408955479736842
5,euclidean,distance,0.9177361666316012,0.926661190215407,0.9796747967479674,0.9522063657810264,0.0013408955479736842
7,euclidean,uniform,0.8699417911494495,0.9100050276520865,0.9390243902439025,0.9233493539237315,0.0013408955479736842
7,euclidean,distance,0.9246791500105197,0.9178799489144316,1.0,0.9570903314430289,0.0013408955479736842
9,euclidean,uniform,0.9006942983378918,0.9097091835833808,0.9796747967479674,0.9429344151453685,0.0013408955479736842
9,euclidean,distance,0.9213128550389227,0.9146484810029442,1.0,0.9552947044287347,0.0013408955479736842
11,euclidean,uniform,0.8938565116768357,0.8968116571267358,0.9878048780487805,0.9398265042451088,0.0013408955479736842
11,euclidean,distance,0.9076022161441896,0.9012161673451996,1.0,0.9479030682040258,0.0013408955479736842
15,euclidean,uniform,0.8732730205484255,0.874113475177305,0.991869918699187,0.9292581988914459,0.0013408955479736842
15,euclidean,distance,0.8801458727821024,0.8750385445575085,1.0,0.9333508495358206,0.0013408955479736842
20,euclidean,uniform,0.8424854477873623,0.8516762945168916,0.983739837398374,0.9128769535549196,0.0013408955479736842
20,euclidean,distance,0.8595623816536925,0.8566885964912281,1.0,0.9227871939736346,0.0013408955479736842
