pca__n_components,kernel,C,fold,threshold,accuracy,precision,recall,f1,mcc
180,linear,0.01,1,0.1,0.8833333333333333,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6067880364121375
180,linear,0.01,1,0.2,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
180,linear,0.01,1,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,linear,0.01,1,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,linear,0.01,1,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,linear,0.01,1,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,linear,0.01,1,0.7000000000000001,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,linear,0.01,1,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,linear,0.01,1,0.9,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
180,linear,0.01,2,0.1,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
180,linear,0.01,2,0.2,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,linear,0.01,2,0.30000000000000004,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,linear,0.01,2,0.4,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,linear,0.01,2,0.5,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,linear,0.01,2,0.6,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
180,linear,0.01,2,0.7000000000000001,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,linear,0.01,2,0.8,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,linear,0.01,2,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
180,linear,0.01,3,0.1,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
180,linear,0.01,3,0.2,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
180,linear,0.01,3,0.30000000000000004,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
180,linear,0.01,3,0.4,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,linear,0.01,3,0.5,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,linear,0.01,3,0.6,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
180,linear,0.01,3,0.7000000000000001,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
180,linear,0.01,3,0.8,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
180,linear,0.01,3,0.9,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
180,linear,0.01,4,0.1,0.9152542372881356,0.7,0.7777777777777778,0.7368421052631579,0.6878571016499353
180,linear,0.01,4,0.2,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,linear,0.01,4,0.30000000000000004,0.9152542372881356,0.75,0.6666666666666666,0.7058823529411765,0.6581316394931646
180,linear,0.01,4,0.4,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,linear,0.01,4,0.5,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,linear,0.01,4,0.6,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,linear,0.01,4,0.7000000000000001,0.9491525423728814,1.0,0.6666666666666666,0.8,0.793051585718144
180,linear,0.01,4,0.8,0.9491525423728814,1.0,0.6666666666666666,0.8,0.793051585718144
180,linear,0.01,4,0.9,0.9491525423728814,1.0,0.6666666666666666,0.8,0.793051585718144
180,linear,0.01,5,0.1,0.8813559322033898,0.5384615384615384,0.875,0.6666666666666666,0.6255727259806424
180,linear,0.01,5,0.2,0.8983050847457628,0.6,0.75,0.6666666666666666,0.6128051991333249
180,linear,0.01,5,0.30000000000000004,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,linear,0.01,5,0.4,0.9322033898305084,0.8333333333333334,0.625,0.7142857142857143,0.6857302556218087
180,linear,0.01,5,0.5,0.9152542372881356,0.8,0.5,0.6153846153846154,0.5905329129507862
180,linear,0.01,5,0.6,0.9152542372881356,0.8,0.5,0.6153846153846154,0.5905329129507862
180,linear,0.01,5,0.7000000000000001,0.9152542372881356,0.8,0.5,0.6153846153846154,0.5905329129507862
180,linear,0.01,5,0.8,0.9322033898305084,1.0,0.5,0.6666666666666666,0.6809084840390547
180,linear,0.01,5,0.9,0.9322033898305084,1.0,0.5,0.6666666666666666,0.6809084840390547
180,linear,0.1,1,0.1,0.8833333333333333,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.6511094304643836
180,linear,0.1,1,0.2,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
180,linear,0.1,1,0.30000000000000004,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
180,linear,0.1,1,0.4,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
180,linear,0.1,1,0.5,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
