criterion,max_depth,min_samples_split,min_samples_leaf,max_features,threshold,mean_accuracy,mean_precision,mean_recall,mean_f1,mean_mcc
entropy,50,10,1,,0.30000000000000004,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,50,10,1,,0.4,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,50,10,1,,0.5,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,100,10,1,,0.2,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,100,10,1,,0.30000000000000004,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,100,10,1,,0.4,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,100,10,1,,0.5,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,300,10,1,,0.2,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,300,10,1,,0.30000000000000004,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,300,10,1,,0.4,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,300,10,1,,0.5,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,500,10,1,,0.2,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,500,10,1,,0.30000000000000004,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,500,10,1,,0.4,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,500,10,1,,0.5,0.8837158469945354,0.6295454545454545,0.7066666666666667,0.6622816399286988,0.5964983833135328
entropy,,2,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,,5,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,,10,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,10,2,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,10,5,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,10,10,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,30,2,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,30,5,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,30,10,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,50,2,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,50,5,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,50,10,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,100,2,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,100,5,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,100,10,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,300,2,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,300,5,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,300,10,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,500,2,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,500,5,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,500,10,10,,0.5,0.8836612021857924,0.6372727272727271,0.7044444444444443,0.6614035087719298,0.5988200724929786
entropy,,2,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,,5,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,,10,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,10,2,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,10,5,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,10,10,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,30,2,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,30,5,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,30,10,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,50,2,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,50,5,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,50,10,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,100,2,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,100,5,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,100,10,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,300,2,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,300,5,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,300,10,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,500,2,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,500,5,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,500,10,5,,0.30000000000000004,0.8804371584699453,0.6098412698412699,0.7266666666666667,0.6604997341839447,0.5940679313296621
entropy,,10,1,,0.1,0.8736612021857925,0.6078282828282828,0.7488888888888889,0.659588037,0.5978010681034132
entropy,10,10,1,,0.1,0.8736612021857925,0.6078282828282828,0.7488888888888889,0.659588037,0.5978010681034132
entropy,30,10,1,,0.1,0.8736612021857925,0.6078282828282828,0.7488888888888889,0.659588037,0.5978010681034132
entropy,50,10,1,,0.1,0.8736612021857925,0.6078282828282828,0.7488888888888889,0.659588037,0.5978010681034132
entropy,100,10,1,,0.1,0.8736612021857925,0.6078282828282828,0.7488888888888889,0.659588037,0.5978010681034132
entropy,300,10,1,,0.1,0.8736612021857925,0.6078282828282828,0.7488888888888889,0.659588037,0.5978010681034132
entropy,500,10,1,,0.1,0.8736612021857925,0.6078282828282828,0.7488888888888889,0.659588037,0.5978010681034132
entropy,,5,2,,0.30000000000000004,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,,5,2,,0.4,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,,5,2,,0.5,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,10,5,2,,0.30000000000000004,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,10,5,2,,0.4,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,10,5,2,,0.5,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,30,5,2,,0.30000000000000004,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,30,5,2,,0.4,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,30,5,2,,0.5,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,50,5,2,,0.30000000000000004,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,50,5,2,,0.4,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,50,5,2,,0.5,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,100,5,2,,0.30000000000000004,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,100,5,2,,0.4,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,100,5,2,,0.5,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,300,5,2,,0.30000000000000004,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,300,5,2,,0.4,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,300,5,2,,0.5,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,500,5,2,,0.30000000000000004,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,500,5,2,,0.4,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,500,5,2,,0.5,0.8903825136612022,0.6619491619491619,0.6644444444444444,0.655050505,0.5959603468644465
entropy,,5,1,,0.1,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,,5,1,,0.2,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,10,5,1,,0.1,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,10,5,1,,0.2,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,30,5,1,,0.1,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,30,5,1,,0.2,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,50,5,1,,0.1,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,50,5,1,,0.2,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,100,5,1,,0.1,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,100,5,1,,0.2,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,300,5,1,,0.1,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,300,5,1,,0.2,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,500,5,1,,0.1,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,500,5,1,,0.2,0.890382514,0.6523337773337773,0.6666666666666666,0.651010101,0.5923083137137628
entropy,,2,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,,5,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,,10,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,10,2,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,10,5,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,10,10,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,30,2,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,30,5,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,30,10,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,50,2,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,50,5,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,50,10,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,100,2,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,100,5,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,100,10,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,300,2,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,300,5,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,300,10,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,500,2,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,500,5,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,500,10,5,,0.4,0.8804371584699453,0.6065079365079364,0.7066666666666667,0.6495906432748538,0.5829858920046684
entropy,,2,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,,2,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,,5,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,,5,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,,10,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,,10,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,10,2,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,10,2,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,10,5,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,10,5,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,10,10,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,10,10,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,30,2,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,30,2,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,30,5,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,30,5,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,30,10,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,30,10,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,50,2,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,50,2,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,50,5,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,50,5,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,50,10,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,50,10,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,100,2,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,100,2,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,100,5,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,100,5,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,100,10,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,100,10,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,300,2,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,300,2,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,300,5,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,300,5,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,300,10,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,300,10,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,500,2,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,500,2,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,500,5,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,500,5,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,500,10,5,,0.5,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
entropy,500,10,5,,0.6,0.8869398907103825,0.6422222222222222,0.6644444444444444,0.6492466460268318,0.5849029458992204
