rf__n_estimators,rf__max_depth,rf__min_samples_split,rf__min_samples_leaf,rf__criterion,threshold,accuracy,precision,recall,f1,mcc
50,10,5,2,entropy,0.1,0.7514689265536723,0.3767871259175607,0.9777777777777779,0.5416558521814362,0.5061303290750869
50,10,5,2,entropy,0.2,0.8422033898305085,0.4843610251117991,0.9555555555555555,0.6418021978021978,0.607753815469219
50,10,5,2,entropy,0.30000000000000004,0.9025423728813559,0.6183941058941059,0.9305555555555556,0.7401001317523057,0.70735594073392
50,10,5,2,entropy,0.4,0.9261581920903955,0.7043667443667443,0.8861111111111111,0.7804359383306751,0.7472606212583838
50,10,5,2,entropy,0.5,0.9496610169491525,0.8238888888888889,0.8416666666666666,0.8311661506707946,0.8027172822354869
50,10,5,2,entropy,0.6,0.9496610169491525,0.8964285714285714,0.75,0.8158823529411764,0.7916839775663954
50,10,5,2,entropy,0.7000000000000001,0.9329378531073447,1.0,0.55,0.6973626373626374,0.708504237709981
50,10,5,2,entropy,0.8,0.9161581920903956,1.0,0.43611111111111106,0.5967032967032967,0.6247636044283658
50,10,5,2,entropy,0.9,0.8691525423728814,1.0,0.11111111111111112,0.18545454545454546,0.2386931409420007
50,10,5,2,gini,0.1,0.7481920903954802,0.37481518481518483,0.9777777777777779,0.5391097692321274,0.5034325377775078
50,10,5,2,gini,0.2,0.8457062146892655,0.49144736842105263,0.9777777777777779,0.6533186813186813,0.6239740836799336
50,10,5,2,gini,0.30000000000000004,0.9127683615819209,0.637948717948718,0.9555555555555555,0.7645454545454545,0.7359960847934497
50,10,5,2,gini,0.4,0.9328813559322034,0.7386363636363636,0.8638888888888889,0.7920743034055728,0.7588049696318978
50,10,5,2,gini,0.5,0.946271186440678,0.8305555555555555,0.8194444444444444,0.8192380460956311,0.7916712530123213
50,10,5,2,gini,0.6,0.9362146892655367,0.8630952380952381,0.6833333333333333,0.7580392156862745,0.7315168745735942
50,10,5,2,gini,0.7000000000000001,0.9396045197740113,1.0,0.5944444444444444,0.7402197802197803,0.7428286139684857
50,10,5,2,gini,0.8,0.9094915254237288,1.0,0.3888888888888889,0.5522144522144522,0.5881842448248754
50,10,5,2,gini,0.9,0.8657627118644069,1.0,0.08888888888888888,0.15272727272727274,0.21228942986334837
50,10,5,5,entropy,0.1,0.6842372881355933,0.3253566433566434,0.9777777777777779,0.4851558585762725,0.4420238831157218
50,10,5,5,entropy,0.2,0.8119774011299435,0.44088653005061673,0.9555555555555555,0.6016105988519781,0.5656086061456012
50,10,5,5,entropy,0.30000000000000004,0.8757627118644068,0.5488127558715794,0.9305555555555556,0.6896499442586399,0.652889128414242
50,10,5,5,entropy,0.4,0.9193785310734464,0.6733766233766234,0.9083333333333332,0.771511387163561,0.7374162908540186
50,10,5,5,entropy,0.5,0.9329943502824859,0.7728282828282829,0.7972222222222223,0.781486068111455,0.7444505162873882
50,10,5,5,entropy,0.6,0.9464406779661017,0.8722222222222221,0.7527777777777778,0.8049673202614379,0.7790120857173596
50,10,5,5,entropy,0.7000000000000001,0.9262146892655367,0.96,0.5277777777777778,0.6714285714285715,0.6758166797820218
50,10,5,5,entropy,0.8,0.9027118644067796,1.0,0.34444444444444444,0.5018648018648019,0.5493580567297993
50,10,5,5,entropy,0.9,0.8590960451977402,1.0,0.04444444444444444,0.08,0.12388076538964995
50,10,5,5,gini,0.1,0.6272881355932204,0.29091478696741857,0.9777777777777779,0.44514261296869995,0.3938657574879904
50,10,5,5,gini,0.2,0.8119774011299435,0.44096171802054157,0.9555555555555555,0.6018076431869536,0.5655947645380432
50,10,5,5,gini,0.30000000000000004,0.8657627118644069,0.5310924369747899,0.9555555555555555,0.6814634640721597,0.6481055189317324
50,10,5,5,gini,0.4,0.9061016949152542,0.6472727272727272,0.8638888888888889,0.7348970251716247,0.6941060737163501
50,10,5,5,gini,0.5,0.9362146892655367,0.8038888888888888,0.775,0.7841503267973856,0.750377693035397
50,10,5,5,gini,0.6,0.9463276836158192,0.8892857142857142,0.7277777777777777,0.7997058823529412,0.7747318619125325
50,10,5,5,gini,0.7000000000000001,0.936271186440678,1.0,0.5722222222222222,0.7204395604395605,0.7265223035115014
50,10,5,5,gini,0.8,0.8960451977401129,1.0,0.3,0.4418648018648018,0.5021166398058821
50,10,5,5,gini,0.9,0.8557062146892654,1.0,0.02222222222222222,0.04,0.06198231933063266
50,10,10,2,entropy,0.1,0.7045197740112994,0.3353566433566434,0.9777777777777779,0.49765048294360187,0.4573770261579161
50,10,10,2,entropy,0.2,0.8355932203389831,0.47366013071895424,0.9555555555555555,0.6321949110914629,0.5978518531773213
50,10,10,2,entropy,0.30000000000000004,0.8992655367231638,0.6090034965034965,0.9083333333333334,0.7264242424242424,0.6901185822720489
50,10,10,2,entropy,0.4,0.9161016949152543,0.6728049728049729,0.8638888888888889,0.7525252525252525,0.7140284688902926
50,10,10,2,entropy,0.5,0.9429943502824859,0.7915656565656566,0.8416666666666666,0.8133883728930169,0.7820594788764033
50,10,10,2,entropy,0.6,0.9362146892655367,0.840079365079365,0.7055555555555555,0.7635947712418301,0.7330069362261301
50,10,10,2,entropy,0.7000000000000001,0.9329378531073447,0.9380952380952381,0.5944444444444444,0.7192673992673992,0.7116206551966754
50,10,10,2,entropy,0.8,0.9061016949152542,1.0,0.36666666666666664,0.5291375291375291,0.570164844710126
50,10,10,2,entropy,0.9,0.8590395480225987,1.0,0.04444444444444444,0.07272727272727272,0.08840866447369844
50,10,10,2,gini,0.1,0.7043502824858757,0.3394299034299034,0.9777777777777779,0.5009059233449478,0.4603122204029776
50,10,10,2,gini,0.2,0.8288700564971752,0.46309941520467834,0.9555555555555555,0.6230390299355817,0.5878938071262322
50,10,10,2,gini,0.30000000000000004,0.892542372881356,0.587481684981685,0.9333333333333332,0.7184400527009223,0.6854598410575286
50,10,10,2,gini,0.4,0.9194915254237289,0.6935314685314685,0.8638888888888889,0.762541380188439,0.7263163768578605
50,10,10,2,gini,0.5,0.9362146892655367,0.7623376623376623,0.8416666666666666,0.7939766081871344,0.7619694153621324
50,10,10,2,gini,0.6,0.9428813559322033,0.8873015873015874,0.7055555555555555,0.7811111111111111,0.7585709760484617
50,10,10,2,gini,0.7000000000000001,0.9396045197740113,1.0,0.5944444444444444,0.7402197802197803,0.7428286139684857
50,10,10,2,gini,0.8,0.9094350282485875,1.0,0.3888888888888889,0.5489177489177489,0.5864711551671103
50,10,10,2,gini,0.9,0.8658192090395481,1.0,0.09444444444444444,0.16,0.21855516895395705
50,10,10,5,entropy,0.1,0.6842372881355933,0.3253566433566434,0.9777777777777779,0.4851558585762725,0.4420238831157218
50,10,10,5,entropy,0.2,0.8119774011299435,0.44088653005061673,0.9555555555555555,0.6016105988519781,0.5656086061456012
50,10,10,5,entropy,0.30000000000000004,0.8757627118644068,0.5488127558715794,0.9305555555555556,0.6896499442586399,0.652889128414242
50,10,10,5,entropy,0.4,0.9193785310734464,0.6733766233766234,0.9083333333333332,0.771511387163561,0.7374162908540186
50,10,10,5,entropy,0.5,0.9329943502824859,0.7728282828282829,0.7972222222222223,0.781486068111455,0.7444505162873882
50,10,10,5,entropy,0.6,0.9464406779661017,0.8722222222222221,0.7527777777777778,0.8049673202614379,0.7790120857173596
50,10,10,5,entropy,0.7000000000000001,0.9262146892655367,0.96,0.5277777777777778,0.6714285714285715,0.6758166797820218
50,10,10,5,entropy,0.8,0.9027118644067796,1.0,0.34444444444444444,0.5018648018648019,0.5493580567297993
50,10,10,5,entropy,0.9,0.8590960451977402,1.0,0.04444444444444444,0.08,0.12388076538964995
50,10,10,5,gini,0.1,0.6272881355932204,0.29091478696741857,0.9777777777777779,0.44514261296869995,0.3938657574879904
50,10,10,5,gini,0.2,0.8119774011299435,0.44096171802054157,0.9555555555555555,0.6018076431869536,0.5655947645380432
50,10,10,5,gini,0.30000000000000004,0.8657627118644069,0.5310924369747899,0.9555555555555555,0.6814634640721597,0.6481055189317324
50,10,10,5,gini,0.4,0.9061016949152542,0.6472727272727272,0.8638888888888889,0.7348970251716247,0.6941060737163501
50,10,10,5,gini,0.5,0.9362146892655367,0.8038888888888888,0.775,0.7841503267973856,0.750377693035397
50,10,10,5,gini,0.6,0.9463276836158192,0.8892857142857142,0.7277777777777777,0.7997058823529412,0.7747318619125325
50,10,10,5,gini,0.7000000000000001,0.936271186440678,1.0,0.5722222222222222,0.7204395604395605,0.7265223035115014
50,10,10,5,gini,0.8,0.8960451977401129,1.0,0.3,0.4418648018648018,0.5021166398058821
50,10,10,5,gini,0.9,0.8557062146892654,1.0,0.02222222222222222,0.04,0.06198231933063266
50,20,5,2,entropy,0.1,0.7615254237288136,0.3885821272548961,0.9777777777777779,0.5531861239119303,0.5185189144438898
50,20,5,2,entropy,0.2,0.8790960451977401,0.5575307045895281,0.9777777777777779,0.7071044897131854,0.6809515878523069
50,20,5,2,entropy,0.30000000000000004,0.9194350282485877,0.6675990675990675,0.9083333333333332,0.768840282524493,0.7345910529051662
50,20,5,2,entropy,0.4,0.9428813559322033,0.7814646464646465,0.8638888888888889,0.8160509115927072,0.7870646252276752
50,20,5,2,entropy,0.5,0.9496045197740113,0.8377777777777778,0.8166666666666667,0.825610595115239,0.7972747176792635
