criterion,max_depth,min_samples_split,min_samples_leaf,max_features,accuracy,precision,recall,f1,preparationTime
gini,10,5,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,10,10,4,log2,0.6678362573099415,0.7275974025974026,0.5711111111111111,0.6283613445378151,0.0018527457447836493
gini,20,2,1,None,0.6403508771929824,0.6806060606060605,0.5822222222222222,0.615204678362573,0.0018527457447836493
gini,20,5,1,None,0.6830409356725146,0.7139393939393939,0.6444444444444444,0.6683333333333333,0.0018527457447836493
gini,20,10,1,None,0.6818713450292397,0.692034632034632,0.6822222222222221,0.6833333333333332,0.0018527457447836493
gini,20,2,2,None,0.6824561403508772,0.740952380952381,0.6,0.6548194014447886,0.0018527457447836493
gini,20,5,2,None,0.6824561403508772,0.7242857142857142,0.6222222222222221,0.6626625386996905,0.0018527457447836493
gini,20,10,2,None,0.7029239766081872,0.7214285714285714,0.6822222222222221,0.6985448916408669,0.0018527457447836493
gini,20,2,4,None,0.6391812865497075,0.6892424242424242,0.6177777777777778,0.6283430295195,0.0018527457447836493
gini,20,5,4,None,0.6391812865497075,0.6892424242424242,0.6177777777777778,0.6283430295195,0.0018527457447836493
gini,20,10,4,None,0.6502923976608186,0.6606709956709957,0.6622222222222222,0.655266106442577,0.0018527457447836493
gini,20,2,1,sqrt,0.7883040935672515,0.7955555555555555,0.7888888888888889,0.787227538543328,0.0018527457447836493
gini,20,5,1,sqrt,0.7128654970760234,0.7507936507936508,0.6799999999999999,0.6972222222222222,0.0018527457447836493
gini,20,10,1,sqrt,0.6812865497076024,0.6885714285714286,0.7,0.6840350877192982,0.0018527457447836493
gini,20,2,2,sqrt,0.7239766081871345,0.7730158730158729,0.7044444444444444,0.7087301587301587,0.0018527457447836493
gini,20,5,2,sqrt,0.7128654970760234,0.7841269841269841,0.6599999999999999,0.6865079365079365,0.0018527457447836493
gini,20,10,2,sqrt,0.6812865497076024,0.6983333333333334,0.6599999999999999,0.6706007442849548,0.0018527457447836493
gini,20,2,4,sqrt,0.6590643274853801,0.6772727272727271,0.6177777777777778,0.6404747162022704,0.0018527457447836493
gini,20,5,4,sqrt,0.6590643274853801,0.6772727272727271,0.6177777777777778,0.6404747162022704,0.0018527457447836493
gini,20,10,4,sqrt,0.6385964912280702,0.6617965367965368,0.571111111111111,0.6089628482972136,0.0018527457447836493
gini,20,2,1,log2,0.607017543859649,0.6367099567099567,0.5511111111111111,0.5819047619047618,0.0018527457447836493
gini,20,5,1,log2,0.6684210526315789,0.7192063492063492,0.5466666666666666,0.6107287449392713,0.0018527457447836493
gini,20,10,1,log2,0.6473684210526316,0.6605194805194805,0.6133333333333333,0.6306015037593984,0.0018527457447836493
gini,20,2,2,log2,0.6257309941520468,0.6550505050505049,0.5222222222222223,0.5690620782726046,0.0018527457447836493
gini,20,5,2,log2,0.6678362573099415,0.7244444444444446,0.5422222222222223,0.6008726945569052,0.0018527457447836493
gini,20,10,2,log2,0.6994152046783627,0.7285714285714285,0.6333333333333333,0.675,0.0018527457447836493
gini,20,2,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,20,5,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,20,10,4,log2,0.6678362573099415,0.7275974025974026,0.5711111111111111,0.6283613445378151,0.0018527457447836493
gini,30,2,1,None,0.6403508771929824,0.6806060606060605,0.5822222222222222,0.615204678362573,0.0018527457447836493
gini,30,5,1,None,0.6830409356725146,0.7139393939393939,0.6444444444444444,0.6683333333333333,0.0018527457447836493
gini,30,10,1,None,0.6818713450292397,0.692034632034632,0.6822222222222221,0.6833333333333332,0.0018527457447836493
gini,30,2,2,None,0.6824561403508772,0.740952380952381,0.6,0.6548194014447886,0.0018527457447836493
gini,30,5,2,None,0.6824561403508772,0.7242857142857142,0.6222222222222221,0.6626625386996905,0.0018527457447836493
gini,30,10,2,None,0.7029239766081872,0.7214285714285714,0.6822222222222221,0.6985448916408669,0.0018527457447836493
gini,30,2,4,None,0.6391812865497075,0.6892424242424242,0.6177777777777778,0.6283430295195,0.0018527457447836493
gini,30,5,4,None,0.6391812865497075,0.6892424242424242,0.6177777777777778,0.6283430295195,0.0018527457447836493
gini,30,10,4,None,0.6502923976608186,0.6606709956709957,0.6622222222222222,0.655266106442577,0.0018527457447836493
gini,30,2,1,sqrt,0.7883040935672515,0.7955555555555555,0.7888888888888889,0.787227538543328,0.0018527457447836493
gini,30,5,1,sqrt,0.7128654970760234,0.7507936507936508,0.6799999999999999,0.6972222222222222,0.0018527457447836493
gini,30,10,1,sqrt,0.6812865497076024,0.6885714285714286,0.7,0.6840350877192982,0.0018527457447836493
gini,30,2,2,sqrt,0.7239766081871345,0.7730158730158729,0.7044444444444444,0.7087301587301587,0.0018527457447836493
gini,30,5,2,sqrt,0.7128654970760234,0.7841269841269841,0.6599999999999999,0.6865079365079365,0.0018527457447836493
gini,30,10,2,sqrt,0.6812865497076024,0.6983333333333334,0.6599999999999999,0.6706007442849548,0.0018527457447836493
gini,30,2,4,sqrt,0.6590643274853801,0.6772727272727271,0.6177777777777778,0.6404747162022704,0.0018527457447836493
gini,30,5,4,sqrt,0.6590643274853801,0.6772727272727271,0.6177777777777778,0.6404747162022704,0.0018527457447836493
gini,30,10,4,sqrt,0.6385964912280702,0.6617965367965368,0.571111111111111,0.6089628482972136,0.0018527457447836493
gini,30,2,1,log2,0.607017543859649,0.6367099567099567,0.5511111111111111,0.5819047619047618,0.0018527457447836493
gini,30,5,1,log2,0.6684210526315789,0.7192063492063492,0.5466666666666666,0.6107287449392713,0.0018527457447836493
gini,30,10,1,log2,0.6473684210526316,0.6605194805194805,0.6133333333333333,0.6306015037593984,0.0018527457447836493
gini,30,2,2,log2,0.6257309941520468,0.6550505050505049,0.5222222222222223,0.5690620782726046,0.0018527457447836493
gini,30,5,2,log2,0.6678362573099415,0.7244444444444446,0.5422222222222223,0.6008726945569052,0.0018527457447836493
gini,30,10,2,log2,0.6994152046783627,0.7285714285714285,0.6333333333333333,0.675,0.0018527457447836493
gini,30,2,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,30,5,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,30,10,4,log2,0.6678362573099415,0.7275974025974026,0.5711111111111111,0.6283613445378151,0.0018527457447836493
gini,40,2,1,None,0.6403508771929824,0.6806060606060605,0.5822222222222222,0.615204678362573,0.0018527457447836493
gini,40,5,1,None,0.6830409356725146,0.7139393939393939,0.6444444444444444,0.6683333333333333,0.0018527457447836493
gini,40,10,1,None,0.6818713450292397,0.692034632034632,0.6822222222222221,0.6833333333333332,0.0018527457447836493
gini,40,2,2,None,0.6824561403508772,0.740952380952381,0.6,0.6548194014447886,0.0018527457447836493
gini,40,5,2,None,0.6824561403508772,0.7242857142857142,0.6222222222222221,0.6626625386996905,0.0018527457447836493
gini,40,10,2,None,0.7029239766081872,0.7214285714285714,0.6822222222222221,0.6985448916408669,0.0018527457447836493
gini,40,2,4,None,0.6391812865497075,0.6892424242424242,0.6177777777777778,0.6283430295195,0.0018527457447836493
gini,40,5,4,None,0.6391812865497075,0.6892424242424242,0.6177777777777778,0.6283430295195,0.0018527457447836493
gini,40,10,4,None,0.6502923976608186,0.6606709956709957,0.6622222222222222,0.655266106442577,0.0018527457447836493
gini,40,2,1,sqrt,0.7883040935672515,0.7955555555555555,0.7888888888888889,0.787227538543328,0.0018527457447836493
gini,40,5,1,sqrt,0.7128654970760234,0.7507936507936508,0.6799999999999999,0.6972222222222222,0.0018527457447836493
gini,40,10,1,sqrt,0.6812865497076024,0.6885714285714286,0.7,0.6840350877192982,0.0018527457447836493
gini,40,2,2,sqrt,0.7239766081871345,0.7730158730158729,0.7044444444444444,0.7087301587301587,0.0018527457447836493
gini,40,5,2,sqrt,0.7128654970760234,0.7841269841269841,0.6599999999999999,0.6865079365079365,0.0018527457447836493
gini,40,10,2,sqrt,0.6812865497076024,0.6983333333333334,0.6599999999999999,0.6706007442849548,0.0018527457447836493
gini,40,2,4,sqrt,0.6590643274853801,0.6772727272727271,0.6177777777777778,0.6404747162022704,0.0018527457447836493
gini,40,5,4,sqrt,0.6590643274853801,0.6772727272727271,0.6177777777777778,0.6404747162022704,0.0018527457447836493
gini,40,10,4,sqrt,0.6385964912280702,0.6617965367965368,0.571111111111111,0.6089628482972136,0.0018527457447836493
gini,40,2,1,log2,0.607017543859649,0.6367099567099567,0.5511111111111111,0.5819047619047618,0.0018527457447836493
gini,40,5,1,log2,0.6684210526315789,0.7192063492063492,0.5466666666666666,0.6107287449392713,0.0018527457447836493
gini,40,10,1,log2,0.6473684210526316,0.6605194805194805,0.6133333333333333,0.6306015037593984,0.0018527457447836493
gini,40,2,2,log2,0.6257309941520468,0.6550505050505049,0.5222222222222223,0.5690620782726046,0.0018527457447836493
gini,40,5,2,log2,0.6678362573099415,0.7244444444444446,0.5422222222222223,0.6008726945569052,0.0018527457447836493
gini,40,10,2,log2,0.6994152046783627,0.7285714285714285,0.6333333333333333,0.675,0.0018527457447836493
gini,40,2,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,40,5,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,40,10,4,log2,0.6678362573099415,0.7275974025974026,0.5711111111111111,0.6283613445378151,0.0018527457447836493
gini,50,2,1,None,0.6403508771929824,0.6806060606060605,0.5822222222222222,0.615204678362573,0.0018527457447836493
gini,50,5,1,None,0.6830409356725146,0.7139393939393939,0.6444444444444444,0.6683333333333333,0.0018527457447836493
gini,50,10,1,None,0.6818713450292397,0.692034632034632,0.6822222222222221,0.6833333333333332,0.0018527457447836493
gini,50,2,2,None,0.6824561403508772,0.740952380952381,0.6,0.6548194014447886,0.0018527457447836493
gini,50,5,2,None,0.6824561403508772,0.7242857142857142,0.6222222222222221,0.6626625386996905,0.0018527457447836493
gini,50,10,2,None,0.7029239766081872,0.7214285714285714,0.6822222222222221,0.6985448916408669,0.0018527457447836493
gini,50,2,4,None,0.6391812865497075,0.6892424242424242,0.6177777777777778,0.6283430295195,0.0018527457447836493
gini,50,5,4,None,0.6391812865497075,0.6892424242424242,0.6177777777777778,0.6283430295195,0.0018527457447836493
gini,50,10,4,None,0.6502923976608186,0.6606709956709957,0.6622222222222222,0.655266106442577,0.0018527457447836493
gini,50,2,1,sqrt,0.7883040935672515,0.7955555555555555,0.7888888888888889,0.787227538543328,0.0018527457447836493
gini,50,5,1,sqrt,0.7128654970760234,0.7507936507936508,0.6799999999999999,0.6972222222222222,0.0018527457447836493
gini,50,10,1,sqrt,0.6812865497076024,0.6885714285714286,0.7,0.6840350877192982,0.0018527457447836493
gini,50,2,2,sqrt,0.7239766081871345,0.7730158730158729,0.7044444444444444,0.7087301587301587,0.0018527457447836493
gini,50,5,2,sqrt,0.7128654970760234,0.7841269841269841,0.6599999999999999,0.6865079365079365,0.0018527457447836493
gini,50,10,2,sqrt,0.6812865497076024,0.6983333333333334,0.6599999999999999,0.6706007442849548,0.0018527457447836493
gini,50,2,4,sqrt,0.6590643274853801,0.6772727272727271,0.6177777777777778,0.6404747162022704,0.0018527457447836493
gini,50,5,4,sqrt,0.6590643274853801,0.6772727272727271,0.6177777777777778,0.6404747162022704,0.0018527457447836493
gini,50,10,4,sqrt,0.6385964912280702,0.6617965367965368,0.571111111111111,0.6089628482972136,0.0018527457447836493
gini,50,2,1,log2,0.607017543859649,0.6367099567099567,0.5511111111111111,0.5819047619047618,0.0018527457447836493
gini,50,5,1,log2,0.6684210526315789,0.7192063492063492,0.5466666666666666,0.6107287449392713,0.0018527457447836493
gini,50,10,1,log2,0.6473684210526316,0.6605194805194805,0.6133333333333333,0.6306015037593984,0.0018527457447836493
gini,50,2,2,log2,0.6257309941520468,0.6550505050505049,0.5222222222222223,0.5690620782726046,0.0018527457447836493
gini,50,5,2,log2,0.6678362573099415,0.7244444444444446,0.5422222222222223,0.6008726945569052,0.0018527457447836493
gini,50,10,2,log2,0.6994152046783627,0.7285714285714285,0.6333333333333333,0.675,0.0018527457447836493
gini,50,2,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,50,5,4,log2,0.6888888888888889,0.7359307359307359,0.6133333333333333,0.6607142857142857,0.0018527457447836493
gini,50,10,4,log2,0.6678362573099415,0.7275974025974026,0.5711111111111111,0.6283613445378151,0.0018527457447836493
entropy,None,2,1,None,0.6818713450292397,0.6900000000000001,0.6644444444444444,0.6756793945648435,0.0018527457447836493
entropy,None,5,1,None,0.7029239766081872,0.7102020202020201,0.7044444444444443,0.7057545825347683,0.0018527457447836493
entropy,None,10,1,None,0.7239766081871345,0.7688888888888888,0.6666666666666666,0.7039766081871346,0.0018527457447836493
entropy,None,2,2,None,0.7239766081871345,0.7471861471861472,0.7044444444444443,0.7227652464494569,0.0018527457447836493
entropy,None,5,2,None,0.7134502923976608,0.7257575757575757,0.7044444444444443,0.7139417170376923,0.0018527457447836493
entropy,None,10,2,None,0.7239766081871345,0.7688888888888888,0.6666666666666666,0.7039766081871346,0.0018527457447836493
entropy,None,2,4,None,0.6818713450292397,0.7131746031746031,0.6666666666666666,0.6825327579197549,0.0018527457447836493
entropy,None,5,4,None,0.6818713450292397,0.7131746031746031,0.6666666666666666,0.6825327579197549,0.0018527457447836493
entropy,None,10,4,None,0.7134502923976609,0.7334776334776335,0.6888888888888889,0.7032026143790849,0.0018527457447836493
entropy,None,2,1,sqrt,0.7146198830409356,0.7273015873015873,0.6844444444444444,0.7012727898176814,0.0018527457447836493
entropy,None,5,1,sqrt,0.7023391812865497,0.7376190476190476,0.6422222222222221,0.6807017543859649,0.0018527457447836493
entropy,None,10,1,sqrt,0.7128654970760234,0.7272005772005772,0.6822222222222222,0.7000933706816059,0.0018527457447836493
entropy,None,2,2,sqrt,0.7029239766081872,0.7336507936507937,0.6444444444444444,0.6774337805297558,0.0018527457447836493
entropy,None,5,2,sqrt,0.6807017543859649,0.720952380952381,0.6,0.6468782249742002,0.0018527457447836493
entropy,None,10,2,sqrt,0.7128654970760234,0.7322222222222222,0.6622222222222222,0.6900653594771242,0.0018527457447836493
entropy,None,2,4,sqrt,0.6491228070175439,0.6565079365079365,0.6199999999999999,0.6344685242518059,0.0018527457447836493
entropy,None,5,4,sqrt,0.6491228070175439,0.6565079365079365,0.6199999999999999,0.6344685242518059,0.0018527457447836493
entropy,None,10,4,sqrt,0.6807017543859649,0.7014069264069265,0.62,0.649673202614379,0.0018527457447836493
entropy,None,2,1,log2,0.6807017543859648,0.6966666666666667,0.6444444444444444,0.6614035087719297,0.0018527457447836493
entropy,None,5,1,log2,0.7134502923976608,0.7288311688311688,0.7066666666666666,0.7094014447884417,0.0018527457447836493
entropy,None,10,1,log2,0.6590643274853801,0.6472727272727272,0.7044444444444443,0.6736842105263158,0.0018527457447836493
entropy,None,2,2,log2,0.7134502923976608,0.727012987012987,0.7066666666666666,0.7083488132094943,0.0018527457447836493
entropy,None,5,2,log2,0.7134502923976608,0.727012987012987,0.7066666666666666,0.7083488132094943,0.0018527457447836493
entropy,None,10,2,log2,0.6590643274853801,0.6472727272727272,0.7044444444444443,0.6736842105263158,0.0018527457447836493
entropy,None,2,4,log2,0.6578947368421053,0.7761904761904763,0.5133333333333333,0.6038625976706471,0.0018527457447836493
entropy,None,5,4,log2,0.6578947368421053,0.7761904761904763,0.5133333333333333,0.6038625976706471,0.0018527457447836493
entropy,None,10,4,log2,0.6584795321637428,0.7611111111111111,0.5155555555555555,0.599906629318394,0.0018527457447836493
entropy,10,2,1,None,0.6818713450292397,0.6900000000000001,0.6644444444444444,0.6756793945648435,0.0018527457447836493
entropy,10,5,1,None,0.7029239766081872,0.7102020202020201,0.7044444444444443,0.7057545825347683,0.0018527457447836493
entropy,10,10,1,None,0.7239766081871345,0.7688888888888888,0.6666666666666666,0.7039766081871346,0.0018527457447836493
entropy,10,2,2,None,0.7239766081871345,0.7471861471861472,0.7044444444444443,0.7227652464494569,0.0018527457447836493
entropy,10,5,2,None,0.7134502923976608,0.7257575757575757,0.7044444444444443,0.7139417170376923,0.0018527457447836493
entropy,10,10,2,None,0.7239766081871345,0.7688888888888888,0.6666666666666666,0.7039766081871346,0.0018527457447836493
entropy,10,2,4,None,0.6818713450292397,0.7131746031746031,0.6666666666666666,0.6825327579197549,0.0018527457447836493
entropy,10,5,4,None,0.6818713450292397,0.7131746031746031,0.6666666666666666,0.6825327579197549,0.0018527457447836493
entropy,10,10,4,None,0.7134502923976609,0.7334776334776335,0.6888888888888889,0.7032026143790849,0.0018527457447836493
entropy,10,2,1,sqrt,0.7146198830409356,0.7273015873015873,0.6844444444444444,0.7012727898176814,0.0018527457447836493
entropy,10,5,1,sqrt,0.7023391812865497,0.7376190476190476,0.6422222222222221,0.6807017543859649,0.0018527457447836493
entropy,10,10,1,sqrt,0.7128654970760234,0.7272005772005772,0.6822222222222222,0.7000933706816059,0.0018527457447836493
entropy,10,2,2,sqrt,0.7029239766081872,0.7336507936507937,0.6444444444444444,0.6774337805297558,0.0018527457447836493
entropy,10,5,2,sqrt,0.6807017543859649,0.720952380952381,0.6,0.6468782249742002,0.0018527457447836493
entropy,10,10,2,sqrt,0.7128654970760234,0.7322222222222222,0.6622222222222222,0.6900653594771242,0.0018527457447836493
entropy,10,2,4,sqrt,0.6491228070175439,0.6565079365079365,0.6199999999999999,0.6344685242518059,0.0018527457447836493
entropy,10,5,4,sqrt,0.6491228070175439,0.6565079365079365,0.6199999999999999,0.6344685242518059,0.0018527457447836493
entropy,10,10,4,sqrt,0.6807017543859649,0.7014069264069265,0.62,0.649673202614379,0.0018527457447836493
entropy,10,2,1,log2,0.6596491228070176,0.6666666666666666,0.6444444444444444,0.6480701754385965,0.0018527457447836493
entropy,10,5,1,log2,0.7029239766081871,0.7215584415584416,0.6844444444444443,0.695717234262126,0.0018527457447836493
entropy,10,10,1,log2,0.6590643274853801,0.6472727272727272,0.7044444444444443,0.6736842105263158,0.0018527457447836493
entropy,10,2,2,log2,0.7029239766081871,0.7203463203463203,0.6844444444444443,0.694313725490196,0.0018527457447836493
entropy,10,5,2,log2,0.7029239766081871,0.7203463203463203,0.6844444444444443,0.694313725490196,0.0018527457447836493
entropy,10,10,2,log2,0.6590643274853801,0.6472727272727272,0.7044444444444443,0.6736842105263158,0.0018527457447836493
entropy,10,2,4,log2,0.6578947368421053,0.7761904761904763,0.5133333333333333,0.6038625976706471,0.0018527457447836493
entropy,10,5,4,log2,0.6578947368421053,0.7761904761904763,0.5133333333333333,0.6038625976706471,0.0018527457447836493
entropy,10,10,4,log2,0.6584795321637428,0.7611111111111111,0.5155555555555555,0.599906629318394,0.0018527457447836493
entropy,20,2,1,None,0.6818713450292397,0.6900000000000001,0.6644444444444444,0.6756793945648435,0.0018527457447836493
entropy,20,5,1,None,0.7029239766081872,0.7102020202020201,0.7044444444444443,0.7057545825347683,0.0018527457447836493
entropy,20,10,1,None,0.7239766081871345,0.7688888888888888,0.6666666666666666,0.7039766081871346,0.0018527457447836493
entropy,20,2,2,None,0.7239766081871345,0.7471861471861472,0.7044444444444443,0.7227652464494569,0.0018527457447836493
entropy,20,5,2,None,0.7134502923976608,0.7257575757575757,0.7044444444444443,0.7139417170376923,0.0018527457447836493
entropy,20,10,2,None,0.7239766081871345,0.7688888888888888,0.6666666666666666,0.7039766081871346,0.0018527457447836493
entropy,20,2,4,None,0.6818713450292397,0.7131746031746031,0.6666666666666666,0.6825327579197549,0.0018527457447836493
entropy,20,5,4,None,0.6818713450292397,0.7131746031746031,0.6666666666666666,0.6825327579197549,0.0018527457447836493
entropy,20,10,4,None,0.7134502923976609,0.7334776334776335,0.6888888888888889,0.7032026143790849,0.0018527457447836493
entropy,20,2,1,sqrt,0.7146198830409356,0.7273015873015873,0.6844444444444444,0.7012727898176814,0.0018527457447836493
entropy,20,5,1,sqrt,0.7023391812865497,0.7376190476190476,0.6422222222222221,0.6807017543859649,0.0018527457447836493
entropy,20,10,1,sqrt,0.7128654970760234,0.7272005772005772,0.6822222222222222,0.7000933706816059,0.0018527457447836493
entropy,20,2,2,sqrt,0.7029239766081872,0.7336507936507937,0.6444444444444444,0.6774337805297558,0.0018527457447836493
entropy,20,5,2,sqrt,0.6807017543859649,0.720952380952381,0.6,0.6468782249742002,0.0018527457447836493
entropy,20,10,2,sqrt,0.7128654970760234,0.7322222222222222,0.6622222222222222,0.6900653594771242,0.0018527457447836493
entropy,20,2,4,sqrt,0.6491228070175439,0.6565079365079365,0.6199999999999999,0.6344685242518059,0.0018527457447836493
entropy,20,5,4,sqrt,0.6491228070175439,0.6565079365079365,0.6199999999999999,0.6344685242518059,0.0018527457447836493
entropy,20,10,4,sqrt,0.6807017543859649,0.7014069264069265,0.62,0.649673202614379,0.0018527457447836493
entropy,20,2,1,log2,0.6807017543859648,0.6966666666666667,0.6444444444444444,0.6614035087719297,0.0018527457447836493
entropy,20,5,1,log2,0.7134502923976608,0.7288311688311688,0.7066666666666666,0.7094014447884417,0.0018527457447836493
entropy,20,10,1,log2,0.6590643274853801,0.6472727272727272,0.7044444444444443,0.6736842105263158,0.0018527457447836493
entropy,20,2,2,log2,0.7134502923976608,0.727012987012987,0.7066666666666666,0.7083488132094943,0.0018527457447836493
entropy,20,5,2,log2,0.7134502923976608,0.727012987012987,0.7066666666666666,0.7083488132094943,0.0018527457447836493
entropy,20,10,2,log2,0.6590643274853801,0.6472727272727272,0.7044444444444443,0.6736842105263158,0.0018527457447836493
