eta,max_depth,n_estimators,accuracy,precision,recall,f1,preparationTime
0.5,3,300,0.8867709815078235,0.8929462476830897,0.8867709815078235,0.8861694046988164,0.0017502214285611574
0.5,5,50,0.8761024182076813,0.8803466484658434,0.8761024182076813,0.875581645337743,0.0017502214285611574
0.5,5,100,0.8761024182076813,0.8803466484658434,0.8761024182076813,0.875581645337743,0.0017502214285611574
0.5,5,200,0.8761024182076813,0.8803466484658434,0.8761024182076813,0.875581645337743,0.0017502214285611574
0.5,5,300,0.8761024182076813,0.8803466484658434,0.8761024182076813,0.875581645337743,0.0017502214285611574
0.5,7,50,0.8761024182076813,0.878950492952041,0.8761024182076813,0.8758617958617959,0.0017502214285611574
0.5,7,100,0.8761024182076813,0.878950492952041,0.8761024182076813,0.8758617958617959,0.0017502214285611574
0.5,7,200,0.8761024182076813,0.878950492952041,0.8761024182076813,0.8758617958617959,0.0017502214285611574
0.5,7,300,0.8761024182076813,0.878950492952041,0.8761024182076813,0.8758617958617959,0.0017502214285611574
0.5,10,50,0.8761024182076813,0.878950492952041,0.8761024182076813,0.8758617958617959,0.0017502214285611574
0.5,10,100,0.8761024182076813,0.878950492952041,0.8761024182076813,0.8758617958617959,0.0017502214285611574
0.5,10,200,0.8761024182076813,0.878950492952041,0.8761024182076813,0.8758617958617959,0.0017502214285611574
0.5,10,300,0.8761024182076813,0.878950492952041,0.8761024182076813,0.8758617958617959,0.0017502214285611574
