svm__C,svm__kernel,fold,threshold,accuracy,precision,recall,f1,mcc
0.1,poly,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,poly,4,0.8,0.85,1.0,0.0,0.0,0.0
0.1,poly,4,0.9,0.85,1.0,0.0,0.0,0.0
0.1,poly,5,0.1,0.15254237288135594,0.15254237288135594,1.0,0.2647058823529412,0.0
0.1,poly,5,0.2,0.847457627118644,1.0,0.0,0.0,0.0
0.1,poly,5,0.30000000000000004,0.847457627118644,1.0,0.0,0.0,0.0
0.1,poly,5,0.4,0.847457627118644,1.0,0.0,0.0,0.0
0.1,poly,5,0.5,0.847457627118644,1.0,0.0,0.0,0.0
0.1,poly,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.1,poly,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.1,poly,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.1,poly,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.1,sigmoid,1,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
0.1,sigmoid,1,0.2,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.1,sigmoid,1,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,1,0.4,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,1,0.5,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,1,0.6,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,1,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,1,0.8,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,1,0.9,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,2,0.1,0.21666666666666667,0.16071428571428573,1.0,0.27692307692307694,0.11227217828476796
0.1,sigmoid,2,0.2,0.7833333333333333,0.3,0.3333333333333333,0.3157894736842105,0.18786728732554486
0.1,sigmoid,2,0.30000000000000004,0.8166666666666667,0.25,0.1111111111111111,0.15384615384615385,0.07484811885651198
0.1,sigmoid,2,0.4,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,2,0.5,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,2,0.6,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,2,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,2,0.8,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,2,0.9,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,3,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045,0.07800764512385157
0.1,sigmoid,3,0.2,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,3,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,3,0.4,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,3,0.5,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,3,0.6,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,3,0.8,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,3,0.9,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,4,0.1,0.21666666666666667,0.16071428571428573,1.0,0.27692307692307694,0.11227217828476796
0.1,sigmoid,4,0.2,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.1,sigmoid,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,4,0.4,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,4,0.5,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,4,0.6,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,4,0.8,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,4,0.9,0.85,1.0,0.0,0.0,0.0
0.1,sigmoid,5,0.1,0.15254237288135594,0.15254237288135594,1.0,0.2647058823529412,0.0
0.1,sigmoid,5,0.2,0.847457627118644,1.0,0.0,0.0,0.0
0.1,sigmoid,5,0.30000000000000004,0.847457627118644,1.0,0.0,0.0,0.0
0.1,sigmoid,5,0.4,0.847457627118644,1.0,0.0,0.0,0.0
0.1,sigmoid,5,0.5,0.847457627118644,1.0,0.0,0.0,0.0
0.1,sigmoid,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.1,sigmoid,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.1,sigmoid,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.1,sigmoid,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
1.0,linear,1,0.1,0.8,0.4,0.6666666666666666,0.5,0.40422604172722165
1.0,linear,1,0.2,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
1.0,linear,1,0.30000000000000004,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
1.0,linear,1,0.4,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
1.0,linear,1,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
1.0,linear,1,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
1.0,linear,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
1.0,linear,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
1.0,linear,1,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
1.0,linear,2,0.1,0.7333333333333333,0.36,1.0,0.5294117647058824,0.4970501217477084
1.0,linear,2,0.2,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
1.0,linear,2,0.30000000000000004,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
1.0,linear,2,0.4,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
1.0,linear,2,0.5,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
1.0,linear,2,0.6,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
1.0,linear,2,0.7000000000000001,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.11779030380392652
1.0,linear,2,0.8,0.8166666666666667,0.0,0.0,0.0,-0.07800764512385157
1.0,linear,2,0.9,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
1.0,linear,3,0.1,0.48333333333333334,0.225,1.0,0.3673469387755102,0.2970442628930023
1.0,linear,3,0.2,0.95,0.75,1.0,0.8571428571428571,0.8401680504168058
1.0,linear,3,0.30000000000000004,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
1.0,linear,3,0.4,0.9833333333333333,1.0,0.8888888888888888,0.9411764705882353,0.9336995618478525
1.0,linear,3,0.5,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
1.0,linear,3,0.6,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
1.0,linear,3,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
1.0,linear,3,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
1.0,linear,3,0.9,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
1.0,linear,4,0.1,0.75,0.375,1.0,0.5454545454545454,0.5144957554275266
1.0,linear,4,0.2,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
1.0,linear,4,0.30000000000000004,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
1.0,linear,4,0.4,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
1.0,linear,4,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
1.0,linear,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
1.0,linear,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,linear,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,linear,4,0.9,0.85,1.0,0.0,0.0,0.0
1.0,linear,5,0.1,0.9152542372881356,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.7225294854661686
1.0,linear,5,0.2,0.8983050847457628,0.8,0.4444444444444444,0.5714285714285714,0.5479554215745308
1.0,linear,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
1.0,linear,5,0.4,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
1.0,linear,5,0.5,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
1.0,linear,5,0.6,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
1.0,linear,5,0.7000000000000001,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
1.0,linear,5,0.8,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
1.0,linear,5,0.9,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
1.0,rbf,1,0.1,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
1.0,rbf,1,0.2,0.8666666666666667,0.5454545454545454,0.6666666666666666,0.6,0.5247346970015024
1.0,rbf,1,0.30000000000000004,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
1.0,rbf,1,0.4,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
1.0,rbf,1,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
1.0,rbf,1,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,rbf,1,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,rbf,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,rbf,1,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,rbf,2,0.1,0.7666666666666667,0.3684210526315789,0.7777777777777778,0.5,0.4164129963551078
1.0,rbf,2,0.2,0.75,0.2,0.2222222222222222,0.21052631578947367,0.06262242910851495
1.0,rbf,2,0.30000000000000004,0.7833333333333333,0.25,0.2222222222222222,0.23529411764705882,0.10984700727621793
1.0,rbf,2,0.4,0.7833333333333333,0.25,0.2222222222222222,0.23529411764705882,0.10984700727621793
1.0,rbf,2,0.5,0.7833333333333333,0.25,0.2222222222222222,0.23529411764705882,0.10984700727621793
1.0,rbf,2,0.6,0.7666666666666667,0.14285714285714285,0.1111111111111111,0.125,-0.007269891966936623
1.0,rbf,2,0.7000000000000001,0.8166666666666667,0.25,0.1111111111111111,0.15384615384615385,0.07484811885651198
1.0,rbf,2,0.8,0.8166666666666667,0.0,0.0,0.0,-0.07800764512385157
1.0,rbf,2,0.9,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
1.0,rbf,3,0.1,0.75,0.375,1.0,0.5454545454545454,0.5144957554275266
1.0,rbf,3,0.2,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
1.0,rbf,3,0.30000000000000004,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
1.0,rbf,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,rbf,3,0.5,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
1.0,rbf,3,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
1.0,rbf,3,0.7000000000000001,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
1.0,rbf,3,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,rbf,3,0.9,0.85,1.0,0.0,0.0,0.0
1.0,rbf,4,0.1,0.8,0.4117647058823529,0.7777777777777778,0.5384615384615384,0.46094194507635605
1.0,rbf,4,0.2,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
1.0,rbf,4,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,rbf,4,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,rbf,4,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,rbf,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
1.0,rbf,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,rbf,4,0.8,0.85,1.0,0.0,0.0,0.0
1.0,rbf,4,0.9,0.85,1.0,0.0,0.0,0.0
1.0,rbf,5,0.1,0.8813559322033898,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6054161897450039
1.0,rbf,5,0.2,0.864406779661017,0.5714285714285714,0.4444444444444444,0.5,0.4274537726079017
1.0,rbf,5,0.30000000000000004,0.864406779661017,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3309638001912551
1.0,rbf,5,0.4,0.864406779661017,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3309638001912551
1.0,rbf,5,0.5,0.864406779661017,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3309638001912551
1.0,rbf,5,0.6,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
1.0,rbf,5,0.7000000000000001,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
1.0,rbf,5,0.8,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
1.0,rbf,5,0.9,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
1.0,poly,1,0.1,0.16666666666666666,0.15254237288135594,1.0,0.2647058823529412,0.054690281762322934
1.0,poly,1,0.2,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,poly,1,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,poly,1,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,poly,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,poly,1,0.6,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,poly,1,0.7000000000000001,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
1.0,poly,1,0.8,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
1.0,poly,1,0.9,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
1.0,poly,2,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
1.0,poly,2,0.2,0.85,1.0,0.0,0.0,0.0
1.0,poly,2,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
1.0,poly,2,0.4,0.85,1.0,0.0,0.0,0.0
1.0,poly,2,0.5,0.85,1.0,0.0,0.0,0.0
1.0,poly,2,0.6,0.85,1.0,0.0,0.0,0.0
1.0,poly,2,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
1.0,poly,2,0.8,0.85,1.0,0.0,0.0,0.0
1.0,poly,2,0.9,0.85,1.0,0.0,0.0,0.0
1.0,poly,3,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
1.0,poly,3,0.2,0.85,1.0,0.0,0.0,0.0
1.0,poly,3,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
1.0,poly,3,0.4,0.85,1.0,0.0,0.0,0.0
1.0,poly,3,0.5,0.85,1.0,0.0,0.0,0.0
1.0,poly,3,0.6,0.85,1.0,0.0,0.0,0.0
1.0,poly,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
1.0,poly,3,0.8,0.85,1.0,0.0,0.0,0.0
1.0,poly,3,0.9,0.85,1.0,0.0,0.0,0.0
1.0,poly,4,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
1.0,poly,4,0.2,0.85,1.0,0.0,0.0,0.0
1.0,poly,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
1.0,poly,4,0.4,0.85,1.0,0.0,0.0,0.0
1.0,poly,4,0.5,0.85,1.0,0.0,0.0,0.0
1.0,poly,4,0.6,0.85,1.0,0.0,0.0,0.0
1.0,poly,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
1.0,poly,4,0.8,0.85,1.0,0.0,0.0,0.0
1.0,poly,4,0.9,0.85,1.0,0.0,0.0,0.0
1.0,poly,5,0.1,0.15254237288135594,0.15254237288135594,1.0,0.2647058823529412,0.0
1.0,poly,5,0.2,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
1.0,poly,5,0.30000000000000004,0.864406779661017,1.0,0.1111111111111111,0.2,0.30949223029508643
1.0,poly,5,0.4,0.847457627118644,1.0,0.0,0.0,0.0
1.0,poly,5,0.5,0.847457627118644,1.0,0.0,0.0,0.0
1.0,poly,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
1.0,poly,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
1.0,poly,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
1.0,poly,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
1.0,sigmoid,1,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045,0.07800764512385157
1.0,sigmoid,1,0.2,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
1.0,sigmoid,1,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,1,0.4,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,1,0.5,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,1,0.6,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,1,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,1,0.8,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,1,0.9,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,2,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045,0.07800764512385157
1.0,sigmoid,2,0.2,0.8166666666666667,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.17114534360342343
1.0,sigmoid,2,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,2,0.4,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,2,0.5,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,2,0.6,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,2,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,2,0.8,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,2,0.9,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,3,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
1.0,sigmoid,3,0.2,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,3,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,3,0.4,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,3,0.5,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,3,0.6,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,3,0.8,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,3,0.9,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,4,0.1,0.2,0.15789473684210525,1.0,0.2727272727272727,0.09637388493048533
1.0,sigmoid,4,0.2,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,4,0.4,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,4,0.5,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,4,0.6,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,4,0.8,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,4,0.9,0.85,1.0,0.0,0.0,0.0
1.0,sigmoid,5,0.1,0.15254237288135594,0.15254237288135594,1.0,0.2647058823529412,0.0
1.0,sigmoid,5,0.2,0.847457627118644,1.0,0.0,0.0,0.0
1.0,sigmoid,5,0.30000000000000004,0.847457627118644,1.0,0.0,0.0,0.0
1.0,sigmoid,5,0.4,0.847457627118644,1.0,0.0,0.0,0.0
1.0,sigmoid,5,0.5,0.847457627118644,1.0,0.0,0.0,0.0
1.0,sigmoid,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
1.0,sigmoid,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
1.0,sigmoid,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
1.0,sigmoid,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
10.0,linear,1,0.1,0.8,0.4,0.6666666666666666,0.5,0.40422604172722165
10.0,linear,1,0.2,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
10.0,linear,1,0.30000000000000004,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
10.0,linear,1,0.4,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
10.0,linear,1,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
10.0,linear,1,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
10.0,linear,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10.0,linear,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10.0,linear,1,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10.0,linear,2,0.1,0.7333333333333333,0.36,1.0,0.5294117647058824,0.4970501217477084
10.0,linear,2,0.2,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
10.0,linear,2,0.30000000000000004,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
10.0,linear,2,0.4,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
10.0,linear,2,0.5,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
10.0,linear,2,0.6,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
10.0,linear,2,0.7000000000000001,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.11779030380392652
10.0,linear,2,0.8,0.8166666666666667,0.0,0.0,0.0,-0.07800764512385157
10.0,linear,2,0.9,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
10.0,linear,3,0.1,0.48333333333333334,0.225,1.0,0.3673469387755102,0.2970442628930023
10.0,linear,3,0.2,0.95,0.75,1.0,0.8571428571428571,0.8401680504168058
10.0,linear,3,0.30000000000000004,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
10.0,linear,3,0.4,0.9833333333333333,1.0,0.8888888888888888,0.9411764705882353,0.9336995618478525
10.0,linear,3,0.5,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,linear,3,0.6,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,linear,3,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
10.0,linear,3,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,linear,3,0.9,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
10.0,linear,4,0.1,0.75,0.375,1.0,0.5454545454545454,0.5144957554275266
10.0,linear,4,0.2,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
10.0,linear,4,0.30000000000000004,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
10.0,linear,4,0.4,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
10.0,linear,4,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
10.0,linear,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10.0,linear,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
10.0,linear,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
10.0,linear,4,0.9,0.85,1.0,0.0,0.0,0.0
10.0,linear,5,0.1,0.9152542372881356,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.7225294854661686
10.0,linear,5,0.2,0.8983050847457628,0.8,0.4444444444444444,0.5714285714285714,0.5479554215745308
10.0,linear,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
10.0,linear,5,0.4,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
10.0,linear,5,0.5,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
10.0,linear,5,0.6,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
10.0,linear,5,0.7000000000000001,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
10.0,linear,5,0.8,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
10.0,linear,5,0.9,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
10.0,rbf,1,0.1,0.8166666666666667,0.4375,0.7777777777777778,0.56,0.48553038055886144
10.0,rbf,1,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
10.0,rbf,1,0.30000000000000004,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
10.0,rbf,1,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
10.0,rbf,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
10.0,rbf,1,0.6,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
10.0,rbf,1,0.7000000000000001,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
10.0,rbf,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10.0,rbf,1,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
10.0,rbf,2,0.1,0.7666666666666667,0.3684210526315789,0.7777777777777778,0.5,0.4164129963551078
10.0,rbf,2,0.2,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.43039436929001634
10.0,rbf,2,0.30000000000000004,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813
10.0,rbf,2,0.4,0.7833333333333333,0.3333333333333333,0.4444444444444444,0.38095238095238093,0.2567180154051351
10.0,rbf,2,0.5,0.7833333333333333,0.3,0.3333333333333333,0.3157894736842105,0.18786728732554486
10.0,rbf,2,0.6,0.7833333333333333,0.3,0.3333333333333333,0.3157894736842105,0.18786728732554486
10.0,rbf,2,0.7000000000000001,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
10.0,rbf,2,0.8,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
10.0,rbf,2,0.9,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
10.0,rbf,3,0.1,0.9166666666666666,0.6428571428571429,1.0,0.782608695652174,0.7614669610515673
10.0,rbf,3,0.2,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
10.0,rbf,3,0.30000000000000004,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
10.0,rbf,3,0.4,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
