svm__C,svm__kernel,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
0.01,poly,0.4,0.8461581920903954,0.007253344014558579,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.010938056352464587,0.024458237545834215
0.01,poly,0.5,0.8461581920903954,0.007253344014558579,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.010938056352464587,0.024458237545834215
0.01,poly,0.6,0.8461581920903954,0.007253344014558579,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.010938056352464587,0.024458237545834215
0.01,poly,0.7000000000000001,0.8461581920903954,0.007253344014558579,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.010938056352464587,0.024458237545834215
0.01,poly,0.8,0.8461581920903954,0.007253344014558579,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.010938056352464587,0.024458237545834215
0.01,poly,0.9,0.8461581920903954,0.007253344014558579,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.010938056352464587,0.024458237545834215
0.01,rbf,0.1,0.7461581920903955,0.0960783425693912,0.37787878787878787,0.09372899213659644,0.8666666666666666,0.1217161238900369,0.5182580138502177,0.08949612471627401,0.45332150281799954,0.10519296908805437
0.01,rbf,0.2,0.8629378531073446,0.07570342140053052,0.5567460317460318,0.23902365285961608,0.5333333333333333,0.24088314876309777,0.542062263501892,0.2337101526235804,0.4635756265791565,0.2796657410273462
0.01,rbf,0.30000000000000004,0.8696045197740112,0.059290615839472406,0.6076190476190476,0.21792803946598416,0.4222222222222222,0.27666443551086073,0.4744542351353497,0.23081342705667476,0.42658882424398803,0.254906248508756
0.01,rbf,0.4,0.8662146892655368,0.06562451503372209,0.6166666666666666,0.27386127875258304,0.3555555555555555,0.24088314876309777,0.43539215686274507,0.25267513368630284,0.3929228927355611,0.2806406396865476
0.01,rbf,0.5,0.8628813559322033,0.059371985963842314,0.6166666666666666,0.27386127875258304,0.3333333333333333,0.19245008972987526,0.4203921568627451,0.2201918006324122,0.3785978734456439,0.2507483203029188
0.01,rbf,0.6,0.85954802259887,0.055967645564728274,0.8285714285714285,0.3833259389999639,0.2,0.14487116456005886,0.3008041958041958,0.19630257814385926,0.3380772535260314,0.2348225641502045
0.01,rbf,0.7000000000000001,0.8662146892655368,0.023591883634233538,0.8666666666666666,0.29814239699997197,0.15555555555555553,0.09938079899999065,0.2533333333333333,0.13864422895390283,0.31864488173561795,0.15192366711364627
0.01,rbf,0.8,0.8528813559322034,0.02140508646810113,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17026155569551232,0.1930129801669705
0.01,rbf,0.9,0.8528248587570622,0.007815726176416418,1.0,0.0,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.06198231933063266,0.13859667942639392
0.01,sigmoid,0.1,0.18717514124293785,0.029044301530092517,0.15633714619687736,0.004137508649975964,1.0,0.0,0.27038292699398936,0.00618434711298943,0.07144845669114208,0.04680249414532961
0.01,sigmoid,0.2,0.8528248587570622,0.03620891569302675,0.8666666666666666,0.29814239699997197,0.15555555555555553,0.16850834320114555,0.20666666666666664,0.21653842358548953,0.2143433104871435,0.22972598189700877
0.01,sigmoid,0.30000000000000004,0.8428248587570621,0.014664255109776531,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.015601529024770314,0.03488607945232242
0.01,sigmoid,0.4,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,sigmoid,0.5,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,sigmoid,0.6,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,sigmoid,0.7000000000000001,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,sigmoid,0.8,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,sigmoid,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,linear,0.1,0.7363841807909605,0.15832790275793623,0.40533333333333327,0.16110469335876662,0.9111111111111111,0.1448711645600589,0.5408236021681401,0.14211727032304955,0.4870691334523255,0.15753241441721413
0.1,linear,0.2,0.9029943502824859,0.05580779979010079,0.7151948051948052,0.21102377567744302,0.6444444444444445,0.24088314876309777,0.6607142857142857,0.18982403237026158,0.6172540546260402,0.22182734922793754
0.1,linear,0.30000000000000004,0.906271186440678,0.056238248477206036,0.8157142857142856,0.23938697217889615,0.5111111111111111,0.28974232912011777,0.5996385193753615,0.2310421978374948,0.5869697768243409,0.25213465122082906
0.1,linear,0.4,0.9063276836158192,0.04808097150238842,0.9,0.22360679774997896,0.4444444444444445,0.24845199749997662,0.5682352941176471,0.21292980145113732,0.5796427339179739,0.21950539013925432
0.1,linear,0.5,0.9029943502824859,0.029871195074682878,0.9199999999999999,0.17888543819998318,0.4,0.14907119849998596,0.5457142857142857,0.14547599563543964,0.5622508867160055,0.14789745940359159
0.1,linear,0.6,0.8963276836158192,0.03610131914961421,0.9,0.22360679774997896,0.3555555555555555,0.18257418583505536,0.4942657342657343,0.19066520449826987,0.5178334385689775,0.19285142637136296
0.1,linear,0.7000000000000001,0.8796045197740113,0.03609767180929247,0.8666666666666666,0.29814239699997197,0.2444444444444444,0.18257418583505539,0.36164502164502166,0.217088150830858,0.40579931421584065,0.21911180034478606
0.1,linear,0.8,0.8729378531073447,0.03638994848484063,0.8,0.4472135954999579,0.2,0.16480441082434807,0.3085314685314685,0.22759761608950546,0.35033341397330076,0.26625122685095887
0.1,linear,0.9,0.8696045197740112,0.02715878032692405,0.8,0.4472135954999579,0.15555555555555553,0.14907119849998596,0.24545454545454545,0.23088045634909626,0.2749965015134535,0.2799354097201946
0.1,poly,0.1,0.1538418079096045,0.007253344014558608,0.15101694915254238,0.0013925149767080587,1.0,0.0,0.26240409207161125,0.0021012374328842763,0.010938056352464587,0.024458237545834215
0.1,poly,0.2,0.8494915254237287,0.0011369837173727689,0.9,0.22360679774997896,0.04444444444444444,0.09938079899999065,0.06153846153846154,0.1376041832307563,0.05239368319955838,0.11715583722580122
0.1,poly,0.30000000000000004,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
0.1,poly,0.4,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
0.1,poly,0.5,0.8494915254237287,0.0011369837173727689,0.9,0.22360679774997896,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.03640356772446406,0.08140085205541898
0.1,poly,0.6,0.8494915254237287,0.0011369837173727689,0.9,0.22360679774997896,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.03640356772446406,0.08140085205541898
0.1,poly,0.7000000000000001,0.8494915254237287,0.0011369837173727689,0.9,0.22360679774997896,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.03640356772446406,0.08140085205541898
0.1,poly,0.8,0.8494915254237287,0.0011369837173727689,0.9,0.22360679774997896,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.03640356772446406,0.08140085205541898
0.1,poly,0.9,0.8494915254237287,0.0011369837173727689,0.9,0.22360679774997896,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.03640356772446406,0.08140085205541898
0.1,rbf,0.1,0.8029378531073446,0.056317723478919154,0.43735294117647056,0.09265898875364102,0.8222222222222222,0.09938079899999067,0.5633349409211478,0.06802264203672688,0.4977865120588074,0.07709074840402448
0.1,rbf,0.2,0.8628813559322033,0.06910161153902773,0.5516883116883117,0.2129442465774714,0.5555555555555556,0.24845199749997662,0.5471052631578948,0.216982421387392,0.4710248786124257,0.259447273666567
0.1,rbf,0.30000000000000004,0.8662146892655368,0.05893423147948808,0.590952380952381,0.20724135589171566,0.4,0.2897423291201177,0.448813209494324,0.23956227435511276,0.4031561008931533,0.25780009394227055
0.1,rbf,0.4,0.8628813559322033,0.059371985963842314,0.5916666666666666,0.2327373340628157,0.3555555555555555,0.24088314876309777,0.4250980392156863,0.23035001700561417,0.3791776244729854,0.25194788945392405
0.1,rbf,0.5,0.8628813559322033,0.059371985963842314,0.6166666666666666,0.27386127875258304,0.3333333333333333,0.19245008972987526,0.4203921568627451,0.2201918006324122,0.3785978734456439,0.2507483203029188
0.1,rbf,0.6,0.85954802259887,0.055967645564728274,0.8285714285714285,0.3833259389999639,0.2,0.14487116456005886,0.3008041958041958,0.19630257814385926,0.3380772535260314,0.2348225641502045
0.1,rbf,0.7000000000000001,0.8662146892655368,0.023591883634233538,0.8666666666666666,0.29814239699997197,0.15555555555555553,0.09938079899999065,0.2533333333333333,0.13864422895390283,0.31864488173561795,0.15192366711364627
0.1,rbf,0.8,0.8528813559322034,0.02140508646810113,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17026155569551232,0.1930129801669705
0.1,rbf,0.9,0.8562146892655367,0.008547240265766864,1.0,0.0,0.04444444444444444,0.06085806194501846,0.08,0.10954451150103323,0.12388076538964995,0.1696307889104395
0.1,sigmoid,0.1,0.18384180790960453,0.032711327728001956,0.15582867162060615,0.004820329261195148,1.0,0.0,0.2696156635668793,0.007216584154897032,0.060510400338677495,0.056981869892201456
0.1,sigmoid,0.2,0.8461581920903954,0.041464173283211635,0.76,0.3361547262794322,0.15555555555555553,0.16850834320114555,0.19952153110047846,0.21432255834723984,0.18320076144412306,0.22296727915232042
0.1,sigmoid,0.30000000000000004,0.8428248587570621,0.014664255109776531,0.85,0.33541019662496846,0.02222222222222222,0.049690399499995326,0.03076923076923077,0.06880209161537815,0.014969623771302395,0.033473096350228916
0.1,sigmoid,0.4,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,sigmoid,0.5,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,sigmoid,0.6,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,sigmoid,0.7000000000000001,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,sigmoid,0.8,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,sigmoid,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,linear,0.1,0.7363841807909605,0.15832790275793623,0.40533333333333327,0.16110469335876662,0.9111111111111111,0.1448711645600589,0.5408236021681401,0.14211727032304955,0.4870691334523255,0.15753241441721413
1.0,linear,0.2,0.9029943502824859,0.05580779979010079,0.7151948051948052,0.21102377567744302,0.6444444444444445,0.24088314876309777,0.6607142857142857,0.18982403237026158,0.6172540546260402,0.22182734922793754
1.0,linear,0.30000000000000004,0.906271186440678,0.056238248477206036,0.8157142857142856,0.23938697217889615,0.5111111111111111,0.28974232912011777,0.5996385193753615,0.2310421978374948,0.5869697768243409,0.25213465122082906
1.0,linear,0.4,0.9063276836158192,0.04808097150238842,0.9,0.22360679774997896,0.4444444444444445,0.24845199749997662,0.5682352941176471,0.21292980145113732,0.5796427339179739,0.21950539013925432
1.0,linear,0.5,0.9029943502824859,0.029871195074682878,0.9199999999999999,0.17888543819998318,0.4,0.14907119849998596,0.5457142857142857,0.14547599563543964,0.5622508867160055,0.14789745940359159
1.0,linear,0.6,0.8963276836158192,0.03610131914961421,0.9,0.22360679774997896,0.3555555555555555,0.18257418583505536,0.4942657342657343,0.19066520449826987,0.5178334385689775,0.19285142637136296
1.0,linear,0.7000000000000001,0.8796045197740113,0.03609767180929247,0.8666666666666666,0.29814239699997197,0.2444444444444444,0.18257418583505539,0.36164502164502166,0.217088150830858,0.40579931421584065,0.21911180034478606
1.0,linear,0.8,0.8729378531073447,0.03638994848484063,0.8,0.4472135954999579,0.2,0.16480441082434807,0.3085314685314685,0.22759761608950546,0.35033341397330076,0.26625122685095887
1.0,linear,0.9,0.8696045197740112,0.02715878032692405,0.8,0.4472135954999579,0.15555555555555553,0.14907119849998596,0.24545454545454545,0.23088045634909626,0.2749965015134535,0.2799354097201946
1.0,poly,0.1,0.1538418079096045,0.007253344014558608,0.15101694915254238,0.0013925149767080587,1.0,0.0,0.26240409207161125,0.0021012374328842763,0.010938056352464587,0.024458237545834215
1.0,poly,0.2,0.8562146892655367,0.008547240265766864,0.9333333333333332,0.14907119849998604,0.06666666666666667,0.09938079899999065,0.10666666666666666,0.1534781924429512,0.12828934456668498,0.17584684108810747
1.0,poly,0.30000000000000004,0.8562146892655367,0.008547240265766864,0.9333333333333332,0.14907119849998604,0.06666666666666667,0.09938079899999065,0.10666666666666666,0.1534781924429512,0.12828934456668498,0.17584684108810747
1.0,poly,0.4,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
1.0,poly,0.5,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
1.0,poly,0.6,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
1.0,poly,0.7000000000000001,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
1.0,poly,0.8,0.8494915254237287,0.0011369837173727689,0.9,0.22360679774997896,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.03640356772446406,0.08140085205541898
1.0,poly,0.9,0.8494915254237287,0.0011369837173727689,0.9,0.22360679774997896,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.03640356772446406,0.08140085205541898
1.0,rbf,0.1,0.806271186440678,0.052783451549789896,0.44103715170278635,0.08859451828070943,0.8222222222222222,0.09938079899999067,0.5667832167832167,0.06318155910936221,0.501857307891695,0.07064390085180462
1.0,rbf,0.2,0.8628813559322033,0.06910161153902773,0.5516883116883117,0.2129442465774714,0.5555555555555556,0.24845199749997662,0.5471052631578948,0.216982421387392,0.4710248786124257,0.259447273666567
1.0,rbf,0.30000000000000004,0.8662146892655368,0.05893423147948808,0.590952380952381,0.20724135589171566,0.4,0.2897423291201177,0.448813209494324,0.23956227435511276,0.4031561008931533,0.25780009394227055
1.0,rbf,0.4,0.8628813559322033,0.059371985963842314,0.5916666666666666,0.2327373340628157,0.3555555555555555,0.24088314876309777,0.4250980392156863,0.23035001700561417,0.3791776244729854,0.25194788945392405
1.0,rbf,0.5,0.8628813559322033,0.059371985963842314,0.6166666666666666,0.27386127875258304,0.3333333333333333,0.19245008972987526,0.4203921568627451,0.2201918006324122,0.3785978734456439,0.2507483203029188
1.0,rbf,0.6,0.85954802259887,0.055967645564728274,0.8285714285714285,0.3833259389999639,0.2,0.14487116456005886,0.3008041958041958,0.19630257814385926,0.3380772535260314,0.2348225641502045
1.0,rbf,0.7000000000000001,0.8628813559322033,0.029768168039061467,0.85,0.33541019662496846,0.15555555555555553,0.09938079899999065,0.25076923076923074,0.14075031398747911,0.31005644474613503,0.1666198490438891
1.0,rbf,0.8,0.8528813559322034,0.02140508646810113,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17026155569551232,0.1930129801669705
1.0,rbf,0.9,0.8528813559322034,0.013431304811115978,0.8,0.4472135954999579,0.04444444444444444,0.06085806194501846,0.08,0.10954451150103323,0.11294270903718537,0.1809981958812646
1.0,sigmoid,0.1,0.17384180790960452,0.02171708348338741,0.1541563874619336,0.002996684622191953,1.0,0.0,0.2671232306266852,0.004501676047232548,0.0504778350356377,0.04668578997593029
1.0,sigmoid,0.2,0.8461581920903954,0.018176599714229042,0.8666666666666666,0.29814239699997197,0.06666666666666667,0.09938079899999065,0.09333333333333334,0.1299572579307862,0.09621138805131735,0.14058162257514403
1.0,sigmoid,0.30000000000000004,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,sigmoid,0.4,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,sigmoid,0.5,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,sigmoid,0.6,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,sigmoid,0.7000000000000001,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,sigmoid,0.8,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,sigmoid,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,linear,0.1,0.7363841807909605,0.15832790275793623,0.40533333333333327,0.16110469335876662,0.9111111111111111,0.1448711645600589,0.5408236021681401,0.14211727032304955,0.4870691334523255,0.15753241441721413
10.0,linear,0.2,0.9029943502824859,0.05580779979010079,0.7151948051948052,0.21102377567744302,0.6444444444444445,0.24088314876309777,0.6607142857142857,0.18982403237026158,0.6172540546260402,0.22182734922793754
10.0,linear,0.30000000000000004,0.906271186440678,0.056238248477206036,0.8157142857142856,0.23938697217889615,0.5111111111111111,0.28974232912011777,0.5996385193753615,0.2310421978374948,0.5869697768243409,0.25213465122082906
10.0,linear,0.4,0.9063276836158192,0.04808097150238842,0.9,0.22360679774997896,0.4444444444444445,0.24845199749997662,0.5682352941176471,0.21292980145113732,0.5796427339179739,0.21950539013925432
10.0,linear,0.5,0.9029943502824859,0.029871195074682878,0.9199999999999999,0.17888543819998318,0.4,0.14907119849998596,0.5457142857142857,0.14547599563543964,0.5622508867160055,0.14789745940359159
10.0,linear,0.6,0.8963276836158192,0.03610131914961421,0.9,0.22360679774997896,0.3555555555555555,0.18257418583505536,0.4942657342657343,0.19066520449826987,0.5178334385689775,0.19285142637136296
10.0,linear,0.7000000000000001,0.8796045197740113,0.03609767180929247,0.8666666666666666,0.29814239699997197,0.2444444444444444,0.18257418583505539,0.36164502164502166,0.217088150830858,0.40579931421584065,0.21911180034478606
10.0,linear,0.8,0.8729378531073447,0.03638994848484063,0.8,0.4472135954999579,0.2,0.16480441082434807,0.3085314685314685,0.22759761608950546,0.35033341397330076,0.26625122685095887
10.0,linear,0.9,0.8696045197740112,0.02715878032692405,0.8,0.4472135954999579,0.15555555555555553,0.14907119849998596,0.24545454545454545,0.23088045634909626,0.2749965015134535,0.2799354097201946
10.0,poly,0.1,0.1538418079096045,0.007253344014558608,0.15101694915254238,0.0013925149767080587,1.0,0.0,0.26240409207161125,0.0021012374328842763,0.010938056352464587,0.024458237545834215
10.0,poly,0.2,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
10.0,poly,0.30000000000000004,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
10.0,poly,0.4,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
10.0,poly,0.5,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
10.0,poly,0.6,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
10.0,poly,0.7000000000000001,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
10.0,poly,0.8,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
10.0,poly,0.9,0.8528248587570622,0.007815726176416418,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06639089850766768,0.14845456215043426
10.0,rbf,0.1,0.8630508474576271,0.06783526440437343,0.5497556390977444,0.14075627387949965,0.8666666666666666,0.1217161238900369,0.6658901601830663,0.12694893801829413,0.6157748629448941,0.15462633554338087
10.0,rbf,0.2,0.8897175141242938,0.05460372331294014,0.6623809523809524,0.1849832988722982,0.6444444444444445,0.16480441082434802,0.6413963296989277,0.14880722726420315,0.5850234581370047,0.17663613659250235
10.0,rbf,0.30000000000000004,0.8829378531073446,0.06124362842815358,0.6583516483516483,0.20493194431151918,0.5333333333333333,0.2652741419180738,0.5631762973868237,0.22366685186165172,0.5178934508731358,0.2390243511483356
10.0,rbf,0.4,0.876271186440678,0.05840254577167504,0.7222222222222222,0.24845199749997665,0.4444444444444445,0.23570226039551584,0.5044733044733045,0.20333677363021593,0.4813301513495699,0.20312148555493523
10.0,rbf,0.5,0.876271186440678,0.05840254577167504,0.7488888888888889,0.28948656123523675,0.4,0.23040490392586357,0.4811843127632601,0.20555430545800668,0.4672207334671702,0.22314763918881755
10.0,rbf,0.6,0.8696045197740112,0.05178845231603819,0.7433333333333334,0.2890597785157173,0.3555555555555555,0.18257418583505536,0.4437283047190168,0.16344828074137704,0.43330665809645785,0.18322194955542642
10.0,rbf,0.7000000000000001,0.876271186440678,0.030180413393666318,0.769047619047619,0.24158161768755332,0.3333333333333333,0.19245008972987526,0.42829768270944746,0.1559441343485109,0.4316232861926029,0.14475027109552507
10.0,rbf,0.8,0.8796045197740113,0.029772054739045505,0.8357142857142857,0.2520325537768193,0.3333333333333333,0.19245008972987526,0.4343582887700535,0.15186630300494486,0.4536410521586337,0.13375477801152372
10.0,rbf,0.9,0.8795480225988701,0.036354406703757565,0.8514285714285714,0.25982725815747787,0.28888888888888886,0.21659542988464364,0.3925974025974026,0.21090985061599468,0.42487966904383423,0.19139979750113684
10.0,sigmoid,0.1,0.17384180790960452,0.021717083483387398,0.1541563874619336,0.0029966846221919567,1.0,0.0,0.2671232306266852,0.004501676047232553,0.0504778350356377,0.04668578997593029
10.0,sigmoid,0.2,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,sigmoid,0.30000000000000004,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,sigmoid,0.4,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,sigmoid,0.5,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,sigmoid,0.6,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,sigmoid,0.7000000000000001,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,sigmoid,0.8,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,sigmoid,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,linear,0.1,0.7363841807909605,0.15832790275793623,0.40533333333333327,0.16110469335876662,0.9111111111111111,0.1448711645600589,0.5408236021681401,0.14211727032304955,0.4870691334523255,0.15753241441721413
100.0,linear,0.2,0.9029943502824859,0.05580779979010079,0.7151948051948052,0.21102377567744302,0.6444444444444445,0.24088314876309777,0.6607142857142857,0.18982403237026158,0.6172540546260402,0.22182734922793754
100.0,linear,0.30000000000000004,0.906271186440678,0.056238248477206036,0.8157142857142856,0.23938697217889615,0.5111111111111111,0.28974232912011777,0.5996385193753615,0.2310421978374948,0.5869697768243409,0.25213465122082906
100.0,linear,0.4,0.9063276836158192,0.04808097150238842,0.9,0.22360679774997896,0.4444444444444445,0.24845199749997662,0.5682352941176471,0.21292980145113732,0.5796427339179739,0.21950539013925432
100.0,linear,0.5,0.9029943502824859,0.029871195074682878,0.9199999999999999,0.17888543819998318,0.4,0.14907119849998596,0.5457142857142857,0.14547599563543964,0.5622508867160055,0.14789745940359159
100.0,linear,0.6,0.8963276836158192,0.03610131914961421,0.9,0.22360679774997896,0.3555555555555555,0.18257418583505536,0.4942657342657343,0.19066520449826987,0.5178334385689775,0.19285142637136296
