pca__n_components,kernel,C,threshold,accuracy,precision,recall,f1,mcc
150,linear,0.01,0.1,0.767211131276467,0.40316742081447965,0.9111111111111111,0.5544322344322344,0.49947329906981774
150,linear,0.01,0.2,0.9096188747731396,0.7021212121212121,0.7333333333333333,0.7075925106884859,0.6614930146219571
150,linear,0.01,0.30000000000000004,0.9061101028433152,0.736111111111111,0.6,0.650296631473102,0.6084911741331018
150,linear,0.01,0.4,0.9062310949788264,0.8628571428571428,0.48888888888888893,0.6012987012987013,0.5940405205253422
150,linear,0.01,0.5,0.9062310949788264,0.9333333333333332,0.4222222222222222,0.5497435897435897,0.5716613642590345
150,linear,0.01,0.6,0.8854809437386569,0.8,0.28888888888888886,0.3984415584415585,0.42511841793366933
150,linear,0.01,0.7000000000000001,0.8785238959467634,0.8,0.2444444444444444,0.3588811188811189,0.3924587488348546
150,linear,0.01,0.8,0.8715063520871145,0.8,0.2,0.3085314685314685,0.3536475963300604
150,linear,0.01,0.9,0.8680580762250454,0.8,0.17777777777777776,0.28545454545454546,0.33562686925724955
150,linear,0.1,0.1,0.6914095583787054,0.33105644355644354,0.8444444444444444,0.4699220779220779,0.38406628278350385
150,linear,0.1,0.2,0.8992135511191772,0.6822510822510822,0.6666666666666666,0.665,0.6124372642633118
150,linear,0.1,0.30000000000000004,0.8923169993950394,0.7357142857142857,0.4888888888888888,0.5757918552036199,0.5386746525158668
150,linear,0.1,0.4,0.8854809437386569,0.7847619047619048,0.37777777777777777,0.4893939393939394,0.4823813052838128
150,linear,0.1,0.5,0.8715668481548698,0.8,0.22222222222222224,0.33580419580419585,0.3695913629847628
150,linear,0.1,0.6,0.868118572292801,0.8,0.2,0.31272727272727274,0.351570635911952
150,linear,0.1,0.7000000000000001,0.868118572292801,0.8,0.2,0.31272727272727274,0.351570635911952
150,linear,0.1,0.8,0.8646098003629763,0.8,0.15555555555555553,0.2581818181818182,0.314828727443456
150,linear,0.1,0.9,0.8646098003629763,0.8,0.15555555555555553,0.2581818181818182,0.314828727443456
150,linear,1.0,0.1,0.6914095583787054,0.33105644355644354,0.8444444444444444,0.4699220779220779,0.38406628278350385
150,linear,1.0,0.2,0.8992135511191772,0.6822510822510822,0.6666666666666666,0.665,0.6124372642633118
150,linear,1.0,0.30000000000000004,0.8923169993950394,0.7357142857142857,0.4888888888888888,0.5757918552036199,0.5386746525158668
150,linear,1.0,0.4,0.8854809437386569,0.7847619047619048,0.37777777777777777,0.4893939393939394,0.4823813052838128
150,linear,1.0,0.5,0.8715668481548698,0.8,0.22222222222222224,0.33580419580419585,0.3695913629847628
150,linear,1.0,0.6,0.868118572292801,0.8,0.2,0.31272727272727274,0.351570635911952
150,linear,1.0,0.7000000000000001,0.868118572292801,0.8,0.2,0.31272727272727274,0.351570635911952
150,linear,1.0,0.8,0.8646098003629763,0.8,0.15555555555555553,0.2581818181818182,0.314828727443456
150,linear,1.0,0.9,0.8646098003629763,0.8,0.15555555555555553,0.2581818181818182,0.314828727443456
150,linear,10.0,0.1,0.6914095583787054,0.33105644355644354,0.8444444444444444,0.4699220779220779,0.38406628278350385
150,linear,10.0,0.2,0.8992135511191772,0.6822510822510822,0.6666666666666666,0.665,0.6124372642633118
150,linear,10.0,0.30000000000000004,0.8923169993950394,0.7357142857142857,0.4888888888888888,0.5757918552036199,0.5386746525158668
150,linear,10.0,0.4,0.8854809437386569,0.7847619047619048,0.37777777777777777,0.4893939393939394,0.4823813052838128
150,linear,10.0,0.5,0.8715668481548698,0.8,0.22222222222222224,0.33580419580419585,0.3695913629847628
150,linear,10.0,0.6,0.868118572292801,0.8,0.2,0.31272727272727274,0.351570635911952
150,linear,10.0,0.7000000000000001,0.868118572292801,0.8,0.2,0.31272727272727274,0.351570635911952
150,linear,10.0,0.8,0.8646098003629763,0.8,0.15555555555555553,0.2581818181818182,0.314828727443456
150,linear,10.0,0.9,0.8646098003629763,0.8,0.15555555555555553,0.2581818181818182,0.314828727443456
150,linear,100.0,0.1,0.6914095583787054,0.33105644355644354,0.8444444444444444,0.4699220779220779,0.38406628278350385
150,linear,100.0,0.2,0.8992135511191772,0.6822510822510822,0.6666666666666666,0.665,0.6124372642633118
150,linear,100.0,0.30000000000000004,0.8923169993950394,0.7357142857142857,0.4888888888888888,0.5757918552036199,0.5386746525158668
150,linear,100.0,0.4,0.8854809437386569,0.7847619047619048,0.37777777777777777,0.4893939393939394,0.4823813052838128
150,linear,100.0,0.5,0.8715668481548698,0.8,0.22222222222222224,0.33580419580419585,0.3695913629847628
150,linear,100.0,0.6,0.868118572292801,0.8,0.2,0.31272727272727274,0.351570635911952
150,linear,100.0,0.7000000000000001,0.868118572292801,0.8,0.2,0.31272727272727274,0.351570635911952
150,linear,100.0,0.8,0.8646098003629763,0.8,0.15555555555555553,0.2581818181818182,0.314828727443456
150,linear,100.0,0.9,0.8646098003629763,0.8,0.15555555555555553,0.2581818181818182,0.314828727443456
150,poly,0.01,0.1,0.15626134301270417,0.15626134301270417,1.0,0.2702849389416554,0.0
150,poly,0.01,0.2,0.8402903811252269,0.8,0.0,0.0,-0.011353134489128948
150,poly,0.01,0.30000000000000004,0.8402903811252269,0.8,0.0,0.0,-0.011353134489128948
150,poly,0.01,0.4,0.8402903811252269,0.8,0.0,0.0,-0.011353134489128948
150,poly,0.01,0.5,0.8402903811252269,0.8,0.0,0.0,-0.011353134489128948
150,poly,0.01,0.6,0.8402903811252269,0.8,0.0,0.0,-0.011353134489128948
150,poly,0.01,0.7000000000000001,0.8402903811252269,0.8,0.0,0.0,-0.011353134489128948
