dt__max_depth,dt__min_samples_split,dt__min_samples_leaf,dt__criterion,dt__max_features,threshold,accuracy,precision,recall,f1,mcc
10,5,2,entropy,log2,0.5,0.8680580762250454,0.7333333333333333,0.3555555555555555,0.43004329004329006,0.4260996623161888
10,5,2,entropy,sqrt,0.5,0.8992135511191772,0.6625974025974026,0.7333333333333333,0.6866691344730111,0.6352563244481427
10,5,2,gini,log2,0.5,0.8679975801572898,0.78,0.3555555555555555,0.427012987012987,0.4317946078792243
10,5,2,gini,sqrt,0.5,0.9235934664246823,0.7313886113886114,0.8222222222222222,0.7672966507177034,0.7287304259636104
10,5,5,entropy,log2,0.5,0.843859649122807,0.6333333333333333,0.13333333333333333,0.20093240093240095,0.18588666305124804
10,5,5,entropy,sqrt,0.5,0.833393829401089,0.47051948051948056,0.4444444444444445,0.45328173374613,0.3581786400039272
10,5,5,gini,log2,0.5,0.843859649122807,0.7333333333333333,0.08888888888888888,0.1393939393939394,0.1340456102939321
10,5,5,gini,sqrt,0.5,0.833393829401089,0.4681385281385281,0.5333333333333333,0.49217772692601064,0.3993316327083457
10,10,2,entropy,log2,0.5,0.8680580762250454,0.8333333333333333,0.22222222222222224,0.3157575757575758,0.32881320165804606
10,10,2,entropy,sqrt,0.5,0.8784029038112523,0.6216450216450216,0.5777777777777777,0.5910474716202271,0.5257829373414159
10,10,2,gini,log2,0.5,0.8645493042952207,0.8699999999999999,0.2,0.29074925074925073,0.3145309281341669
10,10,2,gini,sqrt,0.5,0.8889292196007259,0.6483116883116884,0.6666666666666666,0.6373809523809524,0.5867459170842715
10,10,5,entropy,log2,0.5,0.843859649122807,0.6333333333333333,0.13333333333333333,0.20093240093240095,0.18588666305124804
10,10,5,entropy,sqrt,0.5,0.833393829401089,0.47051948051948056,0.4444444444444445,0.45328173374613,0.3581786400039272
10,10,5,gini,log2,0.5,0.843859649122807,0.7333333333333333,0.08888888888888888,0.1393939393939394,0.1340456102939321
10,10,5,gini,sqrt,0.5,0.833393829401089,0.4681385281385281,0.5333333333333333,0.49217772692601064,0.3993316327083457
20,5,2,entropy,log2,0.5,0.8715063520871145,0.7428571428571429,0.37777777777777777,0.44837662337662343,0.4445458376636151
20,5,2,entropy,sqrt,0.5,0.9131881427707199,0.7196825396825397,0.7777777777777778,0.737369692346809,0.693931277113973
20,5,2,gini,log2,0.5,0.8748941318814276,0.6766666666666666,0.5111111111111111,0.559475612107191,0.5097055123108059
20,5,2,gini,sqrt,0.5,0.9026618269812463,0.6929181929181929,0.7333333333333333,0.6951405357927097,0.6508063596290737
20,5,5,entropy,log2,0.5,0.843859649122807,0.6333333333333333,0.13333333333333333,0.20093240093240095,0.18588666305124804
20,5,5,entropy,sqrt,0.5,0.8713248638838476,0.5860750360750361,0.5555555555555556,0.5667320261437909,0.49426871874928546
20,5,5,gini,log2,0.5,0.843859649122807,0.7333333333333333,0.08888888888888888,0.1393939393939394,0.1340456102939321
20,5,5,gini,sqrt,0.5,0.8713248638838476,0.5836940836940837,0.6444444444444445,0.6056280193236715,0.535421711453704
20,10,2,entropy,log2,0.5,0.8715063520871145,0.8428571428571429,0.24444444444444446,0.3340909090909091,0.3472593770054724
20,10,2,entropy,sqrt,0.5,0.8888687235329703,0.6454545454545455,0.6444444444444445,0.6385964912280702,0.5774147849000802
20,10,2,gini,log2,0.5,0.8715668481548698,0.7492857142857143,0.3555555555555555,0.424240465416936,0.38732647400678755
