pca__n_components,max_depth,learning_rate,n_estimators,threshold,accuracy,precision,recall,f1,mcc
150,5,0.3,200,0.7000000000000001,0.8853599516031458,0.9333333333333332,0.31111111111111106,0.44792540792540797,0.4873304501767176
150,5,0.3,200,0.8,0.8784633998790078,0.9,0.26666666666666666,0.4027972027972028,0.44319754480177737
150,5,0.3,200,0.9,0.8679370840895342,1.0,0.15555555555555553,0.2581818181818182,0.3262964710912958
150,5,0.5,100,0.1,0.8855414398064125,0.6487179487179487,0.6888888888888889,0.6545454545454545,0.5965845973341324
150,5,0.5,100,0.2,0.8958862673926195,0.7228571428571429,0.5777777777777777,0.6322681704260651,0.583937735982672
150,5,0.5,100,0.30000000000000004,0.892377495462795,0.7544444444444445,0.48888888888888893,0.5760971055088702,0.5446124975144535
150,5,0.5,100,0.4,0.8854204476709014,0.7644444444444445,0.4222222222222222,0.5294261294261294,0.5062522400861831
150,5,0.5,100,0.5,0.8819116757410768,0.7683333333333333,0.37777777777777777,0.4909071320836027,0.4772779213853865
150,5,0.5,100,0.6,0.8785238959467634,0.8099999999999999,0.3333333333333333,0.4593206793206793,0.4604737079083896
150,5,0.5,100,0.7000000000000001,0.8784633998790078,0.8533333333333333,0.28888888888888886,0.4154578754578755,0.4390557263182007
150,5,0.5,100,0.8,0.8784029038112523,0.8833333333333332,0.26666666666666666,0.39477855477855484,0.43222188981900206
150,5,0.5,100,0.9,0.8783424077434967,0.9333333333333332,0.2444444444444444,0.36247086247086246,0.3900645860104085
150,5,0.5,150,0.1,0.8855414398064125,0.6487179487179487,0.6888888888888889,0.6545454545454545,0.5965845973341324
150,5,0.5,150,0.2,0.8958862673926195,0.7228571428571429,0.5777777777777777,0.6322681704260651,0.583937735982672
150,5,0.5,150,0.30000000000000004,0.892377495462795,0.7544444444444445,0.48888888888888893,0.5760971055088702,0.5446124975144535
150,5,0.5,150,0.4,0.8854204476709014,0.7644444444444445,0.4222222222222222,0.5294261294261294,0.5062522400861831
150,5,0.5,150,0.5,0.8819116757410768,0.7683333333333333,0.37777777777777777,0.4909071320836027,0.4772779213853865
150,5,0.5,150,0.6,0.8785238959467634,0.8099999999999999,0.3333333333333333,0.4593206793206793,0.4604737079083896
150,5,0.5,150,0.7000000000000001,0.8784633998790078,0.8533333333333333,0.28888888888888886,0.4154578754578755,0.4390557263182007
150,5,0.5,150,0.8,0.8784029038112523,0.8833333333333332,0.26666666666666666,0.39477855477855484,0.43222188981900206
150,5,0.5,150,0.9,0.8783424077434967,0.9333333333333332,0.2444444444444444,0.36247086247086246,0.3900645860104085
150,5,0.5,200,0.1,0.8855414398064125,0.6487179487179487,0.6888888888888889,0.6545454545454545,0.5965845973341324
150,5,0.5,200,0.2,0.8958862673926195,0.7228571428571429,0.5777777777777777,0.6322681704260651,0.583937735982672
150,5,0.5,200,0.30000000000000004,0.892377495462795,0.7544444444444445,0.48888888888888893,0.5760971055088702,0.5446124975144535
150,5,0.5,200,0.4,0.8854204476709014,0.7644444444444445,0.4222222222222222,0.5294261294261294,0.5062522400861831
150,5,0.5,200,0.5,0.8819116757410768,0.7683333333333333,0.37777777777777777,0.4909071320836027,0.4772779213853865
150,5,0.5,200,0.6,0.8785238959467634,0.8099999999999999,0.3333333333333333,0.4593206793206793,0.4604737079083896
150,5,0.5,200,0.7000000000000001,0.8784633998790078,0.8533333333333333,0.28888888888888886,0.4154578754578755,0.4390557263182007
150,5,0.5,200,0.8,0.8784029038112523,0.8833333333333332,0.26666666666666666,0.39477855477855484,0.43222188981900206
150,5,0.5,200,0.9,0.8783424077434967,0.9333333333333332,0.2444444444444444,0.36247086247086246,0.3900645860104085
150,7,0.01,100,0.1,0.5070175438596491,0.23163992869875222,0.9111111111111111,0.3690104879160967,0.25533540386111286
150,7,0.01,100,0.2,0.8752571082879612,0.6194957983193277,0.6666666666666667,0.6274291497975708,0.5651735643386658
150,7,0.01,100,0.30000000000000004,0.8819721718088325,0.6595238095238095,0.4444444444444445,0.515873440285205,0.47329788749759005
150,7,0.01,100,0.4,0.878584392014519,0.85,0.28888888888888886,0.39230769230769236,0.39126414362017337
150,7,0.01,100,0.5,0.8645493042952207,1.0,0.13333333333333333,0.2254545454545455,0.2998261007073129
150,7,0.01,100,0.6,0.8506957047791893,1.0,0.04444444444444444,0.08,0.12353284998120548
150,7,0.01,100,0.7000000000000001,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,0.01,100,0.8,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,0.01,100,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,0.01,150,0.1,0.6633393829401089,0.29933333333333334,0.8444444444444444,0.4406393394628688,0.348784973859119
150,7,0.01,150,0.2,0.8820931639443437,0.6404870129870129,0.6888888888888889,0.6493684210526316,0.5905785044387799
150,7,0.01,150,0.30000000000000004,0.878584392014519,0.6786147186147187,0.4666666666666666,0.5326190476190475,0.4896483180777202
150,7,0.01,150,0.4,0.8890502117362372,0.9199999999999999,0.3333333333333333,0.4685714285714286,0.498361090702546
150,7,0.01,150,0.5,0.8715668481548698,0.9333333333333332,0.2,0.31212121212121213,0.3511311079650933
150,7,0.01,150,0.6,0.8611010284331518,1.0,0.11111111111111112,0.19272727272727272,0.27344590033486194
150,7,0.01,150,0.7000000000000001,0.8506957047791893,1.0,0.04444444444444444,0.08,0.12353284998120548
150,7,0.01,150,0.8,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,0.01,150,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,0.01,200,0.1,0.7432546884452511,0.3600243925321324,0.8,0.49498458530716594,0.4077169495637108
150,7,0.01,200,0.2,0.8888687235329703,0.6665584415584416,0.6666666666666667,0.654386189258312,0.5973702818232534
150,7,0.01,200,0.30000000000000004,0.8924379915305505,0.7633333333333333,0.5111111111111111,0.5884446410143005,0.5575467075536586
150,7,0.01,200,0.4,0.8889897156684816,0.9199999999999999,0.3333333333333333,0.47186813186813187,0.5000470966823733
150,7,0.01,200,0.5,0.8819721718088325,0.95,0.26666666666666666,0.40503496503496506,0.4571704901858242
150,7,0.01,200,0.6,0.8645493042952207,0.9333333333333332,0.15555555555555553,0.24666666666666667,0.29841958551454917
150,7,0.01,200,0.7000000000000001,0.8541439806412583,1.0,0.06666666666666667,0.12000000000000002,0.1853443599775742
150,7,0.01,200,0.8,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,0.01,200,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,0.1,100,0.1,0.8784633998790078,0.6229437229437229,0.6888888888888889,0.645072463768116,0.5801756561612601
150,7,0.1,100,0.2,0.9029038112522686,0.7471861471861472,0.6222222222222222,0.6699999999999999,0.6232011662973915
150,7,0.1,100,0.30000000000000004,0.8924379915305505,0.75,0.4666666666666666,0.558974358974359,0.5306851520748883
150,7,0.1,100,0.4,0.8924379915305505,0.8261904761904763,0.4222222222222222,0.5395587745587745,0.5311199836363041
150,7,0.1,100,0.5,0.8923774954627948,0.9028571428571428,0.37777777777777777,0.5078171828171828,0.5269802338667987
