pca__n_components,xgb__n_estimators,xgb__max_depth,xgb__learning_rate,threshold,accuracy,precision,recall,f1,mcc
150,200,7,0.1,0.1,0.8852389594676346,0.6106837606837607,0.6666666666666667,0.626642899584076,0.567914805707007
150,200,7,0.1,0.2,0.9059891107078041,0.7303030303030302,0.6,0.635686274509804,0.6014913839357122
150,200,7,0.1,0.30000000000000004,0.9163339382940109,0.8466666666666667,0.5555555555555556,0.6458839406207827,0.6348075533538856
150,200,7,0.1,0.4,0.9267997580157289,0.9333333333333333,0.5555555555555556,0.6728205128205129,0.6781909534364151
150,200,7,0.1,0.5,0.9164549304295221,0.9333333333333333,0.48888888888888893,0.6247435897435898,0.6330605602117589
150,200,7,0.1,0.6,0.8956442831215969,0.9,0.35555555555555557,0.49480519480519475,0.5195102980483004
150,200,7,0.1,0.7000000000000001,0.8922565033272838,1.0,0.3111111111111111,0.45888111888111893,0.512800419654868
150,200,7,0.1,0.8,0.8783424077434967,1.0,0.22222222222222224,0.34853146853146855,0.426836679962737
150,200,7,0.1,0.9,0.8645493042952207,1.0,0.13333333333333336,0.21999999999999997,0.2942440421486555
