pca__n_components,svm__C,svm__kernel,threshold,accuracy,precision,recall,f1,mcc
220,0.01,linear,0.1,0.9375075620084695,0.82,0.8,0.7923042901371076,0.7675125755123265
220,0.01,linear,0.2,0.9235934664246823,0.8139682539682539,0.6888888888888889,0.7276090868196131,0.6985008651479331
220,0.01,linear,0.30000000000000004,0.9131881427707198,0.8206349206349206,0.6,0.6694444444444444,0.6451472281979511
220,0.01,linear,0.4,0.9166364186327888,0.8595238095238095,0.5777777777777777,0.6604723707664883,0.6477164525528069
220,0.01,linear,0.5,0.9131881427707198,0.8833333333333332,0.5333333333333333,0.6318826271767448,0.6290344850045548
220,0.01,linear,0.6,0.9131881427707198,0.8833333333333332,0.5333333333333333,0.6318826271767448,0.6290344850045548
220,0.01,linear,0.7000000000000001,0.9131881427707198,0.925,0.4888888888888888,0.6128177704648293,0.6219847223957898
220,0.01,linear,0.8,0.9096793708408952,0.925,0.4666666666666666,0.5800904977375566,0.5956289611705177
220,0.01,linear,0.9,0.9096793708408952,0.925,0.4666666666666666,0.5800904977375566,0.5956289611705177
