Model,Fold,Accuracy,Precision,Recall,F1,MCC,Parameters
equal KNN,5-fold,0.8947368421052632,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7888888888888889,"{'n_neighbors': 5, 'weights': 'distance', 'algorithm': 'auto', 'leaf_size': 30, 'p': 2, 'threshold': 0.4, 'fold': 3}"
equal SVM,5-fold,0.8947368421052632,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7888888888888889,"{'C': 10.0, 'kernel': 'rbf', 'threshold': 0.5, 'fold': 3}"
equal Naive Bayes,5-fold,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295,"{'alpha': 0.001, 'threshold': 0.1, 'fold': 3}"
equal XGBoost,5-fold,0.8888888888888888,1.0,0.7777777777777778,0.875,0.7977240352174656,"{'eta': 0.01, 'max_depth': 3.0, 'n_estimators': 300.0, 'threshold': 0.6, 'fold': 5}"
equal Random Forest,5-fold,1.0,1.0,1.0,1.0,1.0,"{'n_estimators': 500, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'threshold': 0.4, 'fold': 5}"
equal Decision Tree,5-fold,0.8947368421052632,0.8181818181818182,1.0,0.9,0.8090398349558905,"{'criterion': 'gini', 'max_depth': 10.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'threshold': 0.1, 'fold': 3}"
