Model,Fold,Accuracy,Precision,Recall,F1,MCC,Parameters
equal SVM,5-fold,0.8947368421052632,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7888888888888889,"{'C': 10.0, 'kernel': 'rbf', 'threshold': 0.6, 'fold': 3}"
equal XGBoost,5-fold,0.8888888888888888,0.8181818181818182,1.0,0.9,0.7977240352174656,"{'eta': 0.3, 'max_depth': 5.0, 'n_estimators': 100.0, 'threshold': 0.2, 'fold': 5}"
equal Random Forest,5-fold,1.0,1.0,1.0,1.0,1.0,"{'n_estimators': 10, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'threshold': 0.5, 'fold': 4}"
equal Decision Tree,5-fold,0.8333333333333334,0.8,0.8888888888888888,0.8421052631578947,0.6708203932499369,"{'criterion': 'entropy', 'max_depth': 10.0, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'threshold': 0.5, 'fold': 5}"
