n_estimators,max_depth,learning_rate,accuracy,precision,recall,f1,mcc
100,3,0.01,0.9498989898989899,0.8786324786324786,0.7777777777777777,0.8232804232804233,0.7974567180814284
150,3,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
200,3,0.01,0.9598989898989899,0.9444444444444445,0.7777777777777777,0.8527336860670194,0.8352479376431597
300,3,0.01,0.9632323232323232,1.0,0.7555555555555555,0.8592592592592592,0.8504706231371624
100,5,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
150,5,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
200,5,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
300,5,0.01,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
100,7,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
150,7,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
200,7,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
300,7,0.01,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
100,10,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
150,10,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
200,10,0.01,0.9532323232323233,0.9,0.7777777777777777,0.8320987654320987,0.8095648377886341
300,10,0.01,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
100,3,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
150,3,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
200,3,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
300,3,0.1,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
100,5,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
150,5,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
200,5,0.1,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
300,5,0.1,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
100,7,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
150,7,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
200,7,0.1,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
300,7,0.1,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
100,10,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
150,10,0.1,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
200,10,0.1,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
300,10,0.1,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
100,3,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
150,3,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
200,3,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
300,3,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
100,5,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
150,5,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
200,5,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
300,5,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
100,7,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
