dt__max_depth,dt__min_samples_split,dt__min_samples_leaf,dt__criterion,dt__max_features,fold,accuracy,precision,recall,f1,mcc
10,5,5,gini,,2,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
10,5,5,gini,,3,0.9310344827586207,0.6923076923076923,1.0,0.8181818181818182,0.7973661509306258
10,5,5,gini,,4,1.0,1.0,1.0,1.0,1.0
10,5,5,gini,,5,0.9473684210526315,0.8,0.8888888888888888,0.8421052631578947,0.8122510529692438
10,5,5,gini,sqrt,1,0.8793103448275862,0.625,0.5555555555555556,0.5882352941176471,0.5190476190476191
10,5,5,gini,sqrt,2,0.9137931034482759,0.7,0.7777777777777778,0.7368421052631579,0.6868266990937797
10,5,5,gini,sqrt,3,0.8620689655172413,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.568984734861607
10,5,5,gini,sqrt,4,0.8421052631578947,0.5,0.5555555555555556,0.5263157894736842,0.4327567085491873
10,5,5,gini,sqrt,5,0.8596491228070176,0.5714285714285714,0.4444444444444444,0.5,0.42433421239575275
10,5,5,gini,log2,1,0.8448275862068966,0.5,0.5555555555555556,0.5263157894736842,0.4347004424644175
10,5,5,gini,log2,2,0.5862068965517241,0.25806451612903225,0.8888888888888888,0.4,0.3045016881351249
10,5,5,gini,log2,3,0.8448275862068966,0.5,0.2222222222222222,0.3076923076923077,0.25920526378657965
10,5,5,gini,log2,4,0.6491228070175439,0.3103448275862069,1.0,0.47368421052631576,0.42548147169838163
10,5,5,gini,log2,5,0.8421052631578947,0.5,0.6666666666666666,0.5714285714285714,0.4844813951249544
10,5,5,entropy,,1,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
10,5,5,entropy,,2,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
10,5,5,entropy,,3,0.896551724137931,0.6,1.0,0.75,0.7256242913828739
10,5,5,entropy,,4,0.9824561403508771,0.9,1.0,0.9473684210526315,0.9387491677759293
10,5,5,entropy,,5,0.9473684210526315,0.8,0.8888888888888888,0.8421052631578947,0.8122510529692438
10,5,5,entropy,sqrt,1,0.9137931034482759,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.636231857281249
10,5,5,entropy,sqrt,2,0.8103448275862069,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.36887782999545776
10,5,5,entropy,sqrt,3,0.7931034482758621,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.3406033187925883
10,5,5,entropy,sqrt,4,0.8421052631578947,0.5,0.5555555555555556,0.5263157894736842,0.4327567085491873
10,5,5,entropy,sqrt,5,0.8421052631578947,0.5,0.7777777777777778,0.6086956521739131,0.5353311660685758
10,5,5,entropy,log2,1,0.8448275862068966,0.5,0.5555555555555556,0.5263157894736842,0.4347004424644175
10,5,5,entropy,log2,2,0.7586206896551724,0.3684210526315789,0.7777777777777778,0.5,0.4110924148026229
10,5,5,entropy,log2,3,0.8448275862068966,0.5,0.1111111111111111,0.18181818181818182,0.1799830823853463
10,5,5,entropy,log2,4,0.6491228070175439,0.3103448275862069,1.0,0.47368421052631576,0.42548147169838163
10,5,5,entropy,log2,5,0.8421052631578947,0.5,0.6666666666666666,0.5714285714285714,0.4844813951249544
10,10,2,gini,,1,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
10,10,2,gini,,2,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,10,2,gini,,3,0.896551724137931,0.6,1.0,0.75,0.7256242913828739
10,10,2,gini,,4,1.0,1.0,1.0,1.0,1.0
10,10,2,gini,,5,0.9824561403508771,1.0,0.8888888888888888,0.9411764705882353,0.9331389496316869
10,10,2,gini,sqrt,1,0.8793103448275862,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47986979066128105
10,10,2,gini,sqrt,2,0.896551724137931,0.6363636363636364,0.7777777777777778,0.7,0.6429449791428454
10,10,2,gini,sqrt,3,0.8620689655172413,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.47392290249433106
10,10,2,gini,sqrt,4,0.8596491228070176,0.5454545454545454,0.6666666666666666,0.6,0.5197435898685872
10,10,2,gini,sqrt,5,0.8596491228070176,0.6,0.3333333333333333,0.42857142857142855,0.37596030887070225
10,10,2,gini,log2,1,0.7758620689655172,0.3888888888888889,0.7777777777777778,0.5185185185185185,0.4330163384999593
10,10,2,gini,log2,2,0.6206896551724138,0.27586206896551724,0.8888888888888888,0.42105263157894735,0.3333333333333333
10,10,2,gini,log2,3,0.8620689655172413,0.6,0.3333333333333333,0.42857142857142855,0.37735271462657
10,10,2,gini,log2,4,0.631578947368421,0.25,0.6666666666666666,0.36363636363636365,0.2154101092138323
10,10,2,gini,log2,5,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
10,10,2,entropy,,1,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
10,10,2,entropy,,2,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
10,10,2,entropy,,3,0.896551724137931,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6831754428961164
10,10,2,entropy,,4,1.0,1.0,1.0,1.0,1.0
10,10,2,entropy,,5,0.9824561403508771,1.0,0.8888888888888888,0.9411764705882353,0.9331389496316869
10,10,2,entropy,sqrt,1,0.9137931034482759,0.75,0.6666666666666666,0.7058823529411765,0.6571428571428571
10,10,2,entropy,sqrt,2,0.8103448275862069,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.36887782999545776
10,10,2,entropy,sqrt,3,0.8275862068965517,0.45454545454545453,0.5555555555555556,0.5,0.4000081140595553
10,10,2,entropy,sqrt,4,0.8596491228070176,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4722222222222222
10,10,2,entropy,sqrt,5,0.8771929824561403,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6024960939374433
10,10,2,entropy,log2,1,0.7586206896551724,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.3517215088579076
10,10,2,entropy,log2,2,0.7586206896551724,0.3684210526315789,0.7777777777777778,0.5,0.4110924148026229
10,10,2,entropy,log2,3,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
10,10,2,entropy,log2,4,0.631578947368421,0.25,0.6666666666666666,0.36363636363636365,0.2154101092138323
10,10,2,entropy,log2,5,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
10,10,5,gini,,1,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
10,10,5,gini,,2,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
