Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recal,F1,Std_F1,MCC,Std_MCC
0.8957652752571083,0.011595062118050546,0.7195454545454545,0.14269831785047565,0.6444444444444446,0.1777777777777778,0.645015479876161,0.08801386587912857,0.6069296444910228,0.06461582716330565
