Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.9304900181488204,0.024605172008309188,0.8892857142857142,0.10618620533798932,0.6444444444444445,0.12957670877434002,0.7377828054298642,0.10395342895141922,0.7167484555551047,0.10552241406214237
