n_components,n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,precision,recall,f1,mcc
200,100,10,5,1,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,10,2,2,gini,0.8695480225988701,0.825,0.26666666666666666,0.37562320032908264,0.39877974268937827
200,50,10,2,2,gini,0.8728248587570622,0.9,0.17777777777777776,0.28181818181818186,0.32244463292641096
200,100,10,2,2,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,10,5,2,gini,0.8794915254237289,0.9,0.2444444444444444,0.35734265734265735,0.3772678859838773
200,50,10,5,2,gini,0.8694915254237288,0.9,0.15555555555555553,0.24909090909090909,0.29601828778334516
200,100,10,5,2,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,30,2,1,gini,0.8661581920903956,0.6366666666666666,0.24444444444444446,0.3477189477189477,0.33479948363532913
200,50,30,2,1,gini,0.8728813559322035,0.9,0.17777777777777776,0.29454545454545455,0.3635280072045767
200,100,30,2,1,gini,0.8762146892655368,1.0,0.17777777777777776,0.2981818181818182,0.38910675881074525
200,10,30,5,1,gini,0.8861581920903955,1.0,0.24444444444444446,0.37272727272727274,0.41607987323734863
200,50,30,5,1,gini,0.8694915254237288,0.8333333333333333,0.17777777777777776,0.27575757575757576,0.30042686696038023
200,100,30,5,1,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,30,2,2,gini,0.8728813559322035,0.8357142857142857,0.26666666666666666,0.3800349650349651,0.40605374675718586
200,50,30,2,2,gini,0.8728248587570622,0.9,0.17777777777777776,0.28181818181818186,0.32244463292641096
200,100,30,2,2,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,30,5,2,gini,0.8861581920903955,0.95,0.26666666666666666,0.39230769230769236,0.41748895139146447
200,50,30,5,2,gini,0.8694915254237288,0.9,0.15555555555555553,0.24909090909090909,0.29601828778334516
200,100,30,5,2,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,50,2,1,gini,0.8661581920903956,0.6366666666666666,0.24444444444444446,0.3477189477189477,0.33479948363532913
200,50,50,2,1,gini,0.8728813559322035,0.9,0.17777777777777776,0.29454545454545455,0.3635280072045767
200,100,50,2,1,gini,0.8762146892655368,1.0,0.17777777777777776,0.2981818181818182,0.38910675881074525
200,10,50,5,1,gini,0.8861581920903955,1.0,0.24444444444444446,0.37272727272727274,0.41607987323734863
200,50,50,5,1,gini,0.8694915254237288,0.8333333333333333,0.17777777777777776,0.27575757575757576,0.30042686696038023
200,100,50,5,1,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,50,2,2,gini,0.8728813559322035,0.8357142857142857,0.26666666666666666,0.3800349650349651,0.40605374675718586
200,50,50,2,2,gini,0.8728248587570622,0.9,0.17777777777777776,0.28181818181818186,0.32244463292641096
200,100,50,2,2,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,50,5,2,gini,0.8861581920903955,0.95,0.26666666666666666,0.39230769230769236,0.41748895139146447
200,50,50,5,2,gini,0.8694915254237288,0.9,0.15555555555555553,0.24909090909090909,0.29601828778334516
200,100,50,5,2,gini,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,10,2,1,entropy,0.8761581920903954,0.85,0.24444444444444446,0.3496503496503497,0.35786189235714155
200,50,10,2,1,entropy,0.8795480225988701,0.9,0.22222222222222224,0.34909090909090906,0.4051581507662799
200,100,10,2,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,10,5,1,entropy,0.8728813559322035,0.7866666666666666,0.2444444444444444,0.359047619047619,0.3799000388946375
200,50,10,5,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,10,5,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,10,2,2,entropy,0.8761581920903954,0.8333333333333333,0.2444444444444444,0.35128205128205126,0.35525012001784645
200,50,10,2,2,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,10,2,2,entropy,0.8795480225988701,1.0,0.2,0.32545454545454544,0.40992183059159687
200,10,10,5,2,entropy,0.8761581920903954,0.8333333333333333,0.2444444444444444,0.35128205128205126,0.35525012001784645
200,50,10,5,2,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,10,5,2,entropy,0.8794915254237289,1.0,0.2,0.31272727272727274,0.36883845631343115
200,10,30,2,1,entropy,0.8761581920903954,0.85,0.24444444444444446,0.3496503496503497,0.35786189235714155
200,50,30,2,1,entropy,0.8795480225988701,0.9,0.22222222222222224,0.34909090909090906,0.4051581507662799
200,100,30,2,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,30,5,1,entropy,0.8728813559322035,0.7866666666666666,0.2444444444444444,0.359047619047619,0.3799000388946375
200,50,30,5,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,30,5,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,30,2,2,entropy,0.8728248587570622,0.8333333333333333,0.22222222222222224,0.32400932400932403,0.3344350482369949
200,50,30,2,2,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,30,2,2,entropy,0.8795480225988701,1.0,0.2,0.32545454545454544,0.40992183059159687
200,10,30,5,2,entropy,0.8761581920903954,0.8333333333333333,0.2444444444444444,0.35128205128205126,0.35525012001784645
200,50,30,5,2,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,30,5,2,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,50,2,1,entropy,0.8761581920903954,0.85,0.24444444444444446,0.3496503496503497,0.35786189235714155
200,50,50,2,1,entropy,0.8795480225988701,0.9,0.22222222222222224,0.34909090909090906,0.4051581507662799
200,100,50,2,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,50,5,1,entropy,0.8728813559322035,0.7866666666666666,0.2444444444444444,0.359047619047619,0.3799000388946375
200,50,50,5,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,50,5,1,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,10,50,2,2,entropy,0.8728248587570622,0.8333333333333333,0.22222222222222224,0.32400932400932403,0.3344350482369949
200,50,50,2,2,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,50,2,2,entropy,0.8795480225988701,1.0,0.2,0.32545454545454544,0.40992183059159687
200,10,50,5,2,entropy,0.8761581920903954,0.8333333333333333,0.2444444444444444,0.35128205128205126,0.35525012001784645
200,50,50,5,2,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
200,100,50,5,2,entropy,0.8828813559322034,1.0,0.22222222222222224,0.3527272727272727,0.4307369023724485
220,10,10,2,1,gini,0.8594350282485876,0.6333333333333333,0.13333333333333336,0.21575757575757576,0.2420437297458397
220,50,10,2,1,gini,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,100,10,2,1,gini,0.8761581920903954,1.0,0.17777777777777776,0.28545454545454546,0.34802338453257964
220,10,10,5,1,gini,0.8561581920903955,0.6333333333333333,0.11111111111111112,0.17575757575757575,0.18026507435336558
220,50,10,5,1,gini,0.8694915254237288,1.0,0.13333333333333336,0.2254545454545455,0.30078196760866216
220,100,10,5,1,gini,0.8694915254237288,1.0,0.13333333333333333,0.2254545454545455,0.30078196760866216
220,10,10,2,2,gini,0.8528813559322035,0.85,0.08888888888888888,0.15076923076923077,0.200832708491585
220,50,10,2,2,gini,0.8728248587570622,1.0,0.15555555555555553,0.25272727272727274,0.32159703938951384
220,100,10,2,2,gini,0.8728248587570622,1.0,0.15555555555555556,0.25272727272727274,0.32159703938951384
220,10,10,5,2,gini,0.8528248587570623,0.5666666666666667,0.11111111111111112,0.1696969696969697,0.15824730838733483
220,50,10,5,2,gini,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,100,10,5,2,gini,0.8728248587570622,1.0,0.15555555555555556,0.25272727272727274,0.32159703938951384
220,10,30,2,1,gini,0.8627683615819208,0.6666666666666666,0.15555555555555556,0.2460606060606061,0.2720310605290433
220,50,30,2,1,gini,0.8694915254237288,1.0,0.13333333333333333,0.2254545454545455,0.30078196760866216
220,100,30,2,1,gini,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,10,30,5,1,gini,0.8561581920903955,0.6333333333333333,0.11111111111111112,0.17575757575757575,0.18026507435336558
220,50,30,5,1,gini,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727272,0.2743556224655964
220,100,30,5,1,gini,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,10,30,2,2,gini,0.8394915254237286,0.54,0.06666666666666667,0.10493506493506492,0.09589183732104711
220,50,30,2,2,gini,0.8694915254237288,1.0,0.13333333333333336,0.2254545454545455,0.30078196760866216
220,100,30,2,2,gini,0.8761581920903954,1.0,0.17777777777777776,0.2758041958041958,0.33961510519103416
220,10,30,5,2,gini,0.8528248587570623,0.5666666666666667,0.11111111111111112,0.1696969696969697,0.15824730838733483
220,50,30,5,2,gini,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,100,30,5,2,gini,0.8694915254237288,1.0,0.13333333333333333,0.2127272727272727,0.25961472005888114
220,10,50,2,1,gini,0.8627683615819208,0.6666666666666666,0.15555555555555556,0.2460606060606061,0.2720310605290433
220,50,50,2,1,gini,0.8694915254237288,1.0,0.13333333333333333,0.2254545454545455,0.30078196760866216
220,100,50,2,1,gini,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,10,50,5,1,gini,0.8561581920903955,0.6333333333333333,0.11111111111111112,0.17575757575757575,0.18026507435336558
220,50,50,5,1,gini,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727272,0.2743556224655964
220,100,50,5,1,gini,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,10,50,2,2,gini,0.8394915254237286,0.54,0.06666666666666667,0.10493506493506492,0.09589183732104711
220,50,50,2,2,gini,0.8694915254237288,1.0,0.13333333333333336,0.2254545454545455,0.30078196760866216
220,100,50,2,2,gini,0.8761581920903954,1.0,0.17777777777777776,0.2758041958041958,0.33961510519103416
220,10,50,5,2,gini,0.8528248587570623,0.5666666666666667,0.11111111111111112,0.1696969696969697,0.15824730838733483
220,50,50,5,2,gini,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,100,50,5,2,gini,0.8694915254237288,1.0,0.13333333333333333,0.2127272727272727,0.25961472005888114
220,10,10,2,1,entropy,0.8694915254237288,1.0,0.13333333333333333,0.2254545454545455,0.30078196760866216
220,50,10,2,1,entropy,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,100,10,2,1,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,10,5,1,entropy,0.862824858757062,0.8,0.11111111111111112,0.18545454545454548,0.22786159192556496
220,50,10,5,1,entropy,0.8694915254237288,1.0,0.13333333333333333,0.2254545454545455,0.30078196760866216
220,100,10,5,1,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,10,2,2,entropy,0.8694915254237288,1.0,0.13333333333333333,0.2127272727272727,0.25961472005888114
220,50,10,2,2,entropy,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,100,10,2,2,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,10,5,2,entropy,0.8661581920903956,0.9333333333333332,0.13333333333333333,0.20666666666666664,0.23759695409285037
220,50,10,5,2,entropy,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,100,10,5,2,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,30,2,1,entropy,0.8661581920903956,1.0,0.11111111111111112,0.18545454545454548,0.23879964827802952
220,50,30,2,1,entropy,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,100,30,2,1,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,30,5,1,entropy,0.862824858757062,0.8666666666666666,0.13333333333333333,0.2187878787878788,0.26235770903881483
220,50,30,5,1,entropy,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,100,30,5,1,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,30,2,2,entropy,0.8661581920903956,0.9333333333333332,0.13333333333333333,0.20666666666666664,0.23759695409285037
220,50,30,2,2,entropy,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,100,30,2,2,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,30,5,2,entropy,0.8661581920903956,0.9333333333333332,0.13333333333333333,0.20666666666666664,0.23759695409285037
220,50,30,5,2,entropy,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,100,30,5,2,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,50,2,1,entropy,0.8661581920903956,1.0,0.11111111111111112,0.18545454545454548,0.23879964827802952
220,50,50,2,1,entropy,0.8728248587570622,1.0,0.15555555555555556,0.2581818181818182,0.32720831275172796
220,100,50,2,1,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,50,5,1,entropy,0.862824858757062,0.8666666666666666,0.13333333333333333,0.2187878787878788,0.26235770903881483
220,50,50,5,1,entropy,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,100,50,5,1,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,50,2,2,entropy,0.8661581920903956,0.9333333333333332,0.13333333333333333,0.20666666666666664,0.23759695409285037
220,50,50,2,2,entropy,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,100,50,2,2,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
220,10,50,5,2,entropy,0.8661581920903956,0.9333333333333332,0.13333333333333333,0.20666666666666664,0.23759695409285037
220,50,50,5,2,entropy,0.8661581920903956,1.0,0.11111111111111112,0.19272727272727275,0.2743556224655964
220,100,50,5,2,entropy,0.862824858757062,1.0,0.08888888888888888,0.15272727272727274,0.21237330313496378
