n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,precision,recall,f1,mcc
100,20,5,2,entropy,0.9444041137326075,0.8238888888888889,0.8222222222222222,0.822015823873409,0.7898138504372108
200,20,5,2,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
50,20,10,2,entropy,0.9375075620084695,0.8016666666666665,0.7999999999999999,0.7997936016511866,0.7635099955619273
100,20,10,2,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
200,20,10,2,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
50,20,5,5,entropy,0.9374470659407139,0.7937878787878787,0.8222222222222222,0.8054076367389061,0.7700469327027061
100,20,5,5,entropy,0.9409558378705384,0.8093434343434343,0.8222222222222222,0.81359477124183,0.7801185672924167
200,20,5,5,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
50,20,10,5,entropy,0.9374470659407139,0.7937878787878787,0.8222222222222222,0.8054076367389061,0.7700469327027061
100,20,10,5,entropy,0.9409558378705384,0.8093434343434343,0.8222222222222222,0.81359477124183,0.7801185672924167
200,20,10,5,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
50,30,5,2,entropy,0.9409558378705384,0.8183333333333334,0.7999999999999999,0.8076367389060888,0.7738501316163491
100,30,5,2,entropy,0.9444041137326075,0.8238888888888889,0.8222222222222222,0.822015823873409,0.7898138504372108
200,30,5,2,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
50,30,10,2,entropy,0.9375075620084695,0.8016666666666665,0.7999999999999999,0.7997936016511866,0.7635099955619273
100,30,10,2,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
200,30,10,2,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
50,30,5,5,entropy,0.9374470659407139,0.7937878787878787,0.8222222222222222,0.8054076367389061,0.7700469327027061
100,30,5,5,entropy,0.9409558378705384,0.8093434343434343,0.8222222222222222,0.81359477124183,0.7801185672924167
200,30,5,5,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
50,30,10,5,entropy,0.9374470659407139,0.7937878787878787,0.8222222222222222,0.8054076367389061,0.7700469327027061
100,30,10,5,entropy,0.9409558378705384,0.8093434343434343,0.8222222222222222,0.81359477124183,0.7801185672924167
200,30,10,5,entropy,0.9409558378705384,0.8083333333333332,0.8222222222222222,0.8138286893704849,0.7797869000065336
