n_components,n_estimators,max_depth,learning_rate,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc
150,100,3,0.01,0.8679975801572898,0.02616942700076399,0.5824242424242423,0.08470550724032729,0.6444444444444445,0.10886621079036349,0.6026065162907267,0.07038307984544721,0.5315576513098748,0.07908239868526334
150,150,3,0.01,0.8714458560193586,0.032376419356412355,0.5898989898989899,0.09176921942411218,0.6666666666666666,0.15713484026367722,0.6138026224982747,0.09629032354770889,0.5477208662185511,0.11071861354587977
150,200,3,0.01,0.8820326678765881,0.034951338098193376,0.6654545454545454,0.18696355768124023,0.6444444444444445,0.17777777777777778,0.6252494900442135,0.10475614710458403,0.5752554387835026,0.1254913945925752
150,100,5,0.01,0.8784633998790078,0.02449112155478451,0.6644444444444444,0.1764394065891485,0.6222222222222222,0.180534186769688,0.6040935672514619,0.08935125130932581,0.5570580800250153,0.08878687304866904
150,150,5,0.01,0.8854204476709014,0.023371691006854555,0.707857142857143,0.16463317294109672,0.5777777777777777,0.14740554623801777,0.6043011941618752,0.07773415626592077,0.5614582469717099,0.06881314388936148
150,200,5,0.01,0.8992740471869329,0.02983137103536155,0.7455494505494505,0.17120163197941887,0.6444444444444445,0.12957670877434002,0.6663713221762758,0.07889342969317191,0.6260039178857006,0.08868323960836125
150,100,7,0.01,0.8750151240169389,0.035157741424840495,0.65998445998446,0.19043628059085185,0.6000000000000001,0.180534186769688,0.5913131313131312,0.1063470878375204,0.5419367234359918,0.1153962310679837
150,150,7,0.01,0.8853599516031458,0.030342260977819027,0.7095238095238094,0.17701081726286538,0.5777777777777777,0.14740554623801777,0.605952380952381,0.09470419130025995,0.5624095396220662,0.09465242956629669
150,200,7,0.01,0.8922565033272838,0.028100667669749176,0.7243589743589742,0.16884398517212318,0.6222222222222222,0.16629588385661961,0.6351158645276292,0.0999480004001209,0.5959284638851339,0.09200977876079565
150,100,10,0.01,0.8715668481548698,0.02995477929587547,0.6545299145299145,0.18881454235513098,0.5777777777777777,0.14740554623801777,0.5786815523657628,0.08170581940193182,0.5264193809178497,0.08587751668678525
150,150,10,0.01,0.8957652752571083,0.02911841085597048,0.7355494505494505,0.15849601825725904,0.6222222222222222,0.19372884193514103,0.6383408387278356,0.11256161089027554,0.6031813589488249,0.10667755166161891
150,200,10,0.01,0.8888082274652147,0.02624274513980766,0.7172161172161171,0.16836291929981748,0.6000000000000001,0.16629588385661961,0.6189393939393939,0.09352439013349327,0.578920025936245,0.08683677109870934
150,100,3,0.1,0.9131276467029643,0.034673483649030806,0.7976190476190477,0.1436047457547117,0.6222222222222222,0.20608041101101565,0.6745098039215687,0.15395729710362452,0.6463623442519155,0.15273689055518944
150,150,3,0.1,0.9061705989110708,0.03032319759844749,0.7631746031746032,0.144038851453846,0.6222222222222222,0.20608041101101565,0.6573099415204677,0.14017288909015582,0.6248548331502686,0.13741189498606107
150,200,3,0.1,0.9130671506352087,0.0223930262289469,0.8088888888888889,0.10758860832809071,0.6222222222222222,0.20608041101101565,0.6715956558061821,0.12637323929046734,0.6490728349481067,0.10766948164507324
150,100,5,0.1,0.9130671506352087,0.02936621454433824,0.8472727272727273,0.1874050723887291,0.6222222222222221,0.15071844406945042,0.6874696356275304,0.09883412053931369,0.6672291273182254,0.1032039289331152
150,150,5,0.1,0.9061101028433152,0.03247157079149225,0.8366666666666667,0.20011108026404845,0.6,0.18053418676968802,0.6577260458839407,0.12218173258298509,0.6414154438823105,0.11607091909968213
150,200,5,0.1,0.9095583787053843,0.030284309765962098,0.8472727272727273,0.1874050723887291,0.6,0.18053418676968802,0.6643927125506073,0.12339109300051149,0.6492070843936858,0.11459509355680568
150,100,7,0.1,0.9129461584996974,0.041573785121737226,0.8383838383838385,0.19958123693298535,0.6222222222222222,0.19372884193514103,0.6822035480859009,0.15339543710636308,0.661901844991299,0.15927087187556854
150,150,7,0.1,0.9060496067755596,0.030914378517419478,0.8133838383838384,0.1850725859085898,0.6000000000000001,0.16629588385661961,0.6586741363211951,0.116437674049644,0.6342827973722514,0.11586673116076684
150,200,7,0.1,0.9060496067755596,0.030914378517419478,0.8133838383838384,0.1850725859085898,0.6000000000000001,0.16629588385661961,0.6586741363211951,0.116437674049644,0.6342827973722514,0.11586673116076684
150,100,10,0.1,0.9130066545674531,0.0315262881086768,0.8472727272727273,0.1874050723887291,0.6222222222222222,0.16629588385661961,0.684172932330827,0.12186717500692584,0.665532032399517,0.11720033449922422
150,150,10,0.1,0.9129461584996974,0.03539428417854051,0.8444444444444444,0.19372884193514103,0.6222222222222222,0.19372884193514103,0.6813492063492064,0.13695708684911495,0.6638447663204629,0.13954644582812667
150,200,10,0.1,0.9129461584996974,0.03539428417854051,0.8444444444444444,0.19372884193514103,0.6222222222222222,0.19372884193514103,0.6813492063492064,0.13695708684911495,0.6638447663204629,0.13954644582812667
150,100,3,0.3,0.919903206291591,0.028953167750494595,0.8164285714285715,0.1204498371327505,0.6666666666666667,0.21081851067789195,0.7044891640866873,0.13804231100958275,0.6811974776424317,0.12771606372267927
150,150,3,0.3,0.9094978826376285,0.028541965268119744,0.7572222222222222,0.07152656417524927,0.6222222222222222,0.19372884193514103,0.6672646926516895,0.13516778663187903,0.6299550328054314,0.1351918948670013
150,200,3,0.3,0.9094978826376285,0.028541965268119744,0.7572222222222222,0.07152656417524927,0.6222222222222222,0.19372884193514103,0.6672646926516895,0.13516778663187903,0.6299550328054314,0.1351918948670013
150,100,5,0.3,0.9094978826376285,0.034286596715631466,0.8111111111111111,0.17777777777777778,0.6222222222222222,0.19372884193514103,0.6718253968253969,0.13598784274208395,0.6477556105154574,0.13714438277843738
150,150,5,0.3,0.9129461584996974,0.03539428417854051,0.8162393162393162,0.17386388567345218,0.6444444444444446,0.22662308949301266,0.6830808080808082,0.14500755533057125,0.6629205907253375,0.14821067353012476
150,200,5,0.3,0.9129461584996974,0.03539428417854051,0.8162393162393162,0.17386388567345218,0.6444444444444446,0.22662308949301266,0.6830808080808082,0.14500755533057125,0.6629205907253375,0.14821067353012476
150,100,7,0.3,0.9164549304295221,0.03046287886544402,0.8755555555555556,0.1624503722888628,0.6,0.18053418676968802,0.6799482681061628,0.13153343811606275,0.6680103788145498,0.11962773329856188
150,150,7,0.3,0.9199032062915912,0.03280393347156451,0.8949999999999999,0.15524174696260024,0.6,0.18053418676968802,0.6890985949035485,0.139378273889708,0.6796657076127358,0.12830228436043717
150,200,7,0.3,0.9199032062915912,0.03280393347156451,0.8949999999999999,0.15524174696260024,0.6,0.18053418676968802,0.6890985949035485,0.139378273889708,0.6796657076127358,0.12830228436043717
150,100,10,0.3,0.9199032062915912,0.03280393347156451,0.857777777777778,0.1491374376494446,0.6444444444444445,0.22662308949301263,0.6955915429599641,0.1467085201699663,0.6840018653233708,0.13274812109226428
150,150,10,0.3,0.9199032062915912,0.03280393347156451,0.857777777777778,0.1491374376494446,0.6444444444444445,0.22662308949301263,0.6955915429599641,0.1467085201699663,0.6840018653233708,0.13274812109226428
