Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.9232909860859044,0.04533275168383889,0.8393939393939395,0.16641854809389067,0.6888888888888889,0.2372684056006958,0.7215686274509804,0.17143580292687588,0.7039043357322246,0.17303864045514186
