pca__n_components,n_neighbors,weights,metric,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
0.9,5,uniform,cosine,0.9,0.8528248587570622,0.007815726176416389,1.0,0.0,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.06198231933063266,0.13859667942639392
0.9,5,uniform,euclidean,0.1,0.6551977401129944,0.07174156923452575,0.24799472990777338,0.07718499333110583,0.6222222222222221,0.18592445034090566,0.3542064960274736,0.10804953837393594,0.20967408608721363,0.17004466731126056
0.9,5,uniform,euclidean,0.2,0.6551977401129944,0.07174156923452575,0.24799472990777338,0.07718499333110583,0.6222222222222221,0.18592445034090566,0.3542064960274736,0.10804953837393594,0.20967408608721363,0.17004466731126056
0.9,5,uniform,euclidean,0.30000000000000004,0.8192655367231639,0.02609854580264698,0.38,0.09383792173506166,0.3555555555555555,0.18257418583505539,0.3580362671384343,0.1331567900102563,0.26027306833460384,0.13987416344930412
0.9,5,uniform,euclidean,0.4,0.8192655367231639,0.02609854580264698,0.38,0.09383792173506166,0.3555555555555555,0.18257418583505539,0.3580362671384343,0.1331567900102563,0.26027306833460384,0.13987416344930412
0.9,5,uniform,euclidean,0.5,0.8528813559322034,0.013431304811115994,0.5422222222222223,0.08937367800973424,0.26666666666666666,0.12668615834434868,0.33917193917193916,0.10590069704777233,0.3002671162796423,0.07885886958465275
0.9,5,uniform,euclidean,0.6,0.8528813559322034,0.013431304811115994,0.5422222222222223,0.08937367800973424,0.26666666666666666,0.12668615834434868,0.33917193917193916,0.10590069704777233,0.3002671162796423,0.07885886958465275
0.9,5,uniform,euclidean,0.7000000000000001,0.8562146892655367,0.014558303646017064,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17492502836781804,0.18565629215373053
0.9,5,uniform,euclidean,0.8,0.8562146892655367,0.014558303646017064,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17492502836781804,0.18565629215373053
0.9,5,uniform,euclidean,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,7,distance,cosine,0.1,0.7089265536723164,0.029242132298827085,0.2756818181818182,0.06279681586390053,0.6,0.2018433569398328,0.376293659621802,0.09857664713742813,0.24882946537515155,0.13797567058688187
0.9,7,distance,cosine,0.2,0.8259322033898305,0.04742289218491794,0.4076923076923077,0.15633667878480986,0.5111111111111111,0.27888667551135854,0.4499618029029794,0.20890130144701405,0.35391109702165624,0.24099569625395909
0.9,7,distance,cosine,0.30000000000000004,0.8562146892655367,0.046436931956085156,0.548051948051948,0.2113822272120986,0.4,0.20184335693983277,0.445,0.19054016782703734,0.3818920532512156,0.20694473756794202
0.9,7,distance,cosine,0.4,0.8728813559322035,0.048105196497849514,0.6542424242424242,0.24155240958193588,0.4,0.20184335693983277,0.47611721611721614,0.20144695222042092,0.4377501514861438,0.21828097000904018
0.9,7,distance,cosine,0.5,0.8762146892655368,0.022634505801627486,0.711111111111111,0.16850834320114558,0.3333333333333333,0.15713484026367724,0.43418803418803414,0.13971156746463287,0.4216411957109639,0.13548755333840712
0.9,7,distance,cosine,0.6,0.8761581920903956,0.025963049242090284,0.6916666666666667,0.1854049621773916,0.3111111111111111,0.18257418583505539,0.41042095159742215,0.18558843714585882,0.4005821404102573,0.17876983147898534
0.9,7,distance,cosine,0.7000000000000001,0.8728813559322035,0.019226686809023317,0.82,0.24899799195977465,0.22222222222222224,0.1111111111111111,0.3348051948051948,0.14008045299343158,0.37193047407746466,0.13719282604782965
0.9,7,distance,cosine,0.8,0.8762146892655368,0.009780295814403678,1.0,0.0,0.17777777777777776,0.06085806194501845,0.2981818181818182,0.08962732759175446,0.38910675881074525,0.07248652658226647
0.9,7,distance,cosine,0.9,0.8728248587570622,0.0159115043646082,1.0,0.0,0.15555555555555553,0.09938079899999064,0.2581818181818182,0.16078320705043014,0.32720831275172796,0.19165443813193705
0.9,7,distance,euclidean,0.1,0.6654237288135593,0.06324706725096374,0.25608543096872616,0.06715669908242837,0.6222222222222222,0.12668615834434865,0.3621358543417367,0.08726838805500835,0.22056391793596636,0.12995844565177744
0.9,7,distance,euclidean,0.2,0.806045197740113,0.032279249534725406,0.36944444444444446,0.1028153084628986,0.4666666666666666,0.2277100170213244,0.40330158730158727,0.1507655111588896,0.29952760163878445,0.1667884299674659
0.9,7,distance,euclidean,0.30000000000000004,0.8428813559322034,0.029855028657214237,0.49722222222222223,0.14245423783286762,0.4,0.16850834320114558,0.4217740429505136,0.12556323182547519,0.3487391359044706,0.12491030312698244
0.9,7,distance,euclidean,0.4,0.8695480225988701,0.029894427324959727,0.6842424242424243,0.22367249441238296,0.3555555555555555,0.14487116456005886,0.44249084249084253,0.11546162904591825,0.4184034717365833,0.128113457911808
0.9,7,distance,euclidean,0.5,0.876271186440678,0.027784320465393902,0.7822222222222222,0.23591168048160377,0.3333333333333333,0.1111111111111111,0.4425685425685425,0.09755692973335908,0.4429699236909161,0.10428777601418951
0.9,7,distance,euclidean,0.6,0.8862146892655367,0.01476701501172808,1.0,0.0,0.2444444444444444,0.09296222517045284,0.38545454545454544,0.12408341635720717,0.4571632475155143,0.097583415585968
0.9,7,distance,euclidean,0.7000000000000001,0.8795480225988701,0.014509713149166764,1.0,0.0,0.2,0.09296222517045283,0.32545454545454544,0.12733764578104093,0.40992183059159687,0.1008728334482924
0.9,7,distance,euclidean,0.8,0.8728248587570622,0.0159115043646082,1.0,0.0,0.15555555555555553,0.09938079899999064,0.2581818181818182,0.16078320705043014,0.32720831275172796,0.19165443813193705
0.9,7,distance,euclidean,0.9,0.8528248587570622,0.007815726176416418,1.0,0.0,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.06198231933063266,0.13859667942639392
0.9,7,uniform,cosine,0.1,0.5716949152542373,0.06704872330538059,0.2099840926592873,0.06510209796974431,0.6666666666666666,0.20786985482077452,0.3184825700615174,0.09625663705327255,0.1597157285680987,0.16381843853205263
0.9,7,uniform,cosine,0.2,0.7821468926553672,0.08731976096865238,0.34833333333333333,0.1750396780415483,0.4222222222222222,0.18257418583505539,0.37986967418546363,0.17971538117546107,0.25320338479607407,0.22874250670090823
0.9,7,uniform,cosine,0.30000000000000004,0.8494350282485875,0.03760352834416662,0.5327272727272727,0.17552754016214067,0.3333333333333333,0.1111111111111111,0.3986813186813187,0.11377315322552964,0.3367428994841407,0.13369821108361335
0.9,7,uniform,cosine,0.4,0.8494350282485875,0.03760352834416662,0.5327272727272727,0.17552754016214067,0.3333333333333333,0.1111111111111111,0.3986813186813187,0.11377315322552964,0.3367428994841407,0.13369821108361335
0.9,7,uniform,cosine,0.5,0.8494915254237287,0.0011369837173727689,0.5,0.0,0.17777777777777776,0.09938079899999065,0.25062937062937063,0.09971547375113589,0.22667972864012503,0.06547134564788062
0.9,7,uniform,cosine,0.6,0.8562146892655367,0.008547240265766863,0.9,0.22360679774997896,0.08888888888888888,0.09296222517045283,0.14153846153846156,0.13648156994595,0.17627444858920832,0.16209155067922626
0.9,7,uniform,cosine,0.7000000000000001,0.8562146892655367,0.008547240265766863,0.9,0.22360679774997896,0.08888888888888888,0.09296222517045283,0.14153846153846156,0.13648156994595,0.17627444858920832,0.16209155067922626
0.9,7,uniform,cosine,0.8,0.8528248587570622,0.007815726176416389,1.0,0.0,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.06198231933063266,0.13859667942639392
0.9,7,uniform,cosine,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,7,uniform,euclidean,0.1,0.581638418079096,0.07420485106862547,0.21228655454461903,0.060511974451752104,0.6444444444444445,0.16480441082434802,0.31886890886890884,0.08774226192686087,0.1548621958499598,0.15005913811701452
0.9,7,uniform,euclidean,0.2,0.795819209039548,0.044312211519592345,0.3503535353535353,0.13498267261366537,0.4444444444444445,0.20786985482077452,0.387812865497076,0.15741526507403394,0.27340782645477135,0.18497255000912105
0.9,7,uniform,euclidean,0.30000000000000004,0.8361581920903955,0.021367400442108546,0.45272727272727276,0.0659952415013874,0.26666666666666666,0.12668615834434868,0.31504495504495506,0.09096488610656715,0.2527880992926296,0.057482777341271246
0.9,7,uniform,euclidean,0.4,0.8361581920903955,0.021367400442108546,0.45272727272727276,0.0659952415013874,0.26666666666666666,0.12668615834434868,0.31504495504495506,0.09096488610656715,0.2527880992926296,0.057482777341271246
0.9,7,uniform,euclidean,0.5,0.8495480225988701,0.03089354703435873,0.55,0.3890872509976251,0.17777777777777776,0.12668615834434865,0.2523076923076923,0.17098546408492338,0.2366203616926124,0.20167600907349303
0.9,7,uniform,euclidean,0.6,0.8594915254237288,0.01936790405520072,0.7,0.4472135954999579,0.11111111111111112,0.07856742013183861,0.18909090909090912,0.12894998710179742,0.2376391312089437,0.18767656288840315
0.9,7,uniform,euclidean,0.7000000000000001,0.8594915254237288,0.01936790405520072,0.7,0.4472135954999579,0.11111111111111112,0.07856742013183861,0.18909090909090912,0.12894998710179742,0.2376391312089437,0.18767656288840315
0.9,7,uniform,euclidean,0.8,0.8528248587570622,0.007815726176416389,1.0,0.0,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.06198231933063266,0.13859667942639392
0.9,7,uniform,euclidean,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,9,distance,cosine,0.1,0.7022033898305085,0.044396769332177774,0.2719124751349815,0.07729091788179979,0.6,0.2018433569398328,0.37351655368896747,0.1120375220301944,0.24233510861753077,0.15759847457481224
0.9,9,distance,cosine,0.2,0.8192090395480227,0.045919380285234124,0.3938949938949939,0.14410038941697448,0.5111111111111111,0.27888667551135854,0.4398989898989899,0.20053430822334326,0.34204518660393485,0.2318437125208812
0.9,9,distance,cosine,0.30000000000000004,0.8561016949152542,0.04224396585192407,0.5125757575757576,0.1711564672216887,0.4444444444444445,0.20786985482077452,0.4692997198879552,0.19093407643556978,0.39310693823947734,0.20641201003443002
0.9,9,distance,cosine,0.4,0.8795480225988701,0.041693039628322624,0.6833333333333333,0.20749832663314552,0.4,0.20184335693983277,0.4857759784075574,0.19743367434636636,0.4547739961407191,0.2046550236569275
0.9,9,distance,cosine,0.5,0.8795480225988701,0.03008282267533331,0.711111111111111,0.16850834320114558,0.3555555555555555,0.18257418583505539,0.45396825396825397,0.17445881478138525,0.4379475061679482,0.16862200155773918
0.9,9,distance,cosine,0.6,0.8795480225988701,0.014509713149166764,0.8666666666666666,0.1825741858350554,0.26666666666666666,0.12668615834434865,0.38606060606060605,0.13469688448032208,0.422385484416863,0.10026337257359613
0.9,9,distance,cosine,0.7000000000000001,0.8728813559322035,0.019226686809023317,0.82,0.24899799195977465,0.22222222222222224,0.1111111111111111,0.3348051948051948,0.14008045299343158,0.37193047407746466,0.13719282604782965
0.9,9,distance,cosine,0.8,0.8728248587570622,0.0159115043646082,1.0,0.0,0.15555555555555553,0.09938079899999064,0.2581818181818182,0.16078320705043014,0.32720831275172796,0.19165443813193705
0.9,9,distance,cosine,0.9,0.8694915254237288,0.01487147959120323,1.0,0.0,0.13333333333333333,0.09296222517045283,0.2254545454545455,0.15026148008286827,0.30078196760866216,0.18065577280333708
0.9,9,distance,euclidean,0.1,0.6888135593220339,0.07312936822802789,0.2882750582750583,0.07583847213894121,0.6888888888888889,0.1217161238900369,0.4050485468060551,0.09414013520319592,0.28358741668967424,0.13515601154188434
0.9,9,distance,euclidean,0.2,0.7994915254237288,0.05076044029388005,0.39366515837104077,0.1127936405838365,0.5333333333333333,0.19876159799998128,0.43950136819702035,0.12115343655530476,0.33755730756301594,0.1497342658551775
0.9,9,distance,euclidean,0.30000000000000004,0.8562146892655367,0.04334294488975452,0.568034188034188,0.18851105034060645,0.4222222222222222,0.18257418583505539,0.4591630591630591,0.156754728535905,0.40053081171119276,0.16275633321488064
0.9,9,distance,euclidean,0.4,0.8729378531073447,0.022156150780224072,0.6933333333333334,0.2126551721031544,0.37777777777777777,0.14907119849998599,0.46048127311285203,0.11691269570942675,0.4346030662504733,0.10629682215812673
0.9,9,distance,euclidean,0.5,0.886271186440678,0.014089788360372599,0.8800000000000001,0.17888543819998315,0.31111111111111106,0.09296222517045283,0.44545454545454544,0.09016392185823262,0.4717027034710477,0.07364659365731759
0.9,9,distance,euclidean,0.6,0.8896045197740113,0.009524006167516162,1.0,0.0,0.26666666666666666,0.06085806194501845,0.41818181818181815,0.07468943965979538,0.48356695859416654,0.057102063076576434
0.9,9,distance,euclidean,0.7000000000000001,0.8762146892655368,0.009780295814403678,1.0,0.0,0.17777777777777776,0.06085806194501845,0.2981818181818182,0.08962732759175446,0.38910675881074525,0.07248652658226647
0.9,9,distance,euclidean,0.8,0.8661581920903954,0.017327924008066136,1.0,0.0,0.11111111111111112,0.1111111111111111,0.18545454545454546,0.18199990918170472,0.23879964827802955,0.2245681607845986
0.9,9,distance,euclidean,0.9,0.8528248587570622,0.007815726176416418,1.0,0.0,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.06198231933063266,0.13859667942639392
0.9,9,uniform,cosine,0.1,0.4848022598870056,0.0839606760877591,0.1859472443618785,0.05203005514378536,0.711111111111111,0.2018433569398328,0.29422298874684877,0.08131893445247529,0.11293081933937274,0.1712333741725477
0.9,9,uniform,cosine,0.2,0.7321468926553673,0.07890776622663213,0.2926315789473684,0.1322637152293347,0.5111111111111111,0.18592445034090568,0.37094547964113184,0.15455783724316258,0.23195810667872702,0.20311065454213303
0.9,9,uniform,cosine,0.30000000000000004,0.822316384180791,0.0815601838108615,0.4768298368298368,0.2566666232686539,0.3555555555555555,0.1217161238900369,0.39445887445887445,0.16407052050370435,0.30553687455073447,0.21911275628165938
0.9,9,uniform,cosine,0.4,0.862824858757062,0.03638402726570413,0.595,0.19397164741270825,0.31111111111111106,0.14487116456005886,0.39706176176764413,0.17107812009488463,0.35750151462297736,0.17719659790047573
