n_components,C,kernel,accuracy,precision,recall,f1,mcc
200,1.0,sigmoid,0.7429522081064731,0.3043162393162393,0.4666666666666667,0.35587354272952654,0.22423422039274876
200,10.0,linear,0.9269812462189957,0.8892857142857142,0.6222222222222222,0.7147058823529411,0.6987264126305651
200,10.0,rbf,0.9234724742891712,0.8412698412698413,0.6444444444444445,0.7168677727501257,0.6895518230826333
200,10.0,poly,0.7542649727767695,0.5768996960486322,0.3777777777777778,0.3275974025974026,0.29132725140584864
200,10.0,sigmoid,0.68832425892317,0.2987590187590188,0.5555555555555556,0.38150997150997157,0.22460233377562439
200,100.0,linear,0.9269812462189957,0.8892857142857142,0.6222222222222222,0.7147058823529411,0.6987264126305651
200,100.0,rbf,0.9269812462189957,0.8980952380952381,0.6,0.7089312648136177,0.6936821238207795
200,100.0,poly,0.8958862673926195,0.731111111111111,0.5111111111111112,0.5814407814407814,0.5487291747966305
200,100.0,sigmoid,0.6358136721113128,0.2336225154773542,0.5333333333333333,0.32282676224611706,0.14526511659577096
220,0.01,linear,0.9304900181488204,0.8892857142857142,0.6444444444444445,0.7377828054298642,0.7167484555551047
220,0.01,rbf,0.6709013914095584,0.4097314609509731,0.5111111111111112,0.2875978835978836,0.21902006625625714
220,0.01,poly,0.4517241379310345,0.2928164428164428,0.5555555555555556,0.15904081346704296,-0.0411341331418337
220,0.01,sigmoid,0.5623714458560193,0.16082171680117388,0.4444444444444445,0.19706467661691543,0.022108364835591705
220,0.1,linear,0.9304900181488204,0.8892857142857142,0.6444444444444445,0.7377828054298642,0.7167484555551047
220,0.1,rbf,0.6674531155474894,0.39306479428430646,0.5111111111111112,0.285033781033781,0.2102921012226074
220,0.1,poly,0.59340592861464,0.6582575757575758,0.3555555555555555,0.13912280701754387,0.02354947767667931
220,0.1,sigmoid,0.5938294010889292,0.19270114942528735,0.4444444444444445,0.20736542849661466,0.06231758235179237
220,1.0,linear,0.9304900181488204,0.8892857142857142,0.6444444444444445,0.7377828054298642,0.7167484555551047
220,1.0,rbf,0.8992740471869329,0.7695238095238096,0.5333333333333334,0.6267366946778712,0.5853476296899309
220,1.0,poly,0.6177858439201451,0.5580956559894691,0.4,0.24685765847056168,0.16065582804129003
220,1.0,sigmoid,0.7429522081064731,0.3043162393162393,0.4666666666666667,0.35587354272952654,0.22423422039274876
220,10.0,linear,0.9304900181488204,0.8892857142857142,0.6444444444444445,0.7377828054298642,0.7167484555551047
220,10.0,rbf,0.9234724742891712,0.8412698412698413,0.6444444444444445,0.7168677727501257,0.6895518230826333
220,10.0,poly,0.7542649727767695,0.5768996960486322,0.3777777777777778,0.3275974025974026,0.29132725140584864
220,10.0,sigmoid,0.6918330308529945,0.3093650793650794,0.5777777777777777,0.39674806674806673,0.24271302028663788
220,100.0,linear,0.9304900181488204,0.8892857142857142,0.6444444444444445,0.7377828054298642,0.7167484555551047
220,100.0,rbf,0.9269812462189957,0.8980952380952381,0.6,0.7089312648136177,0.6936821238207795
220,100.0,poly,0.8958862673926195,0.731111111111111,0.5111111111111112,0.5814407814407814,0.5487291747966305
220,100.0,sigmoid,0.6393224440411374,0.23695584881068754,0.5333333333333333,0.3260451530507148,0.14923896031774117
