pca__n_components,knn__n_neighbors,knn__weights,knn__metric,threshold,accuracy,precision,recall,f1,mcc
150,3,distance,cosine,0.1,0.8403508771929824,0.5307843137254903,0.6888888888888889,0.5710065297021819,0.503758963005984
150,3,distance,cosine,0.2,0.8473079249848761,0.5450267379679146,0.6888888888888889,0.5808408982322026,0.5158494702191588
150,3,distance,cosine,0.30000000000000004,0.864670296430732,0.5854700854700855,0.6888888888888889,0.6077420164376687,0.5482668510946082
150,3,distance,cosine,0.4,0.868118572292801,0.6383838383838384,0.6222222222222222,0.5874747474747475,0.536655403401118
150,3,distance,cosine,0.5,0.8715668481548698,0.646076146076146,0.6222222222222222,0.5926695526695527,0.5429830586938411
150,3,distance,cosine,0.6,0.8750151240169389,0.6612276612276612,0.6000000000000001,0.5917171717171718,0.542491346901519
150,3,distance,cosine,0.7000000000000001,0.9061705989110708,0.7915584415584416,0.6000000000000001,0.6561764705882352,0.6267234906833705
150,3,distance,cosine,0.8,0.9061705989110708,0.7915584415584416,0.6000000000000001,0.6561764705882352,0.6267234906833705
150,3,distance,cosine,0.9,0.9061705989110708,0.7915584415584416,0.6000000000000001,0.6561764705882352,0.6267234906833705
