criterion,cvTest,splitter,max_depth,min_samples_split,min_samples_leaf,precision,recall,accuracy,f1,train_time,test_time
gini,5,best,300,2,1,1.0,1.0,1.0,1.0,0.02055511474609375,0.0015968799591064454
gini,5,random,300,2,1,1.0,1.0,1.0,1.0,0.005105209350585937,0.0011968135833740235
gini,5,best,300,5,1,1.0,1.0,1.0,1.0,0.01626720428466797,0.0015492439270019531
gini,5,random,300,5,1,0.9591836734693877,1.0,0.9787234042553191,0.9791666666666666,0.005489158630371094,0.001129007339477539
gini,5,best,300,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.01634182929992676,0.0012451171875
gini,5,random,300,2,2,0.9565217391304348,0.9361702127659575,0.9468085106382979,0.9462365591397849,0.006043767929077149,0.00110015869140625
gini,5,best,300,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.015419960021972656,0.002021312713623047
gini,5,random,300,5,2,0.9555555555555556,0.9148936170212766,0.9361702127659575,0.9347826086956522,0.004669809341430664,0.0012215137481689452
gini,5,best,500,2,1,1.0,1.0,1.0,1.0,0.01673264503479004,0.001188802719116211
gini,5,random,500,2,1,1.0,1.0,1.0,1.0,0.005791521072387696,0.0010762214660644531
gini,5,best,500,5,1,1.0,1.0,1.0,1.0,0.015932750701904298,0.0010628223419189454
gini,5,random,500,5,1,1.0,1.0,1.0,1.0,0.00487060546875,0.0010297775268554687
gini,5,best,500,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.01669754981994629,0.0012219905853271484
gini,5,random,500,2,2,1.0,0.9361702127659575,0.9680851063829787,0.967032967032967,0.0059527397155761715,0.0013353347778320313
gini,5,best,500,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.014536714553833008,0.0013809680938720703
gini,5,random,500,5,2,1.0,0.8936170212765957,0.9468085106382979,0.9438202247191011,0.004788255691528321,0.0010267734527587891
entropy,5,best,10,2,1,1.0,1.0,1.0,1.0,0.020750808715820312,0.001208019256591797
entropy,5,random,10,2,1,1.0,1.0,1.0,1.0,0.005320215225219726,0.0010749340057373048
entropy,5,best,10,5,1,1.0,1.0,1.0,1.0,0.021329498291015624,0.0011261940002441407
entropy,5,random,10,5,1,0.9791666666666666,1.0,0.9893617021276596,0.9894736842105264,0.005593252182006836,0.0010714530944824219
entropy,5,best,10,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.02250499725341797,0.0015176296234130859
entropy,5,random,10,2,2,0.9777777777777777,0.9361702127659575,0.9574468085106383,0.9565217391304347,0.004820585250854492,0.0009103775024414063
entropy,5,best,10,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.01833004951477051,0.001156187057495117
entropy,5,random,10,5,2,0.9782608695652174,0.9574468085106383,0.9680851063829787,0.967741935483871,0.004349660873413086,0.0010492801666259766
entropy,5,best,30,2,1,1.0,1.0,1.0,1.0,0.019771862030029296,0.0010289669036865235
entropy,5,random,30,2,1,1.0,1.0,1.0,1.0,0.006567811965942383,0.0010653972625732423
entropy,5,best,30,5,1,1.0,1.0,1.0,1.0,0.01919078826904297,0.001043844223022461
entropy,5,random,30,5,1,1.0,0.9787234042553191,0.9893617021276596,0.989247311827957,0.005446100234985351,0.001018381118774414
entropy,5,best,30,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.020466327667236328,0.0011873722076416015
entropy,5,random,30,2,2,1.0,0.9148936170212766,0.9574468085106383,0.9555555555555556,0.00618433952331543,0.0010448455810546874
entropy,5,best,30,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.023503828048706054,0.0014735221862792968
entropy,5,random,30,5,2,1.0,0.9787234042553191,0.9893617021276596,0.989247311827957,0.005962800979614258,0.0014049053192138673
entropy,5,best,50,2,1,1.0,1.0,1.0,1.0,0.020253992080688475,0.0014519691467285156
entropy,5,random,50,2,1,1.0,1.0,1.0,1.0,0.005601930618286133,0.0013762950897216798
entropy,5,best,50,5,1,1.0,1.0,1.0,1.0,0.01988697052001953,0.0009787559509277343
entropy,5,random,50,5,1,0.9791666666666666,1.0,0.9893617021276596,0.9894736842105264,0.005375194549560547,0.0011597633361816405
entropy,5,best,50,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.02142224311828613,0.0015757083892822266
entropy,5,random,50,2,2,1.0,0.9787234042553191,0.9893617021276596,0.989247311827957,0.004656839370727539,0.0011005401611328125
entropy,5,best,50,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.02021317481994629,0.0011832237243652344
entropy,5,random,50,5,2,1.0,0.9148936170212766,0.9574468085106383,0.9555555555555556,0.004657554626464844,0.0011094093322753906
entropy,5,best,100,2,1,1.0,1.0,1.0,1.0,0.01962423324584961,0.0009770393371582031
entropy,5,random,100,2,1,1.0,1.0,1.0,1.0,0.008364057540893555,0.0012284278869628905
entropy,5,best,100,5,1,1.0,1.0,1.0,1.0,0.022427797317504883,0.0013341903686523438
entropy,5,random,100,5,1,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.00571146011352539,0.0012586116790771484
entropy,5,best,100,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.020740604400634764,0.0020355224609375
entropy,5,random,100,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.005301570892333985,0.001081991195678711
entropy,5,best,100,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.021278762817382814,0.001363515853881836
entropy,5,random,100,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.005115222930908203,0.0010713577270507813
entropy,5,best,300,2,1,1.0,1.0,1.0,1.0,0.022527360916137697,0.0012145042419433594
entropy,5,random,300,2,1,1.0,1.0,1.0,1.0,0.00574183464050293,0.0010989189147949218
entropy,5,best,300,5,1,1.0,1.0,1.0,1.0,0.023303842544555663,0.0016474246978759766
entropy,5,random,300,5,1,0.9782608695652174,0.9574468085106383,0.9680851063829787,0.967741935483871,0.005842256546020508,0.0010549545288085938
entropy,5,best,300,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.02168135643005371,0.0011255264282226563
entropy,5,random,300,2,2,1.0,0.8936170212765957,0.9468085106382979,0.9438202247191011,0.005629777908325195,0.0010978221893310548
entropy,5,best,300,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.02084493637084961,0.001119232177734375
entropy,5,random,300,5,2,0.9777777777777777,0.9361702127659575,0.9574468085106383,0.9565217391304347,0.005284881591796875,0.0012413501739501954
entropy,5,best,500,2,1,1.0,1.0,1.0,1.0,0.02272515296936035,0.0011092185974121093
entropy,5,random,500,2,1,1.0,1.0,1.0,1.0,0.006240367889404297,0.001401805877685547
entropy,5,best,500,5,1,1.0,1.0,1.0,1.0,0.02192368507385254,0.001100301742553711
entropy,5,random,500,5,1,1.0,1.0,1.0,1.0,0.005870723724365234,0.0012744903564453126
entropy,5,best,500,2,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.02067079544067383,0.0011919021606445312
entropy,5,random,500,2,2,1.0,0.9361702127659575,0.9680851063829787,0.967032967032967,0.005220937728881836,0.0024227619171142576
entropy,5,best,500,5,2,1.0,0.9574468085106383,0.9787234042553191,0.9782608695652174,0.02105255126953125,0.0011577129364013672
entropy,5,random,500,5,2,0.9777777777777777,0.9361702127659575,0.9574468085106383,0.9565217391304347,0.005310535430908203,0.0013349533081054687
