C,kernel,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
100.0,linear,0.1,0.26073446327683614,0.11728795189561396,0.16101063344537864,0.025518104260951666,0.9111111111111111,0.09296222517045283,0.27306999070737753,0.038658603228817846,0.030999029671178253,0.15608105145008025
100.0,linear,0.2,0.8661581920903956,0.012703072917228563,0.67,0.19379255804998177,0.3111111111111111,0.27666443551086073,0.36207792207792205,0.19798028178435537,0.3619307691129072,0.15541424786931962
100.0,linear,0.30000000000000004,0.8594350282485875,0.033088008468061675,0.7,0.4472135954999579,0.11111111111111112,0.19245008972987526,0.15944055944055946,0.26676282355219005,0.15250364948991132,0.2849162293884815
100.0,linear,0.4,0.8561016949152542,0.019891298650657273,0.8,0.4472135954999579,0.06666666666666667,0.09938079899999065,0.11272727272727275,0.1648440284602638,0.13924926351370798,0.22226063412185665
100.0,linear,0.5,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
100.0,linear,0.6,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
100.0,linear,0.7000000000000001,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
100.0,linear,0.8,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
100.0,linear,0.9,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
100.0,poly,0.1,0.18062146892655367,0.014196988071386269,0.1527212883704932,0.004627152446072386,0.9777777777777779,0.04969039949999535,0.2641591507702131,0.00858370828964855,0.04492802339606503,0.05018199570774011
100.0,poly,0.2,0.8694350282485874,0.02834404774573095,0.76,0.433589667773576,0.17777777777777776,0.18592445034090566,0.2597402597402597,0.2518275250605885,0.27544769469616853,0.28097982812198913
100.0,poly,0.30000000000000004,0.8594350282485875,0.020009294338833576,0.75,0.4330127018922193,0.11111111111111112,0.13608276348795434,0.17230769230769233,0.19011052531177627,0.20264066099845657,0.21883688478838445
100.0,poly,0.4,0.8594350282485875,0.020009294338833576,0.75,0.4330127018922193,0.11111111111111112,0.13608276348795434,0.17230769230769233,0.19011052531177627,0.20264066099845657,0.21883688478838445
100.0,poly,0.5,0.8627683615819208,0.02559452984265416,0.8,0.4472135954999579,0.11111111111111112,0.13608276348795434,0.18,0.20493901531919195,0.22204665462519224,0.24845315133842572
100.0,poly,0.6,0.8627683615819208,0.02559452984265416,0.8,0.4472135954999579,0.11111111111111112,0.13608276348795434,0.18,0.20493901531919195,0.22204665462519224,0.24845315133842572
100.0,poly,0.7000000000000001,0.8594350282485875,0.020009294338833576,0.8,0.4472135954999579,0.08888888888888888,0.09296222517045283,0.15272727272727274,0.15459892123259136,0.20123158284434065,0.2168671211459157
100.0,poly,0.8,0.8594350282485875,0.020009294338833576,0.8,0.4472135954999579,0.08888888888888888,0.09296222517045283,0.15272727272727274,0.15459892123259136,0.20123158284434065,0.2168671211459157
100.0,poly,0.9,0.8527683615819208,0.014976281161040507,0.8,0.4472135954999579,0.04444444444444444,0.06085806194501846,0.08,0.10954451150103323,0.11282291837064222,0.1813482762585194
100.0,rbf,0.1,0.7291525423728814,0.08003538270813301,0.353742784992785,0.06944527603932285,0.888888888888889,0.19245008972987523,0.49974972612266083,0.08511368440224433,0.44107052306320604,0.11538647262833716
100.0,rbf,0.2,0.8660451977401131,0.052139271406891154,0.5744155844155844,0.18139408899051435,0.711111111111111,0.12668615834434865,0.622919254658385,0.1180799995395176,0.5572959798560031,0.1489842401612842
100.0,rbf,0.30000000000000004,0.9029378531073446,0.02219860933859143,0.7139393939393939,0.16225001963181213,0.6666666666666666,0.1756820922315766,0.668220551378446,0.0886648642736787,0.6262603585875159,0.10389566066940091
100.0,rbf,0.4,0.9162711864406778,0.03171688715443275,0.8064285714285713,0.13800695043129868,0.6,0.2018433569398328,0.6712329466199435,0.14842129686755293,0.6442904294420314,0.15281299497662362
100.0,rbf,0.5,0.9129943502824858,0.022002186363956656,0.8555555555555555,0.14487116456005888,0.5333333333333333,0.16480441082434805,0.6384126984126984,0.11850883369349004,0.6244142893761861,0.109923938654659
100.0,rbf,0.6,0.9029943502824859,0.014065697662942817,0.8833333333333334,0.11180339887498945,0.4222222222222222,0.12171612389003693,0.558974358974359,0.09955522388880601,0.5633125726454646,0.07871878379016445
100.0,rbf,0.7000000000000001,0.8896610169491526,0.025119491638198245,0.9099999999999999,0.12449899597988735,0.31111111111111106,0.18257418583505536,0.42967032967032964,0.24757000402977436,0.4359405758412757,0.25253141792742934
100.0,rbf,0.8,0.8796045197740113,0.021672761169681552,0.96,0.08944271909999157,0.22222222222222224,0.17568209223157663,0.32701298701298703,0.23134095445240319,0.3692802987622471,0.2283805279684971
100.0,rbf,0.9,0.8628813559322033,0.007267082982082106,0.9333333333333332,0.14907119849998604,0.11111111111111112,0.07856742013183861,0.18666666666666668,0.11925695879998877,0.2522539832279503,0.1413411307243962
100.0,sigmoid,0.1,0.2814689265536723,0.11275090299962284,0.16149617370916086,0.012977208703079399,0.888888888888889,0.11111111111111108,0.2723361278267218,0.014968159040675074,0.0681500573398641,0.033688742699692006
100.0,sigmoid,0.2,0.8257627118644069,0.055462776433638165,0.5461538461538462,0.28802531118229313,0.2,0.14487116456005886,0.23376623376623376,0.15772672469468985,0.17775225766092345,0.1391738131579848
100.0,sigmoid,0.30000000000000004,0.8292090395480226,0.03786712363825565,0.6666666666666667,0.4714045207910317,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,-0.002261828213930811,0.08734363600535146
100.0,sigmoid,0.4,0.8393785310734463,0.01613709064250876,0.6666666666666667,0.4714045207910317,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,0.007663672476004779,0.0705278061561682
100.0,sigmoid,0.5,0.8394350282485876,0.015272013078784554,0.6,0.5477225575051661,0.0,0.0,0.0,0.0,-0.026743249315393423,0.037458757500430984
100.0,sigmoid,0.6,0.8427683615819209,0.00995256713205763,0.6,0.5477225575051661,0.0,0.0,0.0,0.0,-0.0220797766430877,0.03023612289985745
100.0,sigmoid,0.7000000000000001,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
100.0,sigmoid,0.8,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
100.0,sigmoid,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
