C,kernel,fold,threshold,accuracy,precision,recall,f1,mcc
0.01,linear,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,linear,3,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,linear,3,0.9,0.85,1.0,0.0,0.0,0.0
0.01,linear,4,0.1,0.5166666666666667,0.2222222222222222,0.8888888888888888,0.35555555555555557,0.24772017853917946
0.01,linear,4,0.2,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
0.01,linear,4,0.30000000000000004,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.01,linear,4,0.4,0.85,1.0,0.0,0.0,0.0
0.01,linear,4,0.5,0.85,1.0,0.0,0.0,0.0
0.01,linear,4,0.6,0.85,1.0,0.0,0.0,0.0
0.01,linear,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.01,linear,4,0.8,0.85,1.0,0.0,0.0,0.0
0.01,linear,4,0.9,0.85,1.0,0.0,0.0,0.0
0.01,linear,5,0.1,0.3728813559322034,0.16666666666666666,0.7777777777777778,0.27450980392156865,0.06174654780291237
0.01,linear,5,0.2,0.8305084745762712,0.42857142857142855,0.3333333333333333,0.375,0.2816747403312185
0.01,linear,5,0.30000000000000004,0.847457627118644,0.5,0.2222222222222222,0.3076923076923077,0.26061310772712853
0.01,linear,5,0.4,0.8135593220338984,0.0,0.0,0.0,-0.07947194142390263
0.01,linear,5,0.5,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,linear,5,0.6,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,linear,5,0.7000000000000001,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,linear,5,0.8,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,linear,5,0.9,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,rbf,1,0.1,0.65,0.3,1.0,0.46153846153846156,0.4200840252084029
0.01,rbf,1,0.2,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
0.01,rbf,1,0.30000000000000004,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
0.01,rbf,1,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.01,rbf,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.01,rbf,1,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,1,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,1,0.9,0.85,1.0,0.0,0.0,0.0
0.01,rbf,2,0.1,0.5166666666666667,0.23684210526315788,1.0,0.3829787234042553,0.31963601590330637
0.01,rbf,2,0.2,0.8833333333333333,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.6511094304643836
0.01,rbf,2,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.01,rbf,2,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.01,rbf,2,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.01,rbf,2,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.01,rbf,2,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.01,rbf,2,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,2,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,3,0.1,0.7166666666666667,0.3333333333333333,0.8888888888888888,0.48484848484848486,0.4192187636816883
0.01,rbf,3,0.2,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.869281045751634
0.01,rbf,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
0.01,rbf,3,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.01,rbf,3,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.01,rbf,3,0.6,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.01,rbf,3,0.7000000000000001,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.01,rbf,3,0.8,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.01,rbf,3,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,4,0.1,0.5833333333333334,0.2647058823529412,1.0,0.4186046511627907,0.36735282343519987
0.01,rbf,4,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.01,rbf,4,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
0.01,rbf,4,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.01,rbf,4,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.01,rbf,4,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,4,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,rbf,5,0.1,0.5423728813559322,0.23529411764705882,0.8888888888888888,0.37209302325581395,0.2684060917068752
0.01,rbf,5,0.2,0.7796610169491526,0.3333333333333333,0.4444444444444444,0.38095238095238093,0.2540763025815098
0.01,rbf,5,0.30000000000000004,0.7966101694915254,0.2,0.1111111111111111,0.14285714285714285,0.040164271738447284
0.01,rbf,5,0.4,0.7796610169491526,0.0,0.0,0.0,-0.11441551070947108
0.01,rbf,5,0.5,0.7966101694915254,0.0,0.0,0.0,-0.09819805060619657
0.01,rbf,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.01,rbf,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.01,rbf,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.01,rbf,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.01,poly,1,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
0.01,poly,1,0.2,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,poly,1,0.30000000000000004,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,poly,1,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,poly,1,0.5,0.85,1.0,0.0,0.0,0.0
0.01,poly,1,0.6,0.85,1.0,0.0,0.0,0.0
0.01,poly,1,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.01,poly,1,0.8,0.85,1.0,0.0,0.0,0.0
0.01,poly,1,0.9,0.85,1.0,0.0,0.0,0.0
0.01,poly,2,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
0.01,poly,2,0.2,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.01,poly,2,0.30000000000000004,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,poly,2,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,poly,2,0.5,0.85,1.0,0.0,0.0,0.0
0.01,poly,2,0.6,0.85,1.0,0.0,0.0,0.0
0.01,poly,2,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.01,poly,2,0.8,0.85,1.0,0.0,0.0,0.0
0.01,poly,2,0.9,0.85,1.0,0.0,0.0,0.0
0.01,poly,3,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
0.01,poly,3,0.2,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.01,poly,3,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
0.01,poly,3,0.4,0.85,1.0,0.0,0.0,0.0
0.01,poly,3,0.5,0.85,1.0,0.0,0.0,0.0
0.01,poly,3,0.6,0.85,1.0,0.0,0.0,0.0
0.01,poly,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.01,poly,3,0.8,0.85,1.0,0.0,0.0,0.0
0.01,poly,3,0.9,0.85,1.0,0.0,0.0,0.0
0.01,poly,4,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
0.01,poly,4,0.2,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.01,poly,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
0.01,poly,4,0.4,0.85,1.0,0.0,0.0,0.0
0.01,poly,4,0.5,0.85,1.0,0.0,0.0,0.0
0.01,poly,4,0.6,0.85,1.0,0.0,0.0,0.0
0.01,poly,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.01,poly,4,0.8,0.85,1.0,0.0,0.0,0.0
0.01,poly,4,0.9,0.85,1.0,0.0,0.0,0.0
0.01,poly,5,0.1,0.1694915254237288,0.15517241379310345,1.0,0.26865671641791045,0.05570860145311556
0.01,poly,5,0.2,0.8135593220338984,0.0,0.0,0.0,-0.07947194142390263
0.01,poly,5,0.30000000000000004,0.8135593220338984,0.0,0.0,0.0,-0.07947194142390263
0.01,poly,5,0.4,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,poly,5,0.5,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,poly,5,0.6,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,poly,5,0.7000000000000001,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,poly,5,0.8,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,poly,5,0.9,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,sigmoid,1,0.1,0.2833333333333333,0.17307692307692307,1.0,0.29508196721311475,0.1647705109143269
0.01,sigmoid,1,0.2,0.85,0.5,0.5555555555555556,0.5263157894736842,0.4383570037596047
0.01,sigmoid,1,0.30000000000000004,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.01,sigmoid,1,0.4,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,1,0.5,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,1,0.6,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,1,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,1,0.8,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,1,0.9,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,2,0.1,0.23333333333333334,0.1509433962264151,0.8888888888888888,0.25806451612903225,0.007269891966936623
0.01,sigmoid,2,0.2,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
0.01,sigmoid,2,0.30000000000000004,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
0.01,sigmoid,2,0.4,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,2,0.5,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,2,0.6,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,2,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,2,0.8,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,2,0.9,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,3,0.1,0.5833333333333334,0.21428571428571427,0.6666666666666666,0.32432432432432434,0.16840826742715195
0.01,sigmoid,3,0.2,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.01,sigmoid,3,0.30000000000000004,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.01,sigmoid,3,0.4,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.01,sigmoid,3,0.5,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
0.01,sigmoid,3,0.6,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
0.01,sigmoid,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,3,0.8,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,3,0.9,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,4,0.1,0.45,0.18421052631578946,0.7777777777777778,0.2978723404255319,0.125917218386151
0.01,sigmoid,4,0.2,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
0.01,sigmoid,4,0.30000000000000004,0.8166666666666667,0.25,0.1111111111111111,0.15384615384615385,0.07484811885651198
0.01,sigmoid,4,0.4,0.8166666666666667,0.25,0.1111111111111111,0.15384615384615385,0.07484811885651198
0.01,sigmoid,4,0.5,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.11779030380392652
0.01,sigmoid,4,0.6,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.11779030380392652
0.01,sigmoid,4,0.7000000000000001,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.01,sigmoid,4,0.8,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.01,sigmoid,4,0.9,0.85,1.0,0.0,0.0,0.0
0.01,sigmoid,5,0.1,0.5423728813559322,0.17857142857142858,0.5555555555555556,0.2702702702702703,0.06880220170568244
0.01,sigmoid,5,0.2,0.7288135593220338,0.26666666666666666,0.4444444444444444,0.3333333333333333,0.18532890046293737
0.01,sigmoid,5,0.30000000000000004,0.7457627118644068,0.2,0.2222222222222222,0.21052631578947367,0.0596284793999944
0.01,sigmoid,5,0.4,0.7796610169491526,0.16666666666666666,0.1111111111111111,0.13333333333333333,0.013217526428635735
0.01,sigmoid,5,0.5,0.7966101694915254,0.2,0.1111111111111111,0.14285714285714285,0.040164271738447284
0.01,sigmoid,5,0.6,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,sigmoid,5,0.7000000000000001,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,sigmoid,5,0.8,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.01,sigmoid,5,0.9,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.1,linear,1,0.1,0.16666666666666666,0.15254237288135594,1.0,0.2647058823529412,0.054690281762322934
0.1,linear,1,0.2,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.1,linear,1,0.30000000000000004,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.1,linear,1,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,linear,1,0.5,0.85,1.0,0.0,0.0,0.0
0.1,linear,1,0.6,0.85,1.0,0.0,0.0,0.0
0.1,linear,1,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,linear,1,0.8,0.85,1.0,0.0,0.0,0.0
0.1,linear,1,0.9,0.85,1.0,0.0,0.0,0.0
0.1,linear,2,0.1,0.15,0.13793103448275862,0.8888888888888888,0.23880597014925373,-0.18201783862232032
0.1,linear,2,0.2,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,linear,2,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
0.1,linear,2,0.4,0.85,1.0,0.0,0.0,0.0
0.1,linear,2,0.5,0.85,1.0,0.0,0.0,0.0
0.1,linear,2,0.6,0.85,1.0,0.0,0.0,0.0
0.1,linear,2,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,linear,2,0.8,0.85,1.0,0.0,0.0,0.0
0.1,linear,2,0.9,0.85,1.0,0.0,0.0,0.0
0.1,linear,3,0.1,0.4166666666666667,0.20454545454545456,1.0,0.33962264150943394,0.25332019855244947
0.1,linear,3,0.2,0.8833333333333333,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6067880364121375
0.1,linear,3,0.30000000000000004,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
0.1,linear,3,0.4,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.1,linear,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,linear,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,linear,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,linear,3,0.8,0.85,1.0,0.0,0.0,0.0
0.1,linear,3,0.9,0.85,1.0,0.0,0.0,0.0
0.1,linear,4,0.1,0.35,0.1590909090909091,0.7777777777777778,0.2641509433962264,0.04222003309207491
0.1,linear,4,0.2,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.1,linear,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
0.1,linear,4,0.4,0.85,1.0,0.0,0.0,0.0
0.1,linear,4,0.5,0.85,1.0,0.0,0.0,0.0
0.1,linear,4,0.6,0.85,1.0,0.0,0.0,0.0
0.1,linear,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,linear,4,0.8,0.85,1.0,0.0,0.0,0.0
0.1,linear,4,0.9,0.85,1.0,0.0,0.0,0.0
0.1,linear,5,0.1,0.22033898305084745,0.1509433962264151,0.8888888888888888,0.25806451612903225,-0.013217526428635735
0.1,linear,5,0.2,0.847457627118644,0.5,0.1111111111111111,0.18181818181818182,0.18101942213222266
0.1,linear,5,0.30000000000000004,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.1,linear,5,0.4,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.1,linear,5,0.5,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.1,linear,5,0.6,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.1,linear,5,0.7000000000000001,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.1,linear,5,0.8,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.1,linear,5,0.9,0.8305084745762712,0.0,0.0,0.0,-0.05570860145311556
0.1,rbf,1,0.1,0.7833333333333333,0.4090909090909091,1.0,0.5806451612903226,0.5520985729238927
0.1,rbf,1,0.2,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
0.1,rbf,1,0.30000000000000004,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
0.1,rbf,1,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
0.1,rbf,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.1,rbf,1,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,1,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,1,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,2,0.1,0.65,0.3,1.0,0.46153846153846156,0.4200840252084029
0.1,rbf,2,0.2,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
0.1,rbf,2,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
0.1,rbf,2,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.1,rbf,2,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.1,rbf,2,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
0.1,rbf,2,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.1,rbf,2,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,2,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,3,0.1,0.7833333333333333,0.4,0.8888888888888888,0.5517241379310345,0.49507377148833714
0.1,rbf,3,0.2,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
0.1,rbf,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
0.1,rbf,3,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.1,rbf,3,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.1,rbf,3,0.6,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.1,rbf,3,0.7000000000000001,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.1,rbf,3,0.8,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.1,rbf,3,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,4,0.1,0.6833333333333333,0.3076923076923077,0.8888888888888888,0.45714285714285713,0.38619142976521015
0.1,rbf,4,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,rbf,4,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
0.1,rbf,4,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
0.1,rbf,4,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
0.1,rbf,4,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,4,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,rbf,5,0.1,0.576271186440678,0.23333333333333334,0.7777777777777778,0.358974358974359,0.22854417370803312
0.1,rbf,5,0.2,0.7288135593220338,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.04888888888888889
0.1,rbf,5,0.30000000000000004,0.7966101694915254,0.2,0.1111111111111111,0.14285714285714285,0.040164271738447284
0.1,rbf,5,0.4,0.7796610169491526,0.0,0.0,0.0,-0.11441551070947108
0.1,rbf,5,0.5,0.7966101694915254,0.0,0.0,0.0,-0.09819805060619657
0.1,rbf,5,0.6,0.847457627118644,1.0,0.0,0.0,0.0
0.1,rbf,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
0.1,rbf,5,0.8,0.847457627118644,1.0,0.0,0.0,0.0
0.1,rbf,5,0.9,0.847457627118644,1.0,0.0,0.0,0.0
0.1,poly,1,0.1,0.16666666666666666,0.15254237288135594,1.0,0.2647058823529412,0.054690281762322934
0.1,poly,1,0.2,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.1,poly,1,0.30000000000000004,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,poly,1,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,poly,1,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,poly,1,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,poly,1,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,poly,1,0.8,0.85,1.0,0.0,0.0,0.0
0.1,poly,1,0.9,0.85,1.0,0.0,0.0,0.0
0.1,poly,2,0.1,0.16666666666666666,0.15254237288135594,1.0,0.2647058823529412,0.054690281762322934
0.1,poly,2,0.2,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
0.1,poly,2,0.30000000000000004,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.1,poly,2,0.4,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.1,poly,2,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.1,poly,2,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.1,poly,2,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
0.1,poly,2,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,poly,2,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,poly,3,0.1,0.16666666666666666,0.15254237288135594,1.0,0.2647058823529412,0.054690281762322934
0.1,poly,3,0.2,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
0.1,poly,3,0.30000000000000004,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
0.1,poly,3,0.4,0.85,1.0,0.0,0.0,0.0
0.1,poly,3,0.5,0.85,1.0,0.0,0.0,0.0
0.1,poly,3,0.6,0.85,1.0,0.0,0.0,0.0
0.1,poly,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
0.1,poly,3,0.8,0.85,1.0,0.0,0.0,0.0
0.1,poly,3,0.9,0.85,1.0,0.0,0.0,0.0
0.1,poly,4,0.1,0.2,0.15789473684210525,1.0,0.2727272727272727,0.09637388493048533
0.1,poly,4,0.2,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
