C,kernel,fold,threshold,accuracy,precision,recall,f1,mcc
0.01,linear,1,0.1,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
0.01,linear,1,0.2,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
0.01,linear,1,0.30000000000000004,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
0.01,linear,1,0.4,0.42105263157894735,0.4666666666666667,0.7,0.56,-0.23134069792952236
0.01,linear,1,0.5,0.6842105263157895,0.8333333333333334,0.5,0.625,0.41773367652300253
0.01,linear,1,0.6,0.5263157894736842,1.0,0.1,0.18181818181818182,0.22360679774997896
0.01,linear,1,0.7000000000000001,0.5263157894736842,1.0,0.1,0.18181818181818182,0.22360679774997896
0.01,linear,1,0.8,0.5263157894736842,1.0,0.1,0.18181818181818182,0.22360679774997896
0.01,linear,1,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
0.01,linear,2,0.1,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
0.01,linear,2,0.2,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
0.01,linear,2,0.30000000000000004,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
0.01,linear,2,0.4,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
0.01,linear,2,0.5,0.5789473684210527,0.6,0.6,0.6,0.15555555555555556
0.01,linear,2,0.6,0.42105263157894735,0.3333333333333333,0.1,0.15384615384615385,-0.16735967034880075
0.01,linear,2,0.7000000000000001,0.3684210526315789,0.0,0.0,0.0,-0.3615507630310936
0.01,linear,2,0.8,0.42105263157894735,0.0,0.0,0.0,-0.24845199749997662
0.01,linear,2,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
0.01,linear,3,0.1,0.47368421052631576,0.47368421052631576,1.0,0.6428571428571429,0.0
0.01,linear,3,0.2,0.42105263157894735,0.4444444444444444,0.8888888888888888,0.5925925925925926,-0.24845199749997662
