fold,threshold,accuracy,precision,recall,f1,mcc
1,0.1,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
1,0.2,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
1,0.30000000000000004,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
1,0.4,0.47368421052631576,0.5,0.9,0.6428571428571429,-0.22360679774997896
1,0.5,0.631578947368421,0.6666666666666666,0.6,0.631578947368421,0.26666666666666666
1,0.6,0.6842105263157895,1.0,0.4,0.5714285714285714,0.4898979485566356
1,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
1,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
1,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
2,0.1,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
2,0.2,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
2,0.30000000000000004,0.5263157894736842,0.5263157894736842,1.0,0.6896551724137931,0.0
2,0.4,0.5263157894736842,0.5333333333333333,0.8,0.64,0.027216552697590865
2,0.5,0.631578947368421,0.8,0.4,0.5333333333333333,0.32756920994133026
2,0.6,0.47368421052631576,1.0,0.0,0.0,0.0
2,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
2,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
2,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,0.1,0.47368421052631576,0.47058823529411764,0.8888888888888888,0.6153846153846154,-0.018077538151554683
3,0.2,0.47368421052631576,0.47058823529411764,0.8888888888888888,0.6153846153846154,-0.018077538151554683
3,0.30000000000000004,0.631578947368421,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.32756920994133026
3,0.4,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
3,0.5,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
3,0.6,0.631578947368421,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.26257545381445874
3,0.7000000000000001,0.5263157894736842,0.5,0.2222222222222222,0.3076923076923077,0.027216552697590865
3,0.8,0.5789473684210527,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.16735967034880075
3,0.9,0.5263157894736842,0.5,0.1111111111111111,0.18181818181818182,0.018077538151554683
4,0.1,0.42105263157894735,0.4444444444444444,0.8888888888888888,0.5925925925925926,-0.24845199749997662
4,0.2,0.5263157894736842,0.5,0.8888888888888888,0.64,0.12171612389003691
4,0.30000000000000004,0.5789473684210527,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.23134069792952236
4,0.4,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
4,0.5,0.7894736842105263,0.8571428571428571,0.6666666666666666,0.75,0.5865557254410011
4,0.6,0.5263157894736842,0.5,0.1111111111111111,0.18181818181818182,0.018077538151554683
4,0.7000000000000001,0.5789473684210527,1.0,0.1111111111111111,0.2,0.24845199749997662
4,0.8,0.5789473684210527,1.0,0.1111111111111111,0.2,0.24845199749997662
4,0.9,0.5789473684210527,1.0,0.1111111111111111,0.2,0.24845199749997662
5,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
5,0.2,0.5,0.5,1.0,0.6666666666666666,0.0
5,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666,0.0
5,0.4,0.5,0.5,1.0,0.6666666666666666,0.0
5,0.5,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.4714045207910316
5,0.6,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
5,0.7000000000000001,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
5,0.8,0.5,1.0,0.0,0.0,0.0
5,0.9,0.5,1.0,0.0,0.0,0.0
