mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__metric,param_knn__n_neighbors,param_knn__weights,param_pca__n_components,params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_train_mcc,split1_train_mcc,split2_train_mcc,split3_train_mcc,split4_train_mcc,mean_train_mcc,std_train_mcc
0.014417028427124024,0.0009614269048983071,0.02031598091125488,0.001966127075302154,cosine,3,uniform,0.7,"{'knn__metric': 'cosine', 'knn__n_neighbors': 3, 'knn__weights': 'uniform', 'pca__n_components': 0.7}",0.5,0.75,0.6,0.75,0.5454545454545454,0.6290909090909091,0.10367622837747578,78,0.5,0.8108108108108109,0.8,0.7837837837837838,0.8823529411764706,0.7553895071542132,0.13206919842223122,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7333333333333332,0.13333333333333336,2,1.0,0.8333333333333334,0.7777777777777778,0.8055555555555556,0.8333333333333334,0.85,0.07777777777777777,0.5,0.7222222222222222,0.6111111111111112,0.7222222222222222,0.5555555555555556,0.6222222222222223,0.08888888888888888,73,0.5,0.8194444444444444,0.7916666666666666,0.7916666666666666,0.8611111111111112,0.7527777777777778,0.12892001539858103,0.6666666666666666,0.7058823529411765,0.631578947368421,0.7058823529411765,0.6,0.6620020639834882,0.04157532922058202,15,0.6666666666666666,0.821917808219178,0.7887323943661971,0.7945205479452054,0.8571428571428571,0.785796054868021,0.0642988293242385,0.0,0.4472135954999579,0.22360679774997896,0.4472135954999579,0.11396057645963795,0.24639891304190656,0.17856365321411177,77,0.0,0.6391355165332376,0.5835585150955648,0.5835585150955648,0.7233393492970545,0.5059183792042844,0.25808063535776005
0.017604970932006837,0.0022296836204763713,0.02329559326171875,0.0013518991269314844,cosine,3,uniform,0.8,"{'knn__metric': 'cosine', 'knn__n_neighbors': 3, 'knn__weights': 'uniform', 'pca__n_components': 0.8}",0.5,0.875,0.8571428571428571,0.8571428571428571,0.5,0.7178571428571429,0.1779990827768159,55,0.8333333333333334,0.8108108108108109,0.78125,0.8333333333333334,0.8823529411764706,0.8282160837307897,0.03314190208032706,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6888888888888889,0.08314794192830981,4,0.8333333333333334,0.8333333333333334,0.6944444444444444,0.8333333333333334,0.8333333333333334,0.8055555555555556,0.05555555555555558,0.5,0.8333333333333334,0.7777777777777778,0.7777777777777778,0.5,0.6777777777777778,0.146565621758588,30,0.8333333333333334,0.8194444444444444,0.75,0.8333333333333334,0.8611111111111112,0.8194444444444444,0.03726779962499651,0.6086956521739131,0.8235294117647058,0.75,0.75,0.5263157894736842,0.6917081706824606,0.10809110261429927,5,0.8333333333333334,0.821917808219178,0.7352941176470589,0.8333333333333334,0.8571428571428571,0.816204289935152,0.04205205063100766,0.0,0.6708203932499369,0.5698028822981898,0.5698028822981898,0.0,0.3620852315692633,0.2979335747269227,40,0.6666666666666666,0.6391355165332376,0.5031152949374527,0.6666666666666666,0.7233393492970545,0.6397846988202156,0.07362826549934945
0.022660493850708008,0.000949000504828512,0.026681184768676758,0.0017484177682707922,cosine,3,uniform,0.9,"{'knn__metric': 'cosine', 'knn__n_neighbors': 3, 'knn__weights': 'uniform', 'pca__n_components': 0.9}",0.5714285714285714,0.75,0.7777777777777778,1.0,0.5,0.7198412698412698,0.17499235127077808,53,0.875,0.8571428571428571,0.8108108108108109,0.8235294117647058,0.8787878787878788,0.8490541917012505,0.02733779141557526,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.6,0.13333333333333333,18,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.7777777777777778,0.8055555555555556,0.8055555555555556,0.024845199749997673,0.5555555555555556,0.7222222222222222,0.7777777777777778,0.8333333333333334,0.5,0.6777777777777778,0.12862041003100252,30,0.8333333333333334,0.8472222222222222,0.8194444444444444,0.8055555555555556,0.8472222222222222,0.8305555555555555,0.016197088596792492,0.5,0.7058823529411765,0.7777777777777778,0.8,0.47058823529411764,0.6508496732026143,0.1390215590879286,26,0.8235294117647058,0.8450704225352113,0.821917808219178,0.8,0.8405797101449275,0.8262194705328045,0.015967318015067712,0.11396057645963795,0.4472135954999579,0.5555555555555556,0.7071067811865475,0.0,0.3647673017403398,0.26696556564509005,39,0.6708203932499369,0.6947125179709105,0.6391355165332376,0.612056372482123,0.6968683416725757,0.6627186283817568,0.03279718835561096
0.020293283462524413,0.004018747937651459,0.022499799728393555,0.0026641479982081324,cosine,3,distance,0.7,"{'knn__metric': 'cosine', 'knn__n_neighbors': 3, 'knn__weights': 'distance', 'pca__n_components': 0.7}",0.5,0.7142857142857143,0.5833333333333334,0.6666666666666666,0.5384615384615384,0.6005494505494505,0.07945932227373625,83,0.5,1.0,1.0,1.0,1.0,0.9,0.20000000000000004,1.0,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7555555555555555,0.14740554623801777,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.6666666666666666,0.6111111111111112,0.6666666666666666,0.5555555555555556,0.6,0.06478835438717,81,0.5,1.0,1.0,1.0,1.0,0.9,0.20000000000000004,0.6666666666666666,0.625,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.6522727272727271,0.017991427404602887,22,0.6666666666666666,1.0,1.0,1.0,1.0,0.9333333333333332,0.13333333333333336,0.0,0.34188172937891387,0.2357022603955158,0.3333333333333333,0.12403473458920847,0.2069904115393943,0.130160859391877,82,0.0,1.0,1.0,1.0,1.0,0.8,0.4000000000000001
0.017696285247802736,0.0013712425285313016,0.022109413146972658,0.003189528943842972,cosine,3,distance,0.8,"{'knn__metric': 'cosine', 'knn__n_neighbors': 3, 'knn__weights': 'distance', 'pca__n_components': 0.8}",0.5,0.875,1.0,0.7777777777777778,0.45454545454545453,0.7214646464646465,0.21195219336495935,52,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.711111111111111,0.13333333333333333,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.8333333333333334,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.6666666666666666,0.16101529717988267,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.64,0.8235294117647058,0.7142857142857143,0.7777777777777778,0.5,0.6911185807656396,0.11377045476006005,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6708203932499369,0.6201736729460423,0.5555555555555556,-0.11396057645963795,0.3465178090583794,0.3334280770834821,47,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.022267770767211915,0.0018657666350932987,0.025310754776000977,0.0005033513459760127,cosine,3,distance,0.9,"{'knn__metric': 'cosine', 'knn__n_neighbors': 3, 'knn__weights': 'distance', 'pca__n_components': 0.9}",0.5,0.75,0.75,0.7777777777777778,0.42857142857142855,0.6412698412698412,0.1466128878246768,77,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.5777777777777777,0.16329931618554522,30,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.7222222222222222,0.7222222222222222,0.7777777777777778,0.4444444444444444,0.6333333333333334,0.13425606637327303,68,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.47058823529411764,0.7058823529411765,0.7058823529411765,0.7777777777777778,0.375,0.6070261437908496,0.15566159125601078,52,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.5555555555555556,-0.11396057645963795,0.2672044340191667,0.2700510842407928,72,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.01964268684387207,0.003960922423689324,0.023789453506469726,0.0021354381782263225,cosine,5,uniform,0.7,"{'knn__metric': 'cosine', 'knn__n_neighbors': 5, 'knn__weights': 'uniform', 'pca__n_components': 0.7}",0.5,0.75,1.0,0.8333333333333334,0.7142857142857143,0.7595238095238096,0.16295179649779687,35,0.4375,0.775,0.75,0.8125,0.84375,0.72375,0.14665009376062466,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5777777777777777,0.0831479419283098,30,0.19444444444444445,0.8611111111111112,0.6666666666666666,0.7222222222222222,0.75,0.638888888888889,0.23107371492317139,0.5,0.7222222222222222,0.8333333333333334,0.7222222222222222,0.6666666666666666,0.6888888888888889,0.10886621079036347,22,0.4722222222222222,0.8055555555555556,0.7222222222222222,0.7777777777777778,0.8055555555555556,0.7166666666666666,0.12595315609727373,0.47058823529411764,0.7058823529411765,0.8,0.6666666666666666,0.625,0.6536274509803921,0.10830365133255958,20,0.2692307692307692,0.8157894736842105,0.7058823529411765,0.7647058823529411,0.7941176470588235,0.6699452250535842,0.20373142599180388,0.0,0.4472135954999579,0.7071067811865475,0.4714045207910316,0.34188172937891387,0.39352132537129014,0.23013481765932545,30,-0.0668153104781061,0.6149186938124421,0.4472135954999579,0.5590169943749475,0.6149186938124421,0.43385053340433666,0.2577141280714537
0.017429447174072264,0.0024634152909544047,0.024931859970092774,0.002629458878297837,cosine,5,uniform,0.8,"{'knn__metric': 'cosine', 'knn__n_neighbors': 5, 'knn__weights': 'uniform', 'pca__n_components': 0.8}",0.6,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.6,0.7288888888888889,0.10717471601588886,49,0.7741935483870968,0.8108108108108109,0.8181818181818182,0.8,0.8387096774193549,0.8083791709598162,0.021264109121589544,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.5777777777777777,0.14740554623801777,30,0.6666666666666666,0.8333333333333334,0.75,0.7777777777777778,0.7222222222222222,0.75,0.05555555555555558,0.6111111111111112,0.7777777777777778,0.7222222222222222,0.7222222222222222,0.5555555555555556,0.6777777777777778,0.08164965809277258,30,0.7361111111111112,0.8194444444444444,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7861111111111111,0.027216552697590837,0.631578947368421,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6342522974101921,0.114028691819253,37,0.7164179104477612,0.821917808219178,0.782608695652174,0.7887323943661971,0.7761194029850746,0.777159242334077,0.034227340751834395,0.22360679774997896,0.5555555555555556,0.4714045207910316,0.4714045207910316,0.12403473458920847,0.36920122589536125,0.1654831164345861,38,0.4768438064352323,0.6391355165332376,0.5853694070049635,0.5835585150955648,0.5890423491258752,0.5747899188389747,0.05315212600994775
0.024951171875,0.0023347017514561193,0.03372039794921875,0.0004063596806026147,cosine,5,uniform,0.9,"{'knn__metric': 'cosine', 'knn__n_neighbors': 5, 'knn__weights': 'uniform', 'pca__n_components': 0.9}",0.625,0.8,1.0,1.0,0.5,0.7849999999999999,0.1997498435543818,20,0.8571428571428571,0.7647058823529411,0.7428571428571429,0.7878787878787878,0.8333333333333334,0.7971836007130124,0.0424138216977961,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.15713484026367724,38,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.6944444444444444,0.7055555555555555,0.022222222222222233,0.6111111111111112,0.6666666666666666,0.8888888888888888,0.8333333333333334,0.5,0.7,0.14315665251916806,11,0.7777777777777778,0.75,0.7361111111111112,0.7638888888888888,0.7777777777777778,0.7611111111111111,0.016197088596792492,0.5882352941176471,0.5714285714285714,0.875,0.8,0.4,0.6469327731092437,0.17062608761645554,30,0.75,0.7428571428571429,0.7323943661971831,0.7536231884057971,0.7575757575757576,0.7472900910071761,0.00888572240266109,0.22360679774997896,0.3721042037676254,0.7977240352174656,0.7071067811865475,0.0,0.42010836358432346,0.29744578970215196,16,0.5698028822981898,0.5007733956671915,0.4724045122202191,0.5296199396711575,0.563436169819011,0.5272073799351539,0.03697250956196339
0.020322322845458984,0.002706689460960226,0.022475147247314455,0.0006490562403996191,cosine,5,distance,0.7,"{'knn__metric': 'cosine', 'knn__n_neighbors': 5, 'knn__weights': 'distance', 'pca__n_components': 0.7}",0.5,0.75,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.6166666666666667,0.08498365855987974,81,0.4375,1.0,1.0,1.0,1.0,0.8875,0.225,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.12171612389003693,9,0.19444444444444445,1.0,1.0,1.0,1.0,0.8388888888888889,0.32222222222222224,0.5,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.6111111111111112,0.6222222222222222,0.07370277311900887,75,0.4722222222222222,1.0,1.0,1.0,1.0,0.8944444444444445,0.2111111111111111,0.47058823529411764,0.7058823529411765,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6352941176470588,0.0837417902120103,34,0.2692307692307692,1.0,1.0,1.0,1.0,0.8538461538461538,0.2923076923076923,0.0,0.4472135954999579,0.2357022603955158,0.3333333333333333,0.2357022603955158,0.25039028992486456,0.1474759205965052,75,-0.0668153104781061,1.0,1.0,1.0,1.0,0.7866369379043788,0.42672612419124245
