alpha,fold,threshold,accuracy,precision,recall,f1,mcc
0.01,4,0.9,0.7368421052631579,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.5060480768510598
0.01,5,0.1,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.01,5,0.2,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.01,5,0.30000000000000004,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.01,5,0.4,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.01,5,0.5,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.01,5,0.6,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.01,5,0.7000000000000001,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.01,5,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.01,5,0.9,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.1,1,0.1,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,1,0.2,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,1,0.30000000000000004,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,1,0.4,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,1,0.5,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,1,0.6,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,1,0.7000000000000001,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,1,0.8,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,1,0.9,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.1,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.2,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.30000000000000004,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.4,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.5,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.6,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.7000000000000001,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.8,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,2,0.9,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
0.1,3,0.1,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,3,0.2,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,3,0.30000000000000004,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,3,0.4,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,3,0.5,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,3,0.6,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,3,0.7000000000000001,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,3,0.8,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,3,0.9,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
0.1,4,0.1,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,4,0.2,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,4,0.30000000000000004,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,4,0.4,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,4,0.5,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,4,0.6,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,4,0.7000000000000001,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,4,0.8,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,4,0.9,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
0.1,5,0.1,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.1,5,0.2,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.1,5,0.30000000000000004,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.1,5,0.4,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.1,5,0.5,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.1,5,0.6,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.1,5,0.7000000000000001,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.1,5,0.8,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.1,5,0.9,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,1,0.1,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,1,0.2,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,1,0.30000000000000004,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,1,0.4,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,1,0.5,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,1,0.6,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,1,0.7000000000000001,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,1,0.8,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,1,0.9,0.7894736842105263,1.0,0.6,0.75,0.6445033866354896
1.0,2,0.1,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,2,0.2,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,2,0.30000000000000004,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,2,0.4,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,2,0.5,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,2,0.6,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,2,0.7000000000000001,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,2,0.8,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,2,0.9,0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.5060480768510598
1.0,3,0.1,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,3,0.2,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,3,0.30000000000000004,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,3,0.4,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,3,0.5,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,3,0.6,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,3,0.7000000000000001,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,3,0.8,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,3,0.9,0.8421052631578947,0.875,0.7777777777777778,0.8235294117647058,0.6854365268376295
1.0,4,0.1,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,4,0.2,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,4,0.30000000000000004,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,4,0.4,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,4,0.5,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,4,0.6,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,4,0.7000000000000001,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,4,0.8,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,4,0.9,0.6842105263157895,0.6363636363636364,0.7777777777777778,0.7,0.3820465887291705
1.0,5,0.1,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,5,0.2,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,5,0.30000000000000004,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,5,0.4,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,5,0.5,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,5,0.6,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,5,0.7000000000000001,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,5,0.8,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
1.0,5,0.9,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
10.0,1,0.1,0.7894736842105263,0.75,0.9,0.8181818181818182,0.5865557254410011
10.0,1,0.2,0.7894736842105263,0.75,0.9,0.8181818181818182,0.5865557254410011
10.0,1,0.30000000000000004,0.7894736842105263,0.75,0.9,0.8181818181818182,0.5865557254410011
10.0,1,0.4,0.7894736842105263,0.75,0.9,0.8181818181818182,0.5865557254410011
10.0,1,0.5,0.7894736842105263,0.75,0.9,0.8181818181818182,0.5865557254410011
10.0,1,0.6,0.7894736842105263,0.75,0.9,0.8181818181818182,0.5865557254410011
10.0,1,0.7000000000000001,0.7894736842105263,0.75,0.9,0.8181818181818182,0.5865557254410011
10.0,1,0.8,0.7894736842105263,0.75,0.9,0.8181818181818182,0.5865557254410011
10.0,1,0.9,0.7368421052631579,0.7272727272727273,0.8,0.7619047619047619,0.47193990372426947
10.0,2,0.1,0.5263157894736842,0.5333333333333333,0.8,0.64,0.027216552697590865
10.0,2,0.2,0.5263157894736842,0.5333333333333333,0.8,0.64,0.027216552697590865
10.0,2,0.30000000000000004,0.5789473684210527,0.5714285714285714,0.8,0.6666666666666666,0.15118578920369088
10.0,2,0.4,0.5789473684210527,0.5714285714285714,0.8,0.6666666666666666,0.15118578920369088
10.0,2,0.5,0.5789473684210527,0.5714285714285714,0.8,0.6666666666666666,0.15118578920369088
10.0,2,0.6,0.5789473684210527,0.5714285714285714,0.8,0.6666666666666666,0.15118578920369088
10.0,2,0.7000000000000001,0.5789473684210527,0.5714285714285714,0.8,0.6666666666666666,0.15118578920369088
10.0,2,0.8,0.631578947368421,0.6153846153846154,0.8,0.6956521739130435,0.26257545381445874
10.0,2,0.9,0.631578947368421,0.6153846153846154,0.8,0.6956521739130435,0.26257545381445874
10.0,3,0.1,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,3,0.2,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,3,0.30000000000000004,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,3,0.4,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,3,0.5,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,3,0.6,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,3,0.7000000000000001,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,3,0.8,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,3,0.9,0.7894736842105263,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5777777777777777
10.0,4,0.1,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,4,0.2,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,4,0.30000000000000004,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,4,0.4,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,4,0.5,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,4,0.6,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,4,0.7000000000000001,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,4,0.8,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,4,0.9,0.7894736842105263,0.6923076923076923,1.0,0.8181818181818182,0.6445033866354896
10.0,5,0.1,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
10.0,5,0.2,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
10.0,5,0.30000000000000004,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
10.0,5,0.4,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
10.0,5,0.5,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
10.0,5,0.6,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
10.0,5,0.7000000000000001,0.7777777777777778,0.7272727272727273,0.8888888888888888,0.8,0.5698028822981898
10.0,5,0.8,0.7777777777777778,0.7272727272727273,0.8888888888888888,0.8,0.5698028822981898
10.0,5,0.9,0.7777777777777778,0.7272727272727273,0.8888888888888888,0.8,0.5698028822981898
