rf__n_estimators,rf__max_depth,rf__min_samples_split,rf__min_samples_leaf,rf__criterion,threshold,accuracy,precision,recall,f1,mcc
50,10,10,2,entropy,0.30000000000000004,0.8958862673926195,0.6172952047952048,0.9111111111111111,0.7332490118577075,0.6937337125795465
50,10,10,2,entropy,0.4,0.9306110102843315,0.7461760461760462,0.8444444444444444,0.783968253968254,0.7509873077566191
50,10,10,2,entropy,0.5,0.9478523895946763,0.8542857142857143,0.8,0.8211300309597522,0.7948297173495718
50,10,10,2,entropy,0.6,0.951361161524501,0.96,0.711111111111111,0.8071428571428572,0.7983360957068688
50,10,10,2,entropy,0.7000000000000001,0.9339382940108892,0.9333333333333332,0.6,0.6893939393939393,0.6997742403780689
50,10,10,2,entropy,0.8,0.902843315184513,1.0,0.37777777777777777,0.5188811188811189,0.5623333765935936
50,10,10,2,entropy,0.9,0.8542649727767696,1.0,0.06666666666666667,0.1,0.10886621079036347
50,10,10,2,gini,0.1,0.6977011494252874,0.3488698669751301,0.9777777777777779,0.510725744843392,0.4627706246541541
50,10,10,2,gini,0.2,0.840411373260738,0.5035280508964719,0.9333333333333332,0.6500259740259741,0.6077700528679373
50,10,10,2,gini,0.30000000000000004,0.8958862673926195,0.6158333333333333,0.888888888888889,0.7230726817042606,0.6826481741059431
50,10,10,2,gini,0.4,0.9202056866303691,0.7126623376623377,0.8222222222222222,0.7553452685421995,0.7169499644522894
50,10,10,2,gini,0.5,0.9409558378705384,0.8375180375180374,0.7777777777777778,0.7977777777777778,0.7700195684923862
50,10,10,2,gini,0.6,0.9479128856624319,0.9083333333333332,0.7333333333333333,0.8063725490196078,0.7862131262158254
50,10,10,2,gini,0.7000000000000001,0.9235329703569267,0.96,0.5333333333333333,0.6670129870129871,0.6729413127401481
50,10,10,2,gini,0.8,0.889050211736237,1.0,0.28888888888888886,0.4127272727272727,0.47911358026172735
50,10,10,2,gini,0.9,0.8611615245009074,1.0,0.11111111111111112,0.17272727272727273,0.19705792115918314
50,10,10,5,entropy,0.1,0.5901391409558379,0.28610779116213897,0.9777777777777779,0.43893647705773803,0.3718648156395721
50,10,10,5,entropy,0.2,0.7985480943738656,0.44147073566268613,0.9333333333333332,0.595479422538246,0.5488857952822637
50,10,10,5,entropy,0.30000000000000004,0.8611010284331518,0.5442124542124542,0.9111111111111111,0.6754648649701124,0.6325836543112203
50,10,10,5,entropy,0.4,0.9200846944948579,0.7055555555555555,0.8444444444444444,0.7605754582534768,0.7239362016545173
50,10,10,5,entropy,0.5,0.9269207501512401,0.7866666666666667,0.7777777777777778,0.7656862745098039,0.7348398450010437
50,10,10,5,entropy,0.6,0.9478523895946763,0.9400000000000001,0.711111111111111,0.7787593984962407,0.7789094132869886
50,10,10,5,entropy,0.7000000000000001,0.9235934664246823,0.9333333333333332,0.5333333333333333,0.6577591036414565,0.6632790649568158
50,10,10,5,entropy,0.8,0.8854809437386569,1.0,0.26666666666666666,0.3955844155844156,0.4639373873405249
50,10,10,5,entropy,0.9,0.8472474289171205,1.0,0.02222222222222222,0.04,0.06172133998483677
50,10,10,5,gini,0.1,0.5310344827586206,0.25489864864864864,1.0,0.4050401065883569,0.3357221359475524
50,10,10,5,gini,0.2,0.8020568663036902,0.4444707356626861,0.9333333333333332,0.5986879786879786,0.5524566856288861
50,10,10,5,gini,0.30000000000000004,0.8506352087114337,0.5222826296510508,0.888888888888889,0.6516553411605885,0.6040083271621137
50,10,10,5,gini,0.4,0.9097398669086509,0.6664646464646464,0.8666666666666666,0.7484126984126984,0.70777590176662
50,10,10,5,gini,0.5,0.9269207501512401,0.7866666666666667,0.7777777777777778,0.7656862745098039,0.7348398450010437
50,10,10,5,gini,0.6,0.9409558378705384,0.8942857142857144,0.711111111111111,0.7644736842105263,0.7546914114891504
50,10,10,5,gini,0.7000000000000001,0.9166969147005444,0.9333333333333332,0.48888888888888893,0.6172510822510823,0.6287382185714129
50,10,10,5,gini,0.8,0.8820326678765881,1.0,0.24444444444444446,0.3628571428571429,0.437557186968074
50,10,10,5,gini,0.9,0.8472474289171205,1.0,0.02222222222222222,0.04,0.06172133998483677
50,20,5,2,entropy,0.1,0.774410163339383,0.4176418219461698,0.9777777777777779,0.5808065953654189,0.5425721600199479
50,20,5,2,entropy,0.2,0.8507562008469449,0.5237203585887796,0.9333333333333332,0.6652987012987013,0.6253111005781917
50,20,5,2,entropy,0.30000000000000004,0.9096793708408952,0.6575524475524476,0.888888888888889,0.7524333561175667,0.7136520392360675
50,20,5,2,entropy,0.4,0.9270417422867514,0.7525252525252525,0.8222222222222222,0.7754106280193237,0.7409344196540966
50,20,5,2,entropy,0.5,0.9444646098003628,0.8442857142857143,0.8,0.8091375497567448,0.7857709962954936
50,20,5,2,entropy,0.6,0.9514216575922564,0.8942857142857144,0.7777777777777778,0.8205661211853161,0.8028245083251855
50,20,5,2,entropy,0.7000000000000001,0.9339382940108892,0.95,0.6,0.7123076923076923,0.7152344184532448
50,20,5,2,entropy,0.8,0.8993345432546885,1.0,0.3555555555555555,0.5017382617382617,0.5471327445252122
50,20,5,2,entropy,0.9,0.8612220205686629,1.0,0.11111111111111112,0.16307692307692306,0.18869976371127176
50,20,5,2,gini,0.1,0.7052631578947368,0.3554818979358664,0.9777777777777779,0.5165532609805055,0.47055857405556767
50,20,5,2,gini,0.2,0.8508771929824561,0.5233333333333333,0.9333333333333332,0.6658522167487685,0.6248555499213861
50,20,5,2,gini,0.30000000000000004,0.8993950393224439,0.625506993006993,0.9111111111111111,0.7376363636363636,0.7002701051300976
50,20,5,2,gini,0.4,0.9200846944948579,0.7161760461760462,0.8444444444444444,0.7625396825396825,0.7281959769060293
50,20,5,2,gini,0.5,0.941016333938294,0.8442857142857143,0.7777777777777778,0.7959022556390977,0.7719946634769815
50,20,5,2,gini,0.6,0.9479128856624319,0.8969696969696969,0.7555555555555555,0.8045238095238094,0.7891850825953716
50,20,5,2,gini,0.7000000000000001,0.9201451905626135,0.9199999999999999,0.5333333333333333,0.6512987012987013,0.6525932572023756
50,20,5,2,gini,0.8,0.8993345432546885,1.0,0.3555555555555555,0.4958041958041958,0.5443370886679616
50,20,5,2,gini,0.9,0.8577132486388385,1.0,0.08888888888888888,0.13999999999999999,0.17067772078673218
50,20,5,5,entropy,0.1,0.6074410163339383,0.2975227272727273,0.9777777777777779,0.451690371381841,0.38741960903446676
50,20,5,5,entropy,0.2,0.8055656382335148,0.44773160522790345,0.9333333333333332,0.6020970695970697,0.5562008232953917
50,20,5,5,entropy,0.30000000000000004,0.8679975801572898,0.5511928860613071,0.9111111111111111,0.6836386222473179,0.6406537802302281
50,20,5,5,entropy,0.4,0.9165759225650334,0.7088888888888889,0.8222222222222222,0.7514939309056956,0.7124363025127293
50,20,5,5,entropy,0.5,0.9269207501512401,0.7885714285714286,0.7555555555555555,0.7531603945926196,0.7238398708686976
50,20,5,5,entropy,0.6,0.9444041137326075,0.9133333333333333,0.711111111111111,0.7711403508771929,0.7654803363259601
50,20,5,5,entropy,0.7000000000000001,0.9200846944948579,0.9333333333333332,0.5111111111111111,0.6343939393939394,0.6438968800770372
50,20,5,5,entropy,0.8,0.8854809437386569,1.0,0.26666666666666666,0.38593406593406593,0.4555779140408848
50,20,5,5,entropy,0.9,0.8507562008469449,1.0,0.04444444444444444,0.07272727272727272,0.08807710121010884
50,20,5,5,gini,0.1,0.5659407138535995,0.269660014781966,1.0,0.4234285714285714,0.36160262981422076
50,20,5,5,gini,0.2,0.8125226860254084,0.46061381074168795,0.9333333333333332,0.6126560758082497,0.5675322407330754
50,20,5,5,gini,0.30000000000000004,0.8505747126436782,0.5232600732600733,0.888888888888889,0.6522793148880105,0.6045778665575933
50,20,5,5,gini,0.4,0.9131276467029643,0.6791666666666667,0.8666666666666666,0.7535238095238095,0.7162767983217984
50,20,5,5,gini,0.5,0.9269207501512401,0.7866666666666667,0.7777777777777778,0.7656862745098039,0.7348398450010437
50,20,5,5,gini,0.6,0.9304900181488204,0.86,0.6888888888888889,0.7375386996904025,0.7203972314228431
50,20,5,5,gini,0.7000000000000001,0.9304900181488204,0.9333333333333332,0.5777777777777777,0.6776292335115864,0.6864409070447355
50,20,5,5,gini,0.8,0.8820326678765881,1.0,0.24444444444444446,0.3628571428571429,0.437557186968074
50,20,5,5,gini,0.9,0.8507562008469449,1.0,0.04444444444444444,0.07272727272727272,0.08807710121010884
50,20,10,2,entropy,0.1,0.7602540834845735,0.4004761902752536,0.9555555555555555,0.560728511725965,0.5147980671507726
50,20,10,2,entropy,0.2,0.8402903811252269,0.5078388278388278,0.9333333333333332,0.6521212121212121,0.610305752437153
50,20,10,2,entropy,0.30000000000000004,0.8958257713248639,0.6224999999999999,0.888888888888889,0.7270827067669172,0.686012757532643
50,20,10,2,entropy,0.4,0.9375075620084694,0.7825396825396825,0.8444444444444444,0.803968253968254,0.7738109389113921
50,20,10,2,entropy,0.5,0.9479128856624319,0.8483982683982685,0.8,0.81437564499484,0.7910311472153708
50,20,10,2,entropy,0.6,0.9373865698729583,0.888888888888889,0.6888888888888889,0.7602991452991452,0.7429747679175361
50,20,10,2,entropy,0.7000000000000001,0.9339382940108892,0.95,0.6,0.7032702591526121,0.7098796696888431
50,20,10,2,entropy,0.8,0.9062915910465821,1.0,0.4,0.5516083916083916,0.5887135769660445
50,20,10,2,entropy,0.9,0.8611615245009074,1.0,0.11111111111111112,0.18,0.23248923078310088
50,20,10,2,gini,0.1,0.7153660012099213,0.36201508295625945,0.9777777777777779,0.5241241111829347,0.4793812348948837
50,20,10,2,gini,0.2,0.8472474289171205,0.516641604010025,0.9333333333333332,0.6608902691511387,0.619249663108188
50,20,10,2,gini,0.30000000000000004,0.8992135511191772,0.629455266955267,0.8666666666666666,0.7230614216701173,0.6815223695510453
50,20,10,2,gini,0.4,0.9235934664246823,0.7347474747474748,0.8222222222222222,0.7660539028731248,0.7298162400110721
50,20,10,2,gini,0.5,0.9479128856624319,0.8642857142857142,0.8,0.8196638655462184,0.7979804051508653
50,20,10,2,gini,0.6,0.9478523895946763,0.9199999999999999,0.7333333333333333,0.800563909774436,0.7879665543431746
50,20,10,2,gini,0.7000000000000001,0.9270417422867514,0.95,0.5555555555555556,0.6750349650349651,0.6817317878024197
50,20,10,2,gini,0.8,0.895946763460375,1.0,0.3333333333333333,0.4555844155844156,0.5134592553403694
50,20,10,2,gini,0.9,0.864670296430732,1.0,0.13333333333333333,0.1958041958041958,0.2150799640837227
50,20,10,5,entropy,0.1,0.6074410163339383,0.2975227272727273,0.9777777777777779,0.451690371381841,0.38741960903446676
50,20,10,5,entropy,0.2,0.8055656382335148,0.44773160522790345,0.9333333333333332,0.6020970695970697,0.5562008232953917
50,20,10,5,entropy,0.30000000000000004,0.8679975801572898,0.5511928860613071,0.9111111111111111,0.6836386222473179,0.6406537802302281
50,20,10,5,entropy,0.4,0.9165759225650334,0.7088888888888889,0.8222222222222222,0.7514939309056956,0.7124363025127293
50,20,10,5,entropy,0.5,0.9269207501512401,0.7885714285714286,0.7555555555555555,0.7531603945926196,0.7238398708686976
50,20,10,5,entropy,0.6,0.9444041137326075,0.9133333333333333,0.711111111111111,0.7711403508771929,0.7654803363259601
50,20,10,5,entropy,0.7000000000000001,0.9200846944948579,0.9333333333333332,0.5111111111111111,0.6343939393939394,0.6438968800770372
50,20,10,5,entropy,0.8,0.8854809437386569,1.0,0.26666666666666666,0.38593406593406593,0.4555779140408848
50,20,10,5,entropy,0.9,0.8507562008469449,1.0,0.04444444444444444,0.07272727272727272,0.08807710121010884
50,20,10,5,gini,0.1,0.5659407138535995,0.269660014781966,1.0,0.4234285714285714,0.36160262981422076
50,20,10,5,gini,0.2,0.8125226860254084,0.46061381074168795,0.9333333333333332,0.6126560758082497,0.5675322407330754
50,20,10,5,gini,0.30000000000000004,0.8505747126436782,0.5232600732600733,0.888888888888889,0.6522793148880105,0.6045778665575933
50,20,10,5,gini,0.4,0.9131276467029643,0.6791666666666667,0.8666666666666666,0.7535238095238095,0.7162767983217984
50,20,10,5,gini,0.5,0.9269207501512401,0.7866666666666667,0.7777777777777778,0.7656862745098039,0.7348398450010437
50,20,10,5,gini,0.6,0.9304900181488204,0.86,0.6888888888888889,0.7375386996904025,0.7203972314228431
50,20,10,5,gini,0.7000000000000001,0.9304900181488204,0.9333333333333332,0.5777777777777777,0.6776292335115864,0.6864409070447355
50,20,10,5,gini,0.8,0.8820326678765881,1.0,0.24444444444444446,0.3628571428571429,0.437557186968074
50,20,10,5,gini,0.9,0.8507562008469449,1.0,0.04444444444444444,0.07272727272727272,0.08807710121010884
50,30,5,2,entropy,0.1,0.7779189352692075,0.4206418219461698,0.9777777777777779,0.5840151515151515,0.5461430503665702
50,30,5,2,entropy,0.2,0.8507562008469449,0.5237203585887796,0.9333333333333332,0.6652987012987013,0.6253111005781917
50,30,5,2,entropy,0.30000000000000004,0.9096793708408952,0.6575524475524476,0.888888888888889,0.7524333561175667,0.7136520392360675
50,30,5,2,entropy,0.4,0.9270417422867514,0.7525252525252525,0.8222222222222222,0.7754106280193237,0.7409344196540966
50,30,5,2,entropy,0.5,0.9444646098003628,0.8442857142857143,0.8,0.8091375497567448,0.7857709962954936
50,30,5,2,entropy,0.6,0.9514216575922564,0.8942857142857144,0.7777777777777778,0.8205661211853161,0.8028245083251855
50,30,5,2,entropy,0.7000000000000001,0.9339382940108892,0.95,0.6,0.7123076923076923,0.7152344184532448
50,30,5,2,entropy,0.8,0.8993345432546885,1.0,0.3555555555555555,0.5017382617382617,0.5471327445252122
50,30,5,2,entropy,0.9,0.868118572292801,1.0,0.15555555555555553,0.23580419580419582,0.27689147408009146
50,30,5,2,gini,0.1,0.7052631578947368,0.3554818979358664,0.9777777777777779,0.5165532609805055,0.47055857405556767
50,30,5,2,gini,0.2,0.8508771929824561,0.5233333333333333,0.9333333333333332,0.6658522167487685,0.6248555499213861
50,30,5,2,gini,0.30000000000000004,0.8993950393224439,0.625506993006993,0.9111111111111111,0.7376363636363636,0.7002701051300976
50,30,5,2,gini,0.4,0.9200846944948579,0.7161760461760462,0.8444444444444444,0.7625396825396825,0.7281959769060293
50,30,5,2,gini,0.5,0.941016333938294,0.8442857142857143,0.7777777777777778,0.7959022556390977,0.7719946634769815
50,30,5,2,gini,0.6,0.9479128856624319,0.8969696969696969,0.7555555555555555,0.8045238095238094,0.7891850825953716
50,30,5,2,gini,0.7000000000000001,0.9201451905626135,0.9199999999999999,0.5333333333333333,0.6512987012987013,0.6525932572023756
50,30,5,2,gini,0.8,0.8993345432546885,1.0,0.3555555555555555,0.4958041958041958,0.5443370886679616
50,30,5,2,gini,0.9,0.8577132486388385,1.0,0.08888888888888888,0.13999999999999999,0.17067772078673218
50,30,5,5,entropy,0.1,0.6074410163339383,0.2975227272727273,0.9777777777777779,0.451690371381841,0.38741960903446676
50,30,5,5,entropy,0.2,0.8055656382335148,0.44773160522790345,0.9333333333333332,0.6020970695970697,0.5562008232953917
50,30,5,5,entropy,0.30000000000000004,0.8679975801572898,0.5511928860613071,0.9111111111111111,0.6836386222473179,0.6406537802302281
50,30,5,5,entropy,0.4,0.9165759225650334,0.7088888888888889,0.8222222222222222,0.7514939309056956,0.7124363025127293
50,30,5,5,entropy,0.5,0.9234119782214156,0.7785714285714286,0.7333333333333333,0.7311823726145976,0.7038506559709753
50,30,5,5,entropy,0.6,0.9444041137326075,0.9133333333333333,0.711111111111111,0.7711403508771929,0.7654803363259601
50,30,5,5,entropy,0.7000000000000001,0.9200846944948579,0.9333333333333332,0.5111111111111111,0.6343939393939394,0.6438968800770372
50,30,5,5,entropy,0.8,0.8854809437386569,1.0,0.26666666666666666,0.38593406593406593,0.4555779140408848
50,30,5,5,entropy,0.9,0.8507562008469449,1.0,0.04444444444444444,0.07272727272727272,0.08807710121010884
50,30,5,5,gini,0.1,0.5659407138535995,0.269660014781966,1.0,0.4234285714285714,0.36160262981422076
50,30,5,5,gini,0.2,0.8125226860254084,0.46061381074168795,0.9333333333333332,0.6126560758082497,0.5675322407330754
50,30,5,5,gini,0.30000000000000004,0.8505747126436782,0.5232600732600733,0.888888888888889,0.6522793148880105,0.6045778665575933
50,30,5,5,gini,0.4,0.9131276467029643,0.6791666666666667,0.8666666666666666,0.7535238095238095,0.7162767983217984
50,30,5,5,gini,0.5,0.9269207501512401,0.7866666666666667,0.7777777777777778,0.7656862745098039,0.7348398450010437
50,30,5,5,gini,0.6,0.9304900181488204,0.86,0.6888888888888889,0.7375386996904025,0.7203972314228431
50,30,5,5,gini,0.7000000000000001,0.9304900181488204,0.9333333333333332,0.5777777777777777,0.6776292335115864,0.6864409070447355
50,30,5,5,gini,0.8,0.8820326678765881,1.0,0.24444444444444446,0.3628571428571429,0.437557186968074
50,30,5,5,gini,0.9,0.8507562008469449,1.0,0.04444444444444444,0.07272727272727272,0.08807710121010884
50,30,10,2,entropy,0.1,0.7602540834845735,0.4004761902752536,0.9555555555555555,0.560728511725965,0.5147980671507726
50,30,10,2,entropy,0.2,0.8402903811252269,0.5078388278388278,0.9333333333333332,0.6521212121212121,0.610305752437153
50,30,10,2,entropy,0.30000000000000004,0.8993345432546885,0.6279545454545454,0.9111111111111111,0.7397142857142857,0.7015769530960866
50,30,10,2,entropy,0.4,0.9375075620084694,0.7825396825396825,0.8444444444444444,0.803968253968254,0.7738109389113921
50,30,10,2,entropy,0.5,0.9479128856624319,0.8483982683982685,0.8,0.81437564499484,0.7910311472153708
50,30,10,2,entropy,0.6,0.9373865698729583,0.888888888888889,0.6888888888888889,0.7602991452991452,0.7429747679175361
50,30,10,2,entropy,0.7000000000000001,0.9339382940108892,0.95,0.6,0.7032702591526121,0.7098796696888431
50,30,10,2,entropy,0.8,0.9062915910465821,1.0,0.4,0.5516083916083916,0.5887135769660445
50,30,10,2,entropy,0.9,0.8611615245009074,1.0,0.11111111111111112,0.18,0.23248923078310088
50,30,10,2,gini,0.1,0.7153660012099213,0.36201508295625945,0.9777777777777779,0.5241241111829347,0.4793812348948837
50,30,10,2,gini,0.2,0.8472474289171205,0.516641604010025,0.9333333333333332,0.6608902691511387,0.619249663108188
50,30,10,2,gini,0.30000000000000004,0.8992135511191772,0.629455266955267,0.8666666666666666,0.7230614216701173,0.6815223695510453
50,30,10,2,gini,0.4,0.9235934664246823,0.7347474747474748,0.8222222222222222,0.7660539028731248,0.7298162400110721
50,30,10,2,gini,0.5,0.9479128856624319,0.8642857142857142,0.8,0.8196638655462184,0.7979804051508653
50,30,10,2,gini,0.6,0.9478523895946763,0.9199999999999999,0.7333333333333333,0.800563909774436,0.7879665543431746
50,30,10,2,gini,0.7000000000000001,0.9270417422867514,0.95,0.5555555555555556,0.6750349650349651,0.6817317878024197
50,30,10,2,gini,0.8,0.895946763460375,1.0,0.3333333333333333,0.4555844155844156,0.5134592553403694
50,30,10,2,gini,0.9,0.864670296430732,1.0,0.13333333333333333,0.1958041958041958,0.2150799640837227
50,30,10,5,entropy,0.1,0.6074410163339383,0.2975227272727273,0.9777777777777779,0.451690371381841,0.38741960903446676
50,30,10,5,entropy,0.2,0.8055656382335148,0.44773160522790345,0.9333333333333332,0.6020970695970697,0.5562008232953917
50,30,10,5,entropy,0.30000000000000004,0.8679975801572898,0.5511928860613071,0.9111111111111111,0.6836386222473179,0.6406537802302281
50,30,10,5,entropy,0.4,0.9165759225650334,0.7088888888888889,0.8222222222222222,0.7514939309056956,0.7124363025127293
50,30,10,5,entropy,0.5,0.9234119782214156,0.7785714285714286,0.7333333333333333,0.7311823726145976,0.7038506559709753
50,30,10,5,entropy,0.6,0.9444041137326075,0.9133333333333333,0.711111111111111,0.7711403508771929,0.7654803363259601
50,30,10,5,entropy,0.7000000000000001,0.9200846944948579,0.9333333333333332,0.5111111111111111,0.6343939393939394,0.6438968800770372
50,30,10,5,entropy,0.8,0.8854809437386569,1.0,0.26666666666666666,0.38593406593406593,0.4555779140408848
50,30,10,5,entropy,0.9,0.8507562008469449,1.0,0.04444444444444444,0.07272727272727272,0.08807710121010884
50,30,10,5,gini,0.1,0.5659407138535995,0.269660014781966,1.0,0.4234285714285714,0.36160262981422076
50,30,10,5,gini,0.2,0.8125226860254084,0.46061381074168795,0.9333333333333332,0.6126560758082497,0.5675322407330754
50,30,10,5,gini,0.30000000000000004,0.8505747126436782,0.5232600732600733,0.888888888888889,0.6522793148880105,0.6045778665575933
50,30,10,5,gini,0.4,0.9131276467029643,0.6791666666666667,0.8666666666666666,0.7535238095238095,0.7162767983217984
50,30,10,5,gini,0.5,0.9269207501512401,0.7866666666666667,0.7777777777777778,0.7656862745098039,0.7348398450010437
50,30,10,5,gini,0.6,0.9304900181488204,0.86,0.6888888888888889,0.7375386996904025,0.7203972314228431
50,30,10,5,gini,0.7000000000000001,0.9304900181488204,0.9333333333333332,0.5777777777777777,0.6776292335115864,0.6864409070447355
50,30,10,5,gini,0.8,0.8820326678765881,1.0,0.24444444444444446,0.3628571428571429,0.437557186968074
50,30,10,5,gini,0.9,0.8507562008469449,1.0,0.04444444444444444,0.07272727272727272,0.08807710121010884
100,10,5,2,entropy,0.1,0.7359951603145796,0.39052194182628963,0.9777777777777779,0.5505337941628264,0.5073902374383994
100,10,5,2,entropy,0.2,0.8333938294010889,0.4945054945054945,0.9333333333333332,0.6414545454545454,0.5986849076315465
100,10,5,2,entropy,0.30000000000000004,0.9029038112522686,0.6503302253302253,0.9111111111111111,0.7494141414141413,0.7148843719134768
100,10,5,2,entropy,0.4,0.9166364186327888,0.7116305916305916,0.8222222222222222,0.7511111111111111,0.7132595146076313
100,10,5,2,entropy,0.5,0.9341197822141561,0.805,0.7777777777777778,0.7797257850508624,0.7491573915714758
100,10,5,2,entropy,0.6,0.9443436176648519,0.9236363636363636,0.711111111111111,0.7692857142857144,0.7682573955388768
100,10,5,2,entropy,0.7000000000000001,0.9374470659407137,0.9333333333333332,0.6222222222222222,0.7166666666666666,0.7205633499583234
100,10,5,2,entropy,0.8,0.9027828191167574,1.0,0.37777777777777777,0.5215184815184816,0.5634576925310435
100,10,5,2,entropy,0.9,0.8612220205686629,1.0,0.11111111111111112,0.16307692307692306,0.18869976371127176
100,10,5,2,gini,0.1,0.736237144585602,0.38121325051759836,1.0,0.5490129835718072,0.5116695518359388
100,10,5,2,gini,0.2,0.8369630973986691,0.4969104038376484,0.9333333333333332,0.6444875124875125,0.6020101012544318
100,10,5,2,gini,0.30000000000000004,0.9132486388384755,0.6802777777777778,0.9111111111111111,0.7695221386800334,0.7373395345089195
100,10,5,2,gini,0.4,0.9201451905626135,0.7152020202020202,0.8444444444444444,0.7658169934640523,0.7286826265020325
100,10,5,2,gini,0.5,0.937568058076225,0.825,0.7777777777777778,0.790252100840336,0.7613668004268473
100,10,5,2,gini,0.6,0.9373865698729583,0.888888888888889,0.6888888888888889,0.7602991452991452,0.7429747679175361
100,10,5,2,gini,0.7000000000000001,0.9235934664246823,0.95,0.5333333333333333,0.6578921078921078,0.6665485302834316
100,10,5,2,gini,0.8,0.8889292196007259,1.0,0.28888888888888886,0.4283116883116883,0.4903175877129759
100,10,5,2,gini,0.9,0.8577737447065941,1.0,0.08888888888888888,0.12307692307692308,0.12688825371490303
