pca__n_components,n_neighbors,weights,metric,threshold,accuracy,precision,recall,f1,mcc
180,3,distance,cosine,0.1,0.8328248587570621,0.45809523809523806,0.6222222222222222,0.5240492535687042,0.43592442920211816
180,3,distance,cosine,0.2,0.8428248587570621,0.4778754578754579,0.6222222222222222,0.5373076961177647,0.4528521998519399
180,3,distance,cosine,0.30000000000000004,0.8562711864406779,0.515,0.6222222222222222,0.5595834506051224,0.480797138709211
180,3,distance,cosine,0.4,0.8864406779661017,0.6590659340659342,0.6,0.6217914438502674,0.5607142017133444
180,3,distance,cosine,0.5,0.8864406779661017,0.6590659340659342,0.6,0.6217914438502674,0.5607142017133444
180,3,distance,cosine,0.6,0.889774011299435,0.6597619047619048,0.5777777777777777,0.6082633053221288,0.5517985742877999
180,3,distance,cosine,0.7000000000000001,0.899774011299435,0.7797619047619048,0.5777777777777777,0.6238477209065445,0.5979872056694234
180,3,distance,cosine,0.8,0.8964406779661017,0.7691558441558441,0.5555555555555556,0.6086096256684492,0.5800010741972873
180,3,distance,cosine,0.9,0.8964406779661017,0.7691558441558441,0.5555555555555556,0.6086096256684492,0.5800010741972873
180,3,distance,euclidean,0.1,0.7826553672316384,0.3888725490196078,0.7555555555555555,0.5128252284114353,0.42746855317823984
180,3,distance,euclidean,0.2,0.7993785310734463,0.4133333333333333,0.7555555555555555,0.5332183908045977,0.451407922992287
180,3,distance,euclidean,0.30000000000000004,0.8193785310734464,0.44682523616734143,0.7555555555555555,0.5594967061923584,0.4822987782086422
180,3,distance,euclidean,0.4,0.8361016949152542,0.4820804195804196,0.6222222222222222,0.5374942704354468,0.4502449858414484
180,3,distance,euclidean,0.5,0.8394915254237288,0.48977272727272725,0.6222222222222222,0.5426890756302521,0.45653180539555027
180,3,distance,euclidean,0.6,0.8494915254237287,0.512987012987013,0.6222222222222222,0.555527950310559,0.47454495023291904
180,3,distance,euclidean,0.7000000000000001,0.8896045197740113,0.6891558441558441,0.5777777777777777,0.6133293641343177,0.5621775125730226
180,3,distance,euclidean,0.8,0.8896045197740113,0.6891558441558441,0.5777777777777777,0.6133293641343177,0.5621775125730226
180,3,distance,euclidean,0.9,0.8896045197740113,0.6891558441558441,0.5777777777777777,0.6133293641343177,0.5621775125730226
180,3,uniform,cosine,0.1,0.7825988700564972,0.3634857789269554,0.6222222222222222,0.4579702037093341,0.3531454318488763
180,3,uniform,cosine,0.2,0.7825988700564972,0.3634857789269554,0.6222222222222222,0.4579702037093341,0.3531454318488763
180,3,uniform,cosine,0.30000000000000004,0.7825988700564972,0.3634857789269554,0.6222222222222222,0.4579702037093341,0.3531454318488763
180,3,uniform,cosine,0.4,0.8596610169491525,0.546984126984127,0.6,0.5688278667683703,0.48891074667184115
180,3,uniform,cosine,0.5,0.8596610169491525,0.546984126984127,0.6,0.5688278667683703,0.48891074667184115
180,3,uniform,cosine,0.6,0.8596610169491525,0.546984126984127,0.6,0.5688278667683703,0.48891074667184115
180,3,uniform,cosine,0.7000000000000001,0.8964406779661017,0.7691558441558441,0.5555555555555556,0.6086096256684492,0.5800010741972873
180,3,uniform,cosine,0.8,0.8964406779661017,0.7691558441558441,0.5555555555555556,0.6086096256684492,0.5800010741972873
180,3,uniform,cosine,0.9,0.8964406779661017,0.7691558441558441,0.5555555555555556,0.6086096256684492,0.5800010741972873
180,3,uniform,euclidean,0.1,0.7524293785310734,0.3514619883040936,0.7555555555555555,0.4792592592592593,0.38821477404712634
180,3,uniform,euclidean,0.2,0.7524293785310734,0.3514619883040936,0.7555555555555555,0.4792592592592593,0.38821477404712634
180,3,uniform,euclidean,0.30000000000000004,0.7524293785310734,0.3514619883040936,0.7555555555555555,0.4792592592592593,0.38821477404712634
180,3,uniform,euclidean,0.4,0.8059322033898304,0.4197209653092006,0.6444444444444445,0.5062564102564102,0.4084798764555598
180,3,uniform,euclidean,0.5,0.8059322033898304,0.4197209653092006,0.6444444444444445,0.5062564102564102,0.4084798764555598
180,3,uniform,euclidean,0.6,0.8059322033898304,0.4197209653092006,0.6444444444444445,0.5062564102564102,0.4084798764555598
180,3,uniform,euclidean,0.7000000000000001,0.8896045197740113,0.6891558441558441,0.5777777777777777,0.6133293641343177,0.5621775125730226
180,3,uniform,euclidean,0.8,0.8896045197740113,0.6891558441558441,0.5777777777777777,0.6133293641343177,0.5621775125730226
180,3,uniform,euclidean,0.9,0.8896045197740113,0.6891558441558441,0.5777777777777777,0.6133293641343177,0.5621775125730226
180,5,distance,cosine,0.1,0.7590960451977401,0.3540822644847413,0.711111111111111,0.47070794273193073,0.3735751009422093
180,5,distance,cosine,0.2,0.8327683615819209,0.4559040959040959,0.6222222222222222,0.524659871021427,0.43499275379923086
180,5,distance,cosine,0.30000000000000004,0.8428248587570621,0.4841958041958042,0.6,0.5346684894053315,0.4461391889179832
180,5,distance,cosine,0.4,0.8729378531073447,0.590970695970696,0.6,0.5902640960690496,0.5191063284405991
180,5,distance,cosine,0.5,0.8797175141242939,0.6273809523809524,0.5777777777777777,0.5982492997198879,0.5307696576037431
180,5,distance,cosine,0.6,0.8831073446327684,0.6488095238095238,0.5777777777777777,0.6070728291316526,0.5429456971373638
180,5,distance,cosine,0.7000000000000001,0.8864406779661017,0.6655844155844155,0.5333333333333333,0.5827149321266969,0.5286517933179764
180,5,distance,cosine,0.8,0.8931073446327684,0.7655844155844156,0.5333333333333333,0.5939037433155081,0.5646667745921164
180,5,distance,cosine,0.9,0.9031073446327683,0.8103174603174603,0.5333333333333333,0.6127926322043968,0.592006895912222
